Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,1997 JIF,JIF Quartile,1997 JCI,% of Citable OA
"SCIENTOMETRICS","SCIENTOMETRICS","ELSEVIER SCIENCE BV","0138-9130","1588-2861","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","463","0.691","Q1","N/A","N/A",
"LIBRARY & INFORMATION SCIENCE RESEARCH","LIBR INFORM SCI RES","ABLEX PUBL CORP","0740-8188","1873-1848","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","87","0.586","Q1","N/A","N/A",
"TELECOMMUNICATIONS POLICY","TELECOMMUN POLICY","ELSEVIER SCI LTD","0308-5961","1879-3258","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","174","0.586","Q1","N/A","N/A",
"INFORMATION PROCESSING & MANAGEMENT","INFORM PROCESS MANAG","PERGAMON-ELSEVIER SCIENCE LTD","0306-4573","1873-5371","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","367","0.578","Q1","N/A","N/A",
"INFORMATION PROCESSING & MANAGEMENT","INFORM PROCESS MANAG","PERGAMON-ELSEVIER SCIENCE LTD","0306-4573","1873-5371","INFORMATION SCIENCE & LIBRARY SCIENCE","SCIE","367","0.578","Q2","N/A","N/A",
"INFORMATION PROCESSING & MANAGEMENT","INFORM PROCESS MANAG","PERGAMON-ELSEVIER SCIENCE LTD","0306-4573","1873-5371","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","367","0.578","Q1","N/A","N/A",
"BULLETIN OF THE MEDICAL LIBRARY ASSOCIATION","B MED LIBR ASSOC","MEDICAL LIBRARY ASSOC","0025-7338","N/A","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","306","0.565","Q2","N/A","N/A",
"JOURNAL OF INFORMATION TECHNOLOGY","J INFORM TECHNOL","ROUTLEDGE","0268-3962","N/A","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","82","0.537","Q2","N/A","N/A",
"JOURNAL OF INFORMATION TECHNOLOGY","J INFORM TECHNOL","ROUTLEDGE","0268-3962","N/A","INFORMATION SCIENCE & LIBRARY SCIENCE","SCIE","82","0.537","Q3","N/A","N/A",
"JOURNAL OF INFORMATION TECHNOLOGY","J INFORM TECHNOL","ROUTLEDGE","0268-3962","N/A","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","82","0.537","Q2","N/A","N/A",
"GOVERNMENT INFORMATION QUARTERLY","GOV INFORM Q","JAI PRESS INC","0740-624X","1872-9517","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","42","0.438","Q2","N/A","N/A",
"SCIENTIST","SCIENTIST","SCIENTIST INC","0890-3670","1547-0806","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","271","0.431","Q2","N/A","N/A",
"JOURNAL OF INFORMATION SCIENCE","J INFORM SCI","BOWKER-SAUR LTD","0165-5515","N/A","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","193","0.427","Q2","N/A","N/A",
"JOURNAL OF INFORMATION SCIENCE","J INFORM SCI","BOWKER-SAUR LTD","0165-5515","N/A","INFORMATION SCIENCE & LIBRARY SCIENCE","SCIE","193","0.427","Q3","N/A","N/A",
"JOURNAL OF INFORMATION SCIENCE","J INFORM SCI","BOWKER-SAUR LTD","0165-5515","N/A","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","193","0.427","Q2","N/A","N/A",
"INTERNATIONAL JOURNAL OF INFORMATION MANAGEMENT","INT J INFORM MANAGE","ELSEVIER SCI LTD","0268-4012","1873-4707","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","74","0.422","Q2","N/A","N/A",
"LAW LIBRARY JOURNAL","LAW LIBR J","AMER ASSN LAW LIBRARIES","0023-9283","0023-9283","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","84","0.4","Q2","N/A","N/A",
"LIBRARY RESOURCES & TECHNICAL SERVICES","LIBR RESOUR TECH SER","AMER LIBRARY ASSOC","0024-2527","2159-9610","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","72","0.397","Q2","N/A","N/A",
"PROGRAM-ELECTRONIC LIBRARY AND INFORMATION SYSTEMS","PROGRAM-ELECTRON LIB","ASLIB","0033-0337","1758-7301","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","59","0.393","Q2","N/A","N/A",
"PROGRAM-ELECTRONIC LIBRARY AND INFORMATION SYSTEMS","PROGRAM-ELECTRON LIB","ASLIB","0033-0337","1758-7301","INFORMATION SCIENCE & LIBRARY SCIENCE","SCIE","59","0.393","Q3","N/A","N/A",
"PROGRAM-ELECTRONIC LIBRARY AND INFORMATION SYSTEMS","PROGRAM-ELECTRON LIB","ASLIB","0033-0337","1758-7301","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","59","0.393","Q2","N/A","N/A",
"LIBRARY TRENDS","LIBR TRENDS","GSLIS PUBLICATIONS","0024-2594","1559-0682","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","117","0.391","Q2","N/A","N/A",
"INFORMATION SYSTEMS JOURNAL","INFORM SYST J","BLACKWELL SCIENCE LTD","1350-1917","1365-2575","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","13","0.364","Q2","N/A","N/A",
"RQ","RQ","AMER LIBRARY ASSOC","0033-7072","N/A","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","117","0.298","Q2","N/A","N/A",
"JOURNAL OF GOVERNMENT INFORMATION","J GOV INFORM","PERGAMON-ELSEVIER SCIENCE LTD","1352-0237","N/A","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","22","0.288","Q2","N/A","N/A",
"ONLINE","ONLINE","ONLINE INC","0146-5422","N/A","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","120","0.287","Q2","N/A","N/A",
"DATABASE","DATABASE","ONLINE INC","0162-4105","N/A","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","88","0.263","Q3","N/A","N/A",
"INTERLENDING & DOCUMENT SUPPLY","INTERLEND DOC SUPPLY","MCB UNIV PRESS LTD","0264-1615","1758-5848","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","18","0.263","Q3","N/A","N/A",
"LIBRI","LIBRI","MUNKSGAARD INT PUBL LTD","0024-2667","1865-8423","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","59","0.261","Q3","N/A","N/A",
"CANADIAN JOURNAL OF INFORMATION AND LIBRARY SCIENCE-REVUE CANADIENNE DES SCIENCES DE L INFORMATION ET DE BIBLIOTHECONOMIE","CAN J INFORM LIB SCI","CANADIAN ASSOC INFORMATION SCIENCE","1195-096X","1920-7239","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","37","0.25","Q3","N/A","N/A",
"LIBRARY JOURNAL","LIBR J","BOWKER MAGAZINE GROUP CAHNERS MAGAZINE DIVISION","0363-0277","N/A","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","184","0.248","Q3","N/A","N/A",
"INTERNET WORLD","INTERNET WORLD","MECKLERMEDIA CORP","1064-3923","N/A","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","73","0.242","Q3","N/A","N/A",
"RESTAURATOR-INTERNATIONAL JOURNAL FOR THE PRESERVATION OF LIBRARY AND ARCHIVAL MATERIAL","RESTAURATOR","MUNKSGAARD INT PUBL LTD","0034-5806","1865-8431","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","27","0.229","Q3","N/A","N/A",
"SPECIAL LIBRARIES","SPEC LIBR","SPECIAL LIBRARIES ASSN","0038-6723","N/A","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","64","0.214","Q3","N/A","N/A",
"JOURNAL OF ACADEMIC LIBRARIANSHIP","J ACAD LIBR","JAI PRESS INC","0099-1333","1879-1999","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","122","0.208","Q3","N/A","N/A",
"ASLIB PROCEEDINGS","ASLIB PROC","ASLIB","0001-253X","1758-3748","INFORMATION SCIENCE & LIBRARY SCIENCE","SCIE","45","0.206","Q3","N/A","N/A",
"ASLIB PROCEEDINGS","ASLIB PROC","ASLIB","0001-253X","1758-3748","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","45","0.206","Q3","N/A","N/A",
"ASLIB PROCEEDINGS","ASLIB PROC","ASLIB","0001-253X","1758-3748","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","45","0.206","Q3","N/A","N/A",
"SOCIAL SCIENCE INFORMATION SUR LES SCIENCES SOCIALES","SOC SCI INFORM","SAGE PUBLICATIONS LTD","0539-0184","1461-7412","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","204","0.203","Q3","N/A","N/A",
"LIBRARY ACQUISITIONS-PRACTICE AND THEORY","LIBR ACQUIS PRACT TH","PERGAMON-ELSEVIER SCIENCE LTD","0364-6408","N/A","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","45","0.197","Q3","N/A","N/A",
"SOCIAL SCIENCE COMPUTER REVIEW","SOC SCI COMPUT REV","SAGE PUBLICATIONS INC","0894-4393","1552-8286","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","21","0.197","Q3","N/A","N/A",
"SOCIAL SCIENCE COMPUTER REVIEW","SOC SCI COMPUT REV","SAGE PUBLICATIONS INC","0894-4393","1552-8286","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","21","0.197","Q3","N/A","N/A",
"SOCIAL SCIENCE COMPUTER REVIEW","SOC SCI COMPUT REV","SAGE PUBLICATIONS INC","0894-4393","1552-8286","INFORMATION SCIENCE & LIBRARY SCIENCE","SCIE","21","0.197","Q4","N/A","N/A",
"INFORMATION TECHNOLOGY AND LIBRARIES","INFORM TECHNOL LIBR","AMER LIBRARY ASSOC","0730-9295","2163-5226","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","47","0.193","Q3","N/A","N/A",
"INFORMATION TECHNOLOGY AND LIBRARIES","INFORM TECHNOL LIBR","AMER LIBRARY ASSOC","0730-9295","2163-5226","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","47","0.193","Q3","N/A","N/A",
"INFORMATION TECHNOLOGY AND LIBRARIES","INFORM TECHNOL LIBR","AMER LIBRARY ASSOC","0730-9295","2163-5226","INFORMATION SCIENCE & LIBRARY SCIENCE","SCIE","47","0.193","Q4","N/A","N/A",
"ZEITSCHRIFT FUR BIBLIOTHEKSWESEN UND BIBLIOGRAPHIE","Z BIBL BIBL","VITTORIO KLOSTERNAMM GMBH","0044-2380","1864-2950","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","17","0.189","Q4","N/A","N/A",
"JOURNAL OF INFORMATION ETHICS","J INFORM ETHICS","MCFARLAND & CO INC","1061-9321","N/A","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","8","0.188","Q4","N/A","N/A",
"JOURNAL OF SCHOLARLY PUBLISHING","J SCHOLARLY PUBL","UNIV TORONTO PRESS INC","1198-9742","1710-1166","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","13","0.174","Q4","N/A","N/A",
"ELECTRONIC LIBRARY","ELECTRON LIBR","LEARNED INFORMATION LTD","0264-0473","1758-616X","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","44","0.157","Q4","N/A","N/A",
"WILSON LIBRARY BULLETIN","WILSON LIBR BULL","H W WILSON CO","0043-5651","N/A","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","33","0.156","Q4","N/A","N/A",
"LIBRARY HI TECH","LIBR HI TECH","PIERIAN PRESS","0737-8831","0737-8831","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","40","0.155","Q4","N/A","N/A",
"ONLINE & CDROM REVIEW","ONLINE CDROM REV","LEARNED INFORMATION LTD","1353-2642","N/A","INFORMATION SCIENCE & LIBRARY SCIENCE","SCIE","28","0.147","Q4","N/A","N/A",
"ONLINE & CDROM REVIEW","ONLINE CDROM REV","LEARNED INFORMATION LTD","1353-2642","N/A","INFORMATION SCIENCE & LIBRARY SCIENCE","SCIE","28","0.147","Q4","N/A","N/A",
"ONLINE & CDROM REVIEW","ONLINE CDROM REV","LEARNED INFORMATION LTD","1353-2642","N/A","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","28","0.147","Q4","N/A","N/A",
"KNOWLEDGE ORGANIZATION","KNOWL ORGAN","INT SOC KNOWLEDGE ORGANIZATION","0943-7444","N/A","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","8","0.121","Q4","N/A","N/A",
"JOURNAL OF LIBRARIANSHIP AND INFORMATION SCIENCE","J LIBR INF SCI","BOWKER-SAUR LTD","0961-0006","1741-6477","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","36","0.111","Q4","N/A","N/A",
"BEHAVIORAL & SOCIAL SCIENCES LIBRARIAN","BEHAV SOC SCI LIBR","HAWORTH PRESS INC","0163-9269","N/A","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","6","0.063","Q4","N/A","N/A",
"INTERNATIONAL FORUM ON INFORMATION AND DOCUMENTATION","INT FORUM INFORM DOC","INT FEDERAT INFORMATION & DOCUMENTATION","0304-9701","N/A","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","10","0.059","Q4","N/A","N/A",
"NACHRICHTEN FUR DOKUMENTATION","NACHR DOK","VERLAG HOPPENSTEDT & CO","0027-7436","N/A","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","16","0.057","Q4","N/A","N/A",
"JOURNAL OF EDUCATION FOR LIBRARY AND INFORMATION SCIENCE","J EDUC LIBR INF SCI","ASSOC LIBRARY INFORMATION SCIENCE EDUCATION","0748-5786","N/A","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","24","0.032","Q4","N/A","N/A",
"PROCEEDINGS OF THE ASIS ANNUAL MEETING","P ASIS ANNU MEET","INFORMATION TODAY INC","0044-7870","N/A","INFORMATION SCIENCE & LIBRARY SCIENCE","SCIE","37","0","Q4","N/A","N/A",
"PROCEEDINGS OF THE ASIS ANNUAL MEETING","P ASIS ANNU MEET","INFORMATION TODAY INC","0044-7870","N/A","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","37","0","Q4","N/A","N/A",
"PROCEEDINGS OF THE ASIS ANNUAL MEETING","P ASIS ANNU MEET","INFORMATION TODAY INC","0044-7870","N/A","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","37","0","Q4","N/A","N/A",
