"Journal Data Filtered By:  Selected Categories: INFORMATION SCIENCE & LIBRARY SCIENCE Selected Editions: SCIE;SSCI Selected JCR Year: 2010 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2010 JIF,JIF Quartile,2010 JCI,% of Citable OA
"SERIALS REVIEW","SERIALS REV","ELSEVIER INC","0098-7913","1879-095X","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","119","0.707","Q3","N/A","N/A",
"COLLEGE & RESEARCH LIBRARIES","COLL RES LIBR","ASSOC COLL RESEARCH LIBRARIES","0010-0870","2150-6701","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","491","0.683","Q3","N/A","N/A",
"LIBRARY TRENDS","LIBR TRENDS","JOHNS HOPKINS UNIV PRESS","0024-2594","1559-0682","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","442","0.667","Q3","N/A","N/A",
"LIBRARY QUARTERLY","LIBR QUART","UNIV CHICAGO PRESS","0024-2519","1549-652X","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","256","0.651","Q3","N/A","N/A",
"JOURNAL OF LIBRARIANSHIP AND INFORMATION SCIENCE","J LIBR INF SCI","SAGE PUBLICATIONS LTD","0961-0006","1741-6477","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","92","0.636","Q3","N/A","N/A",
"ASLIB PROCEEDINGS","ASLIB PROC","EMERALD GROUP PUBLISHING LIMITED","0001-253X","1758-3748","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","249","0.6","Q3","N/A","N/A",
"PROGRAM-ELECTRONIC LIBRARY AND INFORMATION SYSTEMS","PROGRAM-ELECTRON LIB","EMERALD GROUP PUBLISHING LIMITED","0033-0337","1758-7301","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","250","0.596","Q3","N/A","N/A",
"SOCIAL SCIENCE INFORMATION SUR LES SCIENCES SOCIALES","SOC SCI INFORM","SAGE PUBLICATIONS LTD","0539-0184","1461-7412","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","445","0.55","Q3","N/A","N/A",
"LIBRARY COLLECTIONS ACQUISITIONS & TECHNICAL SERVICES","LIBR COLLECT ACQUIS","PERGAMON-ELSEVIER SCIENCE LTD","1464-9055","1873-1821","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","79","0.529","Q3","N/A","N/A",
"INFORMATION TECHNOLOGY AND LIBRARIES","INFORM TECHNOL LIBR","AMER LIBRARY ASSOC","0730-9295","2163-5226","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","104","0.528","Q3","N/A","N/A",
"ONLINE","ONLINE","ONLINE INC","0146-5422","N/A","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","161","0.522","Q3","N/A","N/A",
"JOURNAL OF SCHOLARLY PUBLISHING","J SCHOLARLY PUBL","UNIV TORONTO PRESS INC","1198-9742","1710-1166","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","69","0.521","Q3","N/A","N/A",
"ELECTRONIC LIBRARY","ELECTRON LIBR","EMERALD GROUP PUBLISHING LIMITED","0264-0473","1758-616X","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","212","0.489","Q3","N/A","N/A",
"Revista Espanola de Documentacion Cientifica","REV ESP DOC CIENT","CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS","0210-0614","1988-4621","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","80","0.489","Q3","N/A","N/A",
"Australian Academic & Research Libraries","AUST ACAD RES LIBR","AUSTRALIAN LIBRARY & INFORMATION ASSOC LTD","0004-8623","1839-471X","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","53","0.457","Q3","N/A","N/A",
"LIBRARY HI TECH","LIBR HI TECH","EMERALD GROUP PUBLISHING LIMITED","0737-8831","0737-8831","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","182","0.413","Q3","N/A","N/A",
"Profesional de la Informacion","PROF INFORM","EPI","1386-6710","1699-2407","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","111","0.375","Q3","N/A","N/A",
"RESTAURATOR-INTERNATIONAL JOURNAL FOR THE PRESERVATION OF LIBRARY AND ARCHIVAL MATERIAL","RESTAURATOR","K G SAUR VERLAG KG","0034-5806","1865-8431","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","183","0.375","Q3","N/A","N/A",
"LIBRI","LIBRI","K G SAUR VERLAG KG","0024-2667","1865-8423","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","121","0.365","Q4","N/A","N/A",
"Malaysian Journal of Library & Information Science","MALAYS J LIBR INF SC","UNIV MALAYA, FAC COMPUTER SCIENCE & INFORMATION TECH","1394-6234","1394-6234","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","42","0.353","Q4","N/A","N/A",
"REFERENCE & USER SERVICES QUARTERLY","REF USER SERV Q","AMER LIBRARY ASSOC","1094-9054","2163-5242","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","104","0.338","Q4","N/A","N/A",
"INTERLENDING & DOCUMENT SUPPLY","INTERLEND DOC SUPPLY","EMERALD GROUP PUBLISHING LIMITED","0264-1615","1758-5848","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","71","0.308","Q4","N/A","N/A",
"SCIENTIST","SCIENTIST","SCIENTIST INC","0890-3670","1547-0806","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","245","0.252","Q4","N/A","N/A",
"LIBRARY RESOURCES & TECHNICAL SERVICES","LIBR RESOUR TECH SER","AMER LIBRARY ASSOC","0024-2527","2159-9610","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","100","0.239","Q4","N/A","N/A",
"LIBRARY JOURNAL","LIBR J","REED BUSINESS INFORMATION","0363-0277","N/A","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","322","0.191","Q4","N/A","N/A",
"Perspectivas em Ciencia da Informacao","PERSPECT CIENC INF","ESCOLA CIENCIA INFORM UFMG","1981-5344","1981-5344","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","75","0.178","Q4","N/A","N/A",
"Information Development","INFORM DEV","SAGE PUBLICATIONS LTD","1741-6469","1741-6469","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","49","0.143","Q4","N/A","N/A",
"African Journal of Library Archives and Information Science","AFR J LIBR ARCH INFO","ARCHLIB & INFORMATION SERVICES LTD","0795-4778","0795-4778","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","31","0.129","Q4","N/A","N/A",
"ECONTENT","ECONTENT","ONLINE INC","1525-2531","1525-2531","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","37","0.068","Q4","N/A","N/A",
"Informacao & Sociedade-Estudos","INFORM SOC-ESTUD","UNIV FED PARAIBA CCSA","0104-0146","1809-4783","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","29","0.068","Q4","N/A","N/A",
"Informacios Tarsadalom","INF TARSAD","INFONIA","1587-8694","N/A","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","10","0.057","Q4","N/A","N/A",
"Transinformacao","TRANSINFORMACAO","PONTIFICIA UNIVERSIDADE CATOLICA CAMPINAS","0103-3786","N/A","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","39","0.05","Q4","N/A","N/A",
"LIBRARY AND INFORMATION SCIENCE","LIBR INFORM SC","MITA SOC LIBRARY INFORMATION SCIENCE","0373-4447","0373-4447","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","8","0.045","Q4","N/A","N/A",
"ZEITSCHRIFT FUR BIBLIOTHEKSWESEN UND BIBLIOGRAPHIE","Z BIBL BIBL","VITTORIO KLOSTERNAMM GMBH","0044-2380","1864-2950","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","17","0.023","Q4","N/A","N/A",
"CANADIAN JOURNAL OF INFORMATION AND LIBRARY SCIENCE-REVUE CANADIENNE DES SCIENCES DE L INFORMATION ET DE BIBLIOTHECONOMIE","CAN J INFORM LIB SCI","CANADIAN ASSOC INFORMATION SCIENCE","1195-096X","1920-7239","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","37","0","Q4","N/A","N/A",
"Investigacion Bibliotecologica","INVESTIG BIBLIOTECOL","UNIV NACIONAL AUTONOMA MEXICO","0187-358X","2448-8321","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","15","0","Q4","N/A","N/A",
"Libraries & The Cultural Record","LIBR CULT REC","UNIV TEXAS PRESS","1932-4855","N/A","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","4","0","Q4","N/A","N/A",

Copyright (c) 2026 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
