"Journal Data Filtered By:  Selected Categories: INFORMATION SCIENCE & LIBRARY SCIENCE Selected Editions: SCIE;SSCI Selected JCR Year: 2000 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2000 JIF,JIF Quartile,2000 JCI,% of Citable OA
"SOCIAL SCIENCE COMPUTER REVIEW","SOC SCI COMPUT REV","SAGE PUBLICATIONS INC","0894-4393","1552-8286","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","106","0.429","Q2","N/A","N/A",
"INTERNATIONAL JOURNAL OF INFORMATION MANAGEMENT","INT J INFORM MANAGE","ELSEVIER SCI LTD","0268-4012","1873-4707","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","135","0.424","Q2","N/A","N/A",
"LIBRARY QUARTERLY","LIBR QUART","UNIV CHICAGO PRESS","0024-2519","1549-652X","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","165","0.407","Q2","N/A","N/A",
"INFORMATION SOCIETY","INFORM SOC","TAYLOR & FRANCIS INC","0197-2243","1087-6537","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","122","0.404","Q2","N/A","N/A",
"INTERLENDING & DOCUMENT SUPPLY","INTERLEND DOC SUPPLY","MCB UNIV PRESS LTD","0264-1615","1758-5848","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","35","0.4","Q2","N/A","N/A",
"ASLIB PROCEEDINGS","ASLIB PROC","ASLIB","0001-253X","1758-3748","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","86","0.397","Q2","N/A","N/A",
"DATABASE","DATABASE","ONLINE INC","0162-4105","N/A","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","71","0.393","Q2","N/A","N/A",
"JOURNAL OF INFORMATION TECHNOLOGY","J INFORM TECHNOL","ROUTLEDGE","0268-3962","N/A","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","155","0.382","Q2","N/A","N/A",
"INFORMATION SYSTEMS JOURNAL","INFORM SYST J","BLACKWELL SCIENCE LTD","1350-1917","1365-2575","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","55","0.375","Q3","N/A","N/A",
"PROGRAM-ELECTRONIC LIBRARY AND INFORMATION SYSTEMS","PROGRAM-ELECTRON LIB","ASLIB","0033-0337","1758-7301","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","79","0.364","Q3","N/A","N/A",
"LIBRARY RESOURCES & TECHNICAL SERVICES","LIBR RESOUR TECH SER","AMER LIBRARY ASSOC","0024-2527","2159-9610","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","77","0.361","Q3","N/A","N/A",
"SCIENTIST","SCIENTIST","SCIENTIST INC","0890-3670","1547-0806","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","348","0.347","Q3","N/A","N/A",
"BULLETIN OF THE MEDICAL LIBRARY ASSOCIATION","B MED LIBR ASSOC","MEDICAL LIBRARY ASSOC","0025-7338","N/A","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","215","0.343","Q3","N/A","N/A",
"JOURNAL OF GOVERNMENT INFORMATION","J GOV INFORM","PERGAMON-ELSEVIER SCIENCE LTD","1352-0237","N/A","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","50","0.328","Q3","N/A","N/A",
"LIBRARY TRENDS","LIBR TRENDS","GSLIS PUBLICATIONS","0024-2594","1559-0682","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","166","0.316","Q3","N/A","N/A",
"LIBRARY & INFORMATION SCIENCE RESEARCH","LIBR INFORM SCI RES","ELSEVIER SCIENCE INC","0740-8188","1873-1848","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","105","0.297","Q3","N/A","N/A",
"JOURNAL OF ACADEMIC LIBRARIANSHIP","J ACAD LIBR","ELSEVIER SCIENCE INC","0099-1333","1879-1999","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","161","0.296","Q3","N/A","N/A",
"LIBRARY JOURNAL","LIBR J","BOWKER MAGAZINE GROUP CAHNERS MAGAZINE DIVISION","0363-0277","N/A","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","227","0.265","Q3","N/A","N/A",
"SOCIAL SCIENCE INFORMATION SUR LES SCIENCES SOCIALES","SOC SCI INFORM","SAGE PUBLICATIONS LTD","0539-0184","1461-7412","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","222","0.264","Q3","N/A","N/A",
"JOURNAL OF LIBRARIANSHIP AND INFORMATION SCIENCE","J LIBR INF SCI","BOWKER-SAUR","0961-0006","1741-6477","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","36","0.263","Q3","N/A","N/A",
"ONLINE & CDROM REVIEW","ONLINE CDROM REV","LEARNED INFORMATION LTD","1353-2642","N/A","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","40","0.206","Q3","N/A","N/A",
"ELECTRONIC LIBRARY","ELECTRON LIBR","MCB UNIV PRESS LTD","0264-0473","1758-616X","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","49","0.19","Q3","N/A","N/A",
"GOVERNMENT INFORMATION QUARTERLY","GOV INFORM Q","ELSEVIER SCIENCE INC","0740-624X","1872-9517","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","46","0.19","Q3","N/A","N/A",
"LIBRI","LIBRI","K G SAUR VERLAG KG","0024-2667","1865-8423","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","62","0.188","Q4","N/A","N/A",
"REFERENCE & USER SERVICES QUARTERLY","REF USER SERV Q","AMER LIBRARY ASSOC","1094-9054","2163-5242","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","13","0.185","Q4","N/A","N/A",
"CANADIAN JOURNAL OF INFORMATION AND LIBRARY SCIENCE-REVUE CANADIENNE DES SC","CAN J INFORM LIB SCI","CANADIAN ASSOC INFORMATION SCIENCE","1195-096X","1920-7239","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","34","0.167","Q4","N/A","N/A",
"JOURNAL OF INFORMATION ETHICS","J INFORM ETHICS","MCFARLAND & CO INC","1061-9321","N/A","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","14","0.148","Q4","N/A","N/A",
"LAW LIBRARY JOURNAL","LAW LIBR J","AMER ASSN LAW LIBRARIES","0023-9283","0023-9283","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","47","0.105","Q4","N/A","N/A",
"ZEITSCHRIFT FUR BIBLIOTHEKSWESEN UND BIBLIOGRAPHIE","Z BIBL BIBL","VITTORIO KLOSTERNAMM GMBH","0044-2380","1864-2950","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","9","0.105","Q4","N/A","N/A",
"JOURNAL OF SCHOLARLY PUBLISHING","J SCHOLARLY PUBL","UNIV TORONTO PRESS INC","1198-9742","1710-1166","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","30","0.086","Q4","N/A","N/A",
"LIBRARY COLLECTIONS ACQUISITIONS & TECHNICAL SERVICES","LIBR COLLECT ACQUIS","PERGAMON-ELSEVIER SCIENCE LTD","1464-9055","1873-1821","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","3","0.071","Q4","N/A","N/A",
"ECONTENT","ECONTENT","ONLINE INC","1525-2531","1525-2531","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","3","0.065","Q4","N/A","N/A",
"LIBRARY ACQUISITIONS-PRACTICE AND THEORY","LIBR ACQUIS PRACT TH","PERGAMON-ELSEVIER SCIENCE LTD","0364-6408","N/A","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","35","0.065","Q4","N/A","N/A",
"NFD INFORMATION-WISSENSCHAFT UND PRAXIS","NFD INFORM-WISS PRAX","DEUTSCHEN GESELLSCHAFT DOKUMENTATION E V","1434-4653","N/A","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","3","0.029","Q4","N/A","N/A",
"BEHAVIORAL & SOCIAL SCIENCES LIBRARIAN","BEHAV SOC SCI LIBR","HAWORTH PRESS INC","0163-9269","N/A","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","9","0","Q4","N/A","N/A",
"ONLINE INFORMATION REVIEW","ONLINE INFORM REV","MCB UNIV PRESS LTD","1468-4527","1468-4535","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","2","N/A","N/A","N/A","N/A",

Copyright (c) 2026 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
