Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2003);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
11;21100307484;"Journal of the Association for Information Science and Technology";journal;"23301643, 23301635";"John Wiley and Sons Ltd";No;No;1,286;Q1;181;119;368;3389;760;333;1,85;28,48;28,25;25;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"2014-2026";"Computer Networks and Communications (Q1); Information Systems (Q1); Information Systems and Management (Q1); Library and Information Sciences (Q1)";"Computer Science; Decision Sciences; Social Sciences"
12;15133;"Information Retrieval Journal";journal;"13864564, 15737659";"Springer Science and Business Media B.V.";No;No;1,213;Q1;0;0;0;0;0;0;0,00;0,00;0,00;0;Netherlands;Western Europe;"Springer Science and Business Media B.V.";"1999-2023";"Information Systems (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
13;144671;"Reference Services Review";journal;"00907324";"Emerald Group Publishing Ltd.";No;No;1,200;Q1;46;43;108;541;93;108;0,97;12,58;66,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1973-2026";"E-learning (Q1); Library and Information Sciences (Q1)";"Social Sciences"
14;130080;"Journal of Chemical Information and Modeling";journal;"1549960X, 15499596";"American Chemical Society";No;No;0,973;Q1;219;248;512;8258;1639;512;3,03;33,30;21,94;28;United States;Northern America;"American Chemical Society";"2005-2026";"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Computer Science Applications (Q1); Library and Information Sciences (Q1)";"Chemical Engineering; Chemistry; Computer Science; Social Sciences"
15;12709;"Information Technology and Libraries";journal;"07309295, 21635226";"American Library Association";Yes;Yes;0,970;Q1;42;33;72;390;63;68;0,73;11,82;40,43;0;United States;Northern America;"American Library Association";"1968, 1971-1974, 1981, 1988-2025";"Information Systems (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
16;12813;"Journal of Information Science";journal;"01655515, 17416485";"SAGE Publications Ltd";No;No;0,962;Q1;86;55;156;1406;199;147;1,30;25,56;40,00;8;United Kingdom;Western Europe;"SAGE Publications Ltd";"1979-2026";"Information Systems (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
17;28040;"International Journal of Geographical Information Science";journal;"13658816, 13658824";"Taylor and Francis Ltd.";No;No;0,901;Q1;149;37;131;1316;236;130;1,40;35,57;15,85;7;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1997-2026";"Geography, Planning and Development (Q1); Information Systems (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
18;98245;"Library Resources and Technical Services";journal;"00242527";"American Library Association";Yes;No;0,859;Q1;26;20;48;508;51;48;1,12;25,40;61,29;0;United States;Northern America;"American Library Association";"1978-1979, 1981-1984, 1988-2025";"Information Systems (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
19;15074;"European Journal of Information Systems";journal;"0960085X, 14769344";"Taylor and Francis Ltd.";No;No;0,797;Q1;151;28;75;1130;147;64;1,71;40,36;21,57;10;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1995-2026";"Library and Information Sciences (Q1); Information Systems (Q2)";"Computer Science; Social Sciences"
20;15631;"International Journal of Information Management";journal;"02684012";"Elsevier Ltd";No;No;0,763;Q1;215;43;94;879;170;83;1,58;20,44;22,54;0;United Kingdom;Western Europe;"Elsevier Ltd";"1970, 1986-2026";"Computer Networks and Communications (Q1); Library and Information Sciences (Q1); Information Systems (Q2)";"Computer Science; Social Sciences"
21;20870;"Telecommunications Policy";journal;"03085961";"Elsevier Ltd";No;No;0,745;-;101;47;138;862;180;125;1,06;18,34;16,13;4;United Kingdom;Western Europe;"Elsevier Ltd";"1976-2026";"Electrical and Electronic Engineering (Q1); Human Factors and Ergonomics (Q1); Information Systems (Q2)";"Computer Science; Engineering; Social Sciences"
22;15394;"D-Lib Magazine";journal;"10829873";"Corporation for National Research Initiatives";Yes;No;0,720;Q1;60;157;518;924;267;252;0,55;5,89;37,13;14;United States;Northern America;"Corporation for National Research Initiatives";"1996-2017";"Library and Information Sciences (Q1)";"Social Sciences"
23;19700187503;"Australian Academic and Research Libraries";journal;"00048623, 1839471X";"Australian Library and Information Association";No;No;0,718;Q1;36;25;71;264;38;69;0,59;10,56;55,17;0;Australia;Pacific Region;"Australian Library and Information Association";"1955, 1988-2016";"Library and Information Sciences (Q1)";"Social Sciences"
24;29745;"Information and Organization";journal;"14717727";"Elsevier Ltd";No;No;0,696;Q1;83;11;34;654;71;31;1,70;59,45;42,86;0;United Kingdom;Western Europe;"Elsevier Ltd";"1996-1997, 2001-2026";"Library and Information Sciences (Q1); Management of Technology and Innovation (Q1); Information Systems (Q2); Management Information Systems (Q2); Organizational Behavior and Human Resource Management (Q2)";"Business, Management and Accounting; Computer Science; Social Sciences"
25;24222;"Scientometrics";journal;"15882861, 01389130";"Springer Nature";No;No;0,682;Q1;167;92;257;2247;356;257;1,48;24,42;35,95;0;Switzerland;Western Europe;"Springer Nature";"1978-2026";"Library and Information Sciences (Q1); Social Sciences (miscellaneous) (Q1); Computer Science Applications (Q2)";"Computer Science; Social Sciences"
26;14066;"Library Trends";journal;"15590682, 00242594";"Johns Hopkins University Press";No;No;0,658;Q1;57;51;114;1306;105;110;0,78;25,61;48,21;0;United States;Northern America;"Johns Hopkins University Press";"1980-2026";"Library and Information Sciences (Q1)";"Social Sciences"
27;144908;"Library Hi Tech";journal;"07378831";"Emerald Group Publishing Ltd.";No;No;0,644;Q1;59;50;134;568;68;131;0,56;11,36;50,70;7;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1983-2025";"Library and Information Sciences (Q1); Information Systems (Q2)";"Computer Science; Social Sciences"
28;15933;"Portal";journal;"15307131, 15312542";"Johns Hopkins University Press";No;No;0,640;-;48;35;90;1314;51;88;0,57;37,54;60,00;4;United States;Northern America;"Johns Hopkins University Press";"2001-2026";"Development (Q1)";"Social Sciences"
29;15916;"Journal of Health Communication";journal;"10810730, 10870415";"Taylor and Francis Ltd.";No;No;0,623;Q1;120;65;90;1653;117;72;0,96;25,43;57,63;23;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1996-2026";"Communication (Q1); Health (social science) (Q1); Library and Information Sciences (Q1); Public Health, Environmental and Occupational Health (Q1)";"Medicine; Social Sciences"
30;22510;"Learned Publishing";journal;"09531513, 17414857";"Wiley-Blackwell";No;No;0,620;-;52;45;103;394;58;93;0,62;8,76;31,91;10;United States;Northern America;"Wiley-Blackwell";"1996-2026";"Communication (Q1)";"Social Sciences"
31;13992;"Library Collections, Acquisition and Technical Services";journal;"14649055, 18731821";"Taylor and Francis Ltd.";No;No;0,582;Q1;24;47;103;564;47;100;0,43;12,00;50,00;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1980-1997, 1999-2015, 2017";"Library and Information Sciences (Q1); Information Systems (Q2)";"Computer Science; Social Sciences"
32;25547;"Interacting with Computers";journal;"18737951, 09535438";"Oxford University Press";No;No;0,541;-;100;44;101;1385;138;95;1,06;31,48;30,93;1;United Kingdom;Western Europe;"Oxford University Press";"1989-2026";"Human-Computer Interaction (Q2); Software (Q2)";"Computer Science"
33;13971;"Library and Information Science Research";journal;"07408188";"Elsevier B.V.";Yes;No;0,537;Q1;74;26;67;1042;61;59;0,98;40,08;61,54;0;United Kingdom;Western Europe;"Elsevier B.V.";"1987-2026";"Library and Information Sciences (Q1); Information Systems (Q2)";"Computer Science; Social Sciences"
34;14239;"College and Research Libraries News";journal;"21506698, 00990086";"Association of College and Research Libraries";No;No;0,512;Q1;30;73;135;106;32;130;0,25;1,45;62,34;2;United States;Northern America;"Association of College and Research Libraries";"1986-1988, 1990-2026";"Education (Q1); Library and Information Sciences (Q1)";"Social Sciences"
35;21100374356;"Aslib Journal of Information Management";journal;"20503806, 20503814";"Emerald Group Publishing Ltd.";No;No;0,511;Q1;58;39;120;694;63;116;0,59;17,79;31,58;6;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2014-2026";"Library and Information Sciences (Q1); Information Systems (Q2)";"Computer Science; Social Sciences"
36;17857;"Journal of the Medical Library Association";journal;"15365050, 15589439";"Medical Library Association";Yes;Yes;0,492;Q1;82;67;169;1133;129;142;0,66;16,91;62,50;0;United States;Northern America;"Medical Library Association";"1999, 2001-2026";"Health Informatics (Q1); Library and Information Sciences (Q1); Medicine (miscellaneous) (Q1)";"Medicine; Social Sciences"
37;12815;"Journal of Information Technology";journal;"14664437, 02683962";"Palgrave Macmillan Ltd.";No;No;0,491;Q1;102;20;85;987;119;76;0,96;49,35;35,90;3;United Kingdom;Western Europe;"Palgrave Macmillan Ltd.";"1987-2026";"Library and Information Sciences (Q1); Information Systems (Q2); Strategy and Management (Q2)";"Business, Management and Accounting; Computer Science; Social Sciences"
38;23842;"Journal of Classification";journal;"01764268, 14321343";"Springer New York";No;No;0,462;Q1;51;13;41;309;27;39;0,79;23,77;30,43;2;United States;Northern America;"Springer New York";"1984-2026";"Library and Information Sciences (Q1); Psychology (miscellaneous) (Q2); Mathematics (miscellaneous) (Q3); Statistics, Probability and Uncertainty (Q3)";"Decision Sciences; Mathematics; Psychology; Social Sciences"
39;13360;"Knowledge Organization (discontinued)";journal;"09437444";"International Society for Knowledge Organization";No;No;0,430;Q1;37;16;40;549;12;40;0,34;34,31;31,25;0;Germany;Western Europe;"International Society for Knowledge Organization";"1993-2024";"Library and Information Sciences (Q1)";"Social Sciences"
40;22894;"Research Evaluation";journal;"09582029, 14715449";"Oxford University Press";No;No;0,424;Q1;70;21;58;456;34;58;0,56;21,71;29,79;14;United Kingdom;Western Europe;"Oxford University Press";"1991-1996, 1998-2026";"Library and Information Sciences (Q1); Education (Q2)";"Social Sciences"
41;21100829144;"Journal of the Australian Library and Information Association";journal;"24750158, 24750166";"Taylor and Francis Ltd.";No;No;0,419;Q1;32;29;94;407;22;68;0,24;14,03;75,00;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2017-2026";"Library and Information Sciences (Q1)";"Social Sciences"
42;15511;"Program";journal;"00330337";"Emerald Group Publishing Ltd.";No;No;0,419;Q1;0;0;0;0;0;0;0,00;0,00;0,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1907, 1968-2017";"Library and Information Sciences (Q1); Information Systems (Q3)";"Computer Science; Social Sciences"
43;15442;"Information Systems Management";journal;"10580530";"Taylor and Francis Ltd.";No;No;0,398;Q2;77;56;138;725;132;127;0,73;12,95;21,79;7;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1992-2026";"Library and Information Sciences (Q2); Computer Science Applications (Q3); Information Systems (Q3)";"Computer Science; Social Sciences"
44;19700182685;"Journal of Library Metadata";journal;"19375034, 19386389";"Taylor and Francis Ltd.";No;No;0,396;Q2;19;12;86;58;40;70;0,53;4,83;63,64;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2008-2026";"E-learning (Q1); Library and Information Sciences (Q2)";"Social Sciences"
45;15681;"Journal of Digital Information";journal;"13687506";"British Computer Society";No;No;0,380;Q2;28;14;42;426;38;40;1,06;30,43;32,00;0;United Kingdom;Western Europe;"British Computer Society";"1996-2012";"E-learning (Q1); Library and Information Sciences (Q2); Computer Science Applications (Q3); Information Systems (Q3)";"Computer Science; Social Sciences"
46;4700152770;"Cataloging and Classification Quarterly";journal;"15444554, 01639374";"Routledge";No;No;0,372;Q2;31;52;216;744;71;214;0,41;14,31;62,50;0;United States;Northern America;"Routledge";"1981-2026";"Library and Information Sciences (Q2)";"Social Sciences"
47;29335;"Education for Information";journal;"18758649, 01678329";"SAGE Publications Ltd";No;No;0,366;Q2;24;14;51;273;30;46;0,40;19,50;52,63;0;United Kingdom;Western Europe;"SAGE Publications Ltd";"1983-2025";"Education (Q2); Library and Information Sciences (Q2); Information Systems (Q3)";"Computer Science; Social Sciences"
48;200147110;"Information Communication and Society";journal;"14684462, 1369118X";"Routledge";No;No;0,365;Q2;136;0;9;0;10;8;1,11;0,00;0,00;0;United Kingdom;Western Europe;"Routledge";"2001, 2005-2026";"Communication (Q2); Library and Information Sciences (Q2)";"Social Sciences"
49;14735;"Government Information Quarterly";journal;"0740624X";"Elsevier Ltd";No;No;0,359;Q2;157;25;136;532;88;121;0,67;21,28;19,44;5;United Kingdom;Western Europe;"Elsevier Ltd";"1984-2026";"E-learning (Q1); Law (Q1); Library and Information Sciences (Q2); Sociology and Political Science (Q2)";"Social Sciences"
50;15416;"Computers in Libraries";trade journal;"10417915";"Information Today";No;No;0,353;Q2;20;96;226;0;54;159;0,23;0,00;51,02;0;United States;Northern America;"Information Today";"1996-2026";"Computer Science (miscellaneous) (Q2); Library and Information Sciences (Q2)";"Computer Science; Social Sciences"
51;130132;"Information Technology and People";journal;"09593845";"Emerald Group Publishing Ltd.";No;No;0,339;Q2;92;30;68;1068;84;66;1,11;35,60;20,93;7;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1990, 1992, 1994-2026";"Library and Information Sciences (Q2); Computer Science Applications (Q3); Information Systems (Q3)";"Computer Science; Social Sciences"
52;16034;"Research Strategies";journal;"07343310";"Pergamon Press Ltd.";No;No;0,335;Q2;26;20;57;323;23;54;0,37;16,15;75,00;1;United Kingdom;Western Europe;"Pergamon Press Ltd.";"1997-1998, 2000-2001, 2003-2005";"Education (Q2); Library and Information Sciences (Q2)";"Social Sciences"
53;12690;"Information Research";journal;"13681613";"University of Boras";Yes;Yes;0,334;Q2;61;23;102;723;69;90;0,63;31,43;57,14;0;Sweden;Western Europe;"University of Boras";"1996-2026";"Library and Information Sciences (Q2)";"Social Sciences"
54;18916;"Social Science Computer Review";journal;"15528286, 08944393";"SAGE Publications Inc.";No;No;0,333;Q2;104;40;126;1023;106;121;0,76;25,58;31,08;17;United States;Northern America;"SAGE Publications Inc.";"1983-2026";"Law (Q1); Library and Information Sciences (Q2); Social Sciences (miscellaneous) (Q2); Computer Science Applications (Q3)";"Computer Science; Social Sciences"
55;145200;"International Journal on Digital Libraries";journal;"14325012, 14321300";"Springer Verlag";No;No;0,323;Q2;42;0;35;0;39;33;0,00;0,00;0,00;0;Germany;Western Europe;"Springer Verlag";"1997-1998, 2000, 2004-2010, 2012-2026";"Library and Information Sciences (Q2)";"Social Sciences"
56;21100805777;"Information and Learning Science";journal;"23985356, 23985348";"Emerald Publishing";No;No;0,319;Q2;43;39;112;706;32;112;0,26;18,10;51,92;0;United Kingdom;Western Europe;"Emerald Publishing";"2017-2026";"Education (Q2); Library and Information Sciences (Q2); Computer Science Applications (Q3)";"Computer Science; Social Sciences"
57;13316;"Journal of Librarianship and Information Science";journal;"09610006, 17416477";"SAGE Publications Ltd";No;No;0,318;Q2;45;25;66;595;36;58;0,59;23,80;43,33;4;United Kingdom;Western Europe;"SAGE Publications Ltd";"1969-2026";"Library and Information Sciences (Q2)";"Social Sciences"
58;22315;"Personal and Ubiquitous Computing";journal;"16174909, 16174917";"Springer London";No;No;0,315;-;106;41;118;774;215;110;2,07;18,88;17,43;4;United Kingdom;Western Europe;"Springer London";"1997-2026";"Computer Science Applications (Q3); Hardware and Architecture (Q3); Management Science and Operations Research (Q3)";"Computer Science; Decision Sciences"
59;14721;"Medical Reference Services Quarterly";journal;"02763869, 15409597";"Routledge";No;No;0,311;Q2;31;33;97;252;25;79;0,27;7,64;78,43;0;United States;Northern America;"Routledge";"1982-2026";"Health Informatics (Q2); Library and Information Sciences (Q2)";"Medicine; Social Sciences"
60;31428;"Proceedings of the ASIST Annual Meeting";journal;"15508390";"John Wiley and Sons Inc";No;No;0,309;Q2;50;118;167;1336;53;167;0,28;11,32;47,88;2;United States;Northern America;"John Wiley and Sons Inc";"1979-1987, 1992, 1996-2014";"Library and Information Sciences (Q2); Information Systems (Q3)";"Computer Science; Social Sciences"
61;4700152782;"College and Undergraduate Libraries";journal;"10691316, 15452530";"Routledge";No;No;0,299;Q2;26;9;66;69;7;66;0,11;7,67;90,91;0;United States;Northern America;"Routledge";"1994-2004, 2006-2026";"Education (Q2); E-learning (Q2); Library and Information Sciences (Q2)";"Social Sciences"
62;4700152795;"Journal of Library Administration";journal;"01930826, 15403564";"Routledge";No;No;0,299;Q2;36;52;304;241;48;299;0,16;4,63;50,00;0;United States;Northern America;"Routledge";"1980-2026";"Library and Information Sciences (Q2); Public Administration (Q2)";"Social Sciences"
63;16610;"Serials Librarian";journal;"15411095, 0361526X";"Routledge";No;No;0,297;Q2;22;96;230;640;44;230;0,21;6,67;63,76;0;United States;Northern America;"Routledge";"1977-2026";"Library and Information Sciences (Q2)";"Social Sciences"
64;15420;"Electronic Library";journal;"02640473";"Emerald Group Publishing Ltd.";No;No;0,295;Q2;53;62;275;567;60;182;0,16;9,15;45,07;4;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1983-2026";"Library and Information Sciences (Q2); Computer Science Applications (Q3)";"Computer Science; Social Sciences"
65;144644;"Library Management";journal;"01435124";"Emerald Group Publishing Ltd.";No;No;0,291;Q2;43;51;136;1031;84;136;0,75;20,22;39,68;3;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1979-2025";"Library and Information Sciences (Q2)";"Social Sciences"
66;145510;"Libri";journal;"18658423, 00242667";"De Gruyter Saur";Yes;Yes;0,291;Q2;33;27;83;645;27;83;0,52;23,89;46,34;0;Germany;Western Europe;"De Gruyter Saur";"1950, 1953-1956, 1958-2026";"Library and Information Sciences (Q2)";"Social Sciences"
67;16800154717;"IFLA Journal";journal;"03400352, 17452651";"SAGE Publications Ltd";No;No;0,280;Q2;31;51;121;551;27;115;0,27;10,80;53,66;4;United Kingdom;Western Europe;"SAGE Publications Ltd";"1975-2026";"Library and Information Sciences (Q2)";"Social Sciences"
68;13623;"Searcher: Magazine for Database Professionals";trade journal;"10704795";"Information Today";No;No;0,275;Q2;13;99;87;14;21;87;0,27;0,14;58,00;0;United States;Northern America;"Information Today";"1981-1982, 1998-2008";"Library and Information Sciences (Q2)";"Social Sciences"
69;145600;"International Journal of Law and Information Technology";journal;"09670769, 14643693";"Oxford University Press";No;No;0,274;Q2;28;14;40;0;12;40;0,31;0,00;18,75;2;United Kingdom;Western Europe;"Oxford University Press";"1993-2026";"Law (Q1); Library and Information Sciences (Q2)";"Social Sciences"
70;144818;"Collection Building";journal;"01604953, 20545592";"Emerald Publishing";No;No;0,269;Q2;0;0;0;0;0;0;0,00;0,00;0,00;0;United Kingdom;Western Europe;"Emerald Publishing";"1978-2018";"Library and Information Sciences (Q2)";"Social Sciences"
71;30004;"Health Information and Libraries Journal";journal;"14711842, 14711834";"Wiley-Blackwell Publishing Ltd";No;No;0,268;Q2;57;38;94;231;44;93;0,48;6,08;58,49;5;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2001-2025";"Library and Information Sciences (Q2); Health Informatics (Q3); Health Information Management (Q3)";"Health Professions; Medicine; Social Sciences"
72;4700152758;"Reference Librarian";journal;"02763877, 15411117";"Routledge";No;No;0,268;Q2;27;62;137;979;30;135;0,21;15,79;58,75;0;United States;Northern America;"Routledge";"1982-2025";"Library and Information Sciences (Q2)";"Social Sciences"
73;4700152722;"Technical Services Quarterly";journal;"07317131";"Routledge";No;No;0,268;Q2;20;11;55;115;10;55;0,15;10,45;70,59;0;United States;Northern America;"Routledge";"1984-2026";"Library and Information Sciences (Q2); Computer Science Applications (Q3)";"Computer Science; Social Sciences"
74;62702;"Proceedings of the ACM International Conference on Digital Libraries";conference and proceedings;"-";"";No;No;0,263;-;52;0;285;0;193;282;0,51;0,00;0,00;0;United States;Northern America;"";"";"Computer Science Applications; Information Systems; Library and Information Sciences; Software";"Computer Science; Social Sciences"
75;144645;"Library Review";journal;"00242535";"Emerald Group Publishing Ltd.";No;No;0,259;Q2;0;0;0;0;0;0;0,00;0,00;0,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1927-2017";"Library and Information Sciences (Q2)";"Social Sciences"
76;19470;"Information Resources Management Journal";journal;"15337979, 10401628";"IGI Publishing";No;No;0,256;Q2;49;20;49;745;61;49;1,15;37,25;30,30;3;United States;Northern America;"IGI Publishing";"1988-2026";"Business and International Management (Q2); Library and Information Sciences (Q2); Strategy and Management (Q3)";"Business, Management and Accounting; Social Sciences"
77;12085;"American Archivist";journal;"03609081";"Society of American Archivists";No;No;0,250;Q2;37;12;49;473;22;47;0,67;39,42;60,00;5;United States;Northern America;"Society of American Archivists";"1938-2025";"Arts and Humanities (miscellaneous) (Q2); Library and Information Sciences (Q2)";"Arts and Humanities; Social Sciences"
78;16611;"Serials Review";journal;"00987913";"Taylor and Francis Ltd.";No;No;0,250;Q2;28;81;208;319;47;204;0,13;3,94;68,83;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1973, 1975-2025";"Library and Information Sciences (Q2)";"Social Sciences"
79;16552;"School Library Media Research";journal;"15234320";"American Library Association";Yes;No;0,238;Q2;0;0;0;0;0;0;0,00;0,00;0,00;0;United States;Northern America;"American Library Association";"2000-2014";"Media Technology (Q1); Library and Information Sciences (Q2)";"Engineering; Social Sciences"
80;12101;"Bulletin of the American Society for Information Science / ASIS";trade journal;"00954403";"American Society for Information Science &amp; Technology";No;No;0,233;Q2;13;0;53;0;16;48;0,00;0,00;0,00;0;United States;Northern America;"American Society for Information Science &amp; Technology";"1974, 1978-1979, 1982-1989, 1994-2000";"Library and Information Sciences (Q2)";"Social Sciences"
81;144983;"Archival Science";journal;"13890166, 15737500";"Springer Science and Business Media B.V.";No;No;0,230;Q2;48;18;28;589;10;28;0,36;32,72;45,00;0;Netherlands;Western Europe;"Springer Science and Business Media B.V.";"2001-2026";"History (Q1); Library and Information Sciences (Q2)";"Arts and Humanities; Social Sciences"
82;145258;"Informing Science";journal;"15214672, 15479684";"Informing Science Institute";Yes;No;0,224;Q2;30;23;58;499;36;58;0,21;21,70;27,78;1;United States;Northern America;"Informing Science Institute";"1997-2026";"Library and Information Sciences (Q2)";"Social Sciences"
83;15386;"Online Information Review";journal;"14684527, 14684535";"Emerald Publishing";No;No;0,223;Q3;85;42;300;775;61;256;0,15;18,45;39,13;3;United Kingdom;Western Europe;"Emerald Publishing";"1980-1995, 1997, 1999-2026";"Computer Science Applications (Q3); Information Systems (Q3); Library and Information Sciences (Q3)";"Computer Science; Social Sciences"
84;21100814051;"Information Discovery and Delivery";journal;"23986247";"Emerald Group Publishing Ltd.";No;No;0,218;Q3;30;101;303;331;32;298;0,11;3,28;55,32;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2017-2026";"Library and Information Sciences (Q3)";"Social Sciences"
85;21100801727;"Digital Library Perspectives";journal;"20595816, 20595824";"Emerald Publishing";No;No;0,216;Q3;30;26;57;252;14;57;0,24;9,69;17,39;0;United Kingdom;Western Europe;"Emerald Publishing";"2016-2026";"Education (Q3); Library and Information Sciences (Q3); Information Systems (Q4)";"Computer Science; Social Sciences"
86;12981;"Kybernetes";journal;"0368492X";"Emerald Publishing";No;No;0,215;-;65;127;420;1303;61;387;0,16;10,26;18,60;0;United Kingdom;Western Europe;"Emerald Publishing";"1972-2026";"Engineering (miscellaneous) (Q2); Social Sciences (miscellaneous) (Q2); Computer Science (miscellaneous) (Q3); Control and Systems Engineering (Q3); Electrical and Electronic Engineering (Q3); Software (Q3); Artificial Intelligence (Q4); Information Systems (Q4); Theoretical Computer Science (Q4)";"Computer Science; Engineering; Mathematics; Social Sciences"
87;15069;"World Patent Information";journal;"01722190";"Elsevier Ltd";No;No;0,211;Q3;42;39;89;392;32;78;0,34;10,05;29,41;1;United Kingdom;Western Europe;"Elsevier Ltd";"1979-2026";"Energy Engineering and Power Technology (Q2); Fuel Technology (Q2); Process Chemistry and Technology (Q2); Bioengineering (Q3); Computer Science Applications (Q3); Library and Information Sciences (Q3); Renewable Energy, Sustainability and the Environment (Q3)";"Chemical Engineering; Computer Science; Energy; Social Sciences"
