Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2006);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
11;12689;"Information Processing and Management";journal;"18735371, 03064573";"Elsevier Ltd";No;No;1,023;Q1;149;100;194;3091;535;190;2,76;30,91;31,68;9;United Kingdom;Western Europe;"Elsevier Ltd";"1975-2026";"Computer Science Applications (Q1); Information Systems (Q1); Library and Information Sciences (Q1); Media Technology (Q1); Management Science and Operations Research (Q2)";"Computer Science; Decision Sciences; Engineering; Social Sciences"
12;130080;"Journal of Chemical Information and Modeling";journal;"1549960X, 15499596";"American Chemical Society";No;No;1,006;Q1;219;282;723;11441;3323;719;4,32;40,57;19,39;17;United States;Northern America;"American Chemical Society";"2005-2026";"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Computer Science Applications (Q1); Library and Information Sciences (Q1)";"Chemical Engineering; Chemistry; Computer Science; Social Sciences"
13;23842;"Journal of Classification";journal;"01764268, 14321343";"Springer New York";No;No;1,003;Q1;51;16;41;435;41;36;0,64;27,19;14,29;1;United States;Northern America;"Springer New York";"1984-2026";"Library and Information Sciences (Q1); Mathematics (miscellaneous) (Q1); Psychology (miscellaneous) (Q1); Statistics, Probability and Uncertainty (Q2)";"Decision Sciences; Mathematics; Psychology; Social Sciences"
14;12794;"Journal of Documentation";journal;"00220418";"Emerald Group Publishing Ltd.";No;No;1,001;Q1;80;58;180;1417;230;177;1,07;24,43;42,47;8;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1945-2026";"Information Systems (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
15;15394;"D-Lib Magazine";journal;"10829873";"Corporation for National Research Initiatives";Yes;No;0,952;Q1;60;106;351;958;437;272;1,59;9,04;38,31;9;United States;Northern America;"Corporation for National Research Initiatives";"1996-2017";"Library and Information Sciences (Q1)";"Social Sciences"
16;29745;"Information and Organization";journal;"14717727";"Elsevier Ltd";No;No;0,951;Q1;83;12;38;850;162;35;3,52;70,83;36,84;4;United Kingdom;Western Europe;"Elsevier Ltd";"1996-1997, 2001-2026";"Information Systems (Q1); Library and Information Sciences (Q1); Management Information Systems (Q1); Management of Technology and Innovation (Q1); Organizational Behavior and Human Resource Management (Q1)";"Business, Management and Accounting; Computer Science; Social Sciences"
17;28040;"International Journal of Geographical Information Science";journal;"13658816, 13658824";"Taylor and Francis Ltd.";No;No;0,936;Q1;149;57;129;2072;381;126;2,75;36,35;16,39;17;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1997-2026";"Geography, Planning and Development (Q1); Information Systems (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
18;15916;"Journal of Health Communication";journal;"10810730, 10870415";"Taylor and Francis Ltd.";No;No;0,901;Q1;120;78;195;3152;366;151;1,64;40,41;65,99;38;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1996-2026";"Communication (Q1); Health (social science) (Q1); Library and Information Sciences (Q1); Public Health, Environmental and Occupational Health (Q1)";"Medicine; Social Sciences"
19;15133;"Information Retrieval Journal";journal;"13864564, 15737659";"Springer Science and Business Media B.V.";No;No;0,882;Q1;0;0;0;0;0;0;0,00;0,00;0,00;0;Netherlands;Western Europe;"Springer Science and Business Media B.V.";"1999-2023";"Information Systems (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
20;12791;"Journal of Academic Librarianship";journal;"00991333";"Elsevier B.V.";No;No;0,863;Q1;75;74;189;2033;185;145;0,90;27,47;54,46;11;United Kingdom;Western Europe;"Elsevier B.V.";"1988-2026";"Education (Q1); Library and Information Sciences (Q1)";"Social Sciences"
21;98245;"Library Resources and Technical Services";journal;"00242527";"American Library Association";Yes;No;0,835;Q1;26;31;72;833;60;66;0,96;26,87;57,14;0;United States;Northern America;"American Library Association";"1978-1979, 1981-1984, 1988-2025";"Information Systems (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
22;12813;"Journal of Information Science";journal;"01655515, 17416485";"SAGE Publications Ltd";No;No;0,803;Q1;86;46;155;1630;182;137;1,21;35,43;28,30;10;United Kingdom;Western Europe;"SAGE Publications Ltd";"1979-2026";"Information Systems (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
23;16004;"Reference and User Services Quarterly";journal;"10949054";"American Library Association";No;No;0,791;Q1;41;34;95;1061;93;90;0,92;31,21;68,52;3;United States;Northern America;"American Library Association";"1997-2019, 2021, 2024-2025";"Information Systems (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
24;17857;"Journal of the Medical Library Association";journal;"15365050, 15589439";"Medical Library Association";Yes;Yes;0,758;Q1;82;82;218;1876;311;184;1,38;22,88;70,55;0;United States;Northern America;"Medical Library Association";"1999, 2001-2026";"Health Informatics (Q1); Library and Information Sciences (Q1); Medicine (miscellaneous) (Q1)";"Medicine; Social Sciences"
25;20870;"Telecommunications Policy";journal;"03085961";"Elsevier Ltd";No;No;0,739;-;101;43;147;1377;245;131;1,40;32,02;26,03;27;United Kingdom;Western Europe;"Elsevier Ltd";"1976-2026";"Electrical and Electronic Engineering (Q1); Human Factors and Ergonomics (Q1); Information Systems (Q2)";"Computer Science; Engineering; Social Sciences"
26;12709;"Information Technology and Libraries";journal;"07309295, 21635226";"American Library Association";Yes;Yes;0,730;Q1;42;32;83;758;80;75;0,94;23,69;35,56;5;United States;Northern America;"American Library Association";"1968, 1971-1974, 1981, 1988-2025";"Library and Information Sciences (Q1); Information Systems (Q2)";"Computer Science; Social Sciences"
27;144908;"Library Hi Tech";journal;"07378831";"Emerald Group Publishing Ltd.";No;No;0,704;Q1;59;52;147;713;141;146;0,84;13,71;47,62;14;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1983-2025";"Library and Information Sciences (Q1); Information Systems (Q2)";"Computer Science; Social Sciences"
28;13992;"Library Collections, Acquisition and Technical Services";journal;"14649055, 18731821";"Taylor and Francis Ltd.";No;No;0,698;Q1;24;19;118;341;52;106;0,37;17,95;46,43;1;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1980-1997, 1999-2015, 2017";"Library and Information Sciences (Q1); Information Systems (Q2)";"Computer Science; Social Sciences"
29;14066;"Library Trends";journal;"15590682, 00242594";"Johns Hopkins University Press";No;No;0,683;Q1;57;43;144;1107;159;138;1,09;25,74;56,67;9;United States;Northern America;"Johns Hopkins University Press";"1980-2026";"Library and Information Sciences (Q1)";"Social Sciences"
30;15074;"European Journal of Information Systems";journal;"0960085X, 14769344";"Taylor and Francis Ltd.";No;No;0,668;Q1;151;65;120;2671;279;106;1,74;41,09;29,17;15;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1995-2026";"Library and Information Sciences (Q1); Information Systems (Q2)";"Computer Science; Social Sciences"
31;130065;"Journal of Enterprise Information Management";journal;"17410398";"Emerald Publishing";No;No;0,656;Q1;100;47;77;1355;140;77;1,82;28,83;20,55;6;United Kingdom;Western Europe;"Emerald Publishing";"2004-2026";"Library and Information Sciences (Q1); Decision Sciences (miscellaneous) (Q2); Information Systems (Q2); Management of Technology and Innovation (Q2)";"Business, Management and Accounting; Computer Science; Decision Sciences; Social Sciences"
32;30004;"Health Information and Libraries Journal";journal;"14711842, 14711834";"Wiley-Blackwell Publishing Ltd";No;No;0,636;Q1;57;54;170;964;176;159;0,81;17,85;65,09;5;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2001-2025";"Health Informatics (Q1); Library and Information Sciences (Q1); Health Information Management (Q2)";"Health Professions; Medicine; Social Sciences"
33;144671;"Reference Services Review";journal;"00907324";"Emerald Group Publishing Ltd.";No;No;0,620;Q1;46;51;139;816;132;139;0,83;16,00;64,29;2;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1973-2026";"E-learning (Q1); Library and Information Sciences (Q1)";"Social Sciences"
34;13316;"Journal of Librarianship and Information Science";journal;"09610006, 17416477";"SAGE Publications Ltd";No;No;0,613;Q1;45;18;63;580;53;58;0,68;32,22;53,85;5;United Kingdom;Western Europe;"SAGE Publications Ltd";"1969-2026";"Library and Information Sciences (Q1)";"Social Sciences"
35;13412;"Lecture Notes in Control and Information Sciences";book series;"16107411, 01708643";"Springer Science and Business Media Deutschland GmbH";No;No;0,592;Q1;60;784;251;10883;141;137;0,56;13,88;24,80;1;Germany;Western Europe;"Springer Science and Business Media Deutschland GmbH";"1982-1986, 1988, 1990-1991, 1993, 1996, 2005-2026";"Library and Information Sciences (Q1)";"Social Sciences"
36;62702;"Proceedings of the ACM International Conference on Digital Libraries";conference and proceedings;"-";"";No;No;0,592;-;52;0;69;0;117;68;1,70;0,00;0,00;0;United States;Northern America;"";"";"Computer Science Applications; Information Systems; Library and Information Sciences; Software";"Computer Science; Social Sciences"
37;25547;"Interacting with Computers";journal;"18737951, 09535438";"Oxford University Press";No;No;0,589;-;100;64;139;2618;286;129;1,81;40,91;26,11;11;United Kingdom;Western Europe;"Oxford University Press";"1989-2026";"Human-Computer Interaction (Q2); Software (Q2)";"Computer Science"
38;13360;"Knowledge Organization (discontinued)";journal;"09437444";"International Society for Knowledge Organization";No;No;0,559;Q1;37;17;47;452;34;42;0,61;26,59;52,63;0;Germany;Western Europe;"International Society for Knowledge Organization";"1993-2024";"Library and Information Sciences (Q1)";"Social Sciences"
39;15631;"International Journal of Information Management";journal;"02684012";"Elsevier Ltd";No;No;0,557;Q1;215;45;126;1303;267;106;2,05;28,96;33,33;8;United Kingdom;Western Europe;"Elsevier Ltd";"1970, 1986-2026";"Library and Information Sciences (Q1); Computer Networks and Communications (Q2); Information Systems (Q2)";"Computer Science; Social Sciences"
40;15386;"Online Information Review";journal;"14684527, 14684535";"Emerald Publishing";No;No;0,554;Q1;85;54;131;1283;140;125;1,00;23,76;37,04;5;United Kingdom;Western Europe;"Emerald Publishing";"1980-1995, 1997, 1999-2026";"Library and Information Sciences (Q1); Computer Science Applications (Q2); Information Systems (Q2)";"Computer Science; Social Sciences"
41;145108;"Biomedical Digital Libraries";journal;"17425581";"";No;No;0,537;Q1;9;12;10;186;28;9;2,80;15,50;63,64;3;United Kingdom;Western Europe;"";"2004-2007";"Library and Information Sciences (Q1)";"Social Sciences"
42;15681;"Journal of Digital Information";journal;"13687506";"British Computer Society";No;No;0,508;Q1;28;6;43;270;98;42;1,62;45,00;26,67;0;United Kingdom;Western Europe;"British Computer Society";"1996-2012";"E-learning (Q1); Library and Information Sciences (Q1); Computer Science Applications (Q2); Information Systems (Q2)";"Computer Science; Social Sciences"
43;18735;"Accountability in Research";journal;"15455815, 08989621";"Taylor and Francis Ltd.";No;No;0,493;Q1;43;18;49;518;36;48;0,80;28,78;47,50;7;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1989-2026";"Library and Information Sciences (Q1); Education (Q2); Medicine (miscellaneous) (Q2)";"Medicine; Social Sciences"
44;130132;"Information Technology and People";journal;"09593845";"Emerald Group Publishing Ltd.";No;No;0,483;Q1;92;21;83;1015;163;79;2,26;48,33;37,84;2;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1990, 1992, 1994-2026";"Library and Information Sciences (Q1); Computer Science Applications (Q2); Information Systems (Q2)";"Computer Science; Social Sciences"
45;144645;"Library Review";journal;"00242535";"Emerald Group Publishing Ltd.";No;No;0,461;Q1;0;0;0;0;0;0;0,00;0,00;0,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1927-2017";"Library and Information Sciences (Q1)";"Social Sciences"
46;12815;"Journal of Information Technology";journal;"14664437, 02683962";"Palgrave Macmillan Ltd.";No;No;0,459;Q1;102;26;70;1411;154;67;1,72;54,27;30,95;5;United Kingdom;Western Europe;"Palgrave Macmillan Ltd.";"1987-2026";"Library and Information Sciences (Q1); Information Systems (Q2); Strategy and Management (Q2)";"Business, Management and Accounting; Computer Science; Social Sciences"
47;22510;"Learned Publishing";journal;"09531513, 17414857";"Wiley-Blackwell";No;No;0,458;-;52;38;122;398;73;114;0,62;10,47;35,42;6;United States;Northern America;"Wiley-Blackwell";"1996-2026";"Communication (Q2)";"Social Sciences"
48;21100374356;"Aslib Journal of Information Management";journal;"20503806, 20503814";"Emerald Group Publishing Ltd.";No;No;0,448;Q2;58;41;115;1087;97;114;0,74;26,51;48,33;3;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2014-2026";"Information Systems (Q2); Library and Information Sciences (Q2)";"Computer Science; Social Sciences"
49;15442;"Information Systems Management";journal;"10580530";"Taylor and Francis Ltd.";No;No;0,447;Q2;77;42;143;847;277;129;2,20;20,17;24,62;7;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1992-2026";"Computer Science Applications (Q2); Library and Information Sciences (Q2); Information Systems (Q3)";"Computer Science; Social Sciences"
50;22894;"Research Evaluation";journal;"09582029, 14715449";"Oxford University Press";No;No;0,445;Q2;70;23;68;747;52;66;0,49;32,48;26,32;17;United Kingdom;Western Europe;"Oxford University Press";"1991-1996, 1998-2026";"Education (Q2); Library and Information Sciences (Q2)";"Social Sciences"
51;19470;"Information Resources Management Journal";journal;"15337979, 10401628";"IGI Publishing";No;No;0,436;Q2;49;24;61;1010;93;54;1,27;42,08;38,64;3;United States;Northern America;"IGI Publishing";"1988-2026";"Business and International Management (Q1); Library and Information Sciences (Q2); Strategy and Management (Q2)";"Business, Management and Accounting; Social Sciences"
52;15420;"Electronic Library";journal;"02640473";"Emerald Group Publishing Ltd.";No;No;0,418;Q2;53;64;244;1075;114;238;0,35;16,80;43,16;4;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1983-2026";"Computer Science Applications (Q2); Library and Information Sciences (Q2)";"Computer Science; Social Sciences"
53;145510;"Libri";journal;"18658423, 00242667";"De Gruyter Saur";Yes;Yes;0,407;Q2;33;23;73;692;28;72;0,35;30,09;56,67;0;Germany;Western Europe;"De Gruyter Saur";"1950, 1953-1956, 1958-2026";"Library and Information Sciences (Q2)";"Social Sciences"
54;15511;"Program";journal;"00330337";"Emerald Group Publishing Ltd.";No;No;0,402;Q2;0;0;0;0;0;0;0,00;0,00;0,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1907, 1968-2017";"Library and Information Sciences (Q2); Information Systems (Q3)";"Computer Science; Social Sciences"
55;4700152829;"Journal of Library and Information Services in Distance Learning";journal;"15332918, 1533290X";"Routledge";No;No;0,393;Q2;19;14;35;123;15;28;0,43;8,79;70,00;0;United States;Northern America;"Routledge";"2004-2007, 2009-2025";"E-learning (Q2); Library and Information Sciences (Q2)";"Social Sciences"
56;16610;"Serials Librarian";journal;"15411095, 0361526X";"Routledge";No;No;0,390;Q2;22;63;257;545;79;256;0,29;8,65;63,06;0;United States;Northern America;"Routledge";"1977-2026";"Library and Information Sciences (Q2)";"Social Sciences"
57;2600147402;"Ethics and Information Technology";journal;"13881957, 15728439";"Springer Science and Business Media B.V.";No;No;0,386;Q2;87;21;74;560;102;69;0,96;26,67;31,58;8;Netherlands;Western Europe;"Springer Science and Business Media B.V.";"1999-2026";"Library and Information Sciences (Q2); Computer Science Applications (Q3)";"Computer Science; Social Sciences"
58;18916;"Social Science Computer Review";journal;"15528286, 08944393";"SAGE Publications Inc.";No;No;0,386;Q2;104;38;129;1079;203;129;1,21;28,39;44,64;13;United States;Northern America;"SAGE Publications Inc.";"1983-2026";"Law (Q1); Library and Information Sciences (Q2); Social Sciences (miscellaneous) (Q2); Computer Science Applications (Q3)";"Computer Science; Social Sciences"
59;144644;"Library Management";journal;"01435124";"Emerald Group Publishing Ltd.";No;No;0,383;Q2;43;53;150;934;111;150;0,79;17,62;50,00;3;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1979-2025";"Library and Information Sciences (Q2)";"Social Sciences"
60;4700152722;"Technical Services Quarterly";journal;"07317131";"Routledge";No;No;0,383;Q2;20;31;61;235;16;61;0,26;7,58;76,60;0;United States;Northern America;"Routledge";"1984-2026";"Library and Information Sciences (Q2); Computer Science Applications (Q3)";"Computer Science; Social Sciences"
61;14735;"Government Information Quarterly";journal;"0740624X";"Elsevier Ltd";No;No;0,366;Q2;157;27;135;790;162;109;0,92;29,26;37,50;13;United Kingdom;Western Europe;"Elsevier Ltd";"1984-2026";"Law (Q1); E-learning (Q2); Library and Information Sciences (Q2); Sociology and Political Science (Q2)";"Social Sciences"
62;14239;"College and Research Libraries News";journal;"21506698, 00990086";"Association of College and Research Libraries";No;No;0,355;Q2;30;75;213;129;81;200;0,32;1,72;66,06;0;United States;Northern America;"Association of College and Research Libraries";"1986-1988, 1990-2026";"Education (Q2); Library and Information Sciences (Q2)";"Social Sciences"
63;21100805777;"Information and Learning Science";journal;"23985356, 23985348";"Emerald Publishing";No;No;0,340;Q2;43;48;130;952;81;126;0,55;19,83;64,91;6;United Kingdom;Western Europe;"Emerald Publishing";"2017-2026";"Education (Q2); Library and Information Sciences (Q2); Computer Science Applications (Q3)";"Computer Science; Social Sciences"
64;21100829144;"Journal of the Australian Library and Information Association";journal;"24750158, 24750166";"Taylor and Francis Ltd.";No;No;0,340;Q2;32;22;96;389;29;75;0,27;17,68;54,84;2;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2017-2026";"Library and Information Sciences (Q2)";"Social Sciences"
65;14115;"Canadian Journal of Information and Library Science";journal;"19207239, 1195096X";"Canadian Association for Information Science";No;No;0,339;Q2;23;11;31;400;17;31;0,57;36,36;64,00;0;Canada;Northern America;"Canadian Association for Information Science";"1993-2022";"Library and Information Sciences (Q2); Information Systems (Q3)";"Computer Science; Social Sciences"
66;145200;"International Journal on Digital Libraries";journal;"14325012, 14321300";"Springer Verlag";No;No;0,320;Q2;42;26;59;724;52;55;0,88;27,85;22,39;8;Germany;Western Europe;"Springer Verlag";"1997-1998, 2000, 2004-2010, 2012-2026";"Library and Information Sciences (Q2)";"Social Sciences"
67;4700152789;"Collection Management";journal;"01462679, 15452549";"Routledge";No;No;0,317;Q2;24;13;82;249;18;72;0,10;19,15;50,00;0;United States;Northern America;"Routledge";"1976, 1978-1979, 1981-1999, 2001-2025";"Library and Information Sciences (Q2); Strategy and Management (Q3)";"Business, Management and Accounting; Social Sciences"
68;19700182210;"Library Leadership and Management";journal;"19458851, 1945886X";"American Library Association";No;No;0,316;Q2;15;43;39;349;14;31;0,36;8,12;55,56;0;United States;Northern America;"American Library Association";"2009-2026";"Library and Information Sciences (Q2); Strategy and Management (Q3)";"Business, Management and Accounting; Social Sciences"
69;31428;"Proceedings of the ASIST Annual Meeting";journal;"15508390";"John Wiley and Sons Inc";No;No;0,316;Q2;50;101;180;1779;70;180;0,77;17,61;49,54;2;United States;Northern America;"John Wiley and Sons Inc";"1979-1987, 1992, 1996-2014";"Library and Information Sciences (Q2); Information Systems (Q3)";"Computer Science; Social Sciences"
70;14721;"Medical Reference Services Quarterly";journal;"02763869, 15409597";"Routledge";No;No;0,315;Q2;31;40;97;298;46;97;0,44;7,45;72,73;0;United States;Northern America;"Routledge";"1982-2026";"Library and Information Sciences (Q2); Health Informatics (Q3)";"Medicine; Social Sciences"
71;16611;"Serials Review";journal;"00987913";"Taylor and Francis Ltd.";No;No;0,314;Q2;28;46;201;285;80;195;0,57;6,20;62,34;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1973, 1975-2025";"Library and Information Sciences (Q2)";"Social Sciences"
72;21100801727;"Digital Library Perspectives";journal;"20595816, 20595824";"Emerald Publishing";No;No;0,297;Q2;30;38;92;213;38;92;0,52;5,61;54,05;0;United Kingdom;Western Europe;"Emerald Publishing";"2016-2026";"Education (Q2); Library and Information Sciences (Q2); Information Systems (Q3)";"Computer Science; Social Sciences"
73;14013;"Library Journal";journal;"03630277";"Reed Business Information (Cahners)";No;No;0,292;Q2;24;327;806;23;195;484;0,28;0,07;50,85;0;United States;Northern America;"Reed Business Information (Cahners)";"1945-1947, 1972, 1978-1994, 1997-2016";"Library and Information Sciences (Q2)";"Social Sciences"
74;15416;"Computers in Libraries";trade journal;"10417915";"Information Today";No;No;0,284;Q2;20;80;292;60;77;223;0,25;0,75;65,31;0;United States;Northern America;"Information Today";"1996-2026";"Computer Science (miscellaneous) (Q2); Library and Information Sciences (Q2)";"Computer Science; Social Sciences"
75;24222;"Scientometrics";journal;"15882861, 01389130";"Springer Nature";No;No;0,276;Q2;167;162;295;4258;538;285;1,78;26,28;27,17;64;Switzerland;Western Europe;"Springer Nature";"1978-2026";"Library and Information Sciences (Q2); Social Sciences (miscellaneous) (Q2); Computer Science Applications (Q3)";"Computer Science; Social Sciences"
76;12749;"International Information and Library Review";journal;"10959297, 10572317";"Taylor and Francis Ltd.";No;No;0,275;Q2;34;42;161;924;47;160;0,25;22,00;52,38;4;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1992-2026";"E-learning (Q2); Library and Information Sciences (Q2)";"Social Sciences"
77;144818;"Collection Building";journal;"01604953, 20545592";"Emerald Publishing";No;No;0,274;Q2;0;0;0;0;0;0;0,00;0,00;0,00;0;United Kingdom;Western Europe;"Emerald Publishing";"1978-2018";"Library and Information Sciences (Q2)";"Social Sciences"
78;4700152770;"Cataloging and Classification Quarterly";journal;"15444554, 01639374";"Routledge";No;No;0,269;Q2;31;63;183;1489;40;171;0,16;23,63;58,11;0;United States;Northern America;"Routledge";"1981-2026";"Library and Information Sciences (Q2)";"Social Sciences"
79;21100814051;"Information Discovery and Delivery";journal;"23986247";"Emerald Group Publishing Ltd.";No;No;0,269;Q2;30;36;260;440;115;250;0,46;12,22;61,22;2;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2017-2026";"Library and Information Sciences (Q2)";"Social Sciences"
80;15069;"World Patent Information";journal;"01722190";"Elsevier Ltd";No;No;0,267;Q2;42;49;125;438;57;99;0,45;8,94;23,91;7;United Kingdom;Western Europe;"Elsevier Ltd";"1979-2026";"Energy Engineering and Power Technology (Q2); Fuel Technology (Q2); Library and Information Sciences (Q2); Process Chemistry and Technology (Q2); Bioengineering (Q3); Computer Science Applications (Q3); Renewable Energy, Sustainability and the Environment (Q3)";"Chemical Engineering; Computer Science; Energy; Social Sciences"
81;16568;"Science and Technology Libraries";journal;"0194262X, 15411109";"Routledge";No;No;0,261;Q2;27;26;110;570;43;101;0,46;21,92;62,50;0;United States;Northern America;"Routledge";"1980-2008, 2010-2026";"Library and Information Sciences (Q2)";"Social Sciences"
82;200147110;"Information Communication and Society";journal;"14684462, 1369118X";"Routledge";No;No;0,259;Q2;136;42;30;1632;19;26;0,63;38,86;48,00;13;United Kingdom;Western Europe;"Routledge";"2001, 2005-2026";"Library and Information Sciences (Q2); Communication (Q3)";"Social Sciences"
83;5600155499;"Canadian Journal of Program Evaluation";journal;"08341516";"Canadian Journal of Program Evaluation";No;No;0,252;Q2;24;17;29;689;9;24;0,31;40,53;75,86;3;Canada;Northern America;"Canadian Journal of Program Evaluation";"1996, 2000-2001, 2003, 2005-2010, 2012-2025";"Library and Information Sciences (Q2)";"Social Sciences"
84;4700152795;"Journal of Library Administration";journal;"01930826, 15403564";"Routledge";No;No;0,251;Q2;36;56;179;946;60;178;0,35;16,89;65,12;0;United States;Northern America;"Routledge";"1980-2026";"Library and Information Sciences (Q2); Public Administration (Q3)";"Social Sciences"
85;12881;"Behavioral and Social Sciences Librarian";journal;"01639269, 15444546";"Routledge";No;No;0,247;Q2;19;14;37;267;8;37;0,22;19,07;53,33;0;United States;Northern America;"Routledge";"1979-2002, 2004-2017";"Library and Information Sciences (Q2); Social Sciences (miscellaneous) (Q2)";"Social Sciences"
86;4700152796;"Journal of Interlibrary Loan, Document Delivery and Electronic Reserve";journal;"1072303X, 15403572";"Routledge";No;No;0,245;Q2;15;36;21;179;7;19;0,50;4,97;54,29;0;United States;Northern America;"Routledge";"1994, 1996-1997, 2000, 2002-2003, 2005-2021";"Library and Information Sciences (Q2)";"Social Sciences"
87;16552;"School Library Media Research";journal;"15234320";"American Library Association";Yes;No;0,235;Q2;0;0;0;0;0;0;0,00;0,00;0,00;0;United States;Northern America;"American Library Association";"2000-2014";"Media Technology (Q1); Library and Information Sciences (Q2)";"Engineering; Social Sciences"
