Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2017);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
11;14735;"Government Information Quarterly";journal;"0740624X";"Elsevier Ltd";No;No;1,321;Q1;157;57;203;4426;1440;191;6,73;77,65;37,41;28;United Kingdom;Western Europe;"Elsevier Ltd";"1984-2026";"E-learning (Q1); Law (Q1); Library and Information Sciences (Q1); Sociology and Political Science (Q1)";"Social Sciences"
12;21100307484;"Journal of the Association for Information Science and Technology";journal;"23301643, 23301635";"John Wiley and Sons Ltd";No;No;1,310;Q1;181;214;618;11121;2410;591;3,83;51,97;39,19;38;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"2014-2026";"Computer Networks and Communications (Q1); Information Systems (Q1); Information Systems and Management (Q1); Library and Information Sciences (Q1)";"Computer Science; Decision Sciences; Social Sciences"
13;23842;"Journal of Classification";journal;"01764268, 14321343";"Springer New York";No;No;1,291;Q1;51;25;62;880;194;58;1,36;35,20;20,93;0;United States;Northern America;"Springer New York";"1984-2026";"Library and Information Sciences (Q1); Mathematics (miscellaneous) (Q1); Psychology (miscellaneous) (Q1); Statistics, Probability and Uncertainty (Q2)";"Decision Sciences; Mathematics; Psychology; Social Sciences"
14;22894;"Research Evaluation";journal;"09582029, 14715449";"Oxford University Press";No;No;1,267;Q1;70;34;106;1540;337;103;3,01;45,29;46,32;22;United Kingdom;Western Europe;"Oxford University Press";"1991-1996, 1998-2026";"Education (Q1); Library and Information Sciences (Q1)";"Social Sciences"
15;18916;"Social Science Computer Review";journal;"15528286, 08944393";"SAGE Publications Inc.";No;No;1,229;Q1;104;46;142;2378;549;141;4,17;51,70;33,04;22;United States;Northern America;"SAGE Publications Inc.";"1983-2026";"Computer Science Applications (Q1); Law (Q1); Library and Information Sciences (Q1); Social Sciences (miscellaneous) (Q1)";"Computer Science; Social Sciences"
16;12791;"Journal of Academic Librarianship";journal;"00991333";"Elsevier B.V.";No;No;1,224;Q1;75;67;293;2441;713;278;1,77;36,43;62,02;7;United Kingdom;Western Europe;"Elsevier B.V.";"1988-2026";"Education (Q1); Library and Information Sciences (Q1)";"Social Sciences"
17;19600157322;"Journal of Cheminformatics";journal;"17582946";"BioMed Central Ltd";Yes;No;1,203;Q1;101;65;199;3138;870;198;4,07;48,28;24,68;4;United Kingdom;Western Europe;"BioMed Central Ltd";"2009-2026";"Computer Graphics and Computer-Aided Design (Q1); Computer Science Applications (Q1); Library and Information Sciences (Q1); Physical and Theoretical Chemistry (Q1)";"Chemistry; Computer Science; Social Sciences"
18;29745;"Information and Organization";journal;"14717727";"Elsevier Ltd";No;No;1,202;Q1;83;16;34;1383;138;34;3,52;86,44;26,92;4;United Kingdom;Western Europe;"Elsevier Ltd";"1996-1997, 2001-2026";"Information Systems (Q1); Library and Information Sciences (Q1); Management Information Systems (Q1); Management of Technology and Innovation (Q1); Organizational Behavior and Human Resource Management (Q1)";"Business, Management and Accounting; Computer Science; Social Sciences"
19;13971;"Library and Information Science Research";journal;"07408188";"Elsevier B.V.";Yes;No;1,188;Q1;74;38;116;1947;217;103;1,50;51,24;57,69;5;United Kingdom;Western Europe;"Elsevier B.V.";"1987-2026";"Information Systems (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
20;4700152804;"Internet Reference Services Quarterly";journal;"15404749, 10875301";"Routledge";No;No;1,186;Q1;24;14;38;274;44;36;1,00;19,57;75,00;0;United States;Northern America;"Routledge";"1996-2002, 2004-2018, 2020-2026";"E-learning (Q1); Library and Information Sciences (Q1)";"Social Sciences"
21;15933;"Portal";journal;"15307131, 15312542";"Johns Hopkins University Press";No;No;1,182;-;48;50;119;1758;181;106;1,50;35,16;62,50;6;United States;Northern America;"Johns Hopkins University Press";"2001-2026";"Development (Q1)";"Social Sciences"
22;15107;"IEEE Transactions on Information Theory";journal;"00189448, 15579654";"Institute of Electrical and Electronics Engineers Inc.";No;No;1,162;Q1;310;467;1420;16306;5639;1420;3,53;34,92;17,55;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"1963-2026";"Computer Science Applications (Q1); Information Systems (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
23;24222;"Scientometrics";journal;"15882861, 01389130";"Springer Nature";No;No;1,125;Q1;167;387;1080;16531;3218;1012;2,72;42,72;31,39;85;Switzerland;Western Europe;"Springer Nature";"1978-2026";"Computer Science Applications (Q1); Library and Information Sciences (Q1); Social Sciences (miscellaneous) (Q1)";"Computer Science; Social Sciences"
24;28040;"International Journal of Geographical Information Science";journal;"13658816, 13658824";"Taylor and Francis Ltd.";No;No;1,113;Q1;149;117;362;5436;1260;360;2,82;46,46;27,76;13;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1997-2026";"Geography, Planning and Development (Q1); Information Systems (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
25;19700201446;"New Review of Academic Librarianship";journal;"13614533, 17407834";"Taylor and Francis Ltd.";No;No;1,050;Q1;30;30;78;963;107;70;1,42;32,10;70,69;2;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1995-2026";"E-learning (Q1); Library and Information Sciences (Q1)";"Social Sciences"
26;15916;"Journal of Health Communication";journal;"10810730, 10870415";"Taylor and Francis Ltd.";No;No;0,997;Q1;120;119;489;5331;1125;474;1,96;44,80;60,04;50;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1996-2026";"Communication (Q1); Health (social science) (Q1); Library and Information Sciences (Q1); Public Health, Environmental and Occupational Health (Q1)";"Medicine; Social Sciences"
27;21100258853;"F1000Research";journal;"20461402";"F1000 Research Ltd";Yes;No;0,926;-;129;688;1257;37261;2897;1206;2,45;54,16;35,00;74;United Kingdom;Western Europe;"F1000 Research Ltd";"2012-2026";"Medicine (miscellaneous) (Q1); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Immunology and Microbiology (miscellaneous)  (Q2)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine; Pharmacology, Toxicology and Pharmaceutics"
28;12689;"Information Processing and Management";journal;"18735371, 03064573";"Elsevier Ltd";No;No;0,920;Q1;149;77;195;4993;960;190;5,30;64,84;26,73;1;United Kingdom;Western Europe;"Elsevier Ltd";"1975-2026";"Computer Science Applications (Q1); Information Systems (Q1); Library and Information Sciences (Q1); Media Technology (Q1); Management Science and Operations Research (Q2)";"Computer Science; Decision Sciences; Engineering; Social Sciences"
29;130065;"Journal of Enterprise Information Management";journal;"17410398";"Emerald Publishing";No;No;0,827;Q1;100;47;126;3473;494;125;3,84;73,89;30,91;0;United Kingdom;Western Europe;"Emerald Publishing";"2004-2026";"Information Systems (Q1); Library and Information Sciences (Q1); Decision Sciences (miscellaneous) (Q2); Management of Technology and Innovation (Q2)";"Business, Management and Accounting; Computer Science; Decision Sciences; Social Sciences"
30;14060;"Library Quarterly";journal;"00242519, 1549652X";"University of Chicago Press";No;No;0,801;Q1;50;31;87;1177;106;75;1,27;37,97;63,64;2;United States;Northern America;"University of Chicago Press";"1946-1947, 1951, 1958, 1979, 1981, 1988-2026";"Library and Information Sciences (Q1)";"Social Sciences"
31;20870;"Telecommunications Policy";journal;"03085961";"Elsevier Ltd";No;No;0,787;-;101;78;241;4231;635;224;2,66;54,24;26,53;43;United Kingdom;Western Europe;"Elsevier Ltd";"1976-2026";"Electrical and Electronic Engineering (Q1); Human Factors and Ergonomics (Q1); Information Systems (Q1)";"Computer Science; Engineering; Social Sciences"
32;16552;"School Library Media Research";journal;"15234320";"American Library Association";Yes;No;0,786;Q1;0;0;0;0;0;0;0,00;0,00;0,00;0;United States;Northern America;"American Library Association";"2000-2014";"Library and Information Sciences (Q1); Media Technology (Q1)";"Engineering; Social Sciences"
33;30004;"Health Information and Libraries Journal";journal;"14711842, 14711834";"Wiley-Blackwell Publishing Ltd";No;No;0,784;Q1;57;40;112;1077;122;96;1,11;26,93;67,86;5;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2001-2025";"Library and Information Sciences (Q1); Health Informatics (Q2); Health Information Management (Q2)";"Health Professions; Medicine; Social Sciences"
34;144983;"Archival Science";journal;"13890166, 15737500";"Springer Science and Business Media B.V.";No;No;0,745;Q1;48;20;59;988;113;54;1,79;49,40;60,87;2;Netherlands;Western Europe;"Springer Science and Business Media B.V.";"2001-2026";"History (Q1); Library and Information Sciences (Q1)";"Arts and Humanities; Social Sciences"
35;17857;"Journal of the Medical Library Association";journal;"15365050, 15589439";"Medical Library Association";Yes;Yes;0,734;Q1;82;64;188;981;241;141;1,04;15,33;70,00;6;United States;Northern America;"Medical Library Association";"1999, 2001-2026";"Library and Information Sciences (Q1); Health Informatics (Q2); Medicine (miscellaneous) (Q2)";"Medicine; Social Sciences"
36;21100374356;"Aslib Journal of Information Management";journal;"20503806, 20503814";"Emerald Group Publishing Ltd.";No;No;0,725;Q1;58;46;111;2339;261;111;2,11;50,85;39,78;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2014-2026";"Information Systems (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
37;19700187503;"Australian Academic and Research Libraries";journal;"00048623, 1839471X";"Australian Library and Information Association";No;No;0,709;Q1;36;0;71;0;72;58;0,75;0,00;0,00;0;Australia;Pacific Region;"Australian Library and Information Association";"1955, 1988-2016";"Library and Information Sciences (Q1)";"Social Sciences"
38;22510;"Learned Publishing";journal;"09531513, 17414857";"Wiley-Blackwell";No;No;0,702;-;52;41;140;839;172;98;1,33;20,46;47,83;15;United States;Northern America;"Wiley-Blackwell";"1996-2026";"Communication (Q1)";"Social Sciences"
39;144671;"Reference Services Review";journal;"00907324";"Emerald Group Publishing Ltd.";No;No;0,697;Q1;46;48;113;1153;145;109;1,22;24,02;79,38;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1973-2026";"E-learning (Q1); Library and Information Sciences (Q1)";"Social Sciences"
40;13316;"Journal of Librarianship and Information Science";journal;"09610006, 17416477";"SAGE Publications Ltd";No;No;0,681;Q1;45;36;80;1633;106;80;0,91;45,36;50,62;2;United Kingdom;Western Europe;"SAGE Publications Ltd";"1969-2026";"Library and Information Sciences (Q1)";"Social Sciences"
41;12813;"Journal of Information Science";journal;"01655515, 17416485";"SAGE Publications Ltd";No;No;0,674;Q1;86;53;184;2478;424;180;2,29;46,75;27,01;4;United Kingdom;Western Europe;"SAGE Publications Ltd";"1979-2026";"Information Systems (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
42;130132;"Information Technology and People";journal;"09593845";"Emerald Group Publishing Ltd.";No;No;0,671;Q1;92;43;94;3739;261;94;2,37;86,95;36,28;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1990, 1992, 1994-2026";"Information Systems (Q1); Library and Information Sciences (Q1); Computer Science Applications (Q2)";"Computer Science; Social Sciences"
43;14721;"Medical Reference Services Quarterly";journal;"02763869, 15409597";"Routledge";No;No;0,659;Q1;31;53;131;496;118;131;0,86;9,36;76,04;5;United States;Northern America;"Routledge";"1982-2026";"Library and Information Sciences (Q1); Health Informatics (Q2)";"Medicine; Social Sciences"
44;6200180164;"Profesional de la Informacion (discontinued)";journal;"16992407, 13866710";"El Profesional de la Informacion";No;No;0,652;Q1;56;115;256;4036;332;256;1,37;35,10;49,59;29;Spain;Western Europe;"El Profesional de la Informacion";"2006-2025";"Communication (Q1); Cultural Studies (Q1); Library and Information Sciences (Q1); Information Systems (Q2)";"Computer Science; Social Sciences"
45;19700170495;"LIBER Quarterly";journal;"14355205";"";Yes;Yes;0,641;Q1;23;25;52;389;48;39;0,97;15,56;47,92;2;Netherlands;Western Europe;"";"1999-2026";"Library and Information Sciences (Q1)";"Social Sciences"
46;12709;"Information Technology and Libraries";journal;"07309295, 21635226";"American Library Association";Yes;Yes;0,637;Q1;42;22;64;597;66;50;1,16;27,14;66,67;0;United States;Northern America;"American Library Association";"1968, 1971-1974, 1981, 1988-2025";"Library and Information Sciences (Q1); Information Systems (Q2)";"Computer Science; Social Sciences"
47;15386;"Online Information Review";journal;"14684527, 14684535";"Emerald Publishing";No;No;0,625;Q1;85;64;168;3338;397;166;2,05;52,16;34,34;0;United Kingdom;Western Europe;"Emerald Publishing";"1980-1995, 1997, 1999-2026";"Library and Information Sciences (Q1); Computer Science Applications (Q2); Information Systems (Q2)";"Computer Science; Social Sciences"
48;12794;"Journal of Documentation";journal;"00220418";"Emerald Group Publishing Ltd.";No;No;0,613;Q1;80;73;182;4453;283;180;1,50;61,00;46,15;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1945-2026";"Library and Information Sciences (Q1); Information Systems (Q2)";"Computer Science; Social Sciences"
49;4700152758;"Reference Librarian";journal;"02763877, 15411117";"Routledge";No;No;0,613;Q1;27;23;93;474;61;91;0,64;20,61;65,63;0;United States;Northern America;"Routledge";"1982-2025";"Library and Information Sciences (Q1)";"Social Sciences"
50;4700152795;"Journal of Library Administration";journal;"01930826, 15403564";"Routledge";No;No;0,606;Q1;36;62;179;1210;161;179;0,81;19,52;68,87;3;United States;Northern America;"Routledge";"1980-2026";"Library and Information Sciences (Q1); Public Administration (Q2)";"Social Sciences"
51;14239;"College and Research Libraries News";journal;"21506698, 00990086";"Association of College and Research Libraries";No;No;0,587;Q1;30;102;295;464;177;261;0,56;4,55;73,51;4;United States;Northern America;"Association of College and Research Libraries";"1986-1988, 1990-2026";"Library and Information Sciences (Q1); Education (Q2)";"Social Sciences"
52;21100805777;"Information and Learning Science";journal;"23985356, 23985348";"Emerald Publishing";No;No;0,564;Q1;43;51;147;1479;169;147;1,15;29,00;58,90;0;United Kingdom;Western Europe;"Emerald Publishing";"2017-2026";"Library and Information Sciences (Q1); Computer Science Applications (Q2); Education (Q2)";"Computer Science; Social Sciences"
53;19400158481;"Journal of Web Librarianship";journal;"19322909, 19322917";"Routledge";No;No;0,560;Q1;24;17;54;380;43;42;0,59;22,35;38,24;0;United States;Northern America;"Routledge";"2007-2026";"Library and Information Sciences (Q1); Computer Science Applications (Q2)";"Computer Science; Social Sciences"
54;4700152422;"Journal of Map and Geography Libraries";journal;"15420353, 15420361";"Routledge";No;No;0,551;Q1;17;21;61;509;47;55;0,88;24,24;43,24;0;United States;Northern America;"Routledge";"2004-2026";"Library and Information Sciences (Q1)";"Social Sciences"
55;15442;"Information Systems Management";journal;"10580530";"Taylor and Francis Ltd.";No;No;0,526;Q1;77;32;86;1899;163;73;1,61;59,34;29,41;3;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1992-2026";"Library and Information Sciences (Q1); Computer Science Applications (Q2); Information Systems (Q2)";"Computer Science; Social Sciences"
56;2600147402;"Ethics and Information Technology";journal;"13881957, 15728439";"Springer Science and Business Media B.V.";No;No;0,512;Q1;87;22;76;1014;179;74;2,27;46,09;16,67;12;Netherlands;Western Europe;"Springer Science and Business Media B.V.";"1999-2026";"Library and Information Sciences (Q1); Computer Science Applications (Q2)";"Computer Science; Social Sciences"
57;18735;"Accountability in Research";journal;"15455815, 08989621";"Taylor and Francis Ltd.";No;No;0,506;Q1;43;33;84;1381;101;64;1,25;41,85;52,73;6;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1989-2026";"Library and Information Sciences (Q1); Education (Q2); Medicine (miscellaneous) (Q2)";"Medicine; Social Sciences"
58;21100329302;"Journal of Information Literacy";journal;"17505968";"CILIP Information Literacy Group";Yes;Yes;0,495;Q1;19;23;68;906;52;43;0,84;39,39;65,79;0;United Kingdom;Western Europe;"CILIP Information Literacy Group";"2010, 2014-2025";"Library and Information Sciences (Q1); Education (Q2); E-learning (Q2)";"Social Sciences"
59;4700152782;"College and Undergraduate Libraries";journal;"10691316, 15452530";"Routledge";No;No;0,489;Q2;26;42;91;927;53;86;0,56;22,07;82,86;2;United States;Northern America;"Routledge";"1994-2004, 2006-2026";"Education (Q2); E-learning (Q2); Library and Information Sciences (Q2)";"Social Sciences"
60;12085;"American Archivist";journal;"03609081";"Society of American Archivists";No;No;0,488;Q2;37;19;73;1253;44;66;0,54;65,95;57,89;0;United States;Northern America;"Society of American Archivists";"1938-2025";"Arts and Humanities (miscellaneous) (Q2); Library and Information Sciences (Q2)";"Arts and Humanities; Social Sciences"
61;21100242609;"Insights: the UKSG Journal";journal;"20487754";"United Kingdom Serials Group";Yes;Yes;0,473;Q2;21;47;140;651;68;129;0,53;13,85;57,75;10;United Kingdom;Western Europe;"United Kingdom Serials Group";"2012-2026";"Library and Information Sciences (Q2)";"Social Sciences"
62;16800154717;"IFLA Journal";journal;"03400352, 17452651";"SAGE Publications Ltd";No;No;0,446;Q2;31;29;103;1021;83;91;1,11;35,21;61,90;4;United Kingdom;Western Europe;"SAGE Publications Ltd";"1975-2026";"Library and Information Sciences (Q2)";"Social Sciences"
63;4700152908;"Knowledge Management Research and Practice";journal;"14778238, 14778246";"Taylor and Francis Ltd.";No;No;0,445;Q2;62;49;130;2878;211;130;1,36;58,73;39,37;7;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2006-2026";"Business and International Management (Q2); Library and Information Sciences (Q2); Management Information Systems (Q2); Management of Technology and Innovation (Q2)";"Business, Management and Accounting; Social Sciences"
64;145200;"International Journal on Digital Libraries";journal;"14325012, 14321300";"Springer Verlag";No;No;0,441;Q2;42;27;69;968;144;61;2,28;35,85;41,56;5;Germany;Western Europe;"Springer Verlag";"1997-1998, 2000, 2004-2010, 2012-2026";"Library and Information Sciences (Q2)";"Social Sciences"
65;15420;"Electronic Library";journal;"02640473";"Emerald Group Publishing Ltd.";No;No;0,440;Q2;53;73;182;3284;202;182;1,05;44,99;45,34;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1983-2026";"Computer Science Applications (Q2); Library and Information Sciences (Q2)";"Computer Science; Social Sciences"
66;11500153514;"Revista Espanola de Documentacion Cientifica";journal;"02100614, 19884621";"CSIC Consejo Superior de Investigaciones Cientificas";Yes;Yes;0,438;Q2;24;33;107;1429;97;106;0,75;43,30;48,65;11;Spain;Western Europe;"CSIC Consejo Superior de Investigaciones Cientificas";"1984, 2008-2025";"Library and Information Sciences (Q2)";"Social Sciences"
67;12690;"Information Research";journal;"13681613";"University of Boras";Yes;Yes;0,435;Q2;61;47;145;2493;136;134;0,87;53,04;57,84;0;Sweden;Western Europe;"University of Boras";"1996-2026";"Library and Information Sciences (Q2)";"Social Sciences"
68;144908;"Library Hi Tech";journal;"07378831";"Emerald Group Publishing Ltd.";No;No;0,427;Q2;59;48;133;1794;136;133;0,90;37,38;40,54;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1983-2025";"Information Systems (Q2); Library and Information Sciences (Q2)";"Computer Science; Social Sciences"
69;15394;"D-Lib Magazine";journal;"10829873";"Corporation for National Research Initiatives";Yes;No;0,420;Q2;60;39;158;538;158;140;1,10;13,79;29,82;8;United States;Northern America;"Corporation for National Research Initiatives";"1996-2017";"Library and Information Sciences (Q2)";"Social Sciences"
70;144644;"Library Management";journal;"01435124";"Emerald Group Publishing Ltd.";No;No;0,412;Q2;43;43;129;1376;107;129;0,81;32,00;61,76;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1979-2025";"Library and Information Sciences (Q2)";"Social Sciences"
71;21100829144;"Journal of the Australian Library and Information Association";journal;"24750158, 24750166";"Taylor and Francis Ltd.";No;No;0,404;Q2;32;38;87;887;57;72;0,59;23,34;73,58;2;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2017-2026";"Library and Information Sciences (Q2)";"Social Sciences"
72;98245;"Library Resources and Technical Services";journal;"00242527";"American Library Association";Yes;No;0,404;Q2;26;22;67;582;36;53;0,55;26,45;63,89;0;United States;Northern America;"American Library Association";"1978-1979, 1981-1984, 1988-2025";"Information Systems (Q2); Library and Information Sciences (Q2)";"Computer Science; Social Sciences"
73;144955;"Education and Information Technologies";journal;"15737608, 13602357";"Springer";No;No;0,403;Q2;121;160;209;7420;337;195;1,54;46,38;43,80;29;United States;Northern America;"Springer";"1996-2002, 2005-2026";"Education (Q2); E-learning (Q2); Library and Information Sciences (Q2)";"Social Sciences"
74;12881;"Behavioral and Social Sciences Librarian";journal;"01639269, 15444546";"Routledge";No;No;0,392;Q2;19;15;65;333;62;35;0,56;22,20;95,24;0;United States;Northern America;"Routledge";"1979-2002, 2004-2017";"Library and Information Sciences (Q2); Social Sciences (miscellaneous) (Q2)";"Social Sciences"
75;22315;"Personal and Ubiquitous Computing";journal;"16174909, 16174917";"Springer London";No;No;0,391;-;106;87;334;2951;1046;307;2,83;33,92;31,65;5;United Kingdom;Western Europe;"Springer London";"1997-2026";"Computer Science Applications (Q2); Hardware and Architecture (Q2); Management Science and Operations Research (Q3)";"Computer Science; Decision Sciences"
76;21100259129;"Archives and Manuscripts";journal;"01576895, 21646058";"Australian Society of Archivists";No;No;0,390;Q2;17;18;69;383;40;56;0,45;21,28;65,22;1;Australia;Pacific Region;"Australian Society of Archivists";"2013-2024";"Communication (Q2); Library and Information Sciences (Q2)";"Social Sciences"
77;4700152829;"Journal of Library and Information Services in Distance Learning";journal;"15332918, 1533290X";"Routledge";No;No;0,384;Q2;19;29;86;480;51;72;0,23;16,55;88,89;0;United States;Northern America;"Routledge";"2004-2007, 2009-2025";"E-learning (Q2); Library and Information Sciences (Q2)";"Social Sciences"
78;21100456709;"2015 Tyrrhenian International Workshop on Digital Communications, TIWDC 2015";conference and proceedings;"-";"";No;No;0,381;-;5;0;17;0;18;16;1,06;0,00;0,00;0;United States;Northern America;"";"";"Applied Mathematics; Computer Science Applications; Library and Information Sciences; Statistics, Probability and Uncertainty";"Computer Science; Decision Sciences; Mathematics; Social Sciences"
79;21100264483;"Cuadernos.info";journal;"0719367X, 07193661";"Pontificia Universidad Catolica de Chile";Yes;Yes;0,380;Q2;20;29;88;1472;42;84;0,53;50,76;44,00;2;Chile;Latin America;"Pontificia Universidad Catolica de Chile";"2013-2025";"Communication (Q2); Library and Information Sciences (Q2)";"Social Sciences"
80;27984;"Fukushima Journal of Medical Sciences";journal;"00162590, 21854610";"Fukushima Society of Medical Science";No;No;0,366;-;23;24;73;0;73;73;0,57;0,00;21,19;1;Japan;Asiatic Region;"Fukushima Society of Medical Science";"1964-2026";"Medicine (miscellaneous) (Q3)";"Medicine"
81;16610;"Serials Librarian";journal;"15411095, 0361526X";"Routledge";No;No;0,356;Q2;22;75;223;757;94;212;0,41;10,09;66,67;0;United States;Northern America;"Routledge";"1977-2026";"Library and Information Sciences (Q2)";"Social Sciences"
82;15511;"Program";journal;"00330337";"Emerald Group Publishing Ltd.";No;No;0,355;Q2;0;0;0;0;0;0;0,00;0,00;0,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1907, 1968-2017";"Information Systems (Q2); Library and Information Sciences (Q2)";"Computer Science; Social Sciences"
83;15133;"Information Retrieval Journal";journal;"13864564, 15737659";"Springer Science and Business Media B.V.";No;No;0,352;Q2;0;0;0;0;0;0;0,00;0,00;0,00;0;Netherlands;Western Europe;"Springer Science and Business Media B.V.";"1999-2023";"Information Systems (Q2); Library and Information Sciences (Q2)";"Computer Science; Social Sciences"
84;16004;"Reference and User Services Quarterly";journal;"10949054";"American Library Association";No;No;0,351;Q2;41;49;121;966;59;106;0,40;19,71;71,64;1;United States;Northern America;"American Library Association";"1997-2019, 2021, 2024-2025";"Information Systems (Q2); Library and Information Sciences (Q2)";"Computer Science; Social Sciences"
