Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2012);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
18;15074;"European Journal of Information Systems";journal;"0960085X, 14769344";"Taylor and Francis Ltd.";No;No;1,272;Q1;151;45;151;3002;692;143;3,83;66,71;30,77;4;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1995-2026";"Information Systems (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
19;15631;"International Journal of Information Management";journal;"02684012";"Elsevier Ltd";No;No;1,221;Q1;215;65;193;2998;839;172;4,40;46,12;23,65;9;United Kingdom;Western Europe;"Elsevier Ltd";"1970, 1986-2026";"Computer Networks and Communications (Q1); Information Systems (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
20;4700152795;"Journal of Library Administration";journal;"01930826, 15403564";"Routledge";No;No;1,171;Q1;36;55;194;888;217;184;1,22;16,15;45,83;11;United States;Northern America;"Routledge";"1980-2026";"Library and Information Sciences (Q1); Public Administration (Q1)";"Social Sciences"
21;12813;"Journal of Information Science";journal;"01655515, 17416485";"SAGE Publications Ltd";No;No;1,146;Q1;86;40;147;1455;397;147;2,23;36,38;30,30;3;United Kingdom;Western Europe;"SAGE Publications Ltd";"1979-2026";"Information Systems (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
22;13992;"Library Collections, Acquisition and Technical Services";journal;"14649055, 18731821";"Taylor and Francis Ltd.";No;No;1,146;Q1;24;15;41;321;74;41;0,81;21,40;43,48;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1980-1997, 1999-2015, 2017";"Information Systems (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
23;12815;"Journal of Information Technology";journal;"14664437, 02683962";"Palgrave Macmillan Ltd.";No;No;1,138;Q1;102;37;109;1699;401;80;3,09;45,92;34,69;3;United Kingdom;Western Europe;"Palgrave Macmillan Ltd.";"1987-2026";"Information Systems (Q1); Library and Information Sciences (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Computer Science; Social Sciences"
24;29745;"Information and Organization";journal;"14717727";"Elsevier Ltd";No;No;1,130;Q1;83;15;36;1209;154;36;4,82;80,60;12,90;6;United Kingdom;Western Europe;"Elsevier Ltd";"1996-1997, 2001-2026";"Information Systems (Q1); Library and Information Sciences (Q1); Management Information Systems (Q1); Management of Technology and Innovation (Q1); Organizational Behavior and Human Resource Management (Q1)";"Business, Management and Accounting; Computer Science; Social Sciences"
25;12794;"Journal of Documentation";journal;"00220418";"Emerald Group Publishing Ltd.";No;No;1,115;Q1;80;50;173;2138;295;173;1,60;42,76;46,48;10;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1945-2026";"Information Systems (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
26;16004;"Reference and User Services Quarterly";journal;"10949054";"American Library Association";No;No;1,107;Q1;41;44;121;849;124;107;0,93;19,30;70,87;0;United States;Northern America;"American Library Association";"1997-2019, 2021, 2024-2025";"Information Systems (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
27;28040;"International Journal of Geographical Information Science";journal;"13658816, 13658824";"Taylor and Francis Ltd.";No;No;1,015;Q1;149;116;270;5254;753;263;2,54;45,29;25,89;16;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1997-2026";"Geography, Planning and Development (Q1); Information Systems (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
28;22510;"Learned Publishing";journal;"09531513, 17414857";"Wiley-Blackwell";No;No;1,003;-;52;36;129;393;137;116;1,12;10,92;29,82;11;United States;Northern America;"Wiley-Blackwell";"1996-2026";"Communication (Q1)";"Social Sciences"
29;23842;"Journal of Classification";journal;"01764268, 14321343";"Springer New York";No;No;0,996;Q1;51;18;60;515;80;52;1,37;28,61;21,62;2;United States;Northern America;"Springer New York";"1984-2026";"Library and Information Sciences (Q1); Mathematics (miscellaneous) (Q1); Psychology (miscellaneous) (Q1); Statistics, Probability and Uncertainty (Q2)";"Decision Sciences; Mathematics; Psychology; Social Sciences"
30;12085;"American Archivist";journal;"03609081";"Society of American Archivists";No;No;0,982;Q1;37;24;86;1282;69;73;0,80;53,42;63,64;3;United States;Northern America;"Society of American Archivists";"1938-2025";"Arts and Humanities (miscellaneous) (Q1); Library and Information Sciences (Q1)";"Arts and Humanities; Social Sciences"
31;144908;"Library Hi Tech";journal;"07378831";"Emerald Group Publishing Ltd.";No;No;0,982;Q1;59;49;153;1147;214;151;1,26;23,41;48,53;8;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1983-2025";"Information Systems (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
32;14060;"Library Quarterly";journal;"00242519, 1549652X";"University of Chicago Press";No;No;0,972;Q1;50;22;63;898;80;59;1,00;40,82;52,94;1;United States;Northern America;"University of Chicago Press";"1946-1947, 1951, 1958, 1979, 1981, 1988-2026";"Library and Information Sciences (Q1)";"Social Sciences"
33;16568;"Science and Technology Libraries";journal;"0194262X, 15411109";"Routledge";No;No;0,970;Q1;27;28;53;1045;54;53;1,02;37,32;61,90;0;United States;Northern America;"Routledge";"1980-2008, 2010-2026";"Library and Information Sciences (Q1)";"Social Sciences"
34;18916;"Social Science Computer Review";journal;"15528286, 08944393";"SAGE Publications Inc.";No;No;0,960;Q1;104;37;106;1301;315;104;2,43;35,16;24,73;13;United States;Northern America;"SAGE Publications Inc.";"1983-2026";"Computer Science Applications (Q1); Law (Q1); Library and Information Sciences (Q1); Social Sciences (miscellaneous) (Q1)";"Computer Science; Social Sciences"
35;16610;"Serials Librarian";journal;"15411095, 0361526X";"Routledge";No;No;0,921;Q1;22;60;198;329;120;189;0,65;5,48;67,29;0;United States;Northern America;"Routledge";"1977-2026";"Library and Information Sciences (Q1)";"Social Sciences"
36;15420;"Electronic Library";journal;"02640473";"Emerald Group Publishing Ltd.";No;No;0,902;Q1;53;50;204;1667;299;203;1,45;33,34;31,31;7;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1983-2026";"Computer Science Applications (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
37;19600157322;"Journal of Cheminformatics";journal;"17582946";"BioMed Central Ltd";Yes;No;0,886;Q1;101;39;152;1270;387;148;2,18;32,56;12,80;4;United Kingdom;Western Europe;"BioMed Central Ltd";"2009-2026";"Computer Graphics and Computer-Aided Design (Q1); Computer Science Applications (Q1); Library and Information Sciences (Q1); Physical and Theoretical Chemistry (Q2)";"Chemistry; Computer Science; Social Sciences"
38;21100805777;"Information and Learning Science";journal;"23985356, 23985348";"Emerald Publishing";No;No;0,873;Q1;43;56;162;1045;144;147;0,94;18,66;65,00;10;United Kingdom;Western Europe;"Emerald Publishing";"2017-2026";"Computer Science Applications (Q1); Education (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
39;4700152804;"Internet Reference Services Quarterly";journal;"15404749, 10875301";"Routledge";No;No;0,858;Q1;24;11;40;164;33;36;0,84;14,91;88,89;0;United States;Northern America;"Routledge";"1996-2002, 2004-2018, 2020-2026";"E-learning (Q1); Library and Information Sciences (Q1)";"Social Sciences"
40;4700152796;"Journal of Interlibrary Loan, Document Delivery and Electronic Reserve";journal;"1072303X, 15403572";"Routledge";No;No;0,843;Q1;15;24;95;268;57;87;0,77;11,17;53,33;0;United States;Northern America;"Routledge";"1994, 1996-1997, 2000, 2002-2003, 2005-2021";"Library and Information Sciences (Q1)";"Social Sciences"
41;200147110;"Information Communication and Society";journal;"14684462, 1369118X";"Routledge";No;No;0,841;Q1;136;70;167;3135;317;160;1,74;44,79;53,40;0;United Kingdom;Western Europe;"Routledge";"2001, 2005-2026";"Communication (Q1); Library and Information Sciences (Q1)";"Social Sciences"
42;13316;"Journal of Librarianship and Information Science";journal;"09610006, 17416477";"SAGE Publications Ltd";No;No;0,831;Q1;45;24;63;815;63;57;0,71;33,96;59,57;2;United Kingdom;Western Europe;"SAGE Publications Ltd";"1969-2026";"Library and Information Sciences (Q1)";"Social Sciences"
43;12709;"Information Technology and Libraries";journal;"07309295, 21635226";"American Library Association";Yes;Yes;0,802;Q1;42;32;97;608;89;63;0,94;19,00;42,22;8;United States;Northern America;"American Library Association";"1968, 1971-1974, 1981, 1988-2025";"Information Systems (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
44;19400158481;"Journal of Web Librarianship";journal;"19322909, 19322917";"Routledge";No;No;0,784;Q1;24;28;91;432;84;76;1,03;15,43;70,59;1;United States;Northern America;"Routledge";"2007-2026";"Library and Information Sciences (Q1); Computer Science Applications (Q2)";"Computer Science; Social Sciences"
45;21100374356;"Aslib Journal of Information Management";journal;"20503806, 20503814";"Emerald Group Publishing Ltd.";No;No;0,774;Q1;58;40;130;1169;183;130;0,94;29,23;48,00;6;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2014-2026";"Information Systems (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
46;98245;"Library Resources and Technical Services";journal;"00242527";"American Library Association";Yes;No;0,770;Q1;26;22;67;1045;99;56;1,55;47,50;55,17;2;United States;Northern America;"American Library Association";"1978-1979, 1981-1984, 1988-2025";"Library and Information Sciences (Q1); Information Systems (Q2)";"Computer Science; Social Sciences"
47;14239;"College and Research Libraries News";journal;"21506698, 00990086";"Association of College and Research Libraries";No;No;0,730;Q1;30;94;248;457;113;209;0,52;4,86;72,36;7;United States;Northern America;"Association of College and Research Libraries";"1986-1988, 1990-2026";"Education (Q1); Library and Information Sciences (Q1)";"Social Sciences"
48;20870;"Telecommunications Policy";journal;"03085961";"Elsevier Ltd";No;No;0,706;-;101;82;196;3529;518;191;2,45;43,04;22,29;44;United Kingdom;Western Europe;"Elsevier Ltd";"1976-2026";"Electrical and Electronic Engineering (Q1); Human Factors and Ergonomics (Q2); Information Systems (Q2)";"Computer Science; Engineering; Social Sciences"
49;21100814051;"Information Discovery and Delivery";journal;"23986247";"Emerald Group Publishing Ltd.";No;No;0,704;Q1;30;35;115;433;37;115;0,37;12,37;60,98;3;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2017-2026";"Library and Information Sciences (Q1)";"Social Sciences"
50;4700152770;"Cataloging and Classification Quarterly";journal;"15444554, 01639374";"Routledge";No;No;0,686;Q1;31;51;138;1726;131;120;0,76;33,84;48,68;4;United States;Northern America;"Routledge";"1981-2026";"Library and Information Sciences (Q1)";"Social Sciences"
51;22894;"Research Evaluation";journal;"09582029, 14715449";"Oxford University Press";No;No;0,679;Q1;70;37;118;1170;165;117;1,39;31,62;31,33;24;United Kingdom;Western Europe;"Oxford University Press";"1991-1996, 1998-2026";"Education (Q1); Library and Information Sciences (Q1)";"Social Sciences"
52;4700152731;"Public Library Quarterly";journal;"01616846, 15411540";"Routledge";No;No;0,671;Q1;26;21;61;504;44;57;0,97;24,00;56,76;5;United States;Northern America;"Routledge";"1979-1986, 1988-2026";"Library and Information Sciences (Q1)";"Social Sciences"
53;25547;"Interacting with Computers";journal;"18737951, 09535438";"Oxford University Press";No;No;0,669;-;100;50;151;2567;546;142;3,26;51,34;38,82;3;United Kingdom;Western Europe;"Oxford University Press";"1989-2026";"Human-Computer Interaction (Q2); Software (Q2)";"Computer Science"
54;144644;"Library Management";journal;"01435124";"Emerald Group Publishing Ltd.";No;No;0,640;Q2;43;37;167;707;127;165;0,66;19,11;53,95;5;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1979-2025";"Library and Information Sciences (Q2)";"Social Sciences"
55;21100242609;"Insights: the UKSG Journal";journal;"20487754";"United Kingdom Serials Group";Yes;Yes;0,636;Q2;21;45;152;415;86;141;0,48;9,22;23,53;4;United Kingdom;Western Europe;"United Kingdom Serials Group";"2012-2026";"Library and Information Sciences (Q2)";"Social Sciences"
56;15681;"Journal of Digital Information";journal;"13687506";"British Computer Society";No;No;0,621;Q2;28;15;41;204;75;39;1,04;13,60;25,58;0;United Kingdom;Western Europe;"British Computer Society";"1996-2012";"Computer Science Applications (Q2); E-learning (Q2); Information Systems (Q2); Library and Information Sciences (Q2)";"Computer Science; Social Sciences"
57;19700201446;"New Review of Academic Librarianship";journal;"13614533, 17407834";"Taylor and Francis Ltd.";No;No;0,609;Q2;30;14;57;331;40;50;0,71;23,64;60,00;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1995-2026";"E-learning (Q2); Library and Information Sciences (Q2)";"Social Sciences"
58;19400156823;"Issues in Science and Technology Librarianship";journal;"10921206";"Association of College and Research Libraries";Yes;Yes;0,607;Q2;24;27;108;423;70;102;0,64;15,67;62,50;1;United States;Northern America;"Association of College and Research Libraries";"1996-2026";"Engineering (miscellaneous) (Q1); Library and Information Sciences (Q2)";"Engineering; Social Sciences"
59;12689;"Information Processing and Management";journal;"18735371, 03064573";"Elsevier Ltd";No;No;0,606;Q2;149;82;178;3199;439;174;1,94;39,01;23,85;5;United Kingdom;Western Europe;"Elsevier Ltd";"1975-2026";"Media Technology (Q1); Computer Science Applications (Q2); Information Systems (Q2); Library and Information Sciences (Q2); Management Science and Operations Research (Q2)";"Computer Science; Decision Sciences; Engineering; Social Sciences"
60;15511;"Program";journal;"00330337";"Emerald Group Publishing Ltd.";No;No;0,599;Q2;0;0;0;0;0;0;0,00;0,00;0,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1907, 1968-2017";"Information Systems (Q2); Library and Information Sciences (Q2)";"Computer Science; Social Sciences"
61;4700152762;"Journal of Archival Organization";journal;"15332748, 15332756";"Routledge";No;No;0,580;Q2;15;20;85;553;36;66;0,26;27,65;30,00;1;United States;Northern America;"Routledge";"2002, 2004-2025";"Library and Information Sciences (Q2)";"Social Sciences"
62;130132;"Information Technology and People";journal;"09593845";"Emerald Group Publishing Ltd.";No;No;0,564;Q2;92;20;62;1112;127;62;1,68;55,60;38,10;4;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1990, 1992, 1994-2026";"Computer Science Applications (Q2); Information Systems (Q2); Library and Information Sciences (Q2)";"Computer Science; Social Sciences"
63;15386;"Online Information Review";journal;"14684527, 14684535";"Emerald Publishing";No;No;0,559;Q2;85;56;180;2031;349;178;1,55;36,27;34,41;7;United Kingdom;Western Europe;"Emerald Publishing";"1980-1995, 1997, 1999-2026";"Computer Science Applications (Q2); Information Systems (Q2); Library and Information Sciences (Q2)";"Computer Science; Social Sciences"
64;12690;"Information Research";journal;"13681613";"University of Boras";Yes;Yes;0,551;Q2;61;52;149;1989;169;135;0,90;38,25;50,00;0;Sweden;Western Europe;"University of Boras";"1996-2026";"Library and Information Sciences (Q2)";"Social Sciences"
65;4700152908;"Knowledge Management Research and Practice";journal;"14778238, 14778246";"Taylor and Francis Ltd.";No;No;0,549;Q2;62;35;104;1441;143;92;1,22;41,17;34,29;3;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2006-2026";"Business and International Management (Q1); Library and Information Sciences (Q2); Management Information Systems (Q2); Management of Technology and Innovation (Q2)";"Business, Management and Accounting; Social Sciences"
66;17900156721;"Journal of Electronic Resources Librarianship";journal;"1941126X, 19411278";"Routledge";No;No;0,548;Q2;18;31;81;413;49;76;0,31;13,32;68,75;0;United States;Northern America;"Routledge";"2008-2025";"Information Systems (Q2); Library and Information Sciences (Q2)";"Computer Science; Social Sciences"
67;145600;"International Journal of Law and Information Technology";journal;"09670769, 14643693";"Oxford University Press";No;No;0,545;Q2;28;16;43;1652;56;35;1,52;103,25;31,25;5;United Kingdom;Western Europe;"Oxford University Press";"1993-2026";"Law (Q2); Library and Information Sciences (Q2)";"Social Sciences"
68;13412;"Lecture Notes in Control and Information Sciences";book series;"16107411, 01708643";"Springer Science and Business Media Deutschland GmbH";No;No;0,521;Q2;60;147;469;4424;394;434;0,68;30,10;13,77;0;Germany;Western Europe;"Springer Science and Business Media Deutschland GmbH";"1982-1986, 1988, 1990-1991, 1993, 1996, 2005-2026";"Library and Information Sciences (Q2)";"Social Sciences"
69;12881;"Behavioral and Social Sciences Librarian";journal;"01639269, 15444546";"Routledge";No;No;0,518;Q2;19;17;65;291;35;50;0,55;17,12;58,33;0;United States;Northern America;"Routledge";"1979-2002, 2004-2017";"Library and Information Sciences (Q2); Social Sciences (miscellaneous) (Q2)";"Social Sciences"
70;30004;"Health Information and Libraries Journal";journal;"14711842, 14711834";"Wiley-Blackwell Publishing Ltd";No;No;0,515;Q2;57;39;139;1064;154;126;0,96;27,28;63,72;5;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2001-2025";"Health Informatics (Q2); Health Information Management (Q2); Library and Information Sciences (Q2)";"Health Professions; Medicine; Social Sciences"
71;15133;"Information Retrieval Journal";journal;"13864564, 15737659";"Springer Science and Business Media B.V.";No;No;0,502;Q2;0;0;0;0;0;0;0,00;0,00;0,00;0;Netherlands;Western Europe;"Springer Science and Business Media B.V.";"1999-2023";"Information Systems (Q2); Library and Information Sciences (Q2)";"Computer Science; Social Sciences"
72;14721;"Medical Reference Services Quarterly";journal;"02763869, 15409597";"Routledge";No;No;0,499;Q2;31;38;105;504;56;104;0,56;13,26;78,41;2;United States;Northern America;"Routledge";"1982-2026";"Health Informatics (Q2); Library and Information Sciences (Q2)";"Medicine; Social Sciences"
73;130065;"Journal of Enterprise Information Management";journal;"17410398";"Emerald Publishing";No;No;0,483;Q2;100;29;127;1568;261;112;1,52;54,07;12,24;2;United Kingdom;Western Europe;"Emerald Publishing";"2004-2026";"Decision Sciences (miscellaneous) (Q2); Information Systems (Q2); Library and Information Sciences (Q2); Management of Technology and Innovation (Q2)";"Business, Management and Accounting; Computer Science; Decision Sciences; Social Sciences"
74;4700152763;"Public Services Quarterly";journal;"15229114, 15228959";"Routledge";No;No;0,475;Q2;21;35;81;360;65;65;0,94;10,29;79,31;1;United States;Northern America;"Routledge";"2002-2003, 2006-2026";"Accounting (Q2); Library and Information Sciences (Q2); Public Administration (Q2)";"Business, Management and Accounting; Social Sciences"
75;2600147402;"Ethics and Information Technology";journal;"13881957, 15728439";"Springer Science and Business Media B.V.";No;No;0,472;Q2;87;26;86;887;199;80;2,56;34,12;29,73;15;Netherlands;Western Europe;"Springer Science and Business Media B.V.";"1999-2026";"Computer Science Applications (Q2); Library and Information Sciences (Q2)";"Computer Science; Social Sciences"
76;145510;"Libri";journal;"18658423, 00242667";"De Gruyter Saur";Yes;Yes;0,468;Q2;33;29;83;1175;46;82;0,69;40,52;49,06;4;Germany;Western Europe;"De Gruyter Saur";"1950, 1953-1956, 1958-2026";"Library and Information Sciences (Q2)";"Social Sciences"
77;13964;"Library";journal;"17448581, 00242160";"Oxford University Press";No;No;0,463;Q2;19;13;27;548;8;27;0,16;42,15;50,00;1;United Kingdom;Western Europe;"Oxford University Press";"1889-1899, 1901-2025";"Arts and Humanities (miscellaneous) (Q2); Library and Information Sciences (Q2)";"Arts and Humanities; Social Sciences"
78;145200;"International Journal on Digital Libraries";journal;"14325012, 14321300";"Springer Verlag";No;No;0,451;Q2;42;21;28;762;42;27;0,65;36,29;24,24;1;Germany;Western Europe;"Springer Verlag";"1997-1998, 2000, 2004-2010, 2012-2026";"Library and Information Sciences (Q2)";"Social Sciences"
79;14066;"Library Trends";journal;"15590682, 00242594";"Johns Hopkins University Press";No;No;0,446;Q2;57;43;130;1517;101;125;0,65;35,28;59,42;2;United States;Northern America;"Johns Hopkins University Press";"1980-2026";"Library and Information Sciences (Q2)";"Social Sciences"
80;144673;"Performance Measurement and Metrics";journal;"14678047";"Emerald Group Publishing Ltd.";No;No;0,444;Q2;27;22;67;270;50;58;0,74;12,27;57,14;2;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2000-2026";"Literature and Literary Theory (Q1); Library and Information Sciences (Q2)";"Arts and Humanities; Social Sciences"
81;15394;"D-Lib Magazine";journal;"10829873";"Corporation for National Research Initiatives";Yes;No;0,432;Q2;60;33;160;439;142;129;1,16;13,30;33,80;6;United States;Northern America;"Corporation for National Research Initiatives";"1996-2017";"Library and Information Sciences (Q2)";"Social Sciences"
82;23776;"Archivaria";journal;"03186954";"Association of Canadian Archivists";No;No;0,422;Q2;35;13;53;1530;34;49;0,53;117,69;46,67;0;Canada;Northern America;"Association of Canadian Archivists";"1980, 1989-1990, 1996-2025";"Library and Information Sciences (Q2)";"Social Sciences"
83;22315;"Personal and Ubiquitous Computing";journal;"16174909, 16174917";"Springer London";No;No;0,420;-;106;82;201;2713;662;184;2,78;33,09;28,40;9;United Kingdom;Western Europe;"Springer London";"1997-2026";"Computer Science Applications (Q2); Hardware and Architecture (Q2); Management Science and Operations Research (Q3)";"Computer Science; Decision Sciences"
84;4700152802;"Journal of Business and Finance Librarianship";journal;"15470644, 08963568";"Routledge";No;No;0,416;Q2;23;25;88;402;46;68;0,49;16,08;60,53;0;United States;Northern America;"Routledge";"1990-1992, 1994, 1996-2026";"E-learning (Q2); Library and Information Sciences (Q2); Management Information Systems (Q2); Marketing (Q2)";"Business, Management and Accounting; Social Sciences"
85;4700152722;"Technical Services Quarterly";journal;"07317131";"Routledge";No;No;0,414;Q2;20;22;135;223;44;108;0,27;10,14;71,88;2;United States;Northern America;"Routledge";"1984-2026";"Computer Science Applications (Q2); Library and Information Sciences (Q2)";"Computer Science; Social Sciences"
86;4700152748;"Journal of Electronic Resources in Medical Libraries";journal;"15424065, 15424073";"Routledge";No;No;0,411;Q2;17;27;110;195;47;107;0,48;7,22;73,17;0;United States;Northern America;"Routledge";"2003-2026";"Health (social science) (Q2); Library and Information Sciences (Q2)";"Social Sciences"
