Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2004);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
16;144671;"Reference Services Review";journal;"00907324";"Emerald Group Publishing Ltd.";No;No;0,967;Q1;46;53;117;726;121;117;0,80;13,70;68,92;7;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1973-2026";"E-learning (Q1); Library and Information Sciences (Q1)";"Social Sciences"
17;12689;"Information Processing and Management";journal;"18735371, 03064573";"Elsevier Ltd";No;No;0,938;Q1;149;56;133;1639;251;127;1,92;29,27;27,59;1;United Kingdom;Western Europe;"Elsevier Ltd";"1975-2026";"Computer Science Applications (Q1); Information Systems (Q1); Library and Information Sciences (Q1); Media Technology (Q1); Management Science and Operations Research (Q2)";"Computer Science; Decision Sciences; Engineering; Social Sciences"
18;29745;"Information and Organization";journal;"14717727";"Elsevier Ltd";No;No;0,933;Q1;83;12;34;684;80;31;2,04;57,00;26,32;3;United Kingdom;Western Europe;"Elsevier Ltd";"1996-1997, 2001-2026";"Information Systems (Q1); Library and Information Sciences (Q1); Management Information Systems (Q1); Management of Technology and Innovation (Q1); Organizational Behavior and Human Resource Management (Q1)";"Business, Management and Accounting; Computer Science; Social Sciences"
19;24222;"Scientometrics";journal;"15882861, 01389130";"Springer Nature";No;No;0,929;Q1;167;97;267;2247;343;263;1,13;23,16;26,25;1;Switzerland;Western Europe;"Springer Nature";"1978-2026";"Computer Science Applications (Q1); Library and Information Sciences (Q1); Social Sciences (miscellaneous) (Q1)";"Computer Science; Social Sciences"
20;15074;"European Journal of Information Systems";journal;"0960085X, 14769344";"Taylor and Francis Ltd.";No;No;0,922;Q1;151;28;76;1043;139;65;1,49;37,25;30,77;5;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1995-2026";"Information Systems (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
21;13316;"Journal of Librarianship and Information Science";journal;"09610006, 17416477";"SAGE Publications Ltd";No;No;0,876;Q1;45;17;69;292;41;64;0,63;17,18;54,55;1;United Kingdom;Western Europe;"SAGE Publications Ltd";"1969-2026";"Library and Information Sciences (Q1)";"Social Sciences"
22;12085;"American Archivist";journal;"03609081";"Society of American Archivists";No;No;0,846;Q1;37;19;39;429;47;37;0,96;22,58;53,33;1;United States;Northern America;"Society of American Archivists";"1938-2025";"Arts and Humanities (miscellaneous) (Q1); Library and Information Sciences (Q1)";"Arts and Humanities; Social Sciences"
23;16004;"Reference and User Services Quarterly";journal;"10949054";"American Library Association";No;No;0,820;Q1;41;25;96;621;59;89;0,63;24,84;68,75;0;United States;Northern America;"American Library Association";"1997-2019, 2021, 2024-2025";"Information Systems (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
24;98245;"Library Resources and Technical Services";journal;"00242527";"American Library Association";Yes;No;0,787;Q1;26;27;45;1371;24;42;0,41;50,78;66,67;0;United States;Northern America;"American Library Association";"1978-1979, 1981-1984, 1988-2025";"Library and Information Sciences (Q1); Information Systems (Q2)";"Computer Science; Social Sciences"
25;12690;"Information Research";journal;"13681613";"University of Boras";Yes;Yes;0,769;Q1;61;51;98;1192;95;85;1,24;23,37;42,70;0;Sweden;Western Europe;"University of Boras";"1996-2026";"Library and Information Sciences (Q1)";"Social Sciences"
26;15933;"Portal";journal;"15307131, 15312542";"Johns Hopkins University Press";No;No;0,756;-;48;37;125;966;77;121;0,69;26,11;46,15;3;United States;Northern America;"Johns Hopkins University Press";"2001-2026";"Development (Q1)";"Social Sciences"
27;144818;"Collection Building";journal;"01604953, 20545592";"Emerald Publishing";No;No;0,754;Q1;0;0;0;0;0;0;0,00;0,00;0,00;0;United Kingdom;Western Europe;"Emerald Publishing";"1978-2018";"Library and Information Sciences (Q1)";"Social Sciences"
28;19470;"Information Resources Management Journal";journal;"15337979, 10401628";"IGI Publishing";No;No;0,731;Q1;49;19;54;731;82;50;1,45;38,47;22,22;2;United States;Northern America;"IGI Publishing";"1988-2026";"Business and International Management (Q1); Library and Information Sciences (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Social Sciences"
29;130132;"Information Technology and People";journal;"09593845";"Emerald Group Publishing Ltd.";No;No;0,711;Q1;92;25;77;1024;100;75;0,76;40,96;36,36;11;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1990, 1992, 1994-2026";"Library and Information Sciences (Q1); Computer Science Applications (Q2); Information Systems (Q2)";"Computer Science; Social Sciences"
30;12813;"Journal of Information Science";journal;"01655515, 17416485";"SAGE Publications Ltd";No;No;0,711;Q1;86;50;159;1605;162;145;0,89;32,10;36,11;11;United Kingdom;Western Europe;"SAGE Publications Ltd";"1979-2026";"Library and Information Sciences (Q1); Information Systems (Q2)";"Computer Science; Social Sciences"
31;15133;"Information Retrieval Journal";journal;"13864564, 15737659";"Springer Science and Business Media B.V.";No;No;0,698;Q1;0;0;0;0;0;0;0,00;0,00;0,00;0;Netherlands;Western Europe;"Springer Science and Business Media B.V.";"1999-2023";"Library and Information Sciences (Q1); Information Systems (Q2)";"Computer Science; Social Sciences"
32;13992;"Library Collections, Acquisition and Technical Services";journal;"14649055, 18731821";"Taylor and Francis Ltd.";No;No;0,681;Q1;24;39;122;544;78;114;0,64;13,95;58,14;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1980-1997, 1999-2015, 2017";"Library and Information Sciences (Q1); Information Systems (Q2)";"Computer Science; Social Sciences"
33;15916;"Journal of Health Communication";journal;"10810730, 10870415";"Taylor and Francis Ltd.";No;No;0,646;Q1;120;58;117;1577;117;89;0,78;27,19;46,67;28;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1996-2026";"Communication (Q1); Health (social science) (Q1); Library and Information Sciences (Q1); Public Health, Environmental and Occupational Health (Q1)";"Medicine; Social Sciences"
34;25547;"Interacting with Computers";journal;"18737951, 09535438";"Oxford University Press";No;No;0,621;-;100;58;108;1989;191;97;1,94;34,29;39,02;6;United Kingdom;Western Europe;"Oxford University Press";"1989-2026";"Human-Computer Interaction (Q1); Software (Q2)";"Computer Science"
35;14735;"Government Information Quarterly";journal;"0740624X";"Elsevier Ltd";No;No;0,608;Q1;157;70;121;2022;112;104;0,86;28,89;41,56;10;United Kingdom;Western Europe;"Elsevier Ltd";"1984-2026";"E-learning (Q1); Law (Q1); Library and Information Sciences (Q1); Sociology and Political Science (Q1)";"Social Sciences"
36;2600147402;"Ethics and Information Technology";journal;"13881957, 15728439";"Springer Science and Business Media B.V.";No;No;0,602;Q1;87;27;79;563;74;75;0,94;20,85;24,32;4;Netherlands;Western Europe;"Springer Science and Business Media B.V.";"1999-2026";"Library and Information Sciences (Q1); Computer Science Applications (Q2)";"Computer Science; Social Sciences"
37;144673;"Performance Measurement and Metrics";journal;"14678047";"Emerald Group Publishing Ltd.";No;No;0,588;Q1;27;20;52;177;24;48;0,52;8,85;50,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2000-2026";"Library and Information Sciences (Q1); Literature and Literary Theory (Q1)";"Arts and Humanities; Social Sciences"
38;16034;"Research Strategies";journal;"07343310";"Pergamon Press Ltd.";No;No;0,560;Q1;26;9;50;106;27;44;0,05;11,78;68,75;0;United Kingdom;Western Europe;"Pergamon Press Ltd.";"1997-1998, 2000-2001, 2003-2005";"Education (Q1); Library and Information Sciences (Q1)";"Social Sciences"
39;145510;"Libri";journal;"18658423, 00242667";"De Gruyter Saur";Yes;Yes;0,552;Q1;33;25;75;621;39;75;0,44;24,84;48,65;0;Germany;Western Europe;"De Gruyter Saur";"1950, 1953-1956, 1958-2026";"Library and Information Sciences (Q1)";"Social Sciences"
40;21100374356;"Aslib Journal of Information Management";journal;"20503806, 20503814";"Emerald Group Publishing Ltd.";No;No;0,546;Q1;58;36;121;915;73;116;0,61;25,42;50,00;4;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2014-2026";"Library and Information Sciences (Q1); Information Systems (Q2)";"Computer Science; Social Sciences"
41;144908;"Library Hi Tech";journal;"07378831";"Emerald Group Publishing Ltd.";No;No;0,543;Q2;59;47;153;468;79;149;0,55;9,96;46,77;1;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1983-2025";"Information Systems (Q2); Library and Information Sciences (Q2)";"Computer Science; Social Sciences"
42;22315;"Personal and Ubiquitous Computing";journal;"16174909, 16174917";"Springer London";No;No;0,528;-;106;52;126;1029;301;117;2,16;19,79;31,82;7;United Kingdom;Western Europe;"Springer London";"1997-2026";"Computer Science Applications (Q2); Hardware and Architecture (Q2); Management Science and Operations Research (Q3)";"Computer Science; Decision Sciences"
43;12815;"Journal of Information Technology";journal;"14664437, 02683962";"Palgrave Macmillan Ltd.";No;No;0,486;Q2;102;29;71;819;105;65;1,28;28,24;25,45;4;United Kingdom;Western Europe;"Palgrave Macmillan Ltd.";"1987-2026";"Information Systems (Q2); Library and Information Sciences (Q2); Strategy and Management (Q2)";"Business, Management and Accounting; Computer Science; Social Sciences"
44;22510;"Learned Publishing";journal;"09531513, 17414857";"Wiley-Blackwell";No;No;0,485;-;52;40;123;472;67;108;0,64;11,80;30,91;12;United States;Northern America;"Wiley-Blackwell";"1996-2026";"Communication (Q2)";"Social Sciences"
45;20870;"Telecommunications Policy";journal;"03085961";"Elsevier Ltd";No;No;0,484;-;101;47;133;1151;160;116;1,17;24,49;26,19;20;United Kingdom;Western Europe;"Elsevier Ltd";"1976-2026";"Electrical and Electronic Engineering (Q2); Human Factors and Ergonomics (Q2); Information Systems (Q2)";"Computer Science; Engineering; Social Sciences"
46;17857;"Journal of the Medical Library Association";journal;"15365050, 15589439";"Medical Library Association";Yes;Yes;0,482;Q2;82;70;185;1265;168;155;0,93;18,07;60,31;0;United States;Northern America;"Medical Library Association";"1999, 2001-2026";"Health Informatics (Q2); Library and Information Sciences (Q2); Medicine (miscellaneous) (Q2)";"Medicine; Social Sciences"
47;4700152762;"Journal of Archival Organization";journal;"15332748, 15332756";"Routledge";No;No;0,470;Q2;15;20;51;247;19;41;0,49;12,35;52,63;0;United States;Northern America;"Routledge";"2002, 2004-2025";"Library and Information Sciences (Q2)";"Social Sciences"
48;144983;"Archival Science";journal;"13890166, 15737500";"Springer Science and Business Media B.V.";No;No;0,464;Q2;48;16;46;493;31;46;0,55;30,81;72,22;0;Netherlands;Western Europe;"Springer Science and Business Media B.V.";"2001-2026";"History (Q1); Library and Information Sciences (Q2)";"Arts and Humanities; Social Sciences"
49;23842;"Journal of Classification";journal;"01764268, 14321343";"Springer New York";No;No;0,448;Q2;51;14;37;363;26;33;0,30;25,93;21,74;0;United States;Northern America;"Springer New York";"1984-2026";"Library and Information Sciences (Q2); Psychology (miscellaneous) (Q2); Mathematics (miscellaneous) (Q3); Statistics, Probability and Uncertainty (Q3)";"Decision Sciences; Mathematics; Psychology; Social Sciences"
50;21100805777;"Information and Learning Science";journal;"23985356, 23985348";"Emerald Publishing";No;No;0,446;Q2;43;38;127;846;53;127;0,42;22,26;58,73;9;United Kingdom;Western Europe;"Emerald Publishing";"2017-2026";"Education (Q2); Library and Information Sciences (Q2); Computer Science Applications (Q3)";"Computer Science; Social Sciences"
51;16610;"Serials Librarian";journal;"15411095, 0361526X";"Routledge";No;No;0,411;Q2;22;73;250;516;78;249;0,39;7,07;63,36;0;United States;Northern America;"Routledge";"1977-2026";"Library and Information Sciences (Q2)";"Social Sciences"
52;22894;"Research Evaluation";journal;"09582029, 14715449";"Oxford University Press";No;No;0,407;Q2;70;19;57;447;33;57;0,63;23,53;32,43;13;United Kingdom;Western Europe;"Oxford University Press";"1991-1996, 1998-2026";"Education (Q2); Library and Information Sciences (Q2)";"Social Sciences"
53;14115;"Canadian Journal of Information and Library Science";journal;"19207239, 1195096X";"Canadian Association for Information Science";No;No;0,406;Q2;23;15;24;397;17;24;0,46;26,47;64,00;0;Canada;Northern America;"Canadian Association for Information Science";"1993-2022";"Library and Information Sciences (Q2); Information Systems (Q3)";"Computer Science; Social Sciences"
54;18916;"Social Science Computer Review";journal;"15528286, 08944393";"SAGE Publications Inc.";No;No;0,403;Q2;104;45;124;993;124;122;0,82;22,07;41,11;17;United States;Northern America;"SAGE Publications Inc.";"1983-2026";"Law (Q1); Library and Information Sciences (Q2); Social Sciences (miscellaneous) (Q2); Computer Science Applications (Q3)";"Computer Science; Social Sciences"
55;4700152789;"Collection Management";journal;"01462679, 15452549";"Routledge";No;No;0,401;Q2;24;30;69;271;35;65;0,38;9,03;57,58;0;United States;Northern America;"Routledge";"1976, 1978-1979, 1981-1999, 2001-2025";"Library and Information Sciences (Q2); Strategy and Management (Q2)";"Business, Management and Accounting; Social Sciences"
56;14076;"Libres";journal;"10586768";"Nanyang Technological University";Yes;Yes;0,395;Q2;16;11;21;333;13;19;0,27;30,27;71,43;0;Singapore;Asiatic Region;"Nanyang Technological University";"1996-2025";"Library and Information Sciences (Q2)";"Social Sciences"
57;19700187503;"Australian Academic and Research Libraries";journal;"00048623, 1839471X";"Australian Library and Information Association";No;No;0,382;Q2;36;23;76;295;35;74;0,30;12,83;61,29;2;Australia;Pacific Region;"Australian Library and Information Association";"1955, 1988-2016";"Library and Information Sciences (Q2)";"Social Sciences"
58;15681;"Journal of Digital Information";journal;"13687506";"British Computer Society";No;No;0,381;Q2;28;22;47;904;74;46;1,57;41,09;34,29;0;United Kingdom;Western Europe;"British Computer Society";"1996-2012";"E-learning (Q2); Library and Information Sciences (Q2); Computer Science Applications (Q3); Information Systems (Q3)";"Computer Science; Social Sciences"
59;13360;"Knowledge Organization (discontinued)";journal;"09437444";"International Society for Knowledge Organization";No;No;0,376;Q2;37;19;45;364;17;43;0,34;19,16;47,62;0;Germany;Western Europe;"International Society for Knowledge Organization";"1993-2024";"Library and Information Sciences (Q2)";"Social Sciences"
60;15420;"Electronic Library";journal;"02640473";"Emerald Group Publishing Ltd.";No;No;0,373;Q2;53;115;283;591;88;185;0,40;5,14;35,44;4;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1983-2026";"Library and Information Sciences (Q2); Computer Science Applications (Q3)";"Computer Science; Social Sciences"
61;15631;"International Journal of Information Management";journal;"02684012";"Elsevier Ltd";No;No;0,365;Q2;215;40;107;1076;131;89;0,91;26,90;23,08;10;United Kingdom;Western Europe;"Elsevier Ltd";"1970, 1986-2026";"Computer Networks and Communications (Q2); Library and Information Sciences (Q2); Information Systems (Q3)";"Computer Science; Social Sciences"
62;29335;"Education for Information";journal;"18758649, 01678329";"SAGE Publications Ltd";No;No;0,355;Q2;24;11;49;398;20;45;0,34;36,18;38,46;0;United Kingdom;Western Europe;"SAGE Publications Ltd";"1983-2025";"Education (Q2); Library and Information Sciences (Q2); Information Systems (Q3)";"Computer Science; Social Sciences"
63;144644;"Library Management";journal;"01435124";"Emerald Group Publishing Ltd.";No;No;0,350;Q2;43;47;142;774;46;142;0,31;16,47;48,08;5;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1979-2025";"Library and Information Sciences (Q2)";"Social Sciences"
64;15442;"Information Systems Management";journal;"10580530";"Taylor and Francis Ltd.";No;No;0,348;Q2;77;52;145;540;93;133;0,53;10,38;20,59;7;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1992-2026";"Library and Information Sciences (Q2); Computer Science Applications (Q3); Information Systems (Q3)";"Computer Science; Social Sciences"
65;18735;"Accountability in Research";journal;"15455815, 08989621";"Taylor and Francis Ltd.";No;No;0,344;Q2;43;13;44;594;32;42;0,78;45,69;50,00;6;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1989-2026";"Education (Q2); Library and Information Sciences (Q2); Medicine (miscellaneous) (Q2)";"Medicine; Social Sciences"
66;4700152722;"Technical Services Quarterly";journal;"07317131";"Routledge";No;No;0,337;Q2;20;20;50;181;13;50;0,32;9,05;67,57;0;United States;Northern America;"Routledge";"1984-2026";"Library and Information Sciences (Q2); Computer Science Applications (Q3)";"Computer Science; Social Sciences"
67;23776;"Archivaria";journal;"03186954";"Association of Canadian Archivists";No;No;0,334;Q2;35;16;41;714;17;40;0,26;44,63;44,44;0;Canada;Northern America;"Association of Canadian Archivists";"1980, 1989-1990, 1996-2025";"Library and Information Sciences (Q2)";"Social Sciences"
68;15511;"Program";journal;"00330337";"Emerald Group Publishing Ltd.";No;No;0,330;Q2;0;0;0;0;0;0;0,00;0,00;0,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1907, 1968-2017";"Library and Information Sciences (Q2); Information Systems (Q3)";"Computer Science; Social Sciences"
69;14239;"College and Research Libraries News";journal;"21506698, 00990086";"Association of College and Research Libraries";No;No;0,314;Q2;30;60;179;26;49;170;0,24;0,43;68,33;0;United States;Northern America;"Association of College and Research Libraries";"1986-1988, 1990-2026";"Education (Q2); Library and Information Sciences (Q2)";"Social Sciences"
70;19700182685;"Journal of Library Metadata";journal;"19375034, 19386389";"Taylor and Francis Ltd.";No;No;0,312;Q2;19;14;63;119;28;56;0,26;8,50;33,33;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2008-2026";"E-learning (Q2); Library and Information Sciences (Q2)";"Social Sciences"
71;4700152795;"Journal of Library Administration";journal;"01930826, 15403564";"Routledge";No;No;0,309;Q2;36;48;280;330;63;278;0,25;6,88;56,25;0;United States;Northern America;"Routledge";"1980-2026";"Library and Information Sciences (Q2); Public Administration (Q2)";"Social Sciences"
72;14760;"Zeitschrift fur Bibliothekswesen und Bibliographie";journal;"18642950, 00442380";"Vittorio Klostermann";No;No;0,308;Q2;6;29;84;547;11;78;0,16;18,86;40,00;0;Germany;Western Europe;"Vittorio Klostermann";"1969, 1988-2025";"Library and Information Sciences (Q2)";"Social Sciences"
73;16611;"Serials Review";journal;"00987913";"Taylor and Francis Ltd.";No;No;0,306;Q2;28;65;211;468;74;203;0,40;7,20;47,06;4;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1973, 1975-2025";"Library and Information Sciences (Q2)";"Social Sciences"
74;4700152770;"Cataloging and Classification Quarterly";journal;"15444554, 01639374";"Routledge";No;No;0,302;Q2;31;77;171;523;47;167;0,23;6,79;55,00;0;United States;Northern America;"Routledge";"1981-2026";"Library and Information Sciences (Q2)";"Social Sciences"
75;21100801727;"Digital Library Perspectives";journal;"20595816, 20595824";"Emerald Publishing";No;No;0,301;Q2;30;30;68;211;22;68;0,33;7,03;44,00;1;United Kingdom;Western Europe;"Emerald Publishing";"2016-2026";"Education (Q2); Library and Information Sciences (Q2); Information Systems (Q3)";"Computer Science; Social Sciences"
76;14013;"Library Journal";journal;"03630277";"Reed Business Information (Cahners)";No;No;0,292;Q2;24;298;787;0;107;358;0,19;0,00;50,00;0;United States;Northern America;"Reed Business Information (Cahners)";"1945-1947, 1972, 1978-1994, 1997-2016";"Library and Information Sciences (Q2)";"Social Sciences"
77;15416;"Computers in Libraries";trade journal;"10417915";"Information Today";No;No;0,284;Q2;20;103;297;24;63;209;0,21;0,23;54,17;0;United States;Northern America;"Information Today";"1996-2026";"Computer Science (miscellaneous) (Q2); Library and Information Sciences (Q2)";"Computer Science; Social Sciences"
78;30004;"Health Information and Libraries Journal";journal;"14711842, 14711834";"Wiley-Blackwell Publishing Ltd";No;No;0,283;Q2;57;64;113;418;63;110;0,64;6,53;65,74;10;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2001-2025";"Library and Information Sciences (Q2); Health Informatics (Q3); Health Information Management (Q3)";"Health Professions; Medicine; Social Sciences"
79;31428;"Proceedings of the ASIST Annual Meeting";journal;"15508390";"John Wiley and Sons Inc";No;No;0,282;Q2;50;62;237;1401;78;237;0,29;22,60;47,46;3;United States;Northern America;"John Wiley and Sons Inc";"1979-1987, 1992, 1996-2014";"Library and Information Sciences (Q2); Information Systems (Q3)";"Computer Science; Social Sciences"
80;4700152758;"Reference Librarian";journal;"02763877, 15411117";"Routledge";No;No;0,278;Q2;27;71;178;1353;53;174;0,02;19,06;75,00;0;United States;Northern America;"Routledge";"1982-2025";"Library and Information Sciences (Q2)";"Social Sciences"
81;62702;"Proceedings of the ACM International Conference on Digital Libraries";conference and proceedings;"-";"";No;No;0,276;-;52;69;240;702;181;238;1,15;10,17;31,07;0;United States;Northern America;"";"";"Computer Science Applications; Information Systems; Library and Information Sciences; Software";"Computer Science; Social Sciences"
82;19700170495;"LIBER Quarterly";journal;"14355205";"";Yes;Yes;0,265;Q2;23;44;124;208;15;102;0,15;4,73;47,83;0;Netherlands;Western Europe;"";"1999-2026";"Library and Information Sciences (Q2)";"Social Sciences"
83;21100829144;"Journal of the Australian Library and Information Association";journal;"24750158, 24750166";"Taylor and Francis Ltd.";No;No;0,263;Q3;32;33;96;636;22;71;0,19;19,27;70,83;2;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2017-2026";"Library and Information Sciences (Q3)";"Social Sciences"
84;16800154717;"IFLA Journal";journal;"03400352, 17452651";"SAGE Publications Ltd";No;No;0,261;Q3;31;40;133;332;20;123;0,09;8,30;45,71;5;United Kingdom;Western Europe;"SAGE Publications Ltd";"1975-2026";"Library and Information Sciences (Q3)";"Social Sciences"
85;6500153128;"Libraries and the Cultural Record";journal;"19329555, 19324855";"University of Texas Press";No;No;0,257;Q3;0;0;0;0;0;0;0,00;0,00;0,00;0;United States;Northern America;"University of Texas Press";"2002-2011";"Conservation (Q1); History (Q1); Library and Information Sciences (Q3)";"Arts and Humanities; Social Sciences"
86;14046;"Library Philosophy and Practice (discontinued)";journal;"15220222";"University of Nebraska-Lincoln";Yes;No;0,257;Q3;32;11;24;170;8;24;0,17;15,45;46,67;0;United States;Northern America;"University of Nebraska-Lincoln";"1998-2021";"Philosophy (Q1); Library and Information Sciences (Q3)";"Arts and Humanities; Social Sciences"
87;200147110;"Information Communication and Society";journal;"14684462, 1369118X";"Routledge";No;No;0,255;Q3;136;0;9;0;8;8;0,00;0,00;0,00;0;United Kingdom;Western Europe;"Routledge";"2001, 2005-2026";"Communication (Q2); Library and Information Sciences (Q3)";"Social Sciences"
88;14721;"Medical Reference Services Quarterly";journal;"02763869, 15409597";"Routledge";No;No;0,253;Q3;31;32;96;166;40;85;0,43;5,19;63,83;0;United States;Northern America;"Routledge";"1982-2026";"Library and Information Sciences (Q3); Health Informatics (Q4)";"Medicine; Social Sciences"
