Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2011);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
86;5800207822;"Terminology";journal;"15699994, 09299971";"John Benjamins Publishing Company";No;No;0,387;Q2;31;13;31;420;24;30;0,26;32,31;72,22;1;Netherlands;Western Europe;"John Benjamins Publishing Company";"1994-1998, 2000-2026";"Communication (Q2); Library and Information Sciences (Q2); Linguistics and Language (Q2)";"Social Sciences"
87;21100814051;"Information Discovery and Delivery";journal;"23986247";"Emerald Group Publishing Ltd.";No;No;0,375;Q2;30;36;120;422;77;116;0,65;11,72;59,52;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2017-2026";"Library and Information Sciences (Q2)";"Social Sciences"
88;23776;"Archivaria";journal;"03186954";"Association of Canadian Archivists";No;No;0,374;Q2;35;14;53;1040;20;48;0,33;74,29;46,15;0;Canada;Northern America;"Association of Canadian Archivists";"1980, 1989-1990, 1996-2025";"Library and Information Sciences (Q2)";"Social Sciences"
89;15442;"Information Systems Management";journal;"10580530";"Taylor and Francis Ltd.";No;No;0,374;Q2;77;32;132;1304;221;113;1,49;40,75;15,52;1;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1992-2026";"Library and Information Sciences (Q2); Computer Science Applications (Q3); Information Systems (Q3)";"Computer Science; Social Sciences"
90;8300153137;"International Journal of Metadata, Semantics and Ontologies";journal;"1744263X, 17442621";"Inderscience Enterprises Ltd";No;No;0,374;Q2;23;20;70;781;115;70;1,23;39,05;27,42;0;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2006-2024";"E-learning (Q2); Library and Information Sciences (Q2); Computer Science Applications (Q3); Information Systems (Q3)";"Computer Science; Social Sciences"
91;4700152722;"Technical Services Quarterly";journal;"07317131";"Routledge";No;No;0,363;Q2;20;56;97;324;29;70;0,30;5,79;66,67;4;United States;Northern America;"Routledge";"1984-2026";"Library and Information Sciences (Q2); Computer Science Applications (Q3)";"Computer Science; Social Sciences"
92;16568;"Science and Technology Libraries";journal;"0194262X, 15411109";"Routledge";No;No;0,348;Q2;27;28;55;954;28;46;0,68;34,07;65,00;0;United States;Northern America;"Routledge";"1980-2008, 2010-2026";"Library and Information Sciences (Q2)";"Social Sciences"
93;145356;"Library Hi Tech News";journal;"07419058";"Emerald Group Publishing Ltd.";No;No;0,347;Q2;31;54;133;507;40;132;0,35;9,39;55,36;3;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1999-2026";"Library and Information Sciences (Q2); Information Systems (Q3)";"Computer Science; Social Sciences"
94;15135;"Information Services and Use";journal;"01675265, 18758789";"SAGE Publications Ltd";No;No;0,342;Q2;28;33;64;520;37;55;0,83;15,76;47,06;0;United Kingdom;Western Europe;"SAGE Publications Ltd";"1981-2025";"Library and Information Sciences (Q2); Computer Science Applications (Q3); Information Systems (Q3)";"Computer Science; Social Sciences"
95;19700182685;"Journal of Library Metadata";journal;"19375034, 19386389";"Taylor and Francis Ltd.";No;No;0,342;Q2;19;11;51;244;42;48;0,83;22,18;72,73;2;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2008-2026";"Library and Information Sciences (Q2); E-learning (Q3)";"Social Sciences"
96;4700152422;"Journal of Map and Geography Libraries";journal;"15420353, 15420361";"Routledge";No;No;0,340;Q2;17;22;26;485;13;20;0,50;22,05;41,94;0;United States;Northern America;"Routledge";"2004-2026";"Library and Information Sciences (Q2)";"Social Sciences"
97;16611;"Serials Review";journal;"00987913";"Taylor and Francis Ltd.";No;No;0,338;Q2;28;61;158;725;106;152;0,51;11,89;70,13;2;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1973, 1975-2025";"Library and Information Sciences (Q2)";"Social Sciences"
98;4700152763;"Public Services Quarterly";journal;"15229114, 15228959";"Routledge";No;No;0,322;Q2;21;19;108;183;28;89;0,35;9,63;56,52;2;United States;Northern America;"Routledge";"2002-2003, 2006-2026";"Library and Information Sciences (Q2); Accounting (Q3); Public Administration (Q3)";"Business, Management and Accounting; Social Sciences"
99;11500153514;"Revista Espanola de Documentacion Cientifica";journal;"02100614, 19884621";"CSIC Consejo Superior de Investigaciones Cientificas";Yes;Yes;0,322;Q2;24;28;83;700;50;78;0,59;25,00;51,19;9;Spain;Western Europe;"CSIC Consejo Superior de Investigaciones Cientificas";"1984, 2008-2025";"Library and Information Sciences (Q2)";"Social Sciences"
100;19700182410;"African Journal of Library Archives and Information Science";journal;"07954778";"Archlib and Information Services Ltd";No;No;0,318;Q3;16;13;44;437;18;40;0,29;33,62;52,94;0;Nigeria;Africa;"Archlib and Information Services Ltd";"2008-2012, 2014-2025";"Library and Information Sciences (Q3)";"Social Sciences"
101;19400156823;"Issues in Science and Technology Librarianship";journal;"10921206";"Association of College and Research Libraries";Yes;Yes;0,318;Q3;24;36;97;500;57;90;0,65;13,89;66,00;0;United States;Northern America;"Association of College and Research Libraries";"1996-2026";"Engineering (miscellaneous) (Q2); Library and Information Sciences (Q3)";"Engineering; Social Sciences"
102;13360;"Knowledge Organization (discontinued)";journal;"09437444";"International Society for Knowledge Organization";No;No;0,312;Q3;37;40;72;1308;52;66;0,43;32,70;41,38;2;Germany;Western Europe;"International Society for Knowledge Organization";"1993-2024";"Library and Information Sciences (Q3)";"Social Sciences"
103;4700152762;"Journal of Archival Organization";journal;"15332748, 15332756";"Routledge";No;No;0,305;Q3;15;25;107;717;31;86;0,25;28,68;57,14;1;United States;Northern America;"Routledge";"2002, 2004-2025";"Library and Information Sciences (Q3)";"Social Sciences"
104;15069;"World Patent Information";journal;"01722190";"Elsevier Ltd";No;No;0,303;Q3;42;52;148;929;105;131;0,64;17,87;32,00;10;United Kingdom;Western Europe;"Elsevier Ltd";"1979-2026";"Energy Engineering and Power Technology (Q2); Fuel Technology (Q2); Process Chemistry and Technology (Q2); Bioengineering (Q3); Computer Science Applications (Q3); Library and Information Sciences (Q3); Renewable Energy, Sustainability and the Environment (Q3)";"Chemical Engineering; Computer Science; Energy; Social Sciences"
105;14046;"Library Philosophy and Practice (discontinued)";journal;"15220222";"University of Nebraska-Lincoln";Yes;No;0,294;Q3;32;195;317;3509;98;316;0,25;17,99;36,00;0;United States;Northern America;"University of Nebraska-Lincoln";"1998-2021";"Philosophy (Q1); Library and Information Sciences (Q3)";"Arts and Humanities; Social Sciences"
106;7600153106;"Malaysian Journal of Library and Information Science";journal;"13946234";"Faculty of Computer Science and Information Technology";No;No;0,284;Q3;31;28;58;819;44;58;0,64;29,25;39,34;0;Malaysia;Asiatic Region;"Faculty of Computer Science and Information Technology";"1996-2025";"Library and Information Sciences (Q3)";"Social Sciences"
107;21100801727;"Digital Library Perspectives";journal;"20595816, 20595824";"Emerald Publishing";No;No;0,277;Q3;30;28;91;414;38;91;0,47;14,79;37,93;3;United Kingdom;Western Europe;"Emerald Publishing";"2016-2026";"Education (Q3); Information Systems (Q3); Library and Information Sciences (Q3)";"Computer Science; Social Sciences"
108;4400151723;"Webology (discontinued)";journal;"1735188X";"Webology Center";Yes;No;0,274;Q3;23;10;39;289;33;32;0,53;28,90;50,00;0;Iran;Middle East;"Webology Center";"2006-2021";"Human-Computer Interaction (Q3); Information Systems and Management (Q3); Library and Information Sciences (Q3); Software (Q3)";"Computer Science; Decision Sciences; Social Sciences"
109;10700153302;"International Journal of Data Mining and Bioinformatics";journal;"17485681, 17485673";"Inderscience Enterprises Ltd";No;No;0,273;Q3;26;42;92;1255;82;90;0,82;29,88;31,82;0;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2006-2026";"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q3); Information Systems (Q3); Library and Information Sciences (Q3)";"Biochemistry, Genetics and Molecular Biology; Computer Science; Social Sciences"
110;145507;"Cybermetrics";journal;"11375019";"";Yes;No;0,272;Q3;16;1;7;30;6;7;1,00;30,00;33,33;0;Spain;Western Europe;"";"1997, 1999-2002, 2004-2013, 2015";"Library and Information Sciences (Q3)";"Social Sciences"
111;145258;"Informing Science";journal;"15214672, 15479684";"Informing Science Institute";Yes;No;0,272;Q3;30;4;28;192;32;28;1,23;48,00;20,00;1;United States;Northern America;"Informing Science Institute";"1997-2026";"Library and Information Sciences (Q3)";"Social Sciences"
112;6200180164;"Profesional de la Informacion (discontinued)";journal;"16992407, 13866710";"El Profesional de la Informacion";No;No;0,271;Q3;56;93;268;1648;87;265;0,35;17,72;37,62;9;Spain;Western Europe;"El Profesional de la Informacion";"2006-2025";"Cultural Studies (Q1); Communication (Q2); Information Systems (Q3); Library and Information Sciences (Q3)";"Computer Science; Social Sciences"
113;62702;"Proceedings of the ACM International Conference on Digital Libraries";conference and proceedings;"-";"";No;No;0,269;-;52;0;182;0;183;176;1,29;0,00;0,00;0;United States;Northern America;"";"";"Computer Science Applications; Information Systems; Library and Information Sciences; Software";"Computer Science; Social Sciences"
114;19470;"Information Resources Management Journal";journal;"15337979, 10401628";"IGI Publishing";No;No;0,263;Q3;49;20;61;779;64;60;0,62;38,95;24,39;1;United States;Northern America;"IGI Publishing";"1988-2026";"Business and International Management (Q2); Library and Information Sciences (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Social Sciences"
115;12881;"Behavioral and Social Sciences Librarian";journal;"01639269, 15444546";"Routledge";No;No;0,258;Q3;19;24;76;639;23;67;0,39;26,63;63,16;0;United States;Northern America;"Routledge";"1979-2002, 2004-2017";"Social Sciences (miscellaneous) (Q2); Library and Information Sciences (Q3)";"Social Sciences"
116;5400152654;"Journal of Access Services";journal;"15367967, 15367975";"Routledge";No;No;0,258;Q3;15;16;126;73;31;116;0,31;4,56;62,50;1;United States;Northern America;"Routledge";"2002-2026";"Library and Information Sciences (Q3)";"Social Sciences"
117;145663;"Language Resources and Evaluation";journal;"1574020X, 15740218";"Springer Science and Business Media B.V.";No;No;0,255;Q3;70;26;64;886;144;61;2,54;34,08;27,50;2;Netherlands;Western Europe;"Springer Science and Business Media B.V.";"1996-2002, 2005-2026";"Linguistics and Language (Q2); Education (Q3); Library and Information Sciences (Q3)";"Social Sciences"
118;12749;"International Information and Library Review";journal;"10959297, 10572317";"Taylor and Francis Ltd.";No;No;0,249;Q3;34;31;129;814;76;128;0,61;26,26;63,27;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1992-2026";"E-learning (Q3); Library and Information Sciences (Q3)";"Social Sciences"
119;12981;"Kybernetes";journal;"0368492X";"Emerald Publishing";No;No;0,245;-;65;147;426;2960;199;421;0,39;20,14;22,22;1;United Kingdom;Western Europe;"Emerald Publishing";"1972-2026";"Computer Science (miscellaneous) (Q2); Engineering (miscellaneous) (Q2); Artificial Intelligence (Q3); Control and Systems Engineering (Q3); Electrical and Electronic Engineering (Q3); Information Systems (Q3); Social Sciences (miscellaneous) (Q3); Software (Q3); Theoretical Computer Science (Q4)";"Computer Science; Engineering; Mathematics; Social Sciences"
120;18735;"Accountability in Research";journal;"15455815, 08989621";"Taylor and Francis Ltd.";No;No;0,243;Q3;43;29;61;1254;52;52;0,58;43,24;51,67;7;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1989-2026";"Education (Q3); Library and Information Sciences (Q3); Medicine (miscellaneous) (Q3)";"Medicine; Social Sciences"
121;21100801725;"VINE Journal of Information and Knowledge Management Systems";journal;"20595905, 20595891";"Emerald Publishing";No;No;0,241;Q3;48;26;100;1251;104;97;1,02;48,12;16,98;2;United Kingdom;Western Europe;"Emerald Publishing";"2016-2026";"Computer Networks and Communications (Q3); Computer Science Applications (Q3); Information Systems (Q3); Library and Information Sciences (Q3); Management of Technology and Innovation (Q3)";"Business, Management and Accounting; Computer Science; Social Sciences"
122;13399;"Law Library Journal";journal;"00239283";"American Association of Law Libraries";No;No;0,239;Q3;20;37;90;1877;48;87;0,67;50,73;54,35;0;United States;Northern America;"American Association of Law Libraries";"1978, 1987-2025";"Law (Q3); Library and Information Sciences (Q3)";"Social Sciences"
123;4700152731;"Public Library Quarterly";journal;"01616846, 15411540";"Routledge";No;No;0,239;Q3;26;20;65;409;35;62;0,49;20,45;48,15;3;United States;Northern America;"Routledge";"1979-1986, 1988-2026";"Library and Information Sciences (Q3)";"Social Sciences"
124;145200;"International Journal on Digital Libraries";journal;"14325012, 14321300";"Springer Verlag";No;No;0,237;Q3;42;0;45;0;43;42;0,82;0,00;0,00;0;Germany;Western Europe;"Springer Verlag";"1997-1998, 2000, 2004-2010, 2012-2026";"Library and Information Sciences (Q3)";"Social Sciences"
125;145600;"International Journal of Law and Information Technology";journal;"09670769, 14643693";"Oxford University Press";No;No;0,236;Q3;28;17;37;1589;29;29;0,96;93,47;20,00;6;United Kingdom;Western Europe;"Oxford University Press";"1993-2026";"Law (Q3); Library and Information Sciences (Q3)";"Social Sciences"
126;4700152734;"Journal of Hospital Librarianship";journal;"15323277, 15323269";"Routledge";No;No;0,232;Q3;16;38;129;472;26;127;0,19;12,42;71,64;5;United Kingdom;Western Europe;"Routledge";"2001-2026";"Library and Information Sciences (Q3); Medicine (miscellaneous) (Q3)";"Medicine; Social Sciences"
127;21100829144;"Journal of the Australian Library and Information Association";journal;"24750158, 24750166";"Taylor and Francis Ltd.";No;No;0,230;Q3;32;39;77;794;26;57;0,29;20,36;65,00;1;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2017-2026";"Library and Information Sciences (Q3)";"Social Sciences"
128;11700154713;"Perspectivas em Ciencia da Informacao";journal;"19815344, 14139936";"Escola de Ciencia da Informacao da UFMG";Yes;Yes;0,224;Q3;14;54;140;1354;23;134;0,11;25,07;54,17;0;Brazil;Latin America;"Escola de Ciencia da Informacao da UFMG";"2008-2025";"Museology (Q1); Communication (Q3); Information Systems (Q3); Library and Information Sciences (Q3)";"Arts and Humanities; Computer Science; Social Sciences"
129;5000154508;"Ciencia da Informacao";journal;"15188353, 01001965";"Brazilian Institute for Information in Science and Technology";Yes;Yes;0,223;Q3;18;35;81;894;20;81;0,23;25,54;59,38;1;Brazil;Latin America;"Brazilian Institute for Information in Science and Technology";"2006-2025";"Library and Information Sciences (Q3)";"Social Sciences"
130;19700170495;"LIBER Quarterly";journal;"14355205";"";Yes;Yes;0,214;Q3;23;16;92;207;25;87;0,33;12,94;23,81;1;Netherlands;Western Europe;"";"1999-2026";"Library and Information Sciences (Q3)";"Social Sciences"
131;19900191876;"Transinformacao";journal;"01033786";"Pontificia Universidade Catolica de Campinas";Yes;Yes;0,213;Q3;15;18;19;462;1;18;0,05;25,67;66,67;1;Brazil;Latin America;"Pontificia Universidade Catolica de Campinas";"2010-2025";"Museology (Q2); Communication (Q3); Information Systems (Q3); Library and Information Sciences (Q3)";"Arts and Humanities; Computer Science; Social Sciences"
132;16800154717;"IFLA Journal";journal;"03400352, 17452651";"SAGE Publications Ltd";No;No;0,210;Q3;31;39;111;598;25;94;0,30;15,33;58,33;1;United Kingdom;Western Europe;"SAGE Publications Ltd";"1975-2026";"Library and Information Sciences (Q3)";"Social Sciences"
133;4700152746;"Music Reference Services Quarterly";journal;"10588167, 15409503";"Routledge";No;No;0,208;Q3;11;21;55;379;11;53;0,22;18,05;68,42;0;United States;Northern America;"Routledge";"1992-1998, 2001-2002, 2004-2026";"Music (Q1); Library and Information Sciences (Q3)";"Arts and Humanities; Social Sciences"
134;13413;"Legal Reference Services Quarterly";journal;"0270319X, 1540949X";"Taylor and Francis Ltd.";No;No;0,207;Q3;10;22;73;625;30;70;0,67;28,41;68,00;0;United States;Northern America;"Taylor and Francis Ltd.";"1981-2026";"Law (Q3); Library and Information Sciences (Q3)";"Social Sciences"
135;16552;"School Library Media Research";journal;"15234320";"American Library Association";Yes;No;0,204;Q3;0;0;0;0;0;0;0,00;0,00;0,00;0;United States;Northern America;"American Library Association";"2000-2014";"Media Technology (Q2); Library and Information Sciences (Q3)";"Engineering; Social Sciences"
136;144630;"Progress in Informatics";journal;"13498614, 13498606";"National Institute of Informatics";No;No;0,202;Q3;13;13;27;369;22;25;0,31;28,38;10,26;0;Japan;Asiatic Region;"National Institute of Informatics";"2005-2014";"Computer Science (miscellaneous) (Q3); Library and Information Sciences (Q3)";"Computer Science; Social Sciences"
137;12492;"Journal of Information Science and Engineering";journal;"10162364";"Institute of Information Science";No;No;0,199;Q3;44;120;379;2740;253;372;0,53;22,83;27,78;0;Taiwan;Asiatic Region;"Institute of Information Science";"1993-1994, 1996-2026";"Library and Information Sciences (Q3); Computational Theory and Mathematics (Q4); Hardware and Architecture (Q4); Human-Computer Interaction (Q4); Software (Q4)";"Computer Science; Social Sciences"
138;14115;"Canadian Journal of Information and Library Science";journal;"19207239, 1195096X";"Canadian Association for Information Science";No;No;0,197;Q3;23;20;34;549;16;33;0,46;27,45;41,03;0;Canada;Northern America;"Canadian Association for Information Science";"1993-2022";"Library and Information Sciences (Q3); Information Systems (Q4)";"Computer Science; Social Sciences"
139;15416;"Computers in Libraries";trade journal;"10417915";"Information Today";No;No;0,194;Q3;20;76;255;6;85;233;0,35;0,08;55,07;0;United States;Northern America;"Information Today";"1996-2026";"Computer Science (miscellaneous) (Q3); Library and Information Sciences (Q3)";"Computer Science; Social Sciences"
140;31428;"Proceedings of the ASIST Annual Meeting";journal;"15508390";"John Wiley and Sons Inc";No;No;0,194;Q3;50;170;542;2979;174;540;0,34;17,52;53,85;11;United States;Northern America;"John Wiley and Sons Inc";"1979-1987, 1992, 1996-2014";"Library and Information Sciences (Q3); Information Systems (Q4)";"Computer Science; Social Sciences"
141;19700187503;"Australian Academic and Research Libraries";journal;"00048623, 1839471X";"Australian Library and Information Association";No;No;0,192;Q3;36;40;145;533;39;132;0,26;13,33;79,17;6;Australia;Pacific Region;"Australian Library and Information Association";"1955, 1988-2016";"Library and Information Sciences (Q3)";"Social Sciences"
142;5800208091;"Information Design Journal";journal;"01425471, 1569979X";"John Benjamins Publishing Company";No;No;0,192;Q3;24;27;84;398;23;74;0,19;14,74;23,33;0;Netherlands;Western Europe;"John Benjamins Publishing Company";"1979-1984, 1986-1987, 1989-1991, 1993-1996, 1998, 2000-2011, 2013-2014, 2016-2019, 2021-2026";"Library and Information Sciences (Q3)";"Social Sciences"
143;6400153106;"Information Development";journal;"17416469, 02666669";"SAGE Publications Ltd";No;No;0,192;Q3;48;38;110;818;36;88;0,26;21,53;47,06;1;United Kingdom;Western Europe;"SAGE Publications Ltd";"1985-2026";"Library and Information Sciences (Q3)";"Social Sciences"
144;14760;"Zeitschrift fur Bibliothekswesen und Bibliographie";journal;"18642950, 00442380";"Vittorio Klostermann";No;No;0,188;Q3;6;44;120;546;12;113;0,13;12,41;48,84;0;Germany;Western Europe;"Vittorio Klostermann";"1969, 1988-2025";"Library and Information Sciences (Q3)";"Social Sciences"
145;29335;"Education for Information";journal;"18758649, 01678329";"SAGE Publications Ltd";No;No;0,180;Q3;24;1;59;7;14;56;0,11;7,00;100,00;0;United Kingdom;Western Europe;"SAGE Publications Ltd";"1983-2025";"Library and Information Sciences (Q3); Education (Q4); Information Systems (Q4)";"Computer Science; Social Sciences"
146;17500155021;"Grey Journal";journal;"1574180X, 15741796";"GreyNet";No;No;0,171;Q3;8;21;42;286;7;36;0,17;13,62;67,86;0;Netherlands;Western Europe;"GreyNet";"2009-2020, 2022-2024";"Library and Information Sciences (Q3)";"Social Sciences"
147;21100200830;"International Journal of Information Science and Management";journal;"20088310, 20088302";"Regional Information Center for Science and Technology";Yes;Yes;0,171;Q3;16;15;60;322;16;60;0,35;21,47;14,29;0;Iran;Middle East;"Regional Information Center for Science and Technology";"2008-2025";"Information Systems and Management (Q3); Library and Information Sciences (Q3); Management Information Systems (Q4); Statistics, Probability and Uncertainty (Q4)";"Business, Management and Accounting; Decision Sciences; Social Sciences"
148;19700181431;"Journal of Decision Systems";journal;"21167052, 12460125";"Taylor and Francis Ltd.";No;No;0,166;-;42;21;72;870;16;64;0,26;41,43;25,64;1;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1992-2026";"Management Information Systems (Q4); Software (Q4)";"Business, Management and Accounting; Computer Science"
149;6500153128;"Libraries and the Cultural Record";journal;"19329555, 19324855";"University of Texas Press";No;No;0,161;Q3;0;0;0;0;0;0;0,00;0,00;0,00;0;United States;Northern America;"University of Texas Press";"2002-2011";"Conservation (Q2); History (Q2); Library and Information Sciences (Q3)";"Arts and Humanities; Social Sciences"
150;13964;"Library";journal;"17448581, 00242160";"Oxford University Press";No;No;0,157;Q4;19;11;26;681;13;26;0,50;61,91;18,18;0;United Kingdom;Western Europe;"Oxford University Press";"1889-1899, 1901-2025";"Arts and Humanities (miscellaneous) (Q3); Library and Information Sciences (Q4)";"Arts and Humanities; Social Sciences"
151;4100151517;"Advances in Librarianship";book series;"00652830";"Emerald Group Publishing Ltd.";No;No;0,155;Q4;13;19;18;734;4;16;0,30;38,63;63,33;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2000-2002, 2004-2006, 2008, 2010-2021, 2024-2026";"Library and Information Sciences (Q4)";"Social Sciences"
152;4800152306;"Journal of Digital Information Management (discontinued)";journal;"09727272";"Digital Information Research Foundation";No;No;0,155;Q4;18;46;144;743;63;135;0,45;16,15;22,09;0;India;Asiatic Region;"Digital Information Research Foundation";"2004, 2006-2017";"Information Systems (Q4); Library and Information Sciences (Q4); Management Information Systems (Q4)";"Business, Management and Accounting; Computer Science; Social Sciences"
153;14013;"Library Journal";journal;"03630277";"Reed Business Information (Cahners)";No;No;0,154;Q4;24;171;800;0;63;352;0,12;0,00;71,43;0;United States;Northern America;"Reed Business Information (Cahners)";"1945-1947, 1972, 1978-1994, 1997-2016";"Library and Information Sciences (Q4)";"Social Sciences"
154;145292;"Development and Learning in Organizations";journal;"14777282";"Emerald Group Publishing Ltd.";No;No;0,153;Q4;26;145;340;156;39;333;0,11;1,08;34,52;5;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2003-2026";"Library and Information Sciences (Q4); Organizational Behavior and Human Resource Management (Q4)";"Business, Management and Accounting; Social Sciences"
155;300147004;"Journal of Educational Media and Library Sciences";journal;"1013090X";"Tamkang University";Yes;Yes;0,151;Q4;10;25;60;788;9;50;0,17;31,52;33,33;0;Taiwan;Asiatic Region;"Tamkang University";"2005-2025";"Archeology (arts and humanities) (Q2); Conservation (Q2); Information Systems (Q4); Library and Information Sciences (Q4)";"Arts and Humanities; Computer Science; Social Sciences"
156;21100375879;"GL-Conference Series: Conference Proceedings";conference and proceedings;"13862316";"TextRelease";No;No;0,149;-;5;18;60;256;6;53;0,06;14,22;60,61;0;Netherlands;Western Europe;"TextRelease";"2007-2009, 2011-2020, 2022-2024";"Computer Science Applications; Information Systems; Library and Information Sciences";"Computer Science; Social Sciences"
157;19400157009;"Investigacion Bibliotecologica";journal;"0187358X, 24488321";"Universidad Nacional Autonoma de Mexico";Yes;Yes;0,143;Q4;16;27;82;685;14;72;0,14;25,37;45,71;1;Mexico;Latin America;"Universidad Nacional Autonoma de Mexico";"2001, 2008-2025";"Library and Information Sciences (Q4)";"Social Sciences"
158;14773;"Information-Wissenschaft und Praxis";journal;"14344653, 16194292";"De Gruyter Saur";No;No;0,141;Q4;10;58;222;867;15;189;0,09;14,95;53,73;0;Germany;Western Europe;"De Gruyter Saur";"1997-2026";"Information Systems (Q4); Library and Information Sciences (Q4)";"Computer Science; Social Sciences"
159;21100237436;"Journal of Information and Knowledge Management";journal;"02196492, 17936926";"World Scientific";No;No;0,140;Q4;30;31;86;1251;40;86;0,28;40,35;26,92;0;Singapore;Asiatic Region;"World Scientific";"2002-2026";"Computer Networks and Communications (Q4); Computer Science Applications (Q4); Library and Information Sciences (Q4)";"Computer Science; Social Sciences"
160;144979;"Records Management Journal";journal;"09565698";"Emerald Group Publishing Ltd.";No;No;0,139;Q4;30;20;90;467;27;80;0,25;23,35;40,74;5;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1989-1991, 1994-2026";"Library and Information Sciences (Q4); Management Information Systems (Q4)";"Business, Management and Accounting; Social Sciences"
161;19700180555;"Vjesnik Bibliotekara Hrvatske";journal;"05071925, 13346938";"Hrvatsko Knjiznicarsko Drustvo";Yes;Yes;0,139;Q4;8;43;41;699;3;38;0,07;16,26;85,19;0;Croatia;Eastern Europe;"Hrvatsko Knjiznicarsko Drustvo";"2009-2025";"Library and Information Sciences (Q4)";"Social Sciences"
162;12100156499;"Notes";journal;"1534150X, 00274380";"Music Library Association";Yes;No;0,138;Q4;14;9;41;367;10;36;0,13;40,78;40,00;0;United States;Northern America;"Music Library Association";"1978, 2002-2026";"Music (Q2); Library and Information Sciences (Q4)";"Arts and Humanities; Social Sciences"
163;21100496804;"14th Americas Conference on Information Systems, AMCIS 2008";conference and proceedings;"-";"";No;No;0,138;-;10;0;68;0;29;67;0,00;0,00;0,00;0;United States;Northern America;"";"";"Materials Science (miscellaneous); Mechanics of Materials";"Engineering; Materials Science"
164;21100220456;"15th Americas Conference on Information Systems 2009, AMCIS 2009";conference and proceedings;"-";"";No;No;0,137;-;19;188;406;5605;140;401;0,34;29,81;27,09;0;United States;Northern America;"";"";"Computer Networks and Communications; Computer Science Applications; Information Systems; Library and Information Sciences";"Computer Science; Social Sciences"
165;21100496517;"15th Americas Conference on Information Systems 2009, AMCIS 2009";conference and proceedings;"-";"";No;No;0,136;-;11;0;152;0;48;150;0,32;0,00;0,00;0;United States;Northern America;"";"";"Computer Networks and Communications; Computer Science Applications; Information Systems; Library and Information Sciences";"Computer Science; Social Sciences"
166;21100220474;"16th Americas Conference on Information Systems 2010, AMCIS 2010";conference and proceedings;"-";"";No;No;0,133;-;25;190;727;5480;209;717;0,29;28,84;32,38;0;United States;Northern America;"";"";"Computer Networks and Communications; Computer Science Applications; Information Systems; Library and Information Sciences";"Computer Science; Social Sciences"
167;4700152781;"Community and Junior College Libraries";journal;"02763915, 15452522";"Routledge";No;No;0,131;Q4;12;22;79;219;8;66;0,11;9,95;58,82;0;United States;Northern America;"Routledge";"1982-1989, 1991, 1995, 1999-2017";"Education (Q4); E-learning (Q4); Library and Information Sciences (Q4)";"Social Sciences"
168;16096;"Notes and Queries";journal;"00293970, 14716941";"Oxford University Press";No;No;0,130;Q4;11;187;560;2170;50;364;0,09;11,60;19,44;0;United Kingdom;Western Europe;"Oxford University Press";"1849-2025";"Literature and Literary Theory (Q2); Linguistics and Language (Q3); Library and Information Sciences (Q4)";"Arts and Humanities; Social Sciences"
169;5600155499;"Canadian Journal of Program Evaluation";journal;"08341516";"Canadian Journal of Program Evaluation";No;No;0,129;Q4;24;0;58;0;6;51;0,07;0,00;0,00;0;Canada;Northern America;"Canadian Journal of Program Evaluation";"1996, 2000-2001, 2003, 2005-2010, 2012-2025";"Library and Information Sciences (Q4)";"Social Sciences"
170;13970;"Library and Information Science";journal;"03734447";"Mita Society for Library and Information Science";No;No;0,129;Q4;6;9;33;365;2;33;0,00;40,56;61,54;0;Japan;Asiatic Region;"Mita Society for Library and Information Science";"1980-2025";"Library and Information Sciences (Q4)";"Social Sciences"
171;21100222537;"Intelligent Systems Reference Library";book series;"18684394, 18684408";"Springer Science + Business Media";No;No;0,128;Q4;49;155;52;5836;24;46;0,46;37,65;17,14;3;United States;Northern America;"Springer Science + Business Media";"2009-2026";"Computer Science (miscellaneous) (Q4); Information Systems and Management (Q4); Library and Information Sciences (Q4)";"Computer Science; Decision Sciences; Social Sciences"
172;12810;"Journal of Information Ethics";journal;"10619321";"McFarland and Company, Inc";No;No;0,128;Q4;13;20;65;437;9;56;0,16;21,85;35,29;0;United States;Northern America;"McFarland and Company, Inc";"1992, 1994, 1996-2019, 2021-2025";"Philosophy (Q3); Library and Information Sciences (Q4)";"Arts and Humanities; Social Sciences"
