Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2014);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
15;18916;"Social Science Computer Review";journal;"15528286, 08944393";"SAGE Publications Inc.";No;No;1,105;Q1;104;53;125;1951;378;124;2,58;36,81;32,09;14;United States;Northern America;"SAGE Publications Inc.";"1983-2026";"Computer Science Applications (Q1); Law (Q1); Library and Information Sciences (Q1); Social Sciences (miscellaneous) (Q1)";"Computer Science; Social Sciences"
16;24222;"Scientometrics";journal;"15882861, 01389130";"Springer Nature";No;No;1,080;Q1;167;351;749;12499;2170;722;2,66;35,61;32,42;88;Switzerland;Western Europe;"Springer Nature";"1978-2026";"Computer Science Applications (Q1); Library and Information Sciences (Q1); Social Sciences (miscellaneous) (Q1)";"Computer Science; Social Sciences"
17;15631;"International Journal of Information Management";journal;"02684012";"Elsevier Ltd";No;No;1,064;Q1;215;77;228;4114;1094;213;3,89;53,43;31,72;20;United Kingdom;Western Europe;"Elsevier Ltd";"1970, 1986-2026";"Computer Networks and Communications (Q1); Information Systems (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
18;15074;"European Journal of Information Systems";journal;"0960085X, 14769344";"Taylor and Francis Ltd.";No;No;1,048;Q1;151;43;140;2835;668;136;4,85;65,93;29,59;11;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1995-2026";"Information Systems (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
19;19700201446;"New Review of Academic Librarianship";journal;"13614533, 17407834";"Taylor and Francis Ltd.";No;No;1,047;Q1;30;19;50;531;46;45;0,78;27,95;57,58;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1995-2026";"E-learning (Q1); Library and Information Sciences (Q1)";"Social Sciences"
20;15916;"Journal of Health Communication";journal;"10810730, 10870415";"Taylor and Francis Ltd.";No;No;1,038;Q1;120;138;404;5948;1012;364;2,06;43,10;62,84;80;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1996-2026";"Communication (Q1); Health (social science) (Q1); Library and Information Sciences (Q1); Public Health, Environmental and Occupational Health (Q1)";"Medicine; Social Sciences"
21;12791;"Journal of Academic Librarianship";journal;"00991333";"Elsevier B.V.";No;No;1,028;Q1;75;93;219;2557;299;198;0,96;27,49;61,38;13;United Kingdom;Western Europe;"Elsevier B.V.";"1988-2026";"Education (Q1); Library and Information Sciences (Q1)";"Social Sciences"
22;12709;"Information Technology and Libraries";journal;"07309295, 21635226";"American Library Association";Yes;Yes;1,026;Q1;42;19;90;440;123;61;1,33;23,16;50,00;3;United States;Northern America;"American Library Association";"1968, 1971-1974, 1981, 1988-2025";"Information Systems (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
23;14239;"College and Research Libraries News";journal;"21506698, 00990086";"Association of College and Research Libraries";No;No;1,012;Q1;30;99;284;589;154;231;0,53;5,95;72,93;9;United States;Northern America;"Association of College and Research Libraries";"1986-1988, 1990-2026";"Education (Q1); Library and Information Sciences (Q1)";"Social Sciences"
24;28040;"International Journal of Geographical Information Science";journal;"13658816, 13658824";"Taylor and Francis Ltd.";No;No;0,991;Q1;149;126;351;5808;968;343;2,42;46,10;22,40;19;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1997-2026";"Geography, Planning and Development (Q1); Information Systems (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
25;19400158815;"Communications in Information Literacy";journal;"19335954";"Communications in Information Literacy";Yes;Yes;0,976;Q1;26;19;55;448;71;51;1,31;23,58;72,73;1;United States;Northern America;"Communications in Information Literacy";"2009-2025";"Education (Q1); E-learning (Q1); Library and Information Sciences (Q1)";"Social Sciences"
26;4700152789;"Collection Management";journal;"01462679, 15452549";"Routledge";No;No;0,959;Q1;24;20;64;322;58;54;0,87;16,10;69,70;0;United States;Northern America;"Routledge";"1976, 1978-1979, 1981-1999, 2001-2025";"Library and Information Sciences (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Social Sciences"
27;19600157322;"Journal of Cheminformatics";journal;"17582946";"BioMed Central Ltd";Yes;No;0,933;Q1;101;48;206;2076;748;201;4,77;43,25;19,69;5;United Kingdom;Western Europe;"BioMed Central Ltd";"2009-2026";"Computer Graphics and Computer-Aided Design (Q1); Computer Science Applications (Q1); Library and Information Sciences (Q1); Physical and Theoretical Chemistry (Q2)";"Chemistry; Computer Science; Social Sciences"
28;144671;"Reference Services Review";journal;"00907324";"Emerald Group Publishing Ltd.";No;No;0,905;Q1;46;36;132;1146;159;130;1,17;31,83;73,68;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1973-2026";"E-learning (Q1); Library and Information Sciences (Q1)";"Social Sciences"
29;22510;"Learned Publishing";journal;"09531513, 17414857";"Wiley-Blackwell";No;No;0,905;-;52;39;118;550;137;100;0,94;14,10;57,14;10;United States;Northern America;"Wiley-Blackwell";"1996-2026";"Communication (Q1)";"Social Sciences"
30;15511;"Program";journal;"00330337";"Emerald Group Publishing Ltd.";No;No;0,885;Q1;0;0;0;0;0;0;0,00;0,00;0,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1907, 1968-2017";"Information Systems (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
31;17857;"Journal of the Medical Library Association";journal;"15365050, 15589439";"Medical Library Association";Yes;Yes;0,879;Q1;82;53;183;970;247;151;1,10;18,30;73,95;2;United States;Northern America;"Medical Library Association";"1999, 2001-2026";"Health Informatics (Q1); Library and Information Sciences (Q1); Medicine (miscellaneous) (Q1)";"Medicine; Social Sciences"
32;21100805777;"Information and Learning Science";journal;"23985356, 23985348";"Emerald Publishing";No;No;0,867;Q1;43;41;165;1116;169;151;0,90;27,22;52,31;0;United Kingdom;Western Europe;"Emerald Publishing";"2017-2026";"Computer Science Applications (Q1); Education (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
33;5600155499;"Canadian Journal of Program Evaluation";journal;"08341516";"Canadian Journal of Program Evaluation";No;No;0,836;Q1;24;7;61;216;31;52;0,51;30,86;57,14;2;Canada;Northern America;"Canadian Journal of Program Evaluation";"1996, 2000-2001, 2003, 2005-2010, 2012-2025";"Library and Information Sciences (Q1)";"Social Sciences"
34;98245;"Library Resources and Technical Services";journal;"00242527";"American Library Association";Yes;No;0,831;Q1;26;27;56;945;60;47;0,86;35,00;75,76;0;United States;Northern America;"American Library Association";"1978-1979, 1981-1984, 1988-2025";"Information Systems (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
35;12813;"Journal of Information Science";journal;"01655515, 17416485";"SAGE Publications Ltd";No;No;0,823;Q1;86;66;149;2429;332;149;2,09;36,80;28,00;3;United Kingdom;Western Europe;"SAGE Publications Ltd";"1979-2026";"Information Systems (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
36;14060;"Library Quarterly";journal;"00242519, 1549652X";"University of Chicago Press";No;No;0,822;Q1;50;32;70;847;80;63;0,92;26,47;50,00;4;United States;Northern America;"University of Chicago Press";"1946-1947, 1951, 1958, 1979, 1981, 1988-2026";"Library and Information Sciences (Q1)";"Social Sciences"
37;15420;"Electronic Library";journal;"02640473";"Emerald Group Publishing Ltd.";No;No;0,802;Q1;53;52;173;1834;258;173;1,33;35,27;37,86;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1983-2026";"Library and Information Sciences (Q1); Computer Science Applications (Q2)";"Computer Science; Social Sciences"
38;4700152796;"Journal of Interlibrary Loan, Document Delivery and Electronic Reserve";journal;"1072303X, 15403572";"Routledge";No;No;0,796;Q1;15;15;66;152;52;60;0,70;10,13;50,00;0;United States;Northern America;"Routledge";"1994, 1996-1997, 2000, 2002-2003, 2005-2021";"Library and Information Sciences (Q1)";"Social Sciences"
39;12794;"Journal of Documentation";journal;"00220418";"Emerald Group Publishing Ltd.";No;No;0,776;Q1;80;59;156;2831;249;156;1,41;47,98;43,69;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1945-2026";"Information Systems (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
40;144908;"Library Hi Tech";journal;"07378831";"Emerald Group Publishing Ltd.";No;No;0,775;Q1;59;46;149;1647;199;148;1,29;35,80;41,24;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1983-2025";"Information Systems (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
41;144644;"Library Management";journal;"01435124";"Emerald Group Publishing Ltd.";No;No;0,775;Q1;43;39;148;801;144;148;0,71;20,54;62,86;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1979-2025";"Library and Information Sciences (Q1)";"Social Sciences"
42;145507;"Cybermetrics";journal;"11375019";"";Yes;No;0,771;Q1;16;0;6;0;11;6;2,00;0,00;0,00;0;Spain;Western Europe;"";"1997, 1999-2002, 2004-2013, 2015";"Library and Information Sciences (Q1)";"Social Sciences"
43;12689;"Information Processing and Management";journal;"18735371, 03064573";"Elsevier Ltd";No;No;0,762;Q1;149;52;239;2539;600;235;2,55;48,83;30,19;0;United Kingdom;Western Europe;"Elsevier Ltd";"1975-2026";"Information Systems (Q1); Library and Information Sciences (Q1); Media Technology (Q1); Computer Science Applications (Q2); Management Science and Operations Research (Q2)";"Computer Science; Decision Sciences; Engineering; Social Sciences"
44;13992;"Library Collections, Acquisition and Technical Services";journal;"14649055, 18731821";"Taylor and Francis Ltd.";No;No;0,745;Q1;24;11;41;250;33;38;0,52;22,73;42,86;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1980-1997, 1999-2015, 2017";"Library and Information Sciences (Q1); Information Systems (Q2)";"Computer Science; Social Sciences"
45;12085;"American Archivist";journal;"03609081";"Society of American Archivists";No;No;0,742;Q1;37;25;89;1152;61;75;0,67;46,08;53,33;0;United States;Northern America;"Society of American Archivists";"1938-2025";"Arts and Humanities (miscellaneous) (Q1); Library and Information Sciences (Q1)";"Arts and Humanities; Social Sciences"
46;4700152770;"Cataloging and Classification Quarterly";journal;"15444554, 01639374";"Routledge";No;No;0,733;Q1;31;60;140;1696;123;132;0,69;28,27;63,04;2;United States;Northern America;"Routledge";"1981-2026";"Library and Information Sciences (Q1)";"Social Sciences"
47;144983;"Archival Science";journal;"13890166, 15737500";"Springer Science and Business Media B.V.";No;No;0,731;Q1;48;20;65;1106;90;62;1,51;55,30;53,85;2;Netherlands;Western Europe;"Springer Science and Business Media B.V.";"2001-2026";"History (Q1); Library and Information Sciences (Q1)";"Arts and Humanities; Social Sciences"
48;19700182685;"Journal of Library Metadata";journal;"19375034, 19386389";"Taylor and Francis Ltd.";No;No;0,728;Q1;19;16;55;455;55;54;0,95;28,44;76,92;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2008-2026";"E-learning (Q1); Library and Information Sciences (Q1)";"Social Sciences"
49;22894;"Research Evaluation";journal;"09582029, 14715449";"Oxford University Press";No;No;0,726;Q1;70;29;111;1446;195;110;1,49;49,86;40,96;21;United Kingdom;Western Europe;"Oxford University Press";"1991-1996, 1998-2026";"Education (Q1); Library and Information Sciences (Q1)";"Social Sciences"
50;20870;"Telecommunications Policy";journal;"03085961";"Elsevier Ltd";No;No;0,703;-;101;92;250;4108;590;237;2,09;44,65;24,42;43;United Kingdom;Western Europe;"Elsevier Ltd";"1976-2026";"Electrical and Electronic Engineering (Q1); Human Factors and Ergonomics (Q1); Information Systems (Q2)";"Computer Science; Engineering; Social Sciences"
51;15133;"Information Retrieval Journal";journal;"13864564, 15737659";"Springer Science and Business Media B.V.";No;No;0,689;Q1;0;0;0;0;0;0;0,00;0,00;0,00;0;Netherlands;Western Europe;"Springer Science and Business Media B.V.";"1999-2023";"Library and Information Sciences (Q1); Information Systems (Q2)";"Computer Science; Social Sciences"
52;21100814051;"Information Discovery and Delivery";journal;"23986247";"Emerald Group Publishing Ltd.";No;No;0,688;Q1;30;33;90;475;66;85;0,89;14,39;61,54;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2017-2026";"Library and Information Sciences (Q1)";"Social Sciences"
53;2600147402;"Ethics and Information Technology";journal;"13881957, 15728439";"Springer Science and Business Media B.V.";No;No;0,686;Q1;87;24;77;1048;190;73;2,22;43,67;24,39;9;Netherlands;Western Europe;"Springer Science and Business Media B.V.";"1999-2026";"Library and Information Sciences (Q1); Computer Science Applications (Q2)";"Computer Science; Social Sciences"
54;15394;"D-Lib Magazine";journal;"10829873";"Corporation for National Research Initiatives";Yes;No;0,685;Q1;60;58;128;629;157;115;1,20;10,84;27,27;1;United States;Northern America;"Corporation for National Research Initiatives";"1996-2017";"Library and Information Sciences (Q1)";"Social Sciences"
55;25547;"Interacting with Computers";journal;"18737951, 09535438";"Oxford University Press";No;No;0,684;-;100;41;151;2129;459;146;2,49;51,93;31,65;2;United Kingdom;Western Europe;"Oxford University Press";"1989-2026";"Human-Computer Interaction (Q2); Software (Q2)";"Computer Science"
56;16004;"Reference and User Services Quarterly";journal;"10949054";"American Library Association";No;No;0,680;Q1;41;40;130;642;99;120;0,57;16,05;67,86;7;United States;Northern America;"American Library Association";"1997-2019, 2021, 2024-2025";"Library and Information Sciences (Q1); Information Systems (Q2)";"Computer Science; Social Sciences"
57;4700152802;"Journal of Business and Finance Librarianship";journal;"15470644, 08963568";"Routledge";No;No;0,674;Q1;23;21;73;394;33;55;0,36;18,76;57,14;2;United States;Northern America;"Routledge";"1990-1992, 1994, 1996-2026";"E-learning (Q1); Library and Information Sciences (Q1); Management Information Systems (Q2); Marketing (Q2)";"Business, Management and Accounting; Social Sciences"
58;22315;"Personal and Ubiquitous Computing";journal;"16174909, 16174917";"Springer London";No;No;0,628;-;106;166;323;5577;887;299;2,81;33,60;24,67;11;United Kingdom;Western Europe;"Springer London";"1997-2026";"Hardware and Architecture (Q1); Computer Science Applications (Q2); Management Science and Operations Research (Q2)";"Computer Science; Decision Sciences"
59;16610;"Serials Librarian";journal;"15411095, 0361526X";"Routledge";No;No;0,623;Q2;22;76;194;740;104;185;0,51;9,74;75,86;0;United States;Northern America;"Routledge";"1977-2026";"Library and Information Sciences (Q2)";"Social Sciences"
60;21100374356;"Aslib Journal of Information Management";journal;"20503806, 20503814";"Emerald Group Publishing Ltd.";No;No;0,586;Q2;58;35;115;1680;159;113;1,29;48,00;42,68;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2014-2026";"Information Systems (Q2); Library and Information Sciences (Q2)";"Computer Science; Social Sciences"
61;19400158481;"Journal of Web Librarianship";journal;"19322909, 19322917";"Routledge";No;No;0,569;Q2;24;20;85;492;60;76;0,61;24,60;60,00;1;United States;Northern America;"Routledge";"2007-2026";"Computer Science Applications (Q2); Library and Information Sciences (Q2)";"Computer Science; Social Sciences"
62;30004;"Health Information and Libraries Journal";journal;"14711842, 14711834";"Wiley-Blackwell Publishing Ltd";No;No;0,552;Q2;57;40;121;894;141;109;1,01;22,35;76,47;6;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2001-2025";"Health Informatics (Q2); Health Information Management (Q2); Library and Information Sciences (Q2)";"Health Professions; Medicine; Social Sciences"
63;21100788884;"International Journal of Multimedia Information Retrieval";journal;"21926611, 2192662X";"Springer London";No;No;0,545;Q2;37;21;43;689;127;39;2,95;32,81;13,33;0;United Kingdom;Western Europe;"Springer London";"2012-2026";"Media Technology (Q1); Information Systems (Q2); Library and Information Sciences (Q2)";"Computer Science; Engineering; Social Sciences"
64;21100258853;"F1000Research";journal;"20461402";"F1000 Research Ltd";Yes;No;0,545;-;129;269;197;9171;148;192;0,75;34,09;35,78;18;United Kingdom;Western Europe;"F1000 Research Ltd";"2012-2026";"Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Medicine (miscellaneous) (Q2); Immunology and Microbiology (miscellaneous)  (Q3)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine; Pharmacology, Toxicology and Pharmaceutics"
65;130132;"Information Technology and People";journal;"09593845";"Emerald Group Publishing Ltd.";No;No;0,538;Q2;92;21;62;1402;132;62;1,87;66,76;35,85;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1990, 1992, 1994-2026";"Computer Science Applications (Q2); Information Systems (Q2); Library and Information Sciences (Q2)";"Computer Science; Social Sciences"
66;13316;"Journal of Librarianship and Information Science";journal;"09610006, 17416477";"SAGE Publications Ltd";No;No;0,535;Q2;45;24;71;1030;85;67;1,26;42,92;59,18;9;United Kingdom;Western Europe;"SAGE Publications Ltd";"1969-2026";"Library and Information Sciences (Q2)";"Social Sciences"
67;144818;"Collection Building";journal;"01604953, 20545592";"Emerald Publishing";No;No;0,526;Q2;0;0;0;0;0;0;0,00;0,00;0,00;0;United Kingdom;Western Europe;"Emerald Publishing";"1978-2018";"Library and Information Sciences (Q2)";"Social Sciences"
68;14721;"Medical Reference Services Quarterly";journal;"02763869, 15409597";"Routledge";No;No;0,523;Q2;31;44;116;492;98;115;0,73;11,18;73,20;0;United States;Northern America;"Routledge";"1982-2026";"Health Informatics (Q2); Library and Information Sciences (Q2)";"Medicine; Social Sciences"
69;4700152804;"Internet Reference Services Quarterly";journal;"15404749, 10875301";"Routledge";No;No;0,513;Q2;24;18;42;284;38;39;0,78;15,78;84,62;0;United States;Northern America;"Routledge";"1996-2002, 2004-2018, 2020-2026";"E-learning (Q2); Library and Information Sciences (Q2)";"Social Sciences"
70;144673;"Performance Measurement and Metrics";journal;"14678047";"Emerald Group Publishing Ltd.";No;No;0,510;Q2;27;13;56;235;32;51;0,50;18,08;73,08;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2000-2026";"Literature and Literary Theory (Q1); Library and Information Sciences (Q2)";"Arts and Humanities; Social Sciences"
71;15442;"Information Systems Management";journal;"10580530";"Taylor and Francis Ltd.";No;No;0,506;Q2;77;30;99;1613;157;80;1,66;53,77;31,17;5;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1992-2026";"Computer Science Applications (Q2); Information Systems (Q2); Library and Information Sciences (Q2)";"Computer Science; Social Sciences"
72;4700152763;"Public Services Quarterly";journal;"15229114, 15228959";"Routledge";No;No;0,500;Q2;21;31;84;309;38;72;0,34;9,97;62,96;2;United States;Northern America;"Routledge";"2002-2003, 2006-2026";"Accounting (Q2); Library and Information Sciences (Q2); Public Administration (Q2)";"Business, Management and Accounting; Social Sciences"
73;12881;"Behavioral and Social Sciences Librarian";journal;"01639269, 15444546";"Routledge";No;No;0,496;Q2;19;22;65;319;39;51;0,59;14,50;52,94;2;United States;Northern America;"Routledge";"1979-2002, 2004-2017";"Library and Information Sciences (Q2); Social Sciences (miscellaneous) (Q2)";"Social Sciences"
74;11500153514;"Revista Espanola de Documentacion Cientifica";journal;"02100614, 19884621";"CSIC Consejo Superior de Investigaciones Cientificas";Yes;Yes;0,486;Q2;24;39;104;1370;109;101;1,08;35,13;44,19;13;Spain;Western Europe;"CSIC Consejo Superior de Investigaciones Cientificas";"1984, 2008-2025";"Library and Information Sciences (Q2)";"Social Sciences"
75;4700152782;"College and Undergraduate Libraries";journal;"10691316, 15452530";"Routledge";No;No;0,482;Q2;26;28;91;560;64;88;0,73;20,00;69,77;1;United States;Northern America;"Routledge";"1994-2004, 2006-2026";"Education (Q2); E-learning (Q2); Library and Information Sciences (Q2)";"Social Sciences"
76;16800154717;"IFLA Journal";journal;"03400352, 17452651";"SAGE Publications Ltd";No;No;0,480;Q2;31;38;102;595;61;83;0,59;15,66;41,38;2;United Kingdom;Western Europe;"SAGE Publications Ltd";"1975-2026";"Library and Information Sciences (Q2)";"Social Sciences"
77;23776;"Archivaria";journal;"03186954";"Association of Canadian Archivists";No;No;0,478;Q2;35;20;43;1109;22;40;0,41;55,45;57,14;0;Canada;Northern America;"Association of Canadian Archivists";"1980, 1989-1990, 1996-2025";"Library and Information Sciences (Q2)";"Social Sciences"
78;4700152758;"Reference Librarian";journal;"02763877, 15411117";"Routledge";No;No;0,477;Q2;27;34;94;680;51;91;0,48;20,00;56,41;1;United States;Northern America;"Routledge";"1982-2025";"Library and Information Sciences (Q2)";"Social Sciences"
79;15386;"Online Information Review";journal;"14684527, 14684535";"Emerald Publishing";No;No;0,474;Q2;85;52;182;2338;344;178;1,46;44,96;43,38;0;United Kingdom;Western Europe;"Emerald Publishing";"1980-1995, 1997, 1999-2026";"Computer Science Applications (Q2); Information Systems (Q2); Library and Information Sciences (Q2)";"Computer Science; Social Sciences"
80;19700187503;"Australian Academic and Research Libraries";journal;"00048623, 1839471X";"Australian Library and Information Association";No;No;0,473;Q2;36;23;101;741;53;94;0,41;32,22;46,34;3;Australia;Pacific Region;"Australian Library and Information Association";"1955, 1988-2016";"Library and Information Sciences (Q2)";"Social Sciences"
81;13399;"Law Library Journal";journal;"00239283";"American Association of Law Libraries";No;No;0,471;Q2;20;28;97;1922;52;93;0,47;68,64;56,52;0;United States;Northern America;"American Association of Law Libraries";"1978, 1987-2025";"Law (Q2); Library and Information Sciences (Q2)";"Social Sciences"
82;14066;"Library Trends";journal;"15590682, 00242594";"Johns Hopkins University Press";No;No;0,460;Q2;57;38;135;1290;132;131;0,96;33,95;53,49;1;United States;Northern America;"Johns Hopkins University Press";"1980-2026";"Library and Information Sciences (Q2)";"Social Sciences"
83;6200180164;"Profesional de la Informacion (discontinued)";journal;"16992407, 13866710";"El Profesional de la Informacion";No;No;0,458;Q2;56;73;251;1633;179;251;0,85;22,37;35,44;18;Spain;Western Europe;"El Profesional de la Informacion";"2006-2025";"Cultural Studies (Q1); Communication (Q2); Information Systems (Q2); Library and Information Sciences (Q2)";"Computer Science; Social Sciences"
84;21100829242;"Library and Information Science";book series;"18760562";"Emerald Group Publishing Ltd.";No;No;0,457;Q2;12;32;43;1396;34;38;0,50;43,63;61,90;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2011, 2013-2014";"Library and Information Sciences (Q2)";"Social Sciences"
85;12690;"Information Research";journal;"13681613";"University of Boras";Yes;Yes;0,447;Q2;61;53;160;2348;168;147;0,94;44,30;62,16;0;Sweden;Western Europe;"University of Boras";"1996-2026";"Library and Information Sciences (Q2)";"Social Sciences"
