Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2014);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
86;19400156823;"Issues in Science and Technology Librarianship";journal;"10921206";"Association of College and Research Libraries";Yes;Yes;0,445;Q2;24;35;80;405;42;78;0,45;11,57;73,08;0;United States;Northern America;"Association of College and Research Libraries";"1996-2026";"Engineering (miscellaneous) (Q2); Library and Information Sciences (Q2)";"Engineering; Social Sciences"
87;16568;"Science and Technology Libraries";journal;"0194262X, 15411109";"Routledge";No;No;0,437;Q2;27;26;83;913;47;83;0,42;35,12;71,43;0;United States;Northern America;"Routledge";"1980-2008, 2010-2026";"Library and Information Sciences (Q2)";"Social Sciences"
88;21100259129;"Archives and Manuscripts";journal;"01576895, 21646058";"Australian Society of Archivists";No;No;0,432;Q2;17;40;17;858;9;14;0,53;21,45;58,14;3;Australia;Pacific Region;"Australian Society of Archivists";"2013-2024";"Communication (Q2); Library and Information Sciences (Q2)";"Social Sciences"
89;23842;"Journal of Classification";journal;"01764268, 14321343";"Springer New York";No;No;0,426;Q2;51;17;61;520;55;53;0,82;30,59;21,88;1;United States;Northern America;"Springer New York";"1984-2026";"Library and Information Sciences (Q2); Mathematics (miscellaneous) (Q3); Psychology (miscellaneous) (Q3); Statistics, Probability and Uncertainty (Q3)";"Decision Sciences; Mathematics; Psychology; Social Sciences"
90;4700152731;"Public Library Quarterly";journal;"01616846, 15411540";"Routledge";No;No;0,425;Q2;26;24;63;350;38;62;0,51;14,58;66,67;3;United States;Northern America;"Routledge";"1979-1986, 1988-2026";"Library and Information Sciences (Q2)";"Social Sciences"
91;4700152829;"Journal of Library and Information Services in Distance Learning";journal;"15332918, 1533290X";"Routledge";No;No;0,418;Q2;19;24;88;363;52;71;0,51;15,13;69,70;0;United States;Northern America;"Routledge";"2004-2007, 2009-2025";"E-learning (Q2); Library and Information Sciences (Q2)";"Social Sciences"
92;17900156721;"Journal of Electronic Resources Librarianship";journal;"1941126X, 19411278";"Routledge";No;No;0,405;Q2;18;34;110;489;35;103;0,25;14,38;64,06;0;United States;Northern America;"Routledge";"2008-2025";"Information Systems (Q2); Library and Information Sciences (Q2)";"Computer Science; Social Sciences"
93;130065;"Journal of Enterprise Information Management";journal;"17410398";"Emerald Publishing";No;No;0,399;Q2;100;43;109;2464;170;96;1,36;57,30;41,05;0;United Kingdom;Western Europe;"Emerald Publishing";"2004-2026";"Information Systems (Q2); Library and Information Sciences (Q2); Management of Technology and Innovation (Q2); Decision Sciences (miscellaneous) (Q3)";"Business, Management and Accounting; Computer Science; Decision Sciences; Social Sciences"
94;144645;"Library Review";journal;"00242535";"Emerald Group Publishing Ltd.";No;No;0,395;Q2;0;0;0;0;0;0;0,00;0,00;0,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1927-2017";"Library and Information Sciences (Q2)";"Social Sciences"
95;145663;"Language Resources and Evaluation";journal;"1574020X, 15740218";"Springer Science and Business Media B.V.";No;No;0,375;Q2;70;32;116;1277;279;114;2,40;39,91;34,35;2;Netherlands;Western Europe;"Springer Science and Business Media B.V.";"1996-2002, 2005-2026";"Education (Q2); Library and Information Sciences (Q2); Linguistics and Language (Q2)";"Social Sciences"
96;144955;"Education and Information Technologies";journal;"15737608, 13602357";"Springer";No;No;0,369;Q2;121;58;100;2051;124;88;1,21;35,36;40,37;9;United States;Northern America;"Springer";"1996-2002, 2005-2026";"Education (Q2); E-learning (Q2); Library and Information Sciences (Q2)";"Social Sciences"
97;4700152908;"Knowledge Management Research and Practice";journal;"14778238, 14778246";"Taylor and Francis Ltd.";No;No;0,369;Q2;62;39;109;2602;132;100;0,95;66,72;31,46;4;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2006-2026";"Business and International Management (Q2); Library and Information Sciences (Q2); Management Information Systems (Q2); Management of Technology and Innovation (Q3)";"Business, Management and Accounting; Social Sciences"
98;21100201051;"Annals of Library and Information Studies";journal;"09725423, 09752404";"National Institute of Science Communication and Information Resources (NISCAIR)";Yes;Yes;0,363;Q2;19;45;92;1043;54;88;0,43;23,18;36,73;0;India;Asiatic Region;"National Institute of Science Communication and Information Resources (NISCAIR)";"2011-2025";"Library and Information Sciences (Q2); Computer Science Applications (Q3)";"Computer Science; Social Sciences"
99;10700153302;"International Journal of Data Mining and Bioinformatics";journal;"17485681, 17485673";"Inderscience Enterprises Ltd";No;No;0,360;Q2;26;52;140;1733;96;138;0,57;33,33;32,63;0;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2006-2026";"Library and Information Sciences (Q2); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q3); Information Systems (Q3)";"Biochemistry, Genetics and Molecular Biology; Computer Science; Social Sciences"
100;4400151723;"Webology (discontinued)";journal;"1735188X";"Webology Center";Yes;No;0,352;Q2;23;15;32;436;36;32;1,05;29,07;36,00;0;Iran;Middle East;"Webology Center";"2006-2021";"Information Systems and Management (Q2); Library and Information Sciences (Q2); Human-Computer Interaction (Q3); Software (Q3)";"Computer Science; Decision Sciences; Social Sciences"
101;14046;"Library Philosophy and Practice (discontinued)";journal;"15220222";"University of Nebraska-Lincoln";Yes;No;0,349;Q2;32;159;566;4040;202;566;0,28;25,41;36,56;0;United States;Northern America;"University of Nebraska-Lincoln";"1998-2021";"Philosophy (Q1); Library and Information Sciences (Q2)";"Arts and Humanities; Social Sciences"
102;18735;"Accountability in Research";journal;"15455815, 08989621";"Taylor and Francis Ltd.";No;No;0,346;Q2;43;27;80;862;75;74;0,98;31,93;57,41;1;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1989-2026";"Education (Q2); Library and Information Sciences (Q2); Medicine (miscellaneous) (Q3)";"Medicine; Social Sciences"
103;21100199774;"Evidence Based Library and Information Practice";journal;"1715720X";"University of Alberta";Yes;Yes;0,343;Q2;22;65;233;506;74;119;0,36;7,78;80,49;2;Canada;Northern America;"University of Alberta";"2011-2025";"Library and Information Sciences (Q2)";"Social Sciences"
104;147225;"Computers in the Schools";journal;"07380569, 15287033";"Routledge";No;No;0,341;Q2;41;20;67;773;75;57;0,98;38,65;55,81;4;United States;Northern America;"Routledge";"1984-1997, 1999, 2001-2026";"Computer Science (miscellaneous) (Q2); Education (Q2); Library and Information Sciences (Q2)";"Computer Science; Social Sciences"
105;21100242609;"Insights: the UKSG Journal";journal;"20487754";"United Kingdom Serials Group";Yes;Yes;0,334;Q2;21;54;154;580;61;138;0,38;10,74;39,71;7;United Kingdom;Western Europe;"United Kingdom Serials Group";"2012-2026";"Library and Information Sciences (Q2)";"Social Sciences"
106;145200;"International Journal on Digital Libraries";journal;"14325012, 14321300";"Springer Verlag";No;No;0,328;Q2;42;16;28;683;32;25;1,14;42,69;27,78;5;Germany;Western Europe;"Springer Verlag";"1997-1998, 2000, 2004-2010, 2012-2026";"Library and Information Sciences (Q2)";"Social Sciences"
107;15416;"Computers in Libraries";trade journal;"10417915";"Information Today";No;No;0,318;Q2;20;44;196;47;75;196;0,37;1,07;63,64;0;United States;Northern America;"Information Today";"1996-2026";"Computer Science (miscellaneous) (Q2); Library and Information Sciences (Q2)";"Computer Science; Social Sciences"
108;5800207822;"Terminology";journal;"15699994, 09299971";"John Benjamins Publishing Company";No;No;0,318;Q2;31;12;35;394;35;35;0,82;32,83;72,22;0;Netherlands;Western Europe;"John Benjamins Publishing Company";"1994-1998, 2000-2026";"Communication (Q2); Library and Information Sciences (Q2); Linguistics and Language (Q2)";"Social Sciences"
109;4700152748;"Journal of Electronic Resources in Medical Libraries";journal;"15424065, 15424073";"Routledge";No;No;0,313;Q2;17;25;88;261;36;86;0,31;10,44;72,22;2;United States;Northern America;"Routledge";"2003-2026";"Library and Information Sciences (Q2); Health (social science) (Q3)";"Social Sciences"
110;6400153106;"Information Development";journal;"17416469, 02666669";"SAGE Publications Ltd";No;No;0,311;Q2;48;42;115;1182;87;95;0,57;28,14;27,27;6;United Kingdom;Western Europe;"SAGE Publications Ltd";"1985-2026";"Library and Information Sciences (Q2)";"Social Sciences"
111;16611;"Serials Review";journal;"00987913";"Taylor and Francis Ltd.";No;No;0,310;Q2;28;38;182;451;84;177;0,45;11,87;65,82;2;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1973, 1975-2025";"Library and Information Sciences (Q2)";"Social Sciences"
112;5400152654;"Journal of Access Services";journal;"15367967, 15367975";"Routledge";No;No;0,309;Q3;15;24;52;222;18;48;0,42;9,25;50,00;0;United States;Northern America;"Routledge";"2002-2026";"Library and Information Sciences (Q3)";"Social Sciences"
113;21100496832;"International Conference on Mathematics and Computational Methods Applied to Nuclear Science and Engineering, M and C 2013";conference and proceedings;"-";"";No;No;0,307;-;10;0;67;0;43;65;0,64;0,00;0,00;0;United States;Northern America;"";"";"Applied Mathematics; Computer Science Applications; Library and Information Sciences; Statistics, Probability and Uncertainty";"Computer Science; Decision Sciences; Mathematics; Social Sciences"
114;13412;"Lecture Notes in Control and Information Sciences";book series;"16107411, 01708643";"Springer Science and Business Media Deutschland GmbH";No;No;0,306;Q3;60;82;372;2175;193;274;0,48;26,52;16,67;0;Germany;Western Europe;"Springer Science and Business Media Deutschland GmbH";"1982-1986, 1988, 1990-1991, 1993, 1996, 2005-2026";"Library and Information Sciences (Q3)";"Social Sciences"
115;25991;"Social Science Information";journal;"05390184, 14617412";"SAGE Publications Ltd";No;No;0,302;Q3;51;29;102;1757;134;98;1,44;60,59;18,92;4;United Kingdom;Western Europe;"SAGE Publications Ltd";"1962-2026";"Social Sciences (miscellaneous) (Q2); Library and Information Sciences (Q3)";"Social Sciences"
116;4700152422;"Journal of Map and Geography Libraries";journal;"15420353, 15420361";"Routledge";No;No;0,297;Q3;17;20;66;506;37;59;0,70;25,30;31,71;2;United States;Northern America;"Routledge";"2004-2026";"Library and Information Sciences (Q3)";"Social Sciences"
117;7600153106;"Malaysian Journal of Library and Information Science";journal;"13946234";"Faculty of Computer Science and Information Technology";No;No;0,294;Q3;31;20;70;685;62;70;0,45;34,25;34,38;0;Malaysia;Asiatic Region;"Faculty of Computer Science and Information Technology";"1996-2025";"Library and Information Sciences (Q3)";"Social Sciences"
118;13360;"Knowledge Organization (discontinued)";journal;"09437444";"International Society for Knowledge Organization";No;No;0,293;Q3;37;44;111;1268;107;104;0,99;28,82;50,00;4;Germany;Western Europe;"International Society for Knowledge Organization";"1993-2024";"Library and Information Sciences (Q3)";"Social Sciences"
119;144979;"Records Management Journal";journal;"09565698";"Emerald Group Publishing Ltd.";No;No;0,293;Q3;30;14;51;456;36;46;0,65;32,57;56,67;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1989-1991, 1994-2026";"Library and Information Sciences (Q3); Management Information Systems (Q3)";"Business, Management and Accounting; Social Sciences"
120;21100801727;"Digital Library Perspectives";journal;"20595816, 20595824";"Emerald Publishing";No;No;0,287;Q3;30;24;79;414;45;79;0,53;17,25;48,65;0;United Kingdom;Western Europe;"Emerald Publishing";"2016-2026";"Education (Q3); Information Systems (Q3); Library and Information Sciences (Q3)";"Computer Science; Social Sciences"
121;12749;"International Information and Library Review";journal;"10959297, 10572317";"Taylor and Francis Ltd.";No;No;0,284;Q3;34;15;79;540;70;78;0,56;36,00;38,46;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1992-2026";"E-learning (Q3); Library and Information Sciences (Q3)";"Social Sciences"
122;145356;"Library Hi Tech News";journal;"07419058";"Emerald Group Publishing Ltd.";No;No;0,281;Q3;31;47;162;366;67;161;0,37;7,79;59,62;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1999-2026";"Information Systems (Q3); Library and Information Sciences (Q3)";"Computer Science; Social Sciences"
123;29335;"Education for Information";journal;"18758649, 01678329";"SAGE Publications Ltd";No;No;0,280;Q3;24;4;24;157;14;23;0,61;39,25;28,57;0;United Kingdom;Western Europe;"SAGE Publications Ltd";"1983-2025";"Education (Q3); Information Systems (Q3); Library and Information Sciences (Q3)";"Computer Science; Social Sciences"
124;31428;"Proceedings of the ASIST Annual Meeting";journal;"15508390";"John Wiley and Sons Inc";No;No;0,279;Q3;50;162;544;2929;299;544;0,45;18,08;59,88;3;United States;Northern America;"John Wiley and Sons Inc";"1979-1987, 1992, 1996-2014";"Information Systems (Q3); Library and Information Sciences (Q3)";"Computer Science; Social Sciences"
125;21100212132;"DESIDOC Journal of Library and Information Technology";journal;"09740643, 09764658";"Defence Scientific Information and Documentation Centre";No;No;0,275;Q3;22;63;135;933;48;126;0,36;14,81;28,17;2;India;Asiatic Region;"Defence Scientific Information and Documentation Centre";"2012-2025";"Library and Information Sciences (Q3)";"Social Sciences"
126;15069;"World Patent Information";journal;"01722190";"Elsevier Ltd";No;No;0,275;Q3;42;47;140;807;96;123;0,58;17,17;33,33;4;United Kingdom;Western Europe;"Elsevier Ltd";"1979-2026";"Energy Engineering and Power Technology (Q2); Fuel Technology (Q2); Computer Science Applications (Q3); Library and Information Sciences (Q3); Process Chemistry and Technology (Q3); Renewable Energy, Sustainability and the Environment (Q3); Bioengineering (Q4)";"Chemical Engineering; Computer Science; Energy; Social Sciences"
127;21100829144;"Journal of the Australian Library and Information Association";journal;"24750158, 24750166";"Taylor and Francis Ltd.";No;No;0,271;Q3;32;26;90;406;58;71;0,61;15,62;80,00;3;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2017-2026";"Library and Information Sciences (Q3)";"Social Sciences"
128;145290;"Bottom Line";journal;"0888045X";"Emerald Group Publishing Ltd.";No;No;0,256;Q3;33;30;108;171;34;107;0,21;5,70;30,77;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1988-2026";"Business, Management and Accounting (miscellaneous) (Q2); Library and Information Sciences (Q3)";"Business, Management and Accounting; Social Sciences"
129;12492;"Journal of Information Science and Engineering";journal;"10162364";"Institute of Information Science";No;No;0,251;Q3;44;108;259;3047;218;258;0,83;28,21;24,92;0;Taiwan;Asiatic Region;"Institute of Information Science";"1993-1994, 1996-2026";"Hardware and Architecture (Q3); Human-Computer Interaction (Q3); Library and Information Sciences (Q3); Software (Q3); Computational Theory and Mathematics (Q4)";"Computer Science; Social Sciences"
130;145510;"Libri";journal;"18658423, 00242667";"De Gruyter Saur";Yes;Yes;0,251;Q3;33;32;85;1360;58;85;0,58;42,50;64,81;3;Germany;Western Europe;"De Gruyter Saur";"1950, 1953-1956, 1958-2026";"Library and Information Sciences (Q3)";"Social Sciences"
131;4700152734;"Journal of Hospital Librarianship";journal;"15323277, 15323269";"Routledge";No;No;0,244;Q3;16;38;116;460;24;115;0,18;12,11;79,37;3;United Kingdom;Western Europe;"Routledge";"2001-2026";"Library and Information Sciences (Q3); Medicine (miscellaneous) (Q3)";"Medicine; Social Sciences"
132;21100801725;"VINE Journal of Information and Knowledge Management Systems";journal;"20595905, 20595891";"Emerald Publishing";No;No;0,239;Q3;48;28;74;1739;100;74;1,08;62,11;25,40;0;United Kingdom;Western Europe;"Emerald Publishing";"2016-2026";"Computer Networks and Communications (Q3); Computer Science Applications (Q3); Information Systems (Q3); Library and Information Sciences (Q3); Management of Technology and Innovation (Q3)";"Business, Management and Accounting; Computer Science; Social Sciences"
133;15681;"Journal of Digital Information";journal;"13687506";"British Computer Society";No;No;0,238;Q3;28;0;26;0;18;26;0,60;0,00;0,00;0;United Kingdom;Western Europe;"British Computer Society";"1996-2012";"Computer Science Applications (Q3); E-learning (Q3); Information Systems (Q3); Library and Information Sciences (Q3)";"Computer Science; Social Sciences"
134;19700170495;"LIBER Quarterly";journal;"14355205";"";Yes;Yes;0,235;Q3;23;18;67;425;34;53;0,57;23,61;50,00;3;Netherlands;Western Europe;"";"1999-2026";"Library and Information Sciences (Q3)";"Social Sciences"
135;4700152722;"Technical Services Quarterly";journal;"07317131";"Routledge";No;No;0,233;Q3;20;79;137;291;35;127;0,23;3,68;73,68;1;United States;Northern America;"Routledge";"1984-2026";"Computer Science Applications (Q3); Library and Information Sciences (Q3)";"Computer Science; Social Sciences"
136;11700154713;"Perspectivas em Ciencia da Informacao";journal;"19815344, 14139936";"Escola de Ciencia da Informacao da UFMG";Yes;Yes;0,232;Q3;14;80;149;2055;30;131;0,17;25,69;60,00;1;Brazil;Latin America;"Escola de Ciencia da Informacao da UFMG";"2008-2025";"Museology (Q2); Communication (Q3); Information Systems (Q3); Library and Information Sciences (Q3)";"Arts and Humanities; Computer Science; Social Sciences"
137;8300153137;"International Journal of Metadata, Semantics and Ontologies";journal;"1744263X, 17442621";"Inderscience Enterprises Ltd";No;No;0,227;Q3;23;33;76;998;61;73;0,86;30,24;29,27;0;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2006-2024";"Computer Science Applications (Q3); E-learning (Q3); Information Systems (Q3); Library and Information Sciences (Q3)";"Computer Science; Social Sciences"
138;15135;"Information Services and Use";journal;"01675265, 18758789";"SAGE Publications Ltd";No;No;0,225;Q3;28;41;95;289;43;88;0,18;7,05;47,66;0;United Kingdom;Western Europe;"SAGE Publications Ltd";"1981-2025";"Computer Science Applications (Q3); Library and Information Sciences (Q3); Information Systems (Q4)";"Computer Science; Social Sciences"
139;19700181431;"Journal of Decision Systems";journal;"21167052, 12460125";"Taylor and Francis Ltd.";No;No;0,223;-;42;29;68;940;56;63;0,79;32,41;34,85;1;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1992-2026";"Management Information Systems (Q3); Software (Q4)";"Business, Management and Accounting; Computer Science"
140;21100497148;"International Conference on Information Systems, ICIS 2012";conference and proceedings;"-";"";No;No;0,220;-;13;0;56;0;38;55;0,68;0,00;0,00;0;United States;Northern America;"";"";"Software";"Computer Science"
141;27984;"Fukushima Journal of Medical Sciences";journal;"00162590, 21854610";"Fukushima Society of Medical Science";No;No;0,219;-;23;38;56;0;39;54;0,63;0,00;13,71;5;Japan;Asiatic Region;"Fukushima Society of Medical Science";"1964-2026";"Medicine (miscellaneous) (Q3)";"Medicine"
142;14115;"Canadian Journal of Information and Library Science";journal;"19207239, 1195096X";"Canadian Association for Information Science";No;No;0,218;Q3;23;16;44;627;24;44;0,42;39,19;46,88;0;Canada;Northern America;"Canadian Association for Information Science";"1993-2022";"Library and Information Sciences (Q3); Information Systems (Q4)";"Computer Science; Social Sciences"
143;21100312401;"Revista Cubana de Informacion en Ciencias de la Salud";journal;"23072113";"Centro Nacional de Informacion de Ciencias Medicas";Yes;Yes;0,217;Q3;17;41;109;796;30;89;0,30;19,41;53,52;0;Cuba;Latin America;"Centro Nacional de Informacion de Ciencias Medicas";"2013-2026";"Health Policy (Q3); Library and Information Sciences (Q3); Health Information Management (Q4)";"Health Professions; Medicine; Social Sciences"
144;16552;"School Library Media Research";journal;"15234320";"American Library Association";Yes;No;0,213;Q3;0;0;0;0;0;0;0,00;0,00;0,00;0;United States;Northern America;"American Library Association";"2000-2014";"Media Technology (Q2); Library and Information Sciences (Q3)";"Engineering; Social Sciences"
145;6500153237;"Fontes Artis Musicae";journal;"00156191";"Music Library Association";No;No;0,208;Q3;7;85;29;539;7;28;0,33;6,34;35,90;0;United States;Northern America;"Music Library Association";"2002-2025";"Music (Q2); Library and Information Sciences (Q3)";"Arts and Humanities; Social Sciences"
146;23018;"Logos (The Netherlands)";journal;"18784712, 09579656";"Brill Academic Publishers";No;No;0,199;Q3;9;20;77;348;13;65;0,13;17,40;31,58;2;Netherlands;Western Europe;"Brill Academic Publishers";"1994, 1996-2025";"Literature and Literary Theory (Q1); Media Technology (Q2); Communication (Q3); Education (Q3); Library and Information Sciences (Q3); Computer Science Applications (Q4)";"Arts and Humanities; Computer Science; Engineering; Social Sciences"
147;12981;"Kybernetes";journal;"0368492X";"Emerald Publishing";No;No;0,194;-;65;97;392;3652;204;384;0,58;37,65;35,61;0;United Kingdom;Western Europe;"Emerald Publishing";"1972-2026";"Computer Science (miscellaneous) (Q3); Electrical and Electronic Engineering (Q3); Engineering (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q3); Artificial Intelligence (Q4); Control and Systems Engineering (Q4); Information Systems (Q4); Software (Q4); Theoretical Computer Science (Q4)";"Computer Science; Engineering; Mathematics; Social Sciences"
148;14013;"Library Journal";journal;"03630277";"Reed Business Information (Cahners)";No;No;0,193;Q3;24;300;520;0;62;140;0,11;0,00;63,33;0;United States;Northern America;"Reed Business Information (Cahners)";"1945-1947, 1972, 1978-1994, 1997-2016";"Library and Information Sciences (Q3)";"Social Sciences"
149;21100264301;"International Conference on Information Systems, ICIS 2012";conference and proceedings;"-";"";No;No;0,191;-;24;0;257;0;263;253;1,02;0,00;0,00;0;United States;Northern America;"";"";"Applied Mathematics; Computer Science Applications; Library and Information Sciences; Statistics, Probability and Uncertainty";"Computer Science; Decision Sciences; Mathematics; Social Sciences"
150;145600;"International Journal of Law and Information Technology";journal;"09670769, 14643693";"Oxford University Press";No;No;0,190;Q3;28;14;46;637;58;46;1,28;45,50;61,11;4;United Kingdom;Western Europe;"Oxford University Press";"1993-2026";"Law (Q3); Library and Information Sciences (Q3)";"Social Sciences"
151;144630;"Progress in Informatics";journal;"13498614, 13498606";"National Institute of Informatics";No;No;0,190;Q3;13;7;31;132;17;27;0,39;18,86;11,11;0;Japan;Asiatic Region;"National Institute of Informatics";"2005-2014";"Computer Science (miscellaneous) (Q3); Library and Information Sciences (Q3)";"Computer Science; Social Sciences"
152;14760;"Zeitschrift fur Bibliothekswesen und Bibliographie";journal;"18642950, 00442380";"Vittorio Klostermann";No;No;0,190;Q3;6;52;124;612;13;102;0,14;11,77;30,88;0;Germany;Western Europe;"Vittorio Klostermann";"1969, 1988-2025";"Library and Information Sciences (Q3)";"Social Sciences"
153;145258;"Informing Science";journal;"15214672, 15479684";"Informing Science Institute";Yes;No;0,188;Q3;30;2;14;119;16;14;0,80;59,50;20,00;0;United States;Northern America;"Informing Science Institute";"1997-2026";"Library and Information Sciences (Q3)";"Social Sciences"
154;19700180555;"Vjesnik Bibliotekara Hrvatske";journal;"05071925, 13346938";"Hrvatsko Knjiznicarsko Drustvo";Yes;Yes;0,187;Q3;8;37;145;799;13;134;0,10;21,59;86,96;0;Croatia;Eastern Europe;"Hrvatsko Knjiznicarsko Drustvo";"2009-2025";"Library and Information Sciences (Q3)";"Social Sciences"
155;4700152746;"Music Reference Services Quarterly";journal;"10588167, 15409503";"Routledge";No;No;0,186;Q3;11;20;67;189;9;62;0,13;9,45;57,14;1;United States;Northern America;"Routledge";"1992-1998, 2001-2002, 2004-2026";"Music (Q2); Library and Information Sciences (Q3)";"Arts and Humanities; Social Sciences"
156;21100222537;"Intelligent Systems Reference Library";book series;"18684394, 18684408";"Springer Science + Business Media";No;No;0,182;Q3;49;263;570;8744;221;513;0,44;33,25;29,62;7;United States;Northern America;"Springer Science + Business Media";"2009-2026";"Computer Science (miscellaneous) (Q3); Information Systems and Management (Q3); Library and Information Sciences (Q3)";"Computer Science; Decision Sciences; Social Sciences"
157;4700152781;"Community and Junior College Libraries";journal;"02763915, 15452522";"Routledge";No;No;0,180;Q3;12;9;46;186;12;43;0,29;20,67;64,29;1;United States;Northern America;"Routledge";"1982-1989, 1991, 1995, 1999-2017";"Library and Information Sciences (Q3); Education (Q4); E-learning (Q4)";"Social Sciences"
158;21100791249;"Pakistan Journal of Information Management and Libraries";journal;"24097462";"University of the Punjab";Yes;No;0,180;Q3;13;6;31;208;9;26;0,29;34,67;46,15;0;Pakistan;Asiatic Region;"University of the Punjab";"2014-2024";"Library and Information Sciences (Q3); Computer Science Applications (Q4)";"Computer Science; Social Sciences"
159;21100264483;"Cuadernos.info";journal;"0719367X, 07193661";"Pontificia Universidad Catolica de Chile";Yes;Yes;0,178;Q3;20;30;26;956;7;26;0,27;31,87;50,94;2;Chile;Latin America;"Pontificia Universidad Catolica de Chile";"2013-2025";"Communication (Q3); Library and Information Sciences (Q3)";"Social Sciences"
160;21100241768;"Preservation, Digital Technology and Culture";journal;"21952965, 21952957";"De Gruyter Saur";No;No;0,177;Q3;15;3;22;75;3;15;0,14;25,00;50,00;0;Germany;Western Europe;"De Gruyter Saur";"2013-2026";"Conservation (Q2); Library and Information Sciences (Q3); Computer Science Applications (Q4)";"Arts and Humanities; Computer Science; Social Sciences"
161;21100205109;"Scire";journal;"11353716";"Facultad de Filosofia y Letras - Universidad de Zaragoza";Yes;No;0,176;Q3;7;36;62;692;12;60;0,14;19,22;27,54;0;Spain;Western Europe;"Facultad de Filosofia y Letras - Universidad de Zaragoza";"2011-2024";"Communication (Q3); Library and Information Sciences (Q3)";"Social Sciences"
162;144748;"Journal of Information and Computational Science";journal;"15487741";"Binary Information Press";No;No;0,169;Q3;28;677;1717;9950;564;1717;0,32;14,70;37,57;0;United States;Northern America;"Binary Information Press";"2004-2015";"Library and Information Sciences (Q3); Computational Theory and Mathematics (Q4); Computer Graphics and Computer-Aided Design (Q4); Information Systems (Q4)";"Computer Science; Social Sciences"
163;17500155021;"Grey Journal";journal;"1574180X, 15741796";"GreyNet";No;No;0,168;Q3;8;22;54;332;11;47;0,24;15,09;43,40;0;Netherlands;Western Europe;"GreyNet";"2009-2020, 2022-2024";"Library and Information Sciences (Q3)";"Social Sciences"
164;21100220377;"Advances in Classification Research Online";conference and proceedings;"23249773";"";No;No;0,168;-;9;19;35;334;8;33;0,23;17,58;44,44;1;United States;Northern America;"";"";"Applied Mathematics; Computer Science Applications; Library and Information Sciences; Statistics, Probability and Uncertainty";"Computer Science; Decision Sciences; Mathematics; Social Sciences"
165;12810;"Journal of Information Ethics";journal;"10619321";"McFarland and Company, Inc";No;No;0,167;Q3;13;10;64;248;13;53;0,16;24,80;18,18;0;United States;Northern America;"McFarland and Company, Inc";"1992, 1994, 1996-2019, 2021-2025";"Philosophy (Q2); Library and Information Sciences (Q3)";"Arts and Humanities; Social Sciences"
166;19470;"Information Resources Management Journal";journal;"15337979, 10401628";"IGI Publishing";No;No;0,164;Q3;49;19;56;682;46;55;0,78;35,89;45,10;1;United States;Northern America;"IGI Publishing";"1988-2026";"Business and International Management (Q3); Library and Information Sciences (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Social Sciences"
167;4700152745;"Library and Archival Security";journal;"01960075, 15409511";"Routledge";No;No;0,164;Q3;0;0;0;0;0;0;0,00;0,00;0,00;0;United States;Northern America;"Routledge";"1978-1991, 1993-2001, 2003-2013";"Law (Q3); Library and Information Sciences (Q3); Safety Research (Q3)";"Social Sciences"
168;19900195027;"International Journal of the Book";journal;"14479567, 14479516";"Common Ground Research Networks";No;No;0,163;Q3;0;0;0;0;0;0;0,00;0,00;0,00;0;United States;Northern America;"Common Ground Research Networks";"2011-2019";"Literature and Literary Theory (Q1); History (Q2); Communication (Q3); Library and Information Sciences (Q3)";"Arts and Humanities; Social Sciences"
169;21100292877;"International Conference on Information Systems (ICIS 2013): Reshaping Society Through Information Systems Design";conference and proceedings;"-";"";No;No;0,160;-;17;0;199;0;122;196;0,61;0,00;0,00;0;United States;Northern America;"";"";"Applied Mathematics; Computer Science Applications; Library and Information Sciences; Statistics, Probability and Uncertainty";"Computer Science; Decision Sciences; Mathematics; Social Sciences"
170;19400157009;"Investigacion Bibliotecologica";journal;"0187358X, 24488321";"Universidad Nacional Autonoma de Mexico";Yes;Yes;0,158;Q3;16;31;81;770;17;77;0,20;24,84;46,81;3;Mexico;Latin America;"Universidad Nacional Autonoma de Mexico";"2001, 2008-2025";"Library and Information Sciences (Q3)";"Social Sciences"
