Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2001);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
11;15394;"D-Lib Magazine";journal;"10829873";"Corporation for National Research Initiatives";Yes;No;1,274;Q1;60;191;302;661;323;214;1,13;3,46;32,17;9;United States;Northern America;"Corporation for National Research Initiatives";"1996-2017";"Library and Information Sciences (Q1)";"Social Sciences"
12;28040;"International Journal of Geographical Information Science";journal;"13658816, 13658824";"Taylor and Francis Ltd.";No;No;1,259;Q1;149;44;137;1463;243;133;1,69;33,25;11,69;16;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1997-2026";"Geography, Planning and Development (Q1); Information Systems (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
13;62702;"Proceedings of the ACM International Conference on Digital Libraries";conference and proceedings;"-";"";No;No;1,246;-;52;105;118;1189;221;116;2,24;11,32;30,66;9;United States;Northern America;"";"";"Computer Science Applications; Information Systems; Library and Information Sciences; Software";"Computer Science; Social Sciences"
14;98245;"Library Resources and Technical Services";journal;"00242527";"American Library Association";Yes;No;1,212;Q1;26;13;58;390;58;58;0,90;30,00;64,00;0;United States;Northern America;"American Library Association";"1978-1979, 1981-1984, 1988-2025";"Information Systems (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
15;15133;"Information Retrieval Journal";journal;"13864564, 15737659";"Springer Science and Business Media B.V.";No;No;1,054;Q1;0;0;0;0;0;0;0,00;0,00;0,00;0;Netherlands;Western Europe;"Springer Science and Business Media B.V.";"1999-2023";"Information Systems (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
16;14066;"Library Trends";journal;"15590682, 00242594";"Johns Hopkins University Press";No;No;0,798;Q1;57;61;108;1590;136;108;1,11;26,07;50,65;0;United States;Northern America;"Johns Hopkins University Press";"1980-2026";"Library and Information Sciences (Q1)";"Social Sciences"
17;130080;"Journal of Chemical Information and Modeling";journal;"1549960X, 15499596";"American Chemical Society";No;No;0,683;Q1;219;196;444;6177;1329;444;3,11;31,52;19,63;22;United States;Northern America;"American Chemical Society";"2005-2026";"Chemical Engineering (miscellaneous) (Q1); Library and Information Sciences (Q1); Chemistry (miscellaneous) (Q2); Computer Science Applications (Q2)";"Chemical Engineering; Chemistry; Computer Science; Social Sciences"
18;12813;"Journal of Information Science";journal;"01655515, 17416485";"SAGE Publications Ltd";No;No;0,643;Q1;86;49;148;1028;117;145;0,86;20,98;29,09;6;United Kingdom;Western Europe;"SAGE Publications Ltd";"1979-2026";"Library and Information Sciences (Q1); Information Systems (Q2)";"Computer Science; Social Sciences"
19;12085;"American Archivist";journal;"03609081";"Society of American Archivists";No;No;0,635;Q1;37;16;58;571;41;53;0,74;35,69;47,83;1;United States;Northern America;"Society of American Archivists";"1938-2025";"Arts and Humanities (miscellaneous) (Q1); Library and Information Sciences (Q1)";"Arts and Humanities; Social Sciences"
20;24222;"Scientometrics";journal;"15882861, 01389130";"Springer Nature";No;No;0,610;Q1;167;91;260;2046;215;259;0,78;22,48;28,47;0;Switzerland;Western Europe;"Springer Nature";"1978-2026";"Library and Information Sciences (Q1); Social Sciences (miscellaneous) (Q1); Computer Science Applications (Q2)";"Computer Science; Social Sciences"
21;25547;"Interacting with Computers";journal;"18737951, 09535438";"Oxford University Press";No;No;0,574;-;100;23;119;742;121;113;0,92;32,26;23,08;0;United Kingdom;Western Europe;"Oxford University Press";"1989-2026";"Human-Computer Interaction (Q2); Software (Q2)";"Computer Science"
22;20870;"Telecommunications Policy";journal;"03085961";"Elsevier Ltd";No;No;0,561;-;101;46;160;1080;108;153;0,71;23,48;27,78;0;United Kingdom;Western Europe;"Elsevier Ltd";"1976-2026";"Electrical and Electronic Engineering (Q2); Human Factors and Ergonomics (Q2); Information Systems (Q2)";"Computer Science; Engineering; Social Sciences"
23;16034;"Research Strategies";journal;"07343310";"Pergamon Press Ltd.";No;No;0,548;Q1;26;30;51;359;39;51;0,63;11,97;79,63;1;United Kingdom;Western Europe;"Pergamon Press Ltd.";"1997-1998, 2000-2001, 2003-2005";"Library and Information Sciences (Q1); Education (Q2)";"Social Sciences"
24;15416;"Computers in Libraries";trade journal;"10417915";"Information Today";No;No;0,535;Q1;20;95;60;42;43;60;0,71;0,44;56,67;0;United States;Northern America;"Information Today";"1996-2026";"Library and Information Sciences (Q1); Computer Science (miscellaneous) (Q2)";"Computer Science; Social Sciences"
25;31428;"Proceedings of the ASIST Annual Meeting";journal;"15508390";"John Wiley and Sons Inc";No;No;0,527;Q1;50;60;169;1186;117;169;0,62;19,77;38,83;0;United States;Northern America;"John Wiley and Sons Inc";"1979-1987, 1992, 1996-2014";"Library and Information Sciences (Q1); Information Systems (Q2)";"Computer Science; Social Sciences"
26;13992;"Library Collections, Acquisition and Technical Services";journal;"14649055, 18731821";"Taylor and Francis Ltd.";No;No;0,498;Q1;24;31;52;503;19;52;0,37;16,23;65,85;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1980-1997, 1999-2015, 2017";"Library and Information Sciences (Q1); Information Systems (Q2)";"Computer Science; Social Sciences"
27;22315;"Personal and Ubiquitous Computing";journal;"16174909, 16174917";"Springer London";No;No;0,498;-;106;37;83;569;48;79;0,77;15,38;26,92;6;United Kingdom;Western Europe;"Springer London";"1997-2026";"Computer Science Applications (Q2); Hardware and Architecture (Q2); Management Science and Operations Research (Q3)";"Computer Science; Decision Sciences"
28;4700152770;"Cataloging and Classification Quarterly";journal;"15444554, 01639374";"Routledge";No;No;0,494;Q1;31;46;175;558;67;171;0,47;12,13;53,66;0;United States;Northern America;"Routledge";"1981-2026";"Library and Information Sciences (Q1)";"Social Sciences"
29;23776;"Archivaria";journal;"03186954";"Association of Canadian Archivists";No;No;0,474;Q1;35;18;50;1130;43;46;0,94;62,78;52,94;0;Canada;Northern America;"Association of Canadian Archivists";"1980, 1989-1990, 1996-2025";"Library and Information Sciences (Q1)";"Social Sciences"
30;17857;"Journal of the Medical Library Association";journal;"15365050, 15589439";"Medical Library Association";Yes;Yes;0,469;Q1;82;51;201;884;123;179;0,59;17,33;59,57;0;United States;Northern America;"Medical Library Association";"1999, 2001-2026";"Library and Information Sciences (Q1); Medicine (miscellaneous) (Q1); Health Informatics (Q2)";"Medicine; Social Sciences"
31;22510;"Learned Publishing";journal;"09531513, 17414857";"Wiley-Blackwell";No;No;0,463;-;52;31;70;369;34;70;0,67;11,90;28,21;7;United States;Northern America;"Wiley-Blackwell";"1996-2026";"Communication (Q2)";"Social Sciences"
32;12124;"Annual Review of Information Science and Technology";book series;"00664200";"Information Today";No;No;0,454;Q1;64;0;25;0;15;25;0,12;0,00;0,00;0;United States;Northern America;"Information Today";"1981-1982, 1987, 1996-2000, 2002-2011";"Library and Information Sciences (Q1); Information Systems (Q2)";"Computer Science; Social Sciences"
33;144671;"Reference Services Review";journal;"00907324";"Emerald Group Publishing Ltd.";No;No;0,454;Q1;46;36;100;842;71;100;0,67;23,39;63,46;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1973-2026";"E-learning (Q1); Library and Information Sciences (Q1)";"Social Sciences"
34;13971;"Library and Information Science Research";journal;"07408188";"Elsevier B.V.";Yes;No;0,451;Q1;74;21;59;638;48;56;0,86;30,38;70,97;0;United Kingdom;Western Europe;"Elsevier B.V.";"1987-2026";"Library and Information Sciences (Q1); Information Systems (Q2)";"Computer Science; Social Sciences"
35;23842;"Journal of Classification";journal;"01764268, 14321343";"Springer New York";No;No;0,426;Q1;51;10;42;330;29;42;0,79;33,00;16,67;1;United States;Northern America;"Springer New York";"1984-2026";"Library and Information Sciences (Q1); Psychology (miscellaneous) (Q2); Mathematics (miscellaneous) (Q3); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Mathematics; Psychology; Social Sciences"
36;29745;"Information and Organization";journal;"14717727";"Elsevier Ltd";No;No;0,424;Q1;83;11;37;607;42;35;1,50;55,18;28,57;0;United Kingdom;Western Europe;"Elsevier Ltd";"1996-1997, 2001-2026";"Library and Information Sciences (Q1); Management Information Systems (Q2); Management of Technology and Innovation (Q2); Organizational Behavior and Human Resource Management (Q2); Information Systems (Q3)";"Business, Management and Accounting; Computer Science; Social Sciences"
37;15420;"Electronic Library";journal;"02640473";"Emerald Group Publishing Ltd.";No;No;0,421;Q1;53;98;170;535;65;170;0,44;5,46;60,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1983-2026";"Library and Information Sciences (Q1); Computer Science Applications (Q3)";"Computer Science; Social Sciences"
38;15631;"International Journal of Information Management";journal;"02684012";"Elsevier Ltd";No;No;0,416;Q1;215;32;95;1056;91;95;0,89;33,00;26,67;0;United Kingdom;Western Europe;"Elsevier Ltd";"1970, 1986-2026";"Library and Information Sciences (Q1); Computer Networks and Communications (Q2); Information Systems (Q3)";"Computer Science; Social Sciences"
39;13360;"Knowledge Organization (discontinued)";journal;"09437444";"International Society for Knowledge Organization";No;No;0,415;Q1;37;13;29;239;23;29;0,71;18,38;36,36;0;Germany;Western Europe;"International Society for Knowledge Organization";"1993-2024";"Library and Information Sciences (Q1)";"Social Sciences"
40;14239;"College and Research Libraries News";journal;"21506698, 00990086";"Association of College and Research Libraries";No;No;0,413;Q2;30;33;60;144;28;57;0,42;4,36;71,43;0;United States;Northern America;"Association of College and Research Libraries";"1986-1988, 1990-2026";"Education (Q2); Library and Information Sciences (Q2)";"Social Sciences"
41;15916;"Journal of Health Communication";journal;"10810730, 10870415";"Taylor and Francis Ltd.";No;No;0,406;Q2;120;22;99;755;63;75;0,66;34,32;65,45;15;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1996-2026";"Communication (Q2); Health (social science) (Q2); Library and Information Sciences (Q2); Public Health, Environmental and Occupational Health (Q2)";"Medicine; Social Sciences"
42;15074;"European Journal of Information Systems";journal;"0960085X, 14769344";"Taylor and Francis Ltd.";No;No;0,375;Q2;151;21;84;857;73;79;0,81;40,81;14,71;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1995-2026";"Library and Information Sciences (Q2); Information Systems (Q3)";"Computer Science; Social Sciences"
43;13316;"Journal of Librarianship and Information Science";journal;"09610006, 17416477";"SAGE Publications Ltd";No;No;0,371;Q2;45;21;68;409;24;56;0,33;19,48;57,14;1;United Kingdom;Western Europe;"SAGE Publications Ltd";"1969-2026";"Library and Information Sciences (Q2)";"Social Sciences"
44;4100151517;"Advances in Librarianship";book series;"00652830";"Emerald Group Publishing Ltd.";No;No;0,370;Q2;13;11;10;737;2;9;0,20;67,00;50,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2000-2002, 2004-2006, 2008, 2010-2021, 2024-2026";"Library and Information Sciences (Q2)";"Social Sciences"
45;15386;"Online Information Review";journal;"14684527, 14684535";"Emerald Publishing";No;No;0,370;Q2;85;141;113;442;40;113;0,52;3,13;52,17;3;United Kingdom;Western Europe;"Emerald Publishing";"1980-1995, 1997, 1999-2026";"Library and Information Sciences (Q2); Computer Science Applications (Q3); Information Systems (Q3)";"Computer Science; Social Sciences"
46;16611;"Serials Review";journal;"00987913";"Taylor and Francis Ltd.";No;No;0,349;Q2;28;59;226;271;46;225;0,27;4,59;73,33;1;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1973, 1975-2025";"Library and Information Sciences (Q2)";"Social Sciences"
47;15681;"Journal of Digital Information";journal;"13687506";"British Computer Society";No;No;0,348;Q2;28;10;17;231;16;16;0,93;23,10;38,46;0;United Kingdom;Western Europe;"British Computer Society";"1996-2012";"E-learning (Q1); Library and Information Sciences (Q2); Computer Science Applications (Q3); Information Systems (Q3)";"Computer Science; Social Sciences"
48;15442;"Information Systems Management";journal;"10580530";"Taylor and Francis Ltd.";No;No;0,344;Q2;77;46;156;357;78;144;0,60;7,76;25,00;5;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1992-2026";"Library and Information Sciences (Q2); Computer Science Applications (Q3); Information Systems (Q3)";"Computer Science; Social Sciences"
49;16610;"Serials Librarian";journal;"15411095, 0361526X";"Routledge";No;No;0,344;Q2;22;80;246;1246;68;246;0,24;15,58;67,76;0;United States;Northern America;"Routledge";"1977-2026";"Library and Information Sciences (Q2)";"Social Sciences"
50;144908;"Library Hi Tech";journal;"07378831";"Emerald Group Publishing Ltd.";No;No;0,326;Q2;59;52;118;528;29;118;0,29;10,15;30,19;1;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1983-2025";"Library and Information Sciences (Q2); Information Systems (Q3)";"Computer Science; Social Sciences"
51;14060;"Library Quarterly";journal;"00242519, 1549652X";"University of Chicago Press";No;No;0,326;Q2;50;15;37;844;19;37;0,64;56,27;33,33;1;United States;Northern America;"University of Chicago Press";"1946-1947, 1951, 1958, 1979, 1981, 1988-2026";"Library and Information Sciences (Q2)";"Social Sciences"
52;15511;"Program";journal;"00330337";"Emerald Group Publishing Ltd.";No;No;0,325;Q2;0;0;0;0;0;0;0,00;0,00;0,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1907, 1968-2017";"Library and Information Sciences (Q2); Information Systems (Q3)";"Computer Science; Social Sciences"
53;21100374356;"Aslib Journal of Information Management";journal;"20503806, 20503814";"Emerald Group Publishing Ltd.";No;No;0,321;Q2;58;42;112;882;51;112;0,58;21,00;36,54;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2014-2026";"Library and Information Sciences (Q2); Information Systems (Q3)";"Computer Science; Social Sciences"
54;21100801727;"Digital Library Perspectives";journal;"20595816, 20595824";"Emerald Publishing";No;No;0,313;Q2;30;19;40;196;13;40;0,48;10,32;31,58;0;United Kingdom;Western Europe;"Emerald Publishing";"2016-2026";"Education (Q2); Library and Information Sciences (Q2); Information Systems (Q3)";"Computer Science; Social Sciences"
55;145200;"International Journal on Digital Libraries";journal;"14325012, 14321300";"Springer Verlag";No;No;0,303;Q2;42;0;50;0;30;48;0,43;0,00;0,00;0;Germany;Western Europe;"Springer Verlag";"1997-1998, 2000, 2004-2010, 2012-2026";"Library and Information Sciences (Q2)";"Social Sciences"
56;29335;"Education for Information";journal;"18758649, 01678329";"SAGE Publications Ltd";No;No;0,298;Q2;24;20;59;461;16;58;0,28;23,05;47,83;0;United Kingdom;Western Europe;"SAGE Publications Ltd";"1983-2025";"Education (Q2); Library and Information Sciences (Q2); Information Systems (Q3)";"Computer Science; Social Sciences"
57;19470;"Information Resources Management Journal";journal;"15337979, 10401628";"IGI Publishing";No;No;0,296;Q2;49;16;46;727;29;46;0,55;45,44;32,26;3;United States;Northern America;"IGI Publishing";"1988-2026";"Business and International Management (Q2); Library and Information Sciences (Q2); Strategy and Management (Q3)";"Business, Management and Accounting; Social Sciences"
58;6400153106;"Information Development";journal;"17416469, 02666669";"SAGE Publications Ltd";No;No;0,289;Q2;48;35;101;294;12;74;0,12;8,40;53,13;2;United Kingdom;Western Europe;"SAGE Publications Ltd";"1985-2026";"Library and Information Sciences (Q2)";"Social Sciences"
59;4700152795;"Journal of Library Administration";journal;"01930826, 15403564";"Routledge";No;No;0,288;Q2;36;115;177;1267;37;170;0,23;11,02;53,15;0;United States;Northern America;"Routledge";"1980-2026";"Library and Information Sciences (Q2); Public Administration (Q3)";"Social Sciences"
60;4700152722;"Technical Services Quarterly";journal;"07317131";"Routledge";No;No;0,288;Q2;20;12;48;99;14;48;0,39;8,25;58,82;0;United States;Northern America;"Routledge";"1984-2026";"Library and Information Sciences (Q2); Computer Science Applications (Q3)";"Computer Science; Social Sciences"
61;7600153106;"Malaysian Journal of Library and Information Science";journal;"13946234";"Faculty of Computer Science and Information Technology";No;No;0,279;Q2;31;14;42;346;8;42;0,21;24,71;45,00;0;Malaysia;Asiatic Region;"Faculty of Computer Science and Information Technology";"1996-2025";"Library and Information Sciences (Q2)";"Social Sciences"
62;18916;"Social Science Computer Review";journal;"15528286, 08944393";"SAGE Publications Inc.";No;No;0,279;Q2;104;42;127;764;74;117;0,63;18,19;18,18;14;United States;Northern America;"SAGE Publications Inc.";"1983-2026";"Law (Q1); Library and Information Sciences (Q2); Social Sciences (miscellaneous) (Q2); Computer Science Applications (Q3)";"Computer Science; Social Sciences"
63;16568;"Science and Technology Libraries";journal;"0194262X, 15411109";"Routledge";No;No;0,278;Q2;27;78;67;1337;27;62;0,37;17,14;65,33;0;United States;Northern America;"Routledge";"1980-2008, 2010-2026";"Library and Information Sciences (Q2)";"Social Sciences"
64;144645;"Library Review";journal;"00242535";"Emerald Group Publishing Ltd.";No;No;0,276;Q2;0;0;0;0;0;0;0,00;0,00;0,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1927-2017";"Library and Information Sciences (Q2)";"Social Sciences"
65;12101;"Bulletin of the American Society for Information Science / ASIS";trade journal;"00954403";"American Society for Information Science &amp; Technology";No;No;0,272;Q2;13;0;108;0;32;103;0,31;0,00;0,00;0;United States;Northern America;"American Society for Information Science &amp; Technology";"1974, 1978-1979, 1982-1989, 1994-2000";"Library and Information Sciences (Q2)";"Social Sciences"
66;25991;"Social Science Information";journal;"05390184, 14617412";"SAGE Publications Ltd";No;No;0,270;Q2;51;26;94;1364;32;92;0,30;52,46;35,48;3;United Kingdom;Western Europe;"SAGE Publications Ltd";"1962-2026";"Library and Information Sciences (Q2); Social Sciences (miscellaneous) (Q2)";"Social Sciences"
67;4700152782;"College and Undergraduate Libraries";journal;"10691316, 15452530";"Routledge";No;No;0,265;Q2;26;18;70;275;15;66;0,29;15,28;50,00;0;United States;Northern America;"Routledge";"1994-2004, 2006-2026";"E-learning (Q2); Library and Information Sciences (Q2); Education (Q3)";"Social Sciences"
68;12815;"Journal of Information Technology";journal;"14664437, 02683962";"Palgrave Macmillan Ltd.";No;No;0,261;Q2;102;25;120;1082;58;110;0,49;43,28;29,41;1;United Kingdom;Western Europe;"Palgrave Macmillan Ltd.";"1987-2026";"Library and Information Sciences (Q2); Information Systems (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Computer Science; Social Sciences"
69;12690;"Information Research";journal;"13681613";"University of Boras";Yes;Yes;0,255;Q2;61;47;62;1121;20;56;0,32;23,85;64,58;0;Sweden;Western Europe;"University of Boras";"1996-2026";"Library and Information Sciences (Q2)";"Social Sciences"
70;144644;"Library Management";journal;"01435124";"Emerald Group Publishing Ltd.";No;No;0,253;Q2;43;51;140;768;50;140;0,52;15,06;46,77;2;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1979-2025";"Library and Information Sciences (Q2)";"Social Sciences"
71;145290;"Bottom Line";journal;"0888045X";"Emerald Group Publishing Ltd.";No;No;0,246;Q2;33;42;87;234;15;79;0,14;5,57;42,11;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1988-2026";"Business, Management and Accounting (miscellaneous) (Q2); Library and Information Sciences (Q2)";"Business, Management and Accounting; Social Sciences"
72;14721;"Medical Reference Services Quarterly";journal;"02763869, 15409597";"Routledge";No;No;0,243;Q2;31;31;101;236;30;88;0,18;7,61;73,91;0;United States;Northern America;"Routledge";"1982-2026";"Library and Information Sciences (Q2); Health Informatics (Q3)";"Medicine; Social Sciences"
73;19700182685;"Journal of Library Metadata";journal;"19375034, 19386389";"Taylor and Francis Ltd.";No;No;0,242;Q3;19;28;58;418;25;45;0,46;14,93;34,88;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2008-2026";"E-learning (Q2); Library and Information Sciences (Q3)";"Social Sciences"
74;22894;"Research Evaluation";journal;"09582029, 14715449";"Oxford University Press";No;No;0,240;Q3;70;19;64;366;24;64;0,41;19,26;40,00;13;United Kingdom;Western Europe;"Oxford University Press";"1991-1996, 1998-2026";"Education (Q3); Library and Information Sciences (Q3)";"Social Sciences"
75;16800154717;"IFLA Journal";journal;"03400352, 17452651";"SAGE Publications Ltd";No;No;0,238;Q3;31;38;106;529;24;104;0,25;13,92;41,46;1;United Kingdom;Western Europe;"SAGE Publications Ltd";"1975-2026";"Library and Information Sciences (Q3)";"Social Sciences"
76;4700152758;"Reference Librarian";journal;"02763877, 15411117";"Routledge";No;No;0,235;Q3;27;88;106;1613;22;105;0,22;18,33;68,91;0;United States;Northern America;"Routledge";"1982-2025";"Library and Information Sciences (Q3)";"Social Sciences"
77;130132;"Information Technology and People";journal;"09593845";"Emerald Group Publishing Ltd.";No;No;0,233;Q3;92;26;68;846;35;67;0,63;32,54;31,91;8;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1990, 1992, 1994-2026";"Computer Science Applications (Q3); Information Systems (Q3); Library and Information Sciences (Q3)";"Computer Science; Social Sciences"
78;2600147402;"Ethics and Information Technology";journal;"13881957, 15728439";"Springer Science and Business Media B.V.";No;No;0,230;Q3;87;32;55;824;19;47;0,35;25,75;14,81;0;Netherlands;Western Europe;"Springer Science and Business Media B.V.";"1999-2026";"Computer Science Applications (Q3); Library and Information Sciences (Q3)";"Computer Science; Social Sciences"
79;144818;"Collection Building";journal;"01604953, 20545592";"Emerald Publishing";No;No;0,224;Q3;0;0;0;0;0;0;0,00;0,00;0,00;0;United Kingdom;Western Europe;"Emerald Publishing";"1978-2018";"Library and Information Sciences (Q3)";"Social Sciences"
80;21100805777;"Information and Learning Science";journal;"23985356, 23985348";"Emerald Publishing";No;No;0,223;Q3;43;46;98;493;21;98;0,32;10,72;58,33;1;United Kingdom;Western Europe;"Emerald Publishing";"2017-2026";"Computer Science Applications (Q3); Education (Q3); Library and Information Sciences (Q3)";"Computer Science; Social Sciences"
81;19700187503;"Australian Academic and Research Libraries";journal;"00048623, 1839471X";"Australian Library and Information Association";No;No;0,222;Q3;36;26;71;360;16;71;0,30;13,85;74,36;2;Australia;Pacific Region;"Australian Library and Information Association";"1955, 1988-2016";"Library and Information Sciences (Q3)";"Social Sciences"
82;13399;"Law Library Journal";journal;"00239283";"American Association of Law Libraries";No;No;0,221;Q3;20;51;47;1095;18;47;0,35;21,47;56,52;0;United States;Northern America;"American Association of Law Libraries";"1978, 1987-2025";"Law (Q2); Library and Information Sciences (Q3)";"Social Sciences"
83;12492;"Journal of Information Science and Engineering";journal;"10162364";"Institute of Information Science";No;No;0,216;Q3;44;58;141;1061;45;141;0,26;18,29;33,33;0;Taiwan;Asiatic Region;"Institute of Information Science";"1993-1994, 1996-2026";"Hardware and Architecture (Q3); Human-Computer Interaction (Q3); Library and Information Sciences (Q3); Software (Q3); Computational Theory and Mathematics (Q4)";"Computer Science; Social Sciences"
84;145663;"Language Resources and Evaluation";journal;"1574020X, 15740218";"Springer Science and Business Media B.V.";No;No;0,213;Q3;70;45;162;1198;64;162;0,33;26,62;12,73;0;Netherlands;Western Europe;"Springer Science and Business Media B.V.";"1996-2002, 2005-2026";"Linguistics and Language (Q2); Education (Q3); Library and Information Sciences (Q3)";"Social Sciences"
85;145510;"Libri";journal;"18658423, 00242667";"De Gruyter Saur";Yes;Yes;0,207;Q3;33;23;83;520;24;83;0,18;22,61;22,86;0;Germany;Western Europe;"De Gruyter Saur";"1950, 1953-1956, 1958-2026";"Library and Information Sciences (Q3)";"Social Sciences"
86;12981;"Kybernetes";journal;"0368492X";"Emerald Publishing";No;No;0,201;-;65;132;481;1801;62;452;0,15;13,64;16,82;1;United Kingdom;Western Europe;"Emerald Publishing";"1972-2026";"Engineering (miscellaneous) (Q2); Computer Science (miscellaneous) (Q3); Control and Systems Engineering (Q3); Electrical and Electronic Engineering (Q3); Social Sciences (miscellaneous) (Q3); Software (Q3); Artificial Intelligence (Q4); Information Systems (Q4); Theoretical Computer Science (Q4)";"Computer Science; Engineering; Mathematics; Social Sciences"
87;21100829144;"Journal of the Australian Library and Information Association";journal;"24750158, 24750166";"Taylor and Francis Ltd.";No;No;0,200;Q3;32;32;85;417;16;69;0,26;13,03;57,14;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2017-2026";"Library and Information Sciences (Q3)";"Social Sciences"
