Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (1999);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
87;4700152768;"EContent";trade journal;"15252531";"Online Inc.";No;No;0,158;Q3;10;20;0;6;0;0;0,00;0,30;47,37;0;United States;Northern America;"Online Inc.";"1999-2019";"Library and Information Sciences (Q3); Information Systems (Q4)";"Computer Science; Social Sciences"
88;13360;"Knowledge Organization (discontinued)";journal;"09437444";"International Society for Knowledge Organization";No;No;0,155;Q3;37;10;36;168;9;36;0,36;16,80;46,67;0;Germany;Western Europe;"International Society for Knowledge Organization";"1993-2024";"Library and Information Sciences (Q3)";"Social Sciences"
89;15135;"Information Services and Use";journal;"01675265, 18758789";"SAGE Publications Ltd";No;No;0,154;Q3;28;12;83;158;9;83;0,16;13,17;38,46;0;United Kingdom;Western Europe;"SAGE Publications Ltd";"1981-2025";"Library and Information Sciences (Q3); Computer Science Applications (Q4); Information Systems (Q4)";"Computer Science; Social Sciences"
90;19700182685;"Journal of Library Metadata";journal;"19375034, 19386389";"Taylor and Francis Ltd.";No;No;0,150;Q3;19;17;20;238;5;20;0,25;14,00;44,44;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2008-2026";"E-learning (Q3); Library and Information Sciences (Q3)";"Social Sciences"
91;29335;"Education for Information";journal;"18758649, 01678329";"SAGE Publications Ltd";No;No;0,143;Q3;24;20;84;296;17;84;0,11;14,80;46,67;0;United Kingdom;Western Europe;"SAGE Publications Ltd";"1983-2025";"Library and Information Sciences (Q3); Education (Q4); Information Systems (Q4)";"Computer Science; Social Sciences"
92;145258;"Informing Science";journal;"15214672, 15479684";"Informing Science Institute";Yes;No;0,143;Q3;30;11;8;290;3;8;0,38;26,36;43,75;0;United States;Northern America;"Informing Science Institute";"1997-2026";"Library and Information Sciences (Q3)";"Social Sciences"
93;23776;"Archivaria";journal;"03186954";"Association of Canadian Archivists";No;No;0,140;Q3;35;15;58;595;12;35;0,23;39,67;45,00;0;Canada;Northern America;"Association of Canadian Archivists";"1980, 1989-1990, 1996-2025";"Library and Information Sciences (Q3)";"Social Sciences"
94;14773;"Information-Wissenschaft und Praxis";journal;"14344653, 16194292";"De Gruyter Saur";No;No;0,140;Q3;10;22;32;305;3;32;0,09;13,86;44,44;0;Germany;Western Europe;"De Gruyter Saur";"1997-2026";"Library and Information Sciences (Q3); Information Systems (Q4)";"Computer Science; Social Sciences"
95;144979;"Records Management Journal";journal;"09565698";"Emerald Group Publishing Ltd.";No;No;0,140;Q3;30;13;45;259;14;45;0,28;19,92;83,33;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1989-1991, 1994-2026";"Library and Information Sciences (Q3); Management Information Systems (Q3)";"Business, Management and Accounting; Social Sciences"
96;12749;"International Information and Library Review";journal;"10959297, 10572317";"Taylor and Francis Ltd.";No;No;0,139;Q3;34;22;157;632;13;154;0,04;28,73;23,53;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1992-2026";"E-learning (Q3); Library and Information Sciences (Q3)";"Social Sciences"
97;25991;"Social Science Information";journal;"05390184, 14617412";"SAGE Publications Ltd";No;No;0,136;Q3;51;26;105;1134;22;102;0,19;43,62;33,33;5;United Kingdom;Western Europe;"SAGE Publications Ltd";"1962-2026";"Library and Information Sciences (Q3); Social Sciences (miscellaneous) (Q3)";"Social Sciences"
98;18735;"Accountability in Research";journal;"15455815, 08989621";"Taylor and Francis Ltd.";No;No;0,130;Q3;43;32;45;1006;11;44;0,15;31,44;32,35;10;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1989-2026";"Library and Information Sciences (Q3); Medicine (miscellaneous) (Q3); Education (Q4)";"Medicine; Social Sciences"
99;21100829144;"Journal of the Australian Library and Information Association";journal;"24750158, 24750166";"Taylor and Francis Ltd.";No;No;0,129;Q3;32;27;101;291;11;60;0,11;10,78;38,46;2;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2017-2026";"Library and Information Sciences (Q3)";"Social Sciences"
100;6400153106;"Information Development";journal;"17416469, 02666669";"SAGE Publications Ltd";No;No;0,125;Q3;48;35;106;343;8;75;0,08;9,80;48,00;0;United Kingdom;Western Europe;"SAGE Publications Ltd";"1985-2026";"Library and Information Sciences (Q3)";"Social Sciences"
101;12492;"Journal of Information Science and Engineering";journal;"10162364";"Institute of Information Science";No;No;0,124;Q4;44;52;108;880;9;108;0,12;16,92;22,22;0;Taiwan;Asiatic Region;"Institute of Information Science";"1993-1994, 1996-2026";"Hardware and Architecture (Q3); Computational Theory and Mathematics (Q4); Human-Computer Interaction (Q4); Library and Information Sciences (Q4); Software (Q4)";"Computer Science; Social Sciences"
102;16096;"Notes and Queries";journal;"00293970, 14716941";"Oxford University Press";No;No;0,123;Q4;11;150;515;1385;12;335;0,02;9,23;26,00;0;United Kingdom;Western Europe;"Oxford University Press";"1849-2025";"Literature and Literary Theory (Q1); Linguistics and Language (Q3); Library and Information Sciences (Q4)";"Arts and Humanities; Social Sciences"
103;4700152782;"College and Undergraduate Libraries";journal;"10691316, 15452530";"Routledge";No;No;0,121;Q4;26;13;96;38;6;87;0,11;2,92;50,00;0;United States;Northern America;"Routledge";"1994-2004, 2006-2026";"Education (Q4); E-learning (Q4); Library and Information Sciences (Q4)";"Social Sciences"
104;23808;"Scriptorium";journal;"00369772";"Centre d'Etude des Manuscrits";No;No;0,121;Q4;11;0;1;0;0;1;0,00;0,00;0,00;0;Belgium;Western Europe;"Centre d'Etude des Manuscrits";"1972, 1975, 1977-1979, 1982, 1984-1985, 1987, 1997, 2002-2023";"Visual Arts and Performing Arts (Q2); Library and Information Sciences (Q4)";"Arts and Humanities; Social Sciences"
105;12690;"Information Research";journal;"13681613";"University of Boras";Yes;Yes;0,118;Q4;61;17;58;334;5;53;0,12;19,65;31,82;0;Sweden;Western Europe;"University of Boras";"1996-2026";"Library and Information Sciences (Q4)";"Social Sciences"
106;145600;"International Journal of Law and Information Technology";journal;"09670769, 14643693";"Oxford University Press";No;No;0,116;Q4;28;13;36;0;1;36;0,04;0,00;25,00;1;United Kingdom;Western Europe;"Oxford University Press";"1993-2026";"Law (Q4); Library and Information Sciences (Q4)";"Social Sciences"
107;12810;"Journal of Information Ethics";journal;"10619321";"McFarland and Company, Inc";No;No;0,115;Q4;13;10;25;331;2;25;0,00;33,10;27,27;0;United States;Northern America;"McFarland and Company, Inc";"1992, 1994, 1996-2019, 2021-2025";"Philosophy (Q3); Library and Information Sciences (Q4)";"Arts and Humanities; Social Sciences"
108;27984;"Fukushima Journal of Medical Sciences";journal;"00162590, 21854610";"Fukushima Society of Medical Science";No;No;0,115;-;23;12;28;194;5;28;0,18;16,17;11,63;0;Japan;Asiatic Region;"Fukushima Society of Medical Science";"1964-2026";"Medicine (miscellaneous) (Q3)";"Medicine"
109;4700152731;"Public Library Quarterly";journal;"01616846, 15411540";"Routledge";No;No;0,114;Q4;26;23;56;181;2;46;0,06;7,87;33,33;0;United States;Northern America;"Routledge";"1979-1986, 1988-2026";"Library and Information Sciences (Q4)";"Social Sciences"
110;30004;"Health Information and Libraries Journal";journal;"14711842, 14711834";"Wiley-Blackwell Publishing Ltd";No;No;0,112;Q4;57;26;56;0;2;56;0,02;0,00;51,61;1;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2001-2025";"Health Informatics (Q4); Health Information Management (Q4); Library and Information Sciences (Q4)";"Health Professions; Medicine; Social Sciences"
111;4700152745;"Library and Archival Security";journal;"01960075, 15409511";"Routledge";No;No;0,112;Q4;0;0;0;0;0;0;0,00;0,00;0,00;0;United States;Northern America;"Routledge";"1978-1991, 1993-2001, 2003-2013";"Law (Q4); Library and Information Sciences (Q4); Safety Research (Q4)";"Social Sciences"
112;14076;"Libres";journal;"10586768";"Nanyang Technological University";Yes;Yes;0,112;Q4;16;4;19;53;1;17;0,00;13,25;40,00;0;Singapore;Asiatic Region;"Nanyang Technological University";"1996-2025";"Library and Information Sciences (Q4)";"Social Sciences"
113;14046;"Library Philosophy and Practice (discontinued)";journal;"15220222";"University of Nebraska-Lincoln";Yes;No;0,107;Q4;32;6;3;128;0;3;0,00;21,33;50,00;0;United States;Northern America;"University of Nebraska-Lincoln";"1998-2021";"Philosophy (Q3); Library and Information Sciences (Q4)";"Arts and Humanities; Social Sciences"
114;14760;"Zeitschrift fur Bibliothekswesen und Bibliographie";journal;"18642950, 00442380";"Vittorio Klostermann";No;No;0,107;Q4;6;11;47;178;1;47;0,03;16,18;41,67;0;Germany;Western Europe;"Vittorio Klostermann";"1969, 1988-2025";"Library and Information Sciences (Q4)";"Social Sciences"
115;12881;"Behavioral and Social Sciences Librarian";journal;"01639269, 15444546";"Routledge";No;No;0,104;Q4;19;21;41;270;1;41;0,03;12,86;55,17;0;United States;Northern America;"Routledge";"1979-2002, 2004-2017";"Library and Information Sciences (Q4); Social Sciences (miscellaneous) (Q4)";"Social Sciences"
116;82480;"CD-ROM Professional";journal;"10490833";"Pemberton Press";No;No;0,103;Q4;1;0;8;0;0;8;0,00;0,00;0,00;0;United States;Northern America;"Pemberton Press";"1995-1997";"Library and Information Sciences (Q4)";"Social Sciences"
117;17900156721;"Journal of Electronic Resources Librarianship";journal;"1941126X, 19411278";"Routledge";No;No;0,103;Q4;18;15;7;53;0;7;0,00;3,53;55,00;0;United States;Northern America;"Routledge";"2008-2025";"Information Systems (Q4); Library and Information Sciences (Q4)";"Computer Science; Social Sciences"
118;5800207822;"Terminology";journal;"15699994, 09299971";"John Benjamins Publishing Company";No;No;0,103;Q4;31;0;43;0;4;39;0,00;0,00;0,00;0;Netherlands;Western Europe;"John Benjamins Publishing Company";"1994-1998, 2000-2026";"Communication (Q4); Library and Information Sciences (Q4); Linguistics and Language (Q4)";"Social Sciences"
119;30001;"Harvard Library Bulletin";journal;"00178136";"Harvard University";No;No;0,101;Q4;8;2;23;314;0;23;0,00;157,00;0,00;0;United States;Northern America;"Harvard University";"1968, 1970, 1974-1976, 1979-1982, 1984, 1987-1988, 1992-1993, 1996-2012";"Arts and Humanities (miscellaneous) (Q4); Library and Information Sciences (Q4)";"Arts and Humanities; Social Sciences"
120;5800208091;"Information Design Journal";journal;"01425471, 1569979X";"John Benjamins Publishing Company";No;No;0,101;Q4;24;0;16;0;0;12;0,00;0,00;0,00;0;Netherlands;Western Europe;"John Benjamins Publishing Company";"1979-1984, 1986-1987, 1989-1991, 1993-1996, 1998, 2000-2011, 2013-2014, 2016-2019, 2021-2026";"Library and Information Sciences (Q4)";"Social Sciences"
121;13413;"Legal Reference Services Quarterly";journal;"0270319X, 1540949X";"Taylor and Francis Ltd.";No;No;0,101;Q4;10;33;29;147;0;22;0,00;4,45;56,67;0;United States;Northern America;"Taylor and Francis Ltd.";"1981-2026";"Law (Q4); Library and Information Sciences (Q4)";"Social Sciences"
122;13964;"Library";journal;"17448581, 00242160";"Oxford University Press";No;No;0,101;Q4;19;10;30;730;0;30;0,00;73,00;22,22;0;United Kingdom;Western Europe;"Oxford University Press";"1889-1899, 1901-2025";"Arts and Humanities (miscellaneous) (Q4); Library and Information Sciences (Q4)";"Arts and Humanities; Social Sciences"
123;13970;"Library and Information Science";journal;"03734447";"Mita Society for Library and Information Science";No;No;0,101;Q4;6;4;16;106;1;16;0,10;26,50;50,00;0;Japan;Asiatic Region;"Mita Society for Library and Information Science";"1980-2025";"Library and Information Sciences (Q4)";"Social Sciences"
124;4700152763;"Public Services Quarterly";journal;"15229114, 15228959";"Routledge";No;No;0,101;Q4;21;6;15;132;0;15;0,00;22,00;57,14;0;United States;Northern America;"Routledge";"2002-2003, 2006-2026";"Accounting (Q4); Library and Information Sciences (Q4); Public Administration (Q4)";"Business, Management and Accounting; Social Sciences"
125;28648;"Studies in Bibliography";journal;"00817600";"University Press of Virginia";No;No;0,101;Q4;13;14;24;586;2;24;0,07;41,86;21,43;0;United States;Northern America;"University Press of Virginia";"1988, 1996-2003, 2005";"Literature and Literary Theory (Q2); Arts and Humanities (miscellaneous) (Q4); Library and Information Sciences (Q4)";"Arts and Humanities; Social Sciences"
126;15069;"World Patent Information";journal;"01722190";"Elsevier Ltd";No;No;0,101;Q4;42;5;19;23;0;19;0,00;4,60;25,00;0;United Kingdom;Western Europe;"Elsevier Ltd";"1979-2026";"Bioengineering (Q4); Computer Science Applications (Q4); Energy Engineering and Power Technology (Q4); Fuel Technology (Q4); Library and Information Sciences (Q4); Process Chemistry and Technology (Q4); Renewable Energy, Sustainability and the Environment (Q4)";"Chemical Engineering; Computer Science; Energy; Social Sciences"
127;4700152802;"Journal of Business and Finance Librarianship";journal;"15470644, 08963568";"Routledge";No;No;0,100;Q4;23;32;63;132;0;56;0,00;4,13;58,62;0;United States;Northern America;"Routledge";"1990-1992, 1994, 1996-2026";"E-learning (Q4); Library and Information Sciences (Q4); Management Information Systems (Q4); Marketing (Q4)";"Business, Management and Accounting; Social Sciences"
128;13399;"Law Library Journal";journal;"00239283";"American Association of Law Libraries";No;No;0,100;Q4;20;13;44;508;1;44;0,00;39,08;53,33;0;United States;Northern America;"American Association of Law Libraries";"1978, 1987-2025";"Law (Q4); Library and Information Sciences (Q4)";"Social Sciences"
129;4700152746;"Music Reference Services Quarterly";journal;"10588167, 15409503";"Routledge";No;No;0,100;Q4;11;0;68;0;0;59;0,00;0,00;0,00;0;United States;Northern America;"Routledge";"1992-1998, 2001-2002, 2004-2026";"Library and Information Sciences (Q4); Music (Q4)";"Arts and Humanities; Social Sciences"
130;23739;"Quaerendo";journal;"00149527, 15700690";"Brill Academic Publishers";No;No;0,100;Q4;10;8;37;98;0;37;0,00;12,25;0,00;0;Netherlands;Western Europe;"Brill Academic Publishers";"1971-1979, 1981-1985, 1987-2025";"History (Q4); Library and Information Sciences (Q4)";"Arts and Humanities; Social Sciences"
131;21100312401;"Revista Cubana de Informacion en Ciencias de la Salud";journal;"23072113";"Centro Nacional de Informacion de Ciencias Medicas";Yes;Yes;0,100;Q4;17;23;86;103;2;86;0,03;4,48;62,96;0;Cuba;Latin America;"Centro Nacional de Informacion de Ciencias Medicas";"2013-2026";"Health Information Management (Q4); Health Policy (Q4); Library and Information Sciences (Q4)";"Health Professions; Medicine; Social Sciences"
132;15689;"Bulletin of the John Rylands Library";journal;"20549326, 20549318";"Manchester University Press";No;No;;-;8;1;0;0;0;0;0,00;0,00;0,00;0;United Kingdom;Western Europe;"Manchester University Press";"1946-1948, 1971-1972, 1990, 1999, 2002-2006, 2012, 2014-2025";"Arts and Humanities (miscellaneous); Library and Information Sciences";"Arts and Humanities; Social Sciences"
133;21100887535;"Collection and Curation";journal;"25149326";"Emerald Group Publishing Ltd.";Yes;No;;-;22;17;79;424;19;79;0,36;24,94;48,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2018-2026";"Library and Information Sciences; Museology";"Arts and Humanities; Social Sciences"
134;4700152781;"Community and Junior College Libraries";journal;"02763915, 15452522";"Routledge";No;No;;-;12;9;0;6;0;0;0,00;0,67;50,00;0;United States;Northern America;"Routledge";"1982-1989, 1991, 1995, 1999-2017";"Education; E-learning; Library and Information Sciences";"Social Sciences"
135;21100857955;"Data Technologies and Applications";journal;"25149288, 25149318";"Emerald Publishing";Yes;No;;-;40;22;65;159;26;65;0,58;7,23;56,25;0;United Kingdom;Western Europe;"Emerald Publishing";"2018-2026";"Information Systems; Library and Information Sciences";"Computer Science; Social Sciences"
136;37677;"Database - The Magazine of Electronic Database Reviews";journal;"01624105";"Information Today";No;No;;-;4;9;76;42;14;76;0,22;4,67;66,67;0;United States;Northern America;"Information Today";"1982-1989, 1992, 1995-2000";"Information Systems; Library and Information Sciences";"Computer Science; Social Sciences"
137;21101228213;"Discover Computing";journal;"29482992";"Springer Science and Business Media B.V.";Yes;No;;-;67;9;0;156;0;0;0,00;17,33;10,53;0;Netherlands;Western Europe;"Springer Science and Business Media B.V.";"2024-2026";"Information Systems; Library and Information Sciences";"Computer Science; Social Sciences"
138;2600147402;"Ethics and Information Technology";journal;"13881957, 15728439";"Springer Science and Business Media B.V.";No;No;;-;87;30;0;582;0;0;0,00;19,40;25,00;0;Netherlands;Western Europe;"Springer Science and Business Media B.V.";"1999-2026";"Computer Science Applications; Library and Information Sciences";"Computer Science; Social Sciences"
139;21100895684;"Global Knowledge, Memory and Communication";journal;"25149350, 25149342";"Emerald Group Publishing Ltd.";No;No;;-;46;45;184;457;13;184;0,06;10,16;30,00;1;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2018-2026";"Library and Information Sciences";"Social Sciences"
140;19400156823;"Issues in Science and Technology Librarianship";journal;"10921206";"Association of College and Research Libraries";Yes;Yes;;-;24;22;50;129;11;47;0,26;5,86;45,45;0;United States;Northern America;"Association of College and Research Libraries";"1996-2026";"Engineering (miscellaneous); Library and Information Sciences";"Engineering; Social Sciences"
141;4700152762;"Journal of Archival Organization";journal;"15332748, 15332756";"Routledge";No;No;;-;15;7;19;50;1;16;0,07;7,14;50,00;0;United States;Northern America;"Routledge";"2002, 2004-2025";"Library and Information Sciences";"Social Sciences"
142;19700170495;"LIBER Quarterly";journal;"14355205";"";Yes;Yes;;-;23;42;0;154;0;0;0,00;3,67;44,83;0;Netherlands;Western Europe;"";"1999-2026";"Library and Information Sciences";"Social Sciences"
143;145356;"Library Hi Tech News";journal;"07419058";"Emerald Group Publishing Ltd.";No;No;;-;31;50;0;59;0;0;0,00;1,18;53,33;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1999-2026";"Information Systems; Library and Information Sciences";"Computer Science; Social Sciences"
144;19700201446;"New Review of Academic Librarianship";journal;"13614533, 17407834";"Taylor and Francis Ltd.";No;No;;-;30;10;50;146;12;48;0,29;14,60;50,00;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1995-2026";"E-learning; Library and Information Sciences";"Social Sciences"
