Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2020);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
20;12689;"Information Processing and Management";journal;"18735371, 03064573";"Elsevier Ltd";No;No;1,061;Q1;149;251;303;14732;2326;298;7,62;58,69;32,15;23;United Kingdom;Western Europe;"Elsevier Ltd";"1975-2026";"Computer Science Applications (Q1); Information Systems (Q1); Library and Information Sciences (Q1); Management Science and Operations Research (Q1); Media Technology (Q1)";"Computer Science; Decision Sciences; Engineering; Social Sciences"
21;22510;"Learned Publishing";journal;"09531513, 17414857";"Wiley-Blackwell";No;No;1,060;-;52;53;154;1340;322;119;1,88;25,28;45,54;15;United States;Northern America;"Wiley-Blackwell";"1996-2026";"Communication (Q1)";"Social Sciences"
22;15933;"Portal";journal;"15307131, 15312542";"Johns Hopkins University Press";No;No;1,015;Q1;48;40;133;1462;173;118;1,14;36,55;68,06;0;United States;Northern America;"Johns Hopkins University Press";"2001-2026";"Development (Q1); Library and Information Sciences (Q1)";"Social Sciences"
23;24222;"Scientometrics";journal;"15882861, 01389130";"Springer Nature";No;No;0,999;Q1;167;434;1080;21238;3795;983;3,30;48,94;34,73;77;Switzerland;Western Europe;"Springer Nature";"1978-2026";"Computer Science Applications (Q1); Library and Information Sciences (Q1); Social Sciences (miscellaneous) (Q1)";"Computer Science; Social Sciences"
24;14060;"Library Quarterly";journal;"00242519, 1549652X";"University of Chicago Press";No;No;0,974;Q1;50;30;73;1802;176;65;1,93;60,07;69,57;2;United States;Northern America;"University of Chicago Press";"1946-1947, 1951, 1958, 1979, 1981, 1988-2026";"Library and Information Sciences (Q1)";"Social Sciences"
25;144955;"Education and Information Technologies";journal;"15737608, 13602357";"Springer";No;No;0,919;Q1;121;292;507;14934;2096;487;4,00;51,14;40,34;52;United States;Northern America;"Springer";"1996-2002, 2005-2026";"Education (Q1); E-learning (Q1); Library and Information Sciences (Q1)";"Social Sciences"
26;15916;"Journal of Health Communication";journal;"10810730, 10870415";"Taylor and Francis Ltd.";No;No;0,903;Q1;120;106;317;5518;913;315;2,50;52,06;61,63;25;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1996-2026";"Communication (Q1); Health (social science) (Q1); Library and Information Sciences (Q1); Public Health, Environmental and Occupational Health (Q2)";"Medicine; Social Sciences"
27;21100307484;"Journal of the Association for Information Science and Technology";journal;"23301643, 23301635";"John Wiley and Sons Ltd";No;No;0,903;Q1;181;112;449;6599;1586;431;3,06;58,92;37,14;15;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"2014-2026";"Computer Networks and Communications (Q1); Information Systems (Q1); Information Systems and Management (Q1); Library and Information Sciences (Q1)";"Computer Science; Decision Sciences; Social Sciences"
28;2600147402;"Ethics and Information Technology";journal;"13881957, 15728439";"Springer Science and Business Media B.V.";No;No;0,901;Q1;87;30;72;1481;337;70;5,58;49,37;28,57;14;Netherlands;Western Europe;"Springer Science and Business Media B.V.";"1999-2026";"Computer Science Applications (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
29;12791;"Journal of Academic Librarianship";journal;"00991333";"Elsevier B.V.";No;No;0,889;Q1;75;113;252;4649;546;250;1,90;41,14;59,14;8;United Kingdom;Western Europe;"Elsevier B.V.";"1988-2026";"Education (Q1); Library and Information Sciences (Q1)";"Social Sciences"
30;22894;"Research Evaluation";journal;"09582029, 14715449";"Oxford University Press";No;No;0,875;Q1;70;31;96;2108;306;93;3,16;68,00;43,48;19;United Kingdom;Western Europe;"Oxford University Press";"1991-1996, 1998-2026";"Education (Q1); Library and Information Sciences (Q1)";"Social Sciences"
31;19400158815;"Communications in Information Literacy";journal;"19335954";"Communications in Information Literacy";Yes;Yes;0,863;Q1;26;21;50;658;71;44;0,96;31,33;87,10;0;United States;Northern America;"Communications in Information Literacy";"2009-2025";"Education (Q1); E-learning (Q1); Library and Information Sciences (Q1)";"Social Sciences"
32;145600;"International Journal of Law and Information Technology";journal;"09670769, 14643693";"Oxford University Press";No;No;0,850;Q1;28;13;44;726;126;44;3,07;55,85;54,17;4;United Kingdom;Western Europe;"Oxford University Press";"1993-2026";"Law (Q1); Library and Information Sciences (Q1)";"Social Sciences"
33;20870;"Telecommunications Policy";journal;"03085961";"Elsevier Ltd";No;No;0,840;-;101;84;224;5184;861;212;3,60;61,71;31,58;51;United Kingdom;Western Europe;"Elsevier Ltd";"1976-2026";"Electrical and Electronic Engineering (Q1); Human Factors and Ergonomics (Q1); Information Systems (Q1)";"Computer Science; Engineering; Social Sciences"
34;4700152789;"Collection Management";journal;"01462679, 15452549";"Routledge";No;No;0,822;Q1;24;31;79;588;69;68;0,94;18,97;52,08;1;United States;Northern America;"Routledge";"1976, 1978-1979, 1981-1999, 2001-2025";"Library and Information Sciences (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Social Sciences"
35;30004;"Health Information and Libraries Journal";journal;"14711842, 14711834";"Wiley-Blackwell Publishing Ltd";No;No;0,779;Q1;57;52;107;1215;237;88;1,90;23,37;63,06;3;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2001-2025";"Library and Information Sciences (Q1); Health Informatics (Q2); Health Information Management (Q2)";"Health Professions; Medicine; Social Sciences"
36;130065;"Journal of Enterprise Information Management";journal;"17410398";"Emerald Publishing";No;No;0,741;Q1;100;102;145;8096;829;141;5,84;79,37;31,07;0;United Kingdom;Western Europe;"Emerald Publishing";"2004-2026";"Information Systems (Q1); Library and Information Sciences (Q1); Decision Sciences (miscellaneous) (Q2); Management of Technology and Innovation (Q2)";"Business, Management and Accounting; Computer Science; Decision Sciences; Social Sciences"
37;130132;"Information Technology and People";journal;"09593845";"Emerald Group Publishing Ltd.";No;No;0,717;Q1;92;91;167;8233;678;166;3,98;90,47;38,64;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1990, 1992, 1994-2026";"Information Systems (Q1); Library and Information Sciences (Q1); Computer Science Applications (Q2)";"Computer Science; Social Sciences"
38;13316;"Journal of Librarianship and Information Science";journal;"09610006, 17416477";"SAGE Publications Ltd";No;No;0,717;Q1;45;91;161;4947;377;161;2,30;54,36;56,65;9;United Kingdom;Western Europe;"SAGE Publications Ltd";"1969-2026";"Library and Information Sciences (Q1)";"Social Sciences"
39;21100829944;"Journal of Education for Library and Information Science";journal;"07485786, 23282967";"University of Toronto Press";No;No;0,716;Q1;16;31;68;661;81;58;1,28;21,32;68,75;1;Canada;Northern America;"University of Toronto Press";"2011, 2017-2026";"Library and Information Sciences (Q1); Education (Q2)";"Social Sciences"
40;144671;"Reference Services Review";journal;"00907324";"Emerald Group Publishing Ltd.";No;No;0,706;Q1;46;49;132;1887;168;116;1,02;38,51;73,96;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1973-2026";"Library and Information Sciences (Q1); E-learning (Q2)";"Social Sciences"
41;6200180164;"Profesional de la Informacion (discontinued)";journal;"16992407, 13866710";"El Profesional de la Informacion";No;No;0,698;Q1;56;193;365;10393;917;365;2,38;53,85;50,56;59;Spain;Western Europe;"El Profesional de la Informacion";"2006-2025";"Communication (Q1); Cultural Studies (Q1); Information Systems (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
42;13992;"Library Collections, Acquisition and Technical Services";journal;"14649055, 18731821";"Taylor and Francis Ltd.";No;No;0,686;Q1;24;0;6;0;14;6;0,00;0,00;0,00;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1980-1997, 1999-2015, 2017";"Information Systems (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
43;12794;"Journal of Documentation";journal;"00220418";"Emerald Group Publishing Ltd.";No;No;0,675;Q1;80;77;223;5038;511;223;2,09;65,43;52,63;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1945-2026";"Information Systems (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
44;23842;"Journal of Classification";journal;"01764268, 14321343";"Springer New York";No;No;0,657;Q1;51;44;86;1297;135;77;1,56;29,48;17,71;1;United States;Northern America;"Springer New York";"1984-2026";"Library and Information Sciences (Q1); Mathematics (miscellaneous) (Q2); Psychology (miscellaneous) (Q2); Statistics, Probability and Uncertainty (Q2)";"Decision Sciences; Mathematics; Psychology; Social Sciences"
45;15386;"Online Information Review";journal;"14684527, 14684535";"Emerald Publishing";No;No;0,624;Q1;85;86;209;5252;618;206;2,58;61,07;44,91;0;United Kingdom;Western Europe;"Emerald Publishing";"1980-1995, 1997, 1999-2026";"Library and Information Sciences (Q1); Computer Science Applications (Q2); Information Systems (Q2)";"Computer Science; Social Sciences"
46;15442;"Information Systems Management";journal;"10580530";"Taylor and Francis Ltd.";No;No;0,617;Q1;77;40;82;1491;211;67;1,98;37,28;27,63;5;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1992-2026";"Library and Information Sciences (Q1); Computer Science Applications (Q2); Information Systems (Q2)";"Computer Science; Social Sciences"
47;21100888812;"Journal of Data and Information Science";journal;"2096157X, 2543683X";"";Yes;Yes;0,605;Q1;23;40;65;960;232;63;1,84;24,00;29,70;4;Poland;Eastern Europe;"";"2016-2026";"Library and Information Sciences (Q1); Information Systems and Management (Q2); Public Administration (Q2)";"Decision Sciences; Social Sciences"
48;4700152781;"Community and Junior College Libraries";journal;"02763915, 15452522";"Routledge";No;No;0,582;Q1;12;0;10;0;3;8;0,00;0,00;0,00;0;United States;Northern America;"Routledge";"1982-1989, 1991, 1995, 1999-2017";"Library and Information Sciences (Q1); Education (Q2); E-learning (Q2)";"Social Sciences"
49;14066;"Library Trends";journal;"15590682, 00242594";"Johns Hopkins University Press";No;No;0,581;Q1;57;31;120;1272;138;109;1,19;41,03;41,79;3;United States;Northern America;"Johns Hopkins University Press";"1980-2026";"Library and Information Sciences (Q1)";"Social Sciences"
50;4700152795;"Journal of Library Administration";journal;"01930826, 15403564";"Routledge";No;No;0,578;Q1;36;68;175;1565;174;175;0,91;23,01;73,15;8;United States;Northern America;"Routledge";"1980-2026";"Library and Information Sciences (Q1); Public Administration (Q2)";"Social Sciences"
51;18735;"Accountability in Research";journal;"15455815, 08989621";"Taylor and Francis Ltd.";No;No;0,576;Q1;43;36;96;1594;155;70;1,40;44,28;30,49;7;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1989-2026";"Library and Information Sciences (Q1); Education (Q2); Medicine (miscellaneous) (Q2)";"Medicine; Social Sciences"
52;4700152829;"Journal of Library and Information Services in Distance Learning";journal;"15332918, 1533290X";"Routledge";No;No;0,572;Q1;19;23;80;541;93;74;1,00;23,52;53,57;0;United States;Northern America;"Routledge";"2004-2007, 2009-2025";"Library and Information Sciences (Q1); E-learning (Q2)";"Social Sciences"
53;21100374356;"Aslib Journal of Information Management";journal;"20503806, 20503814";"Emerald Group Publishing Ltd.";No;No;0,558;Q1;58;53;130;3123;327;126;2,13;58,92;45,71;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2014-2026";"Library and Information Sciences (Q1); Information Systems (Q2)";"Computer Science; Social Sciences"
54;15420;"Electronic Library";journal;"02640473";"Emerald Group Publishing Ltd.";No;No;0,554;Q1;53;66;209;3294;424;207;1,90;49,91;41,76;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1983-2026";"Library and Information Sciences (Q1); Computer Science Applications (Q2)";"Computer Science; Social Sciences"
55;144644;"Library Management";journal;"01435124";"Emerald Group Publishing Ltd.";No;No;0,552;Q1;43;59;142;2120;179;140;1,23;35,93;46,28;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1979-2025";"Library and Information Sciences (Q1)";"Social Sciences"
56;144908;"Library Hi Tech";journal;"07378831";"Emerald Group Publishing Ltd.";No;No;0,541;Q1;59;76;157;4144;381;152;2,44;54,53;38,95;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1983-2025";"Library and Information Sciences (Q1); Information Systems (Q2)";"Computer Science; Social Sciences"
57;19700201446;"New Review of Academic Librarianship";journal;"13614533, 17407834";"Taylor and Francis Ltd.";No;No;0,540;Q1;30;20;85;768;124;79;1,36;38,40;73,81;1;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1995-2026";"Library and Information Sciences (Q1); E-learning (Q2)";"Social Sciences"
58;147225;"Computers in the Schools";journal;"07380569, 15287033";"Routledge";No;No;0,524;Q1;41;15;58;668;101;54;1,67;44,53;57,14;3;United States;Northern America;"Routledge";"1984-1997, 1999, 2001-2026";"Computer Science (miscellaneous) (Q1); Library and Information Sciences (Q1); Education (Q2)";"Computer Science; Social Sciences"
59;4700152908;"Knowledge Management Research and Practice";journal;"14778238, 14778246";"Taylor and Francis Ltd.";No;No;0,516;Q1;62;38;142;2841;423;141;2,58;74,76;41,84;5;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2006-2026";"Library and Information Sciences (Q1); Business and International Management (Q2); Management Information Systems (Q2); Management of Technology and Innovation (Q2); Management Science and Operations Research (Q2); Strategy and Management (Q2)";"Business, Management and Accounting; Decision Sciences; Social Sciences"
60;21100212132;"DESIDOC Journal of Library and Information Technology";journal;"09740643, 09764658";"Defence Scientific Information and Documentation Centre";No;No;0,514;Q1;22;55;175;1288;228;171;1,30;23,42;33,70;2;India;Asiatic Region;"Defence Scientific Information and Documentation Centre";"2012-2025";"Library and Information Sciences (Q1)";"Social Sciences"
61;4700152804;"Internet Reference Services Quarterly";journal;"15404749, 10875301";"Routledge";No;No;0,512;Q1;24;15;19;336;22;19;1,40;22,40;50,00;0;United States;Northern America;"Routledge";"1996-2002, 2004-2018, 2020-2026";"Library and Information Sciences (Q1); E-learning (Q2)";"Social Sciences"
62;12709;"Information Technology and Libraries";journal;"07309295, 21635226";"American Library Association";Yes;Yes;0,502;Q1;42;45;101;700;81;72;0,81;15,56;54,69;0;United States;Northern America;"American Library Association";"1968, 1971-1974, 1981, 1988-2025";"Library and Information Sciences (Q1); Information Systems (Q2)";"Computer Science; Social Sciences"
63;12813;"Journal of Information Science";journal;"01655515, 17416485";"SAGE Publications Ltd";No;No;0,499;Q1;86;54;157;2487;581;156;3,82;46,06;34,84;4;United Kingdom;Western Europe;"SAGE Publications Ltd";"1979-2026";"Library and Information Sciences (Q1); Information Systems (Q2)";"Computer Science; Social Sciences"
64;21100877203;"Journal of Law, Information and Science";journal;"22003517";"University of Tasmania, Faculty of Law";No;No;0,497;Q2;7;0;6;0;8;6;0,00;0,00;0,00;0;Australia;Pacific Region;"University of Tasmania, Faculty of Law";"2014-2017";"Law (Q1); Library and Information Sciences (Q2)";"Social Sciences"
65;21100895684;"Global Knowledge, Memory and Communication";journal;"25149350, 25149342";"Emerald Group Publishing Ltd.";No;No;0,494;Q2;46;66;122;3254;162;121;1,32;49,30;38,79;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2018-2026";"Library and Information Sciences (Q2)";"Social Sciences"
66;21100329302;"Journal of Information Literacy";journal;"17505968";"CILIP Information Literacy Group";Yes;Yes;0,479;Q2;19;13;74;641;90;59;0,98;49,31;67,86;1;United Kingdom;Western Europe;"CILIP Information Literacy Group";"2010, 2014-2025";"Education (Q2); E-learning (Q2); Library and Information Sciences (Q2)";"Social Sciences"
67;4700152758;"Reference Librarian";journal;"02763877, 15411117";"Routledge";No;No;0,477;Q2;27;19;72;502;106;69;1,51;26,42;75,00;0;United States;Northern America;"Routledge";"1982-2025";"Library and Information Sciences (Q2)";"Social Sciences"
68;7600153106;"Malaysian Journal of Library and Information Science";journal;"13946234";"Faculty of Computer Science and Information Technology";No;No;0,471;Q2;31;20;60;1007;81;60;1,18;50,35;27,08;0;Malaysia;Asiatic Region;"Faculty of Computer Science and Information Technology";"1996-2025";"Library and Information Sciences (Q2)";"Social Sciences"
69;4700152731;"Public Library Quarterly";journal;"01616846, 15411540";"Routledge";No;No;0,464;Q2;26;36;92;988;91;82;0,66;27,44;63,64;4;United States;Northern America;"Routledge";"1979-1986, 1988-2026";"Library and Information Sciences (Q2)";"Social Sciences"
70;16800154717;"IFLA Journal";journal;"03400352, 17452651";"SAGE Publications Ltd";No;No;0,463;Q2;31;28;83;1344;94;74;0,78;48,00;53,19;1;United Kingdom;Western Europe;"SAGE Publications Ltd";"1975-2026";"Library and Information Sciences (Q2)";"Social Sciences"
71;6400153106;"Information Development";journal;"17416469, 02666669";"SAGE Publications Ltd";No;No;0,452;Q2;48;43;168;2345;304;143;1,73;54,53;26,67;5;United Kingdom;Western Europe;"SAGE Publications Ltd";"1985-2026";"Library and Information Sciences (Q2)";"Social Sciences"
72;21100857424;"SCIRES-IT";journal;"22394303";"Caspur -Ciber Publishing";Yes;Yes;0,447;Q2;14;38;62;1054;78;57;1,50;27,74;44,30;0;Italy;Western Europe;"Caspur -Ciber Publishing";"2016-2025";"Conservation (Q1); Computer Networks and Communications (Q2); Computer Science Applications (Q2); Information Systems (Q2); Library and Information Sciences (Q2)";"Arts and Humanities; Computer Science; Social Sciences"
73;21100788884;"International Journal of Multimedia Information Retrieval";journal;"21926611, 2192662X";"Springer London";No;No;0,446;Q2;37;21;65;1546;261;61;4,93;73,62;18,75;0;United Kingdom;Western Europe;"Springer London";"2012-2026";"Media Technology (Q1); Information Systems (Q2); Library and Information Sciences (Q2)";"Computer Science; Engineering; Social Sciences"
74;16004;"Reference and User Services Quarterly";journal;"10949054";"American Library Association";No;No;0,443;Q2;41;0;121;0;96;104;0,85;0,00;0,00;0;United States;Northern America;"American Library Association";"1997-2019, 2021, 2024-2025";"Information Systems (Q2); Library and Information Sciences (Q2)";"Computer Science; Social Sciences"
75;21100908544;"Global Intellectual History";journal;"23801883, 23801891";"Taylor and Francis Ltd.";No;No;0,441;Q2;10;25;62;1184;31;54;0,42;47,36;33,33;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2016-2026";"Cultural Studies (Q1); History (Q1); Arts and Humanities (miscellaneous) (Q2); Library and Information Sciences (Q2)";"Arts and Humanities; Social Sciences"
76;19400158481;"Journal of Web Librarianship";journal;"19322909, 19322917";"Routledge";No;No;0,437;Q2;24;6;45;179;42;43;0,93;29,83;72,73;0;United States;Northern America;"Routledge";"2007-2026";"Computer Science Applications (Q2); Library and Information Sciences (Q2)";"Computer Science; Social Sciences"
77;29335;"Education for Information";journal;"18758649, 01678329";"SAGE Publications Ltd";No;No;0,433;Q2;24;38;76;1011;108;69;1,55;26,61;61,45;0;United Kingdom;Western Europe;"SAGE Publications Ltd";"1983-2025";"Education (Q2); Information Systems (Q2); Library and Information Sciences (Q2)";"Computer Science; Social Sciences"
78;14721;"Medical Reference Services Quarterly";journal;"02763869, 15409597";"Routledge";No;No;0,430;Q2;31;39;137;561;227;134;1,76;14,38;78,46;3;United States;Northern America;"Routledge";"1982-2026";"Library and Information Sciences (Q2); Health Informatics (Q3)";"Medicine; Social Sciences"
79;21100836334;"Publications";journal;"23046775";"Multidisciplinary Digital Publishing Institute (MDPI)";Yes;No;0,423;Q2;32;53;139;2404;235;125;1,72;45,36;42,11;4;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2013-2025";"Media Technology (Q1); Business and International Management (Q2); Communication (Q2); Computer Science Applications (Q2); Library and Information Sciences (Q2)";"Business, Management and Accounting; Computer Science; Engineering; Social Sciences"
80;144673;"Performance Measurement and Metrics";journal;"14678047";"Emerald Group Publishing Ltd.";No;No;0,421;Q2;27;11;58;369;76;55;1,08;33,55;32,14;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2000-2026";"Literature and Literary Theory (Q1); Library and Information Sciences (Q2)";"Arts and Humanities; Social Sciences"
81;22315;"Personal and Ubiquitous Computing";journal;"16174909, 16174917";"Springer London";No;No;0,416;-;106;66;244;2447;761;226;3,02;37,08;34,73;5;United Kingdom;Western Europe;"Springer London";"1997-2026";"Computer Science Applications (Q2); Hardware and Architecture (Q2); Management Science and Operations Research (Q3)";"Computer Science; Decision Sciences"
