Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2018);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
41;21100242609;"Insights: the UKSG Journal";journal;"20487754";"United Kingdom Serials Group";Yes;Yes;0,686;Q1;21;34;133;617;82;120;0,66;18,15;53,19;13;United Kingdom;Western Europe;"United Kingdom Serials Group";"2012-2026";"Library and Information Sciences (Q1)";"Social Sciences"
42;144673;"Performance Measurement and Metrics";journal;"14678047";"Emerald Group Publishing Ltd.";No;No;0,679;Q1;27;19;60;460;70;58;0,95;24,21;56,14;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2000-2026";"Library and Information Sciences (Q1); Literature and Literary Theory (Q1)";"Arts and Humanities; Social Sciences"
43;98245;"Library Resources and Technical Services";journal;"00242527";"American Library Association";Yes;No;0,663;Q1;26;20;62;484;39;50;0,49;24,20;77,14;0;United States;Northern America;"American Library Association";"1978-1979, 1981-1984, 1988-2025";"Library and Information Sciences (Q1); Information Systems (Q2)";"Computer Science; Social Sciences"
44;4700152782;"College and Undergraduate Libraries";journal;"10691316, 15452530";"Routledge";No;No;0,660;Q1;26;29;105;671;86;101;0,74;23,14;77,55;2;United States;Northern America;"Routledge";"1994-2004, 2006-2026";"Library and Information Sciences (Q1); Education (Q2); E-learning (Q2)";"Social Sciences"
45;15386;"Online Information Review";journal;"14684527, 14684535";"Emerald Publishing";No;No;0,656;Q1;85;70;180;3998;476;178;2,46;57,11;32,22;0;United Kingdom;Western Europe;"Emerald Publishing";"1980-1995, 1997, 1999-2026";"Library and Information Sciences (Q1); Computer Science Applications (Q2); Information Systems (Q2)";"Computer Science; Social Sciences"
46;12813;"Journal of Information Science";journal;"01655515, 17416485";"SAGE Publications Ltd";No;No;0,636;Q1;86;52;171;2545;518;168;2,94;48,94;39,53;4;United Kingdom;Western Europe;"SAGE Publications Ltd";"1979-2026";"Library and Information Sciences (Q1); Information Systems (Q2)";"Computer Science; Social Sciences"
47;21100374356;"Aslib Journal of Information Management";journal;"20503806, 20503814";"Emerald Group Publishing Ltd.";No;No;0,609;Q1;58;38;122;2282;255;121;1,80;60,05;40,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2014-2026";"Library and Information Sciences (Q1); Information Systems (Q2)";"Computer Science; Social Sciences"
48;19400158481;"Journal of Web Librarianship";journal;"19322909, 19322917";"Routledge";No;No;0,607;Q1;24;13;51;456;46;38;0,90;35,08;66,67;0;United States;Northern America;"Routledge";"2007-2026";"Library and Information Sciences (Q1); Computer Science Applications (Q2)";"Computer Science; Social Sciences"
49;6200180164;"Profesional de la Informacion (discontinued)";journal;"16992407, 13866710";"El Profesional de la Informacion";No;No;0,601;Q1;56;122;298;4452;469;298;1,50;36,49;44,85;34;Spain;Western Europe;"El Profesional de la Informacion";"2006-2025";"Cultural Studies (Q1); Library and Information Sciences (Q1); Communication (Q2); Information Systems (Q2)";"Computer Science; Social Sciences"
50;144955;"Education and Information Technologies";journal;"15737608, 13602357";"Springer";No;No;0,598;Q1;121;159;311;7680;730;295;2,05;48,30;43,68;37;United States;Northern America;"Springer";"1996-2002, 2005-2026";"Library and Information Sciences (Q1); Education (Q2); E-learning (Q2)";"Social Sciences"
51;2600147402;"Ethics and Information Technology";journal;"13881957, 15728439";"Springer Science and Business Media B.V.";No;No;0,591;Q1;87;24;74;1140;208;71;2,71;47,50;27,27;9;Netherlands;Western Europe;"Springer Science and Business Media B.V.";"1999-2026";"Library and Information Sciences (Q1); Computer Science Applications (Q2)";"Computer Science; Social Sciences"
52;16610;"Serials Librarian";journal;"15411095, 0361526X";"Routledge";No;No;0,584;Q1;22;37;222;292;132;207;0,50;7,89;63,38;0;United States;Northern America;"Routledge";"1977-2026";"Library and Information Sciences (Q1)";"Social Sciences"
53;12881;"Behavioral and Social Sciences Librarian";journal;"01639269, 15444546";"Routledge";No;No;0,556;Q1;19;0;58;0;35;36;0,32;0,00;0,00;0;United States;Northern America;"Routledge";"1979-2002, 2004-2017";"Library and Information Sciences (Q1); Social Sciences (miscellaneous) (Q2)";"Social Sciences"
54;4700152770;"Cataloging and Classification Quarterly";journal;"15444554, 01639374";"Routledge";No;No;0,554;Q1;31;44;119;1147;100;114;0,77;26,07;55,56;1;United States;Northern America;"Routledge";"1981-2026";"Library and Information Sciences (Q1)";"Social Sciences"
55;13316;"Journal of Librarianship and Information Science";journal;"09610006, 17416477";"SAGE Publications Ltd";No;No;0,552;Q1;45;37;92;1673;102;92;1,05;45,22;56,10;2;United Kingdom;Western Europe;"SAGE Publications Ltd";"1969-2026";"Library and Information Sciences (Q1)";"Social Sciences"
56;4700152789;"Collection Management";journal;"01462679, 15452549";"Routledge";No;No;0,537;Q1;24;22;62;352;29;49;0,46;16,00;67,74;1;United States;Northern America;"Routledge";"1976, 1978-1979, 1981-1999, 2001-2025";"Library and Information Sciences (Q1); Strategy and Management (Q2)";"Business, Management and Accounting; Social Sciences"
57;15420;"Electronic Library";journal;"02640473";"Emerald Group Publishing Ltd.";No;No;0,537;Q1;53;74;203;2694;306;203;1,24;36,41;44,26;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1983-2026";"Library and Information Sciences (Q1); Computer Science Applications (Q2)";"Computer Science; Social Sciences"
58;19700201446;"New Review of Academic Librarianship";journal;"13614533, 17407834";"Taylor and Francis Ltd.";No;No;0,535;Q1;30;32;89;1200;117;80;1,24;37,50;76,92;3;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1995-2026";"Library and Information Sciences (Q1); E-learning (Q2)";"Social Sciences"
59;14721;"Medical Reference Services Quarterly";journal;"02763869, 15409597";"Routledge";No;No;0,528;Q1;31;45;140;491;117;140;0,72;10,91;79,82;2;United States;Northern America;"Routledge";"1982-2026";"Library and Information Sciences (Q1); Health Informatics (Q2)";"Medicine; Social Sciences"
60;17900156721;"Journal of Electronic Resources Librarianship";journal;"1941126X, 19411278";"Routledge";No;No;0,524;Q2;18;44;135;359;67;93;0,50;8,16;64,44;0;United States;Northern America;"Routledge";"2008-2025";"Information Systems (Q2); Library and Information Sciences (Q2)";"Computer Science; Social Sciences"
61;30004;"Health Information and Libraries Journal";journal;"14711842, 14711834";"Wiley-Blackwell Publishing Ltd";No;No;0,522;Q2;57;35;112;1143;127;90;0,93;32,66;59,56;4;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2001-2025";"Health Informatics (Q2); Health Information Management (Q2); Library and Information Sciences (Q2)";"Health Professions; Medicine; Social Sciences"
62;21100805777;"Information and Learning Science";journal;"23985356, 23985348";"Emerald Publishing";No;No;0,522;Q2;43;63;157;2069;207;153;1,16;32,84;62,63;0;United Kingdom;Western Europe;"Emerald Publishing";"2017-2026";"Computer Science Applications (Q2); Education (Q2); Library and Information Sciences (Q2)";"Computer Science; Social Sciences"
63;13360;"Knowledge Organization (discontinued)";journal;"09437444";"International Society for Knowledge Organization";No;No;0,507;Q2;37;43;171;2433;191;162;1,21;56,58;50,67;0;Germany;Western Europe;"International Society for Knowledge Organization";"1993-2024";"Library and Information Sciences (Q2)";"Social Sciences"
64;4700152758;"Reference Librarian";journal;"02763877, 15411117";"Routledge";No;No;0,505;Q2;27;25;82;351;56;78;0,73;14,04;70,59;2;United States;Northern America;"Routledge";"1982-2025";"Library and Information Sciences (Q2)";"Social Sciences"
65;15442;"Information Systems Management";journal;"10580530";"Taylor and Francis Ltd.";No;No;0,488;Q2;77;24;88;1804;183;72;2,12;75,17;32,73;2;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1992-2026";"Computer Science Applications (Q2); Information Systems (Q2); Library and Information Sciences (Q2)";"Computer Science; Social Sciences"
66;4700152802;"Journal of Business and Finance Librarianship";journal;"15470644, 08963568";"Routledge";No;No;0,487;Q2;23;18;65;437;35;58;0,49;24,28;80,77;2;United States;Northern America;"Routledge";"1990-1992, 1994, 1996-2026";"E-learning (Q2); Library and Information Sciences (Q2); Management Information Systems (Q2); Marketing (Q2)";"Business, Management and Accounting; Social Sciences"
67;4700152829;"Journal of Library and Information Services in Distance Learning";journal;"15332918, 1533290X";"Routledge";No;No;0,482;Q2;19;23;91;361;70;80;0,58;15,70;76,92;0;United States;Northern America;"Routledge";"2004-2007, 2009-2025";"E-learning (Q2); Library and Information Sciences (Q2)";"Social Sciences"
68;145200;"International Journal on Digital Libraries";journal;"14325012, 14321300";"Springer Verlag";No;No;0,473;Q2;42;26;80;1012;199;70;2,92;38,92;32,43;4;Germany;Western Europe;"Springer Verlag";"1997-1998, 2000, 2004-2010, 2012-2026";"Library and Information Sciences (Q2)";"Social Sciences"
69;22315;"Personal and Ubiquitous Computing";journal;"16174909, 16174917";"Springer London";No;No;0,463;-;106;84;255;2784;785;234;2,58;33,14;33,84;3;United Kingdom;Western Europe;"Springer London";"1997-2026";"Hardware and Architecture (Q1); Computer Science Applications (Q2); Management Science and Operations Research (Q3)";"Computer Science; Decision Sciences"
70;12690;"Information Research";journal;"13681613";"University of Boras";Yes;Yes;0,458;Q2;61;32;139;1386;165;129;0,96;43,31;58,33;0;Sweden;Western Europe;"University of Boras";"1996-2026";"Library and Information Sciences (Q2)";"Social Sciences"
71;144644;"Library Management";journal;"01435124";"Emerald Group Publishing Ltd.";No;No;0,458;Q2;43;49;133;1711;139;133;0,92;34,92;54,67;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1979-2025";"Library and Information Sciences (Q2)";"Social Sciences"
72;18735;"Accountability in Research";journal;"15455815, 08989621";"Taylor and Francis Ltd.";No;No;0,455;Q2;43;30;90;1005;120;63;1,35;33,50;46,88;7;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1989-2026";"Education (Q2); Library and Information Sciences (Q2); Medicine (miscellaneous) (Q2)";"Medicine; Social Sciences"
73;12085;"American Archivist";journal;"03609081";"Society of American Archivists";No;No;0,453;Q2;37;22;67;1179;49;60;0,63;53,59;67,74;2;United States;Northern America;"Society of American Archivists";"1938-2025";"Arts and Humanities (miscellaneous) (Q2); Library and Information Sciences (Q2)";"Arts and Humanities; Social Sciences"
74;7600153106;"Malaysian Journal of Library and Information Science";journal;"13946234";"Faculty of Computer Science and Information Technology";No;No;0,441;Q2;31;20;60;827;50;60;0,95;41,35;44,19;2;Malaysia;Asiatic Region;"Faculty of Computer Science and Information Technology";"1996-2025";"Library and Information Sciences (Q2)";"Social Sciences"
75;21100264483;"Cuadernos.info";journal;"0719367X, 07193661";"Pontificia Universidad Catolica de Chile";Yes;Yes;0,430;Q2;20;28;87;1343;58;83;0,71;47,96;50,00;0;Chile;Latin America;"Pontificia Universidad Catolica de Chile";"2013-2025";"Communication (Q2); Library and Information Sciences (Q2)";"Social Sciences"
76;6400153106;"Information Development";journal;"17416469, 02666669";"SAGE Publications Ltd";No;No;0,428;Q2;48;48;238;1754;334;217;1,44;36,54;33,33;4;United Kingdom;Western Europe;"SAGE Publications Ltd";"1985-2026";"Library and Information Sciences (Q2)";"Social Sciences"
77;19700182685;"Journal of Library Metadata";journal;"19375034, 19386389";"Taylor and Francis Ltd.";No;No;0,420;Q2;19;10;45;267;36;43;0,55;26,70;52,94;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2008-2026";"E-learning (Q2); Library and Information Sciences (Q2)";"Social Sciences"
78;12100156499;"Notes";journal;"1534150X, 00274380";"Music Library Association";Yes;No;0,417;Q2;14;17;40;444;17;39;0,50;26,12;20,83;1;United States;Northern America;"Music Library Association";"1978, 2002-2026";"Music (Q1); Library and Information Sciences (Q2)";"Arts and Humanities; Social Sciences"
79;11500153514;"Revista Espanola de Documentacion Cientifica";journal;"02100614, 19884621";"CSIC Consejo Superior de Investigaciones Cientificas";Yes;Yes;0,415;Q2;24;30;101;1208;95;101;0,97;40,27;43,06;14;Spain;Western Europe;"CSIC Consejo Superior de Investigaciones Cientificas";"1984, 2008-2025";"Library and Information Sciences (Q2)";"Social Sciences"
80;4700152763;"Public Services Quarterly";journal;"15229114, 15228959";"Routledge";No;No;0,408;Q2;21;22;100;229;44;85;0,36;10,41;66,67;1;United States;Northern America;"Routledge";"2002-2003, 2006-2026";"Library and Information Sciences (Q2); Public Administration (Q2); Accounting (Q3)";"Business, Management and Accounting; Social Sciences"
81;16004;"Reference and User Services Quarterly";journal;"10949054";"American Library Association";No;No;0,402;Q2;41;41;130;787;78;117;0,56;19,20;75,00;1;United States;Northern America;"American Library Association";"1997-2019, 2021, 2024-2025";"Information Systems (Q2); Library and Information Sciences (Q2)";"Computer Science; Social Sciences"
82;4700152908;"Knowledge Management Research and Practice";journal;"14778238, 14778246";"Taylor and Francis Ltd.";No;No;0,396;Q2;62;47;140;2791;243;140;1,80;59,38;35,58;2;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2006-2026";"Business and International Management (Q2); Library and Information Sciences (Q2); Management Information Systems (Q2); Management of Technology and Innovation (Q2)";"Business, Management and Accounting; Social Sciences"
83;147225;"Computers in the Schools";journal;"07380569, 15287033";"Routledge";No;No;0,389;Q2;41;17;56;810;58;55;0,69;47,65;57,50;4;United States;Northern America;"Routledge";"1984-1997, 1999, 2001-2026";"Computer Science (miscellaneous) (Q2); Education (Q2); Library and Information Sciences (Q2)";"Computer Science; Social Sciences"
84;16800154717;"IFLA Journal";journal;"03400352, 17452651";"SAGE Publications Ltd";No;No;0,389;Q2;31;25;94;948;94;83;1,08;37,92;62,50;2;United Kingdom;Western Europe;"SAGE Publications Ltd";"1975-2026";"Library and Information Sciences (Q2)";"Social Sciences"
