Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2019);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
83;144673;"Performance Measurement and Metrics";journal;"14678047";"Emerald Group Publishing Ltd.";No;No;0,430;Q2;27;19;60;351;63;58;1,21;18,47;58,33;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2000-2026";"Literature and Literary Theory (Q1); Library and Information Sciences (Q2)";"Arts and Humanities; Social Sciences"
84;4700152731;"Public Library Quarterly";journal;"01616846, 15411540";"Routledge";No;No;0,430;Q2;26;29;99;576;48;91;0,33;19,86;55,00;3;United States;Northern America;"Routledge";"1979-1986, 1988-2026";"Library and Information Sciences (Q2)";"Social Sciences"
85;144908;"Library Hi Tech";journal;"07378831";"Emerald Group Publishing Ltd.";No;No;0,427;Q2;59;61;142;2432;236;138;1,68;39,87;42,33;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1983-2025";"Information Systems (Q2); Library and Information Sciences (Q2)";"Computer Science; Social Sciences"
86;14239;"College and Research Libraries News";journal;"21506698, 00990086";"Association of College and Research Libraries";No;No;0,426;Q2;30;106;301;299;112;246;0,41;2,82;71,82;4;United States;Northern America;"Association of College and Research Libraries";"1986-1988, 1990-2026";"Education (Q2); Library and Information Sciences (Q2)";"Social Sciences"
87;25547;"Interacting with Computers";journal;"18737951, 09535438";"Oxford University Press";No;No;0,416;-;100;29;137;1788;238;134;1,66;61,66;28,71;0;United Kingdom;Western Europe;"Oxford University Press";"1989-2026";"Human-Computer Interaction (Q2); Software (Q2)";"Computer Science"
88;7600153106;"Malaysian Journal of Library and Information Science";journal;"13946234";"Faculty of Computer Science and Information Technology";No;No;0,414;Q2;31;20;60;926;56;60;1,00;46,30;40,91;1;Malaysia;Asiatic Region;"Faculty of Computer Science and Information Technology";"1996-2025";"Library and Information Sciences (Q2)";"Social Sciences"
89;13360;"Knowledge Organization (discontinued)";journal;"09437444";"International Society for Knowledge Organization";No;No;0,393;Q2;37;50;156;2200;134;148;0,90;44,00;47,06;2;Germany;Western Europe;"International Society for Knowledge Organization";"1993-2024";"Library and Information Sciences (Q2)";"Social Sciences"
90;147225;"Computers in the Schools";journal;"07380569, 15287033";"Routledge";No;No;0,382;Q2;41;19;56;829;90;55;1,13;43,63;64,15;2;United States;Northern America;"Routledge";"1984-1997, 1999, 2001-2026";"Computer Science (miscellaneous) (Q2); Education (Q2); Library and Information Sciences (Q2)";"Computer Science; Social Sciences"
91;21100857955;"Data Technologies and Applications";journal;"25149288, 25149318";"Emerald Publishing";Yes;No;0,382;Q2;40;31;81;1704;149;80;1,79;54,97;32,00;0;United Kingdom;Western Europe;"Emerald Publishing";"2018-2026";"Library and Information Sciences (Q2); Information Systems (Q3)";"Computer Science; Social Sciences"
92;21100867250;"Journal of Open Research Software";journal;"20499647";"Ubiquity Press";Yes;No;0,381;Q2;20;33;28;618;61;28;2,18;18,73;25,78;0;United Kingdom;Western Europe;"Ubiquity Press";"2018-2026";"Library and Information Sciences (Q2); Information Systems (Q3); Software (Q3)";"Computer Science; Social Sciences"
93;12981;"Kybernetes";journal;"0368492X";"Emerald Publishing";No;No;0,376;-;65;121;309;6770;611;306;1,95;55,95;38,99;0;United Kingdom;Western Europe;"Emerald Publishing";"1972-2026";"Engineering (miscellaneous) (Q1); Computer Science (miscellaneous) (Q2); Control and Systems Engineering (Q2); Electrical and Electronic Engineering (Q2); Social Sciences (miscellaneous) (Q2); Artificial Intelligence (Q3); Information Systems (Q3); Software (Q3); Theoretical Computer Science (Q3)";"Computer Science; Engineering; Mathematics; Social Sciences"
94;15135;"Information Services and Use";journal;"01675265, 18758789";"SAGE Publications Ltd";No;No;0,373;Q2;28;30;102;428;108;96;1,23;14,27;55,77;0;United Kingdom;Western Europe;"SAGE Publications Ltd";"1981-2025";"Library and Information Sciences (Q2); Computer Science Applications (Q3); Information Systems (Q3)";"Computer Science; Social Sciences"
95;21100801725;"VINE Journal of Information and Knowledge Management Systems";journal;"20595905, 20595891";"Emerald Publishing";No;No;0,371;Q2;48;32;89;2013;202;88;2,48;62,91;44,00;0;United Kingdom;Western Europe;"Emerald Publishing";"2016-2026";"Computer Networks and Communications (Q2); Library and Information Sciences (Q2); Computer Science Applications (Q3); Information Systems (Q3); Management of Technology and Innovation (Q3)";"Business, Management and Accounting; Computer Science; Social Sciences"
96;21100264483;"Cuadernos.info";journal;"0719367X, 07193661";"Pontificia Universidad Catolica de Chile";Yes;Yes;0,366;Q2;20;29;86;1596;76;81;0,77;55,03;52,11;5;Chile;Latin America;"Pontificia Universidad Catolica de Chile";"2013-2025";"Communication (Q2); Library and Information Sciences (Q2)";"Social Sciences"
97;21100199774;"Evidence Based Library and Information Practice";journal;"1715720X";"University of Alberta";Yes;Yes;0,364;Q2;22;59;254;902;102;220;0,44;15,29;78,67;0;Canada;Northern America;"University of Alberta";"2011-2025";"Library and Information Sciences (Q2)";"Social Sciences"
98;12881;"Behavioral and Social Sciences Librarian";journal;"01639269, 15444546";"Routledge";No;No;0,350;Q2;19;0;37;0;16;23;0,13;0,00;0,00;0;United States;Northern America;"Routledge";"1979-2002, 2004-2017";"Library and Information Sciences (Q2); Social Sciences (miscellaneous) (Q2)";"Social Sciences"
99;21100801727;"Digital Library Perspectives";journal;"20595816, 20595824";"Emerald Publishing";No;No;0,344;Q2;30;18;80;566;70;79;0,86;31,44;46,88;0;United Kingdom;Western Europe;"Emerald Publishing";"2016-2026";"Library and Information Sciences (Q2); Education (Q3); Information Systems (Q3)";"Computer Science; Social Sciences"
100;21100836334;"Publications";journal;"23046775";"Multidisciplinary Digital Publishing Institute (MDPI)";Yes;No;0,341;Q2;32;67;104;3104;158;91;1,56;46,33;41,51;14;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2013-2025";"Business and International Management (Q2); Communication (Q2); Library and Information Sciences (Q2); Media Technology (Q2); Computer Science Applications (Q3)";"Business, Management and Accounting; Computer Science; Engineering; Social Sciences"
101;4700152802;"Journal of Business and Finance Librarianship";journal;"15470644, 08963568";"Routledge";No;No;0,335;Q2;23;9;59;189;38;55;0,54;21,00;50,00;1;United States;Northern America;"Routledge";"1990-1992, 1994, 1996-2026";"Library and Information Sciences (Q2); Management Information Systems (Q2); E-learning (Q3); Marketing (Q3)";"Business, Management and Accounting; Social Sciences"
102;19700182410;"African Journal of Library Archives and Information Science";journal;"07954778";"Archlib and Information Services Ltd";No;No;0,333;Q2;16;10;39;458;29;35;0,82;45,80;50,00;0;Nigeria;Africa;"Archlib and Information Services Ltd";"2008-2012, 2014-2025";"Library and Information Sciences (Q2)";"Social Sciences"
103;15069;"World Patent Information";journal;"01722190";"Elsevier Ltd";No;No;0,331;Q2;42;35;119;953;125;104;0,83;27,23;28,13;3;United Kingdom;Western Europe;"Elsevier Ltd";"1979-2026";"Library and Information Sciences (Q2); Bioengineering (Q3); Computer Science Applications (Q3); Energy Engineering and Power Technology (Q3); Fuel Technology (Q3); Process Chemistry and Technology (Q3); Renewable Energy, Sustainability and the Environment (Q3)";"Chemical Engineering; Computer Science; Energy; Social Sciences"
104;21100782655;"Proceedings of the 2016 IEEE/ACM International Symposium on Nanoscale Architectures, NANOARCH 2016";conference and proceedings;"-";"";No;No;0,329;-;10;0;37;0;51;35;0,00;0,00;0,00;0;United States;Northern America;"";"";"Library and Information Sciences; Media Technology";"Engineering; Social Sciences"
105;21100469409;"Proceedings - 12th IAPR International Workshop on Document Analysis Systems, DAS 2016";conference and proceedings;"-";"";No;No;0,327;-;17;0;77;0;157;75;0,00;0,00;0,00;0;United States;Northern America;"";"";"Computer Networks and Communications; Computer Science Applications; Electrical and Electronic Engineering; Instrumentation";"Computer Science; Engineering; Physics and Astronomy"
106;21100857424;"SCIRES-IT";journal;"22394303";"Caspur -Ciber Publishing";Yes;Yes;0,326;Q2;14;24;39;465;40;37;0,71;19,38;56,82;0;Italy;Western Europe;"Caspur -Ciber Publishing";"2016-2025";"Conservation (Q1); Library and Information Sciences (Q2); Computer Networks and Communications (Q3); Computer Science Applications (Q3); Information Systems (Q3)";"Arts and Humanities; Computer Science; Social Sciences"
107;21100877203;"Journal of Law, Information and Science";journal;"22003517";"University of Tasmania, Faculty of Law";No;No;0,322;Q2;7;0;12;0;6;11;0,67;0,00;0,00;0;Australia;Pacific Region;"University of Tasmania, Faculty of Law";"2014-2017";"Law (Q2); Library and Information Sciences (Q2)";"Social Sciences"
108;10700153302;"International Journal of Data Mining and Bioinformatics";journal;"17485681, 17485673";"Inderscience Enterprises Ltd";No;No;0,321;Q2;26;21;169;858;169;169;0,97;40,86;29,07;0;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2006-2026";"Library and Information Sciences (Q2); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q3); Information Systems (Q3)";"Biochemistry, Genetics and Molecular Biology; Computer Science; Social Sciences"
109;21100887535;"Collection and Curation";journal;"25149326";"Emerald Group Publishing Ltd.";Yes;No;0,317;Q2;22;17;59;513;42;58;0,63;30,18;50,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2018-2026";"Museology (Q1); Library and Information Sciences (Q2)";"Arts and Humanities; Social Sciences"
110;145510;"Libri";journal;"18658423, 00242667";"De Gruyter Saur";Yes;Yes;0,301;Q2;33;23;73;1097;61;72;1,00;47,70;52,00;3;Germany;Western Europe;"De Gruyter Saur";"1950, 1953-1956, 1958-2026";"Library and Information Sciences (Q2)";"Social Sciences"
111;4700152422;"Journal of Map and Geography Libraries";journal;"15420353, 15420361";"Routledge";No;No;0,300;Q2;17;16;51;404;35;42;0,94;25,25;50,00;0;United States;Northern America;"Routledge";"2004-2026";"Library and Information Sciences (Q2)";"Social Sciences"
112;19700181431;"Journal of Decision Systems";journal;"21167052, 12460125";"Taylor and Francis Ltd.";No;No;0,300;-;42;16;137;967;179;133;1,35;60,44;34,29;3;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1992-2026";"Management Information Systems (Q3); Software (Q3)";"Business, Management and Accounting; Computer Science"
113;145258;"Informing Science";journal;"15214672, 15479684";"Informing Science Institute";Yes;No;0,299;Q2;30;11;47;609;52;47;1,07;55,36;30,00;0;United States;Northern America;"Informing Science Institute";"1997-2026";"Library and Information Sciences (Q2)";"Social Sciences"
114;29335;"Education for Information";journal;"18758649, 01678329";"SAGE Publications Ltd";No;No;0,298;Q2;24;33;69;867;61;64;0,56;26,27;50,85;0;United Kingdom;Western Europe;"SAGE Publications Ltd";"1983-2025";"Library and Information Sciences (Q2); Education (Q3); Information Systems (Q3)";"Computer Science; Social Sciences"
115;4700152763;"Public Services Quarterly";journal;"15229114, 15228959";"Routledge";No;No;0,296;Q2;21;33;91;512;45;77;0,52;15,52;62,50;1;United States;Northern America;"Routledge";"2002-2003, 2006-2026";"Library and Information Sciences (Q2); Accounting (Q3); Public Administration (Q3)";"Business, Management and Accounting; Social Sciences"
116;17900156721;"Journal of Electronic Resources Librarianship";journal;"1941126X, 19411278";"Routledge";No;No;0,287;Q2;18;33;136;429;42;104;0,31;13,00;75,68;0;United States;Northern America;"Routledge";"2008-2025";"Library and Information Sciences (Q2); Information Systems (Q3)";"Computer Science; Social Sciences"
117;19400156823;"Issues in Science and Technology Librarianship";journal;"10921206";"Association of College and Research Libraries";Yes;Yes;0,284;Q2;24;26;63;528;33;46;0,58;20,31;76,67;1;United States;Northern America;"Association of College and Research Libraries";"1996-2026";"Engineering (miscellaneous) (Q2); Library and Information Sciences (Q2)";"Engineering; Social Sciences"
118;21100212132;"DESIDOC Journal of Library and Information Technology";journal;"09740643, 09764658";"Defence Scientific Information and Documentation Centre";No;No;0,281;Q2;22;54;172;1336;172;169;1,10;24,74;34,57;4;India;Asiatic Region;"Defence Scientific Information and Documentation Centre";"2012-2025";"Library and Information Sciences (Q2)";"Social Sciences"
119;23776;"Archivaria";journal;"03186954";"Association of Canadian Archivists";No;No;0,279;Q2;35;15;31;271;33;30;0,50;18,07;55,56;0;Canada;Northern America;"Association of Canadian Archivists";"1980, 1989-1990, 1996-2025";"Library and Information Sciences (Q2)";"Social Sciences"
120;19700187503;"Australian Academic and Research Libraries";journal;"00048623, 1839471X";"Australian Library and Information Association";No;No;0,278;Q2;36;0;28;0;20;24;0,00;0,00;0,00;0;Australia;Pacific Region;"Australian Library and Information Association";"1955, 1988-2016";"Library and Information Sciences (Q2)";"Social Sciences"
121;145600;"International Journal of Law and Information Technology";journal;"09670769, 14643693";"Oxford University Press";No;No;0,275;Q2;28;16;44;1463;77;44;2,04;91,44;40,00;10;United Kingdom;Western Europe;"Oxford University Press";"1993-2026";"Law (Q2); Library and Information Sciences (Q2)";"Social Sciences"
122;145290;"Bottom Line";journal;"0888045X";"Emerald Group Publishing Ltd.";No;No;0,269;Q2;33;17;63;1340;84;61;1,85;78,82;32,61;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1988-2026";"Library and Information Sciences (Q2); Business, Management and Accounting (miscellaneous) (Q3)";"Business, Management and Accounting; Social Sciences"
123;21100778750;"Proceedings of the Association for Information Science and Technology";journal;"23739231";"John Wiley &amp; Sons Inc.";No;No;0,265;Q2;29;198;534;2758;311;534;0,46;13,93;49,89;3;United States;Northern America;"John Wiley &amp; Sons Inc.";"2015-2025";"Library and Information Sciences (Q2); Computer Science (miscellaneous) (Q3)";"Computer Science; Social Sciences"
124;19700182210;"Library Leadership and Management";journal;"19458851, 1945886X";"American Library Association";No;No;0,264;Q2;15;27;88;454;33;74;0,40;16,81;57,14;1;United States;Northern America;"American Library Association";"2009-2026";"Library and Information Sciences (Q2); Strategy and Management (Q3)";"Business, Management and Accounting; Social Sciences"
125;12749;"International Information and Library Review";journal;"10959297, 10572317";"Taylor and Francis Ltd.";No;No;0,262;Q2;34;35;120;801;67;119;0,67;22,89;56,90;2;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1992-2026";"Library and Information Sciences (Q2); E-learning (Q3)";"Social Sciences"
126;21100939697;"Synthesis Lectures on Information Concepts, Retrieval, and Services";book series;"1947945X, 19479468";"Springer International Publishing";No;No;0,258;Q2;7;4;5;449;5;5;1,00;112,25;0,00;0;Switzerland;Western Europe;"Springer International Publishing";"2010, 2012, 2017-2026";"Library and Information Sciences (Q2); Computer Networks and Communications (Q3); Information Systems (Q3); Information Systems and Management (Q3)";"Computer Science; Decision Sciences; Social Sciences"
127;16568;"Science and Technology Libraries";journal;"0194262X, 15411109";"Routledge";No;No;0,257;Q2;27;26;78;1043;59;78;0,78;40,12;45,95;0;United States;Northern America;"Routledge";"1980-2008, 2010-2026";"Library and Information Sciences (Q2)";"Social Sciences"
128;27984;"Fukushima Journal of Medical Sciences";journal;"00162590, 21854610";"Fukushima Society of Medical Science";No;No;0,256;-;23;17;60;488;57;60;1,02;28,71;18,97;1;Japan;Asiatic Region;"Fukushima Society of Medical Science";"1964-2026";"Medicine (miscellaneous) (Q3)";"Medicine"
129;21100237436;"Journal of Information and Knowledge Management";journal;"02196492, 17936926";"World Scientific";No;No;0,253;Q3;30;50;134;2919;155;133;1,22;58,38;32,00;0;Singapore;Asiatic Region;"World Scientific";"2002-2026";"Computer Networks and Communications (Q3); Computer Science Applications (Q3); Library and Information Sciences (Q3)";"Computer Science; Social Sciences"
130;15394;"D-Lib Magazine";journal;"10829873";"Corporation for National Research Initiatives";Yes;No;0,249;Q3;60;0;78;0;73;67;0,97;0,00;0,00;0;United States;Northern America;"Corporation for National Research Initiatives";"1996-2017";"Library and Information Sciences (Q3)";"Social Sciences"
131;25991;"Social Science Information";journal;"05390184, 14617412";"SAGE Publications Ltd";No;No;0,249;Q3;51;32;99;2161;103;91;1,13;67,53;37,78;3;United Kingdom;Western Europe;"SAGE Publications Ltd";"1962-2026";"Library and Information Sciences (Q3); Social Sciences (miscellaneous) (Q3)";"Social Sciences"
132;21100801131;"Proceedings of 2016 International Symposium on Information Theory and Its Applications, ISITA 2016";conference and proceedings;"-";"";No;No;0,249;-;8;0;162;0;73;159;0,45;0,00;0,00;0;United States;Northern America;"";"";"Artificial Intelligence; Computational Mathematics; Computational Theory and Mathematics; Computer Networks and Communications; Computer Science Applications; Control and Optimization";"Computer Science; Mathematics"
133;13992;"Library Collections, Acquisition and Technical Services";journal;"14649055, 18731821";"Taylor and Francis Ltd.";No;No;0,247;Q3;24;0;6;0;8;6;1,33;0,00;0,00;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1980-1997, 1999-2015, 2017";"Information Systems (Q3); Library and Information Sciences (Q3)";"Computer Science; Social Sciences"
134;145356;"Library Hi Tech News";journal;"07419058";"Emerald Group Publishing Ltd.";No;No;0,245;Q3;31;44;149;687;91;141;0,62;15,61;60,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1999-2026";"Information Systems (Q3); Library and Information Sciences (Q3)";"Computer Science; Social Sciences"
135;14115;"Canadian Journal of Information and Library Science";journal;"19207239, 1195096X";"Canadian Association for Information Science";No;No;0,239;Q3;23;5;47;169;26;45;0,28;33,80;75,00;0;Canada;Northern America;"Canadian Association for Information Science";"1993-2022";"Information Systems (Q3); Library and Information Sciences (Q3)";"Computer Science; Social Sciences"
136;21100829144;"Journal of the Australian Library and Information Association";journal;"24750158, 24750166";"Taylor and Francis Ltd.";No;No;0,233;Q3;32;31;103;912;32;81;0,31;29,42;77,78;2;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2017-2026";"Library and Information Sciences (Q3)";"Social Sciences"
137;12085;"American Archivist";journal;"03609081";"Society of American Archivists";No;No;0,232;Q3;37;26;63;1445;40;58;0,46;55,58;62,79;1;United States;Northern America;"Society of American Archivists";"1938-2025";"Arts and Humanities (miscellaneous) (Q2); Library and Information Sciences (Q3)";"Arts and Humanities; Social Sciences"
138;21100829944;"Journal of Education for Library and Information Science";journal;"07485786, 23282967";"University of Toronto Press";No;No;0,232;Q3;16;25;43;755;24;36;0,56;30,20;72,73;0;Canada;Northern America;"University of Toronto Press";"2011, 2017-2026";"Education (Q3); Library and Information Sciences (Q3)";"Social Sciences"
139;12100156499;"Notes";journal;"1534150X, 00274380";"Music Library Association";Yes;No;0,232;Q3;14;9;45;381;8;44;0,03;42,33;33,33;0;United States;Northern America;"Music Library Association";"1978, 2002-2026";"Music (Q1); Library and Information Sciences (Q3)";"Arts and Humanities; Social Sciences"
140;13412;"Lecture Notes in Control and Information Sciences";book series;"16107411, 01708643";"Springer Science and Business Media Deutschland GmbH";No;No;0,229;Q3;60;88;145;1891;81;39;0,49;21,49;34,29;0;Germany;Western Europe;"Springer Science and Business Media Deutschland GmbH";"1982-1986, 1988, 1990-1991, 1993, 1996, 2005-2026";"Library and Information Sciences (Q3)";"Social Sciences"
141;19470;"Information Resources Management Journal";journal;"15337979, 10401628";"IGI Publishing";No;No;0,227;Q3;49;16;51;1114;43;51;0,78;69,63;33,33;0;United States;Northern America;"IGI Publishing";"1988-2026";"Business and International Management (Q3); Library and Information Sciences (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Social Sciences"
142;4700152770;"Cataloging and Classification Quarterly";journal;"15444554, 01639374";"Routledge";No;No;0,223;Q3;31;31;115;93;72;106;0,65;3,00;42,86;1;United States;Northern America;"Routledge";"1981-2026";"Library and Information Sciences (Q3)";"Social Sciences"
143;21100836108;"Knowledge Cultures";journal;"23756527, 23275731";"Addleton Academic Publishers";No;No;0,221;Q3;19;22;128;453;141;120;1,47;20,59;21,43;0;United States;Northern America;"Addleton Academic Publishers";"2013-2025";"Cultural Studies (Q1); History (Q1); Literature and Literary Theory (Q1); Law (Q2); Philosophy (Q2); Education (Q3); Library and Information Sciences (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
144;19700182724;"Revista General de Informacion y Documentacion";journal;"19882858, 11321873";"Universidad Complutense Madrid";Yes;Yes;0,221;Q3;10;24;90;776;25;90;0,33;32,33;46,00;2;Spain;Western Europe;"Universidad Complutense Madrid";"2009-2025";"Library and Information Sciences (Q3)";"Social Sciences"
145;14046;"Library Philosophy and Practice (discontinued)";journal;"15220222";"University of Nebraska-Lincoln";Yes;No;0,220;Q3;32;996;533;20653;293;529;0,50;20,74;40,51;0;United States;Northern America;"University of Nebraska-Lincoln";"1998-2021";"Philosophy (Q2); Library and Information Sciences (Q3)";"Arts and Humanities; Social Sciences"
146;19400157009;"Investigacion Bibliotecologica";journal;"0187358X, 24488321";"Universidad Nacional Autonoma de Mexico";Yes;Yes;0,211;Q3;16;40;129;1227;60;119;0,33;30,68;49,47;3;Mexico;Latin America;"Universidad Nacional Autonoma de Mexico";"2001, 2008-2025";"Library and Information Sciences (Q3)";"Social Sciences"
147;4700152746;"Music Reference Services Quarterly";journal;"10588167, 15409503";"Routledge";No;No;0,209;Q3;11;18;53;84;9;38;0,17;4,67;40,00;1;United States;Northern America;"Routledge";"1992-1998, 2001-2002, 2004-2026";"Music (Q1); Library and Information Sciences (Q3)";"Arts and Humanities; Social Sciences"
148;21100801133;"2016 18th International Middle-East Power Systems Conference, MEPCON 2016 - Proceedings";conference and proceedings;"-";"";No;No;0,209;-;17;0;158;0;176;157;1,11;0,00;0,00;0;United States;Northern America;"";"";"Computer Networks and Communications; Hardware and Architecture; Information Systems; Library and Information Sciences; Signal Processing";"Computer Science; Social Sciences"
149;21100908544;"Global Intellectual History";journal;"23801883, 23801891";"Taylor and Francis Ltd.";No;No;0,206;Q3;10;27;49;976;27;43;0,51;36,15;18,18;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2016-2026";"History (Q1); Arts and Humanities (miscellaneous) (Q2); Cultural Studies (Q2); Library and Information Sciences (Q3)";"Arts and Humanities; Social Sciences"
150;21100814051;"Information Discovery and Delivery";journal;"23986247";"Emerald Group Publishing Ltd.";No;No;0,203;Q3;30;26;79;1124;52;78;0,89;43,23;33,96;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2017-2026";"Computer Science (miscellaneous) (Q3); Library and Information Sciences (Q3)";"Computer Science; Social Sciences"
151;14000156125;"Language Documentation and Conservation";journal;"19345275";"University of Hawaii Press";Yes;Yes;0,203;Q3;16;26;68;1116;56;68;0,86;42,92;50,77;0;United States;Northern America;"University of Hawaii Press";"2016-2025";"Linguistics and Language (Q2); Library and Information Sciences (Q3); Computer Science Applications (Q4)";"Computer Science; Social Sciences"
152;17800156797;"VOEB-Mitteilungen";journal;"10222588, 27914011";"Vereinigung Osterreichischer Bibliothekarinnen und Bibliothekare";Yes;Yes;0,201;Q3;6;51;131;615;21;90;0,24;12,06;40,26;0;Austria;Western Europe;"Vereinigung Osterreichischer Bibliothekarinnen und Bibliothekare";"2009-2025";"Library and Information Sciences (Q3)";"Social Sciences"
153;21100815354;"JLIS.it";journal;"20381026, 20385366";"Universita di Firenze, Dipartimento di Storia, Archeologia, Geografia, Arte e Spettacolo";Yes;Yes;0,200;Q3;11;31;83;921;29;80;0,35;29,71;73,33;1;Italy;Western Europe;"Universita di Firenze, Dipartimento di Storia, Archeologia, Geografia, Arte e Spettacolo";"2017-2026";"Conservation (Q2); Library and Information Sciences (Q3); Computer Science Applications (Q4)";"Arts and Humanities; Computer Science; Social Sciences"
154;21100837856;"School Library Research";journal;"21651019";"American Library Association";No;No;0,200;Q3;19;5;21;214;15;21;0,91;42,80;93,75;0;United States;Northern America;"American Library Association";"2014-2025";"Media Technology (Q2); Library and Information Sciences (Q3)";"Engineering; Social Sciences"
155;21100259129;"Archives and Manuscripts";journal;"01576895, 21646058";"Australian Society of Archivists";No;No;0,199;Q3;17;25;62;385;26;47;0,43;15,40;63,89;1;Australia;Pacific Region;"Australian Society of Archivists";"2013-2024";"Communication (Q3); Library and Information Sciences (Q3)";"Social Sciences"
156;19900191876;"Transinformacao";journal;"01033786";"Pontificia Universidade Catolica de Campinas";Yes;Yes;0,196;Q3;15;28;88;751;49;86;0,38;26,82;60,00;6;Brazil;Latin America;"Pontificia Universidade Catolica de Campinas";"2010-2025";"Museology (Q2); Communication (Q3); Library and Information Sciences (Q3); Information Systems (Q4)";"Arts and Humanities; Computer Science; Social Sciences"
157;4700152722;"Technical Services Quarterly";journal;"07317131";"Routledge";No;No;0,191;Q3;20;60;200;371;36;164;0,14;6,18;59,09;0;United States;Northern America;"Routledge";"1984-2026";"Library and Information Sciences (Q3); Computer Science Applications (Q4)";"Computer Science; Social Sciences"
158;17500155021;"Grey Journal";journal;"1574180X, 15741796";"GreyNet";No;No;0,190;Q3;8;23;76;314;20;65;0,33;13,65;52,38;0;Netherlands;Western Europe;"GreyNet";"2009-2020, 2022-2024";"Library and Information Sciences (Q3)";"Social Sciences"
159;19700182685;"Journal of Library Metadata";journal;"19375034, 19386389";"Taylor and Francis Ltd.";No;No;0,186;Q3;19;13;39;419;15;36;0,32;32,23;73,33;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2008-2026";"Library and Information Sciences (Q3); E-learning (Q4)";"Social Sciences"
160;19700180555;"Vjesnik Bibliotekara Hrvatske";journal;"05071925, 13346938";"Hrvatsko Knjiznicarsko Drustvo";Yes;Yes;0,186;Q3;8;33;142;972;17;124;0,14;29,45;80,39;0;Croatia;Eastern Europe;"Hrvatsko Knjiznicarsko Drustvo";"2009-2025";"Library and Information Sciences (Q3)";"Social Sciences"
161;21100241768;"Preservation, Digital Technology and Culture";journal;"21952965, 21952957";"De Gruyter Saur";No;No;0,185;Q3;15;17;71;345;19;57;0,33;20,29;85,00;0;Germany;Western Europe;"De Gruyter Saur";"2013-2026";"Conservation (Q2); Library and Information Sciences (Q3); Computer Science Applications (Q4)";"Arts and Humanities; Computer Science; Social Sciences"
162;21100830763;"Journal of Information Science Theory and Practice";journal;"22879099, 22874577";"Korea Institute of Science and Technology Information";Yes;Yes;0,184;Q3;13;20;40;845;29;40;0,73;42,25;48,89;0;South Korea;Asiatic Region;"Korea Institute of Science and Technology Information";"2017-2025";"Information Systems and Management (Q3); Library and Information Sciences (Q3); Information Systems (Q4)";"Computer Science; Decision Sciences; Social Sciences"
163;21100791249;"Pakistan Journal of Information Management and Libraries";journal;"24097462";"University of the Punjab";Yes;No;0,184;Q3;13;4;43;159;16;40;0,15;39,75;27,27;0;Pakistan;Asiatic Region;"University of the Punjab";"2014-2024";"Library and Information Sciences (Q3); Computer Science Applications (Q4)";"Computer Science; Social Sciences"
164;8300153137;"International Journal of Metadata, Semantics and Ontologies";journal;"1744263X, 17442621";"Inderscience Enterprises Ltd";No;No;0,183;Q3;23;10;53;353;31;53;0,52;35,30;39,39;0;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2006-2024";"Library and Information Sciences (Q3); Computer Science Applications (Q4); E-learning (Q4); Information Systems (Q4)";"Computer Science; Social Sciences"
165;12492;"Journal of Information Science and Engineering";journal;"10162364";"Institute of Information Science";No;No;0,183;Q3;44;77;265;2271;231;265;0,83;29,49;34,09;0;Taiwan;Asiatic Region;"Institute of Information Science";"1993-1994, 1996-2026";"Library and Information Sciences (Q3); Computational Theory and Mathematics (Q4); Hardware and Architecture (Q4); Human-Computer Interaction (Q4); Software (Q4)";"Computer Science; Social Sciences"
166;5800207822;"Terminology";journal;"15699994, 09299971";"John Benjamins Publishing Company";No;No;0,183;Q3;31;10;31;417;32;30;0,83;41,70;60,87;1;Netherlands;Western Europe;"John Benjamins Publishing Company";"1994-1998, 2000-2026";"Linguistics and Language (Q2); Communication (Q3); Library and Information Sciences (Q3)";"Social Sciences"
