Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2008);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
11;14238;"College and Research Libraries";journal;"00100870, 21506701";"Association of College and Research Libraries";Yes;Yes;1,417;Q1;63;32;97;1181;157;94;1,64;36,91;64,44;4;United States;Northern America;"Association of College and Research Libraries";"1942, 1946-1947, 1954, 1964, 1987-2026";"Library and Information Sciences (Q1)";"Social Sciences"
12;12709;"Information Technology and Libraries";journal;"07309295, 21635226";"American Library Association";Yes;Yes;1,394;Q1;42;28;85;564;134;67;1,75;20,14;40,00;2;United States;Northern America;"American Library Association";"1968, 1971-1974, 1981, 1988-2025";"Information Systems (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
13;15933;"Portal";journal;"15307131, 15312542";"Johns Hopkins University Press";No;No;1,347;-;48;21;97;739;161;85;1,52;35,19;90,63;4;United States;Northern America;"Johns Hopkins University Press";"2001-2026";"Development (Q1)";"Social Sciences"
14;29745;"Information and Organization";journal;"14717727";"Elsevier Ltd";No;No;1,275;Q1;83;13;37;958;162;34;2,64;73,69;22,22;2;United Kingdom;Western Europe;"Elsevier Ltd";"1996-1997, 2001-2026";"Information Systems (Q1); Library and Information Sciences (Q1); Management Information Systems (Q1); Management of Technology and Innovation (Q1); Organizational Behavior and Human Resource Management (Q1)";"Business, Management and Accounting; Computer Science; Social Sciences"
15;23842;"Journal of Classification";journal;"01764268, 14321343";"Springer New York";No;No;1,176;Q1;51;17;44;326;67;39;1,47;19,18;12,00;2;United States;Northern America;"Springer New York";"1984-2026";"Library and Information Sciences (Q1); Mathematics (miscellaneous) (Q1); Psychology (miscellaneous) (Q1); Statistics, Probability and Uncertainty (Q2)";"Decision Sciences; Mathematics; Psychology; Social Sciences"
16;130080;"Journal of Chemical Information and Modeling";journal;"1549960X, 15499596";"American Chemical Society";No;No;1,140;Q1;219;226;753;10008;2806;745;3,76;44,28;22,28;10;United States;Northern America;"American Chemical Society";"2005-2026";"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Computer Science Applications (Q1); Library and Information Sciences (Q1)";"Chemical Engineering; Chemistry; Computer Science; Social Sciences"
17;98245;"Library Resources and Technical Services";journal;"00242527";"American Library Association";Yes;No;1,117;Q1;26;28;82;940;71;69;0,81;33,57;58,97;0;United States;Northern America;"American Library Association";"1978-1979, 1981-1984, 1988-2025";"Information Systems (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
18;12689;"Information Processing and Management";journal;"18735371, 03064573";"Elsevier Ltd";No;No;1,093;Q1;149;118;305;4065;965;296;3,12;34,45;26,72;5;United Kingdom;Western Europe;"Elsevier Ltd";"1975-2026";"Computer Science Applications (Q1); Information Systems (Q1); Library and Information Sciences (Q1); Media Technology (Q1); Management Science and Operations Research (Q2)";"Computer Science; Decision Sciences; Engineering; Social Sciences"
19;12791;"Journal of Academic Librarianship";journal;"00991333";"Elsevier B.V.";No;No;1,035;Q1;75;65;228;1669;286;211;1,16;25,68;58,75;7;United Kingdom;Western Europe;"Elsevier B.V.";"1988-2026";"Education (Q1); Library and Information Sciences (Q1)";"Social Sciences"
20;13971;"Library and Information Science Research";journal;"07408188";"Elsevier B.V.";Yes;No;1,004;Q1;74;34;92;1312;149;78;1,58;38,59;51,06;8;United Kingdom;Western Europe;"Elsevier B.V.";"1987-2026";"Information Systems (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
21;14735;"Government Information Quarterly";journal;"0740624X";"Elsevier Ltd";No;No;0,964;Q1;157;40;111;1417;401;97;3,87;35,43;40,30;18;United Kingdom;Western Europe;"Elsevier Ltd";"1984-2026";"E-learning (Q1); Law (Q1); Library and Information Sciences (Q1); Sociology and Political Science (Q1)";"Social Sciences"
22;15074;"European Journal of Information Systems";journal;"0960085X, 14769344";"Taylor and Francis Ltd.";No;No;0,851;Q1;151;56;198;3160;620;169;3,02;56,43;27,47;14;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1995-2026";"Library and Information Sciences (Q1); Information Systems (Q2)";"Computer Science; Social Sciences"
23;17857;"Journal of the Medical Library Association";journal;"15365050, 15589439";"Medical Library Association";Yes;Yes;0,849;Q1;82;57;242;1529;370;217;1,42;26,82;71,85;11;United States;Northern America;"Medical Library Association";"1999, 2001-2026";"Health Informatics (Q1); Library and Information Sciences (Q1); Medicine (miscellaneous) (Q1)";"Medicine; Social Sciences"
24;145108;"Biomedical Digital Libraries";journal;"17425581";"";No;No;0,839;Q1;9;0;22;0;60;21;2,87;0,00;0,00;0;United Kingdom;Western Europe;"";"2004-2007";"Library and Information Sciences (Q1)";"Social Sciences"
25;144671;"Reference Services Review";journal;"00907324";"Emerald Group Publishing Ltd.";No;No;0,786;Q1;46;38;137;767;153;134;0,95;20,18;81,25;2;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1973-2026";"E-learning (Q1); Library and Information Sciences (Q1)";"Social Sciences"
26;20870;"Telecommunications Policy";journal;"03085961";"Elsevier Ltd";No;No;0,757;-;101;63;145;1971;320;124;2,11;31,29;19,19;33;United Kingdom;Western Europe;"Elsevier Ltd";"1976-2026";"Electrical and Electronic Engineering (Q1); Human Factors and Ergonomics (Q2); Information Systems (Q2)";"Computer Science; Engineering; Social Sciences"
27;12794;"Journal of Documentation";journal;"00220418";"Emerald Group Publishing Ltd.";No;No;0,747;Q1;80;53;197;1999;248;197;1,35;37,72;37,84;5;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1945-2026";"Library and Information Sciences (Q1); Information Systems (Q2)";"Computer Science; Social Sciences"
28;12815;"Journal of Information Technology";journal;"14664437, 02683962";"Palgrave Macmillan Ltd.";No;No;0,746;Q1;102;28;87;1552;272;82;2,67;55,43;28,57;4;United Kingdom;Western Europe;"Palgrave Macmillan Ltd.";"1987-2026";"Library and Information Sciences (Q1); Strategy and Management (Q1); Information Systems (Q2)";"Business, Management and Accounting; Computer Science; Social Sciences"
29;22315;"Personal and Ubiquitous Computing";journal;"16174909, 16174917";"Springer London";No;No;0,720;-;106;52;146;1282;397;137;2,84;24,65;30,30;4;United Kingdom;Western Europe;"Springer London";"1997-2026";"Hardware and Architecture (Q1); Computer Science Applications (Q2); Management Science and Operations Research (Q2)";"Computer Science; Decision Sciences"
30;13992;"Library Collections, Acquisition and Technical Services";journal;"14649055, 18731821";"Taylor and Francis Ltd.";No;No;0,708;Q1;24;20;65;395;53;62;0,70;19,75;56,41;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1980-1997, 1999-2015, 2017";"Library and Information Sciences (Q1); Information Systems (Q2)";"Computer Science; Social Sciences"
31;200147110;"Information Communication and Society";journal;"14684462, 1369118X";"Routledge";No;No;0,701;Q1;136;61;116;2420;210;100;1,66;39,67;50,00;21;United Kingdom;Western Europe;"Routledge";"2001, 2005-2026";"Library and Information Sciences (Q1); Communication (Q2)";"Social Sciences"
32;12813;"Journal of Information Science";journal;"01655515, 17416485";"SAGE Publications Ltd";No;No;0,688;Q1;86;59;144;2739;402;135;3,31;46,42;31,25;12;United Kingdom;Western Europe;"SAGE Publications Ltd";"1979-2026";"Library and Information Sciences (Q1); Information Systems (Q2)";"Computer Science; Social Sciences"
33;15386;"Online Information Review";journal;"14684527, 14684535";"Emerald Publishing";No;No;0,684;Q1;85;59;158;1917;241;158;1,52;32,49;33,01;11;United Kingdom;Western Europe;"Emerald Publishing";"1980-1995, 1997, 1999-2026";"Library and Information Sciences (Q1); Computer Science Applications (Q2); Information Systems (Q2)";"Computer Science; Social Sciences"
34;15442;"Information Systems Management";journal;"10580530";"Taylor and Francis Ltd.";No;No;0,672;Q1;77;49;125;1000;236;107;1,83;20,41;35,53;5;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1992-2026";"Library and Information Sciences (Q1); Computer Science Applications (Q2); Information Systems (Q2)";"Computer Science; Social Sciences"
35;25547;"Interacting with Computers";journal;"18737951, 09535438";"Oxford University Press";No;No;0,663;-;100;50;151;2097;344;143;2,30;41,94;18,28;4;United Kingdom;Western Europe;"Oxford University Press";"1989-2026";"Human-Computer Interaction (Q2); Software (Q2)";"Computer Science"
36;21100374356;"Aslib Journal of Information Management";journal;"20503806, 20503814";"Emerald Group Publishing Ltd.";No;No;0,657;Q1;58;33;118;921;123;118;0,99;27,91;33,85;6;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2014-2026";"Library and Information Sciences (Q1); Information Systems (Q2)";"Computer Science; Social Sciences"
37;14060;"Library Quarterly";journal;"00242519, 1549652X";"University of Chicago Press";No;No;0,656;Q1;50;20;69;711;79;66;0,65;35,55;50,00;5;United States;Northern America;"University of Chicago Press";"1946-1947, 1951, 1958, 1979, 1981, 1988-2026";"Library and Information Sciences (Q1)";"Social Sciences"
38;4700152770;"Cataloging and Classification Quarterly";journal;"15444554, 01639374";"Routledge";No;No;0,622;Q1;31;36;166;913;85;152;0,43;25,36;59,46;0;United States;Northern America;"Routledge";"1981-2026";"Library and Information Sciences (Q1)";"Social Sciences"
39;12085;"American Archivist";journal;"03609081";"Society of American Archivists";No;No;0,598;Q1;37;23;60;799;42;47;0,65;34,74;55,88;2;United States;Northern America;"Society of American Archivists";"1938-2025";"Library and Information Sciences (Q1); Arts and Humanities (miscellaneous) (Q2)";"Arts and Humanities; Social Sciences"
40;15631;"International Journal of Information Management";journal;"02684012";"Elsevier Ltd";No;No;0,592;Q1;215;57;126;2001;302;105;2,31;35,11;30,19;9;United Kingdom;Western Europe;"Elsevier Ltd";"1970, 1986-2026";"Library and Information Sciences (Q1); Computer Networks and Communications (Q2); Information Systems (Q2)";"Computer Science; Social Sciences"
41;4400151723;"Webology (discontinued)";journal;"1735188X";"Webology Center";Yes;No;0,569;Q1;23;20;36;475;33;27;0,92;23,75;52,63;0;Iran;Middle East;"Webology Center";"2006-2021";"Library and Information Sciences (Q1); Human-Computer Interaction (Q2); Information Systems and Management (Q2); Software (Q2)";"Computer Science; Decision Sciences; Social Sciences"
42;145200;"International Journal on Digital Libraries";journal;"14325012, 14321300";"Springer Verlag";No;No;0,563;Q1;42;17;72;592;131;68;2,10;34,82;30,77;4;Germany;Western Europe;"Springer Verlag";"1997-1998, 2000, 2004-2010, 2012-2026";"Library and Information Sciences (Q1)";"Social Sciences"
43;18916;"Social Science Computer Review";journal;"15528286, 08944393";"SAGE Publications Inc.";No;No;0,554;Q1;104;42;117;1193;168;116;1,18;28,40;32,47;18;United States;Northern America;"SAGE Publications Inc.";"1983-2026";"Law (Q1); Library and Information Sciences (Q1); Social Sciences (miscellaneous) (Q1); Computer Science Applications (Q2)";"Computer Science; Social Sciences"
44;16004;"Reference and User Services Quarterly";journal;"10949054";"American Library Association";No;No;0,547;Q1;41;40;110;880;74;95;0,57;22,00;62,30;3;United States;Northern America;"American Library Association";"1997-2019, 2021, 2024-2025";"Library and Information Sciences (Q1); Information Systems (Q2)";"Computer Science; Social Sciences"
45;15420;"Electronic Library";journal;"02640473";"Emerald Group Publishing Ltd.";No;No;0,542;Q1;53;66;194;1309;161;191;0,83;19,83;43,97;6;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1983-2026";"Library and Information Sciences (Q1); Computer Science Applications (Q2)";"Computer Science; Social Sciences"
46;19470;"Information Resources Management Journal";journal;"15337979, 10401628";"IGI Publishing";No;No;0,541;Q1;49;24;77;1279;164;70;1,62;53,29;25,45;1;United States;Northern America;"IGI Publishing";"1988-2026";"Business and International Management (Q1); Library and Information Sciences (Q1); Strategy and Management (Q2)";"Business, Management and Accounting; Social Sciences"
47;130065;"Journal of Enterprise Information Management";journal;"17410398";"Emerald Publishing";No;No;0,538;Q1;100;41;136;1323;311;135;1,62;32,27;23,75;4;United Kingdom;Western Europe;"Emerald Publishing";"2004-2026";"Library and Information Sciences (Q1); Decision Sciences (miscellaneous) (Q2); Information Systems (Q2); Management of Technology and Innovation (Q2)";"Business, Management and Accounting; Computer Science; Decision Sciences; Social Sciences"
48;130132;"Information Technology and People";journal;"09593845";"Emerald Group Publishing Ltd.";No;No;0,528;Q1;92;21;69;1043;191;68;2,22;49,67;42,50;6;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1990, 1992, 1994-2026";"Library and Information Sciences (Q1); Computer Science Applications (Q2); Information Systems (Q2)";"Computer Science; Social Sciences"
49;21100805777;"Information and Learning Science";journal;"23985356, 23985348";"Emerald Publishing";No;No;0,523;Q2;43;56;156;843;107;143;0,56;15,05;65,22;3;United Kingdom;Western Europe;"Emerald Publishing";"2017-2026";"Computer Science Applications (Q2); Education (Q2); Library and Information Sciences (Q2)";"Computer Science; Social Sciences"
50;144908;"Library Hi Tech";journal;"07378831";"Emerald Group Publishing Ltd.";No;No;0,516;Q2;59;52;153;960;138;153;0,85;18,46;54,32;3;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1983-2025";"Information Systems (Q2); Library and Information Sciences (Q2)";"Computer Science; Social Sciences"
51;22510;"Learned Publishing";journal;"09531513, 17414857";"Wiley-Blackwell";No;No;0,515;-;52;40;119;738;88;105;0,91;18,45;47,73;0;United States;Northern America;"Wiley-Blackwell";"1996-2026";"Communication (Q2)";"Social Sciences"
52;30004;"Health Information and Libraries Journal";journal;"14711842, 14711834";"Wiley-Blackwell Publishing Ltd";No;No;0,513;Q2;57;65;172;1238;211;163;1,38;19,05;67,96;11;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2001-2025";"Health Informatics (Q2); Health Information Management (Q2); Library and Information Sciences (Q2)";"Health Professions; Medicine; Social Sciences"
53;4700152782;"College and Undergraduate Libraries";journal;"10691316, 15452530";"Routledge";No;No;0,505;Q2;26;39;74;692;24;69;0,32;17,74;62,96;1;United States;Northern America;"Routledge";"1994-2004, 2006-2026";"Education (Q2); E-learning (Q2); Library and Information Sciences (Q2)";"Social Sciences"
54;22894;"Research Evaluation";journal;"09582029, 14715449";"Oxford University Press";No;No;0,497;Q2;70;27;81;879;81;76;1,11;32,56;31,51;0;United Kingdom;Western Europe;"Oxford University Press";"1991-1996, 1998-2026";"Education (Q2); Library and Information Sciences (Q2)";"Social Sciences"
55;15133;"Information Retrieval Journal";journal;"13864564, 15737659";"Springer Science and Business Media B.V.";No;No;0,493;Q2;0;0;0;0;0;0;0,00;0,00;0,00;0;Netherlands;Western Europe;"Springer Science and Business Media B.V.";"1999-2023";"Information Systems (Q2); Library and Information Sciences (Q2)";"Computer Science; Social Sciences"
56;144818;"Collection Building";journal;"01604953, 20545592";"Emerald Publishing";No;No;0,488;Q2;0;0;0;0;0;0;0,00;0,00;0,00;0;United Kingdom;Western Europe;"Emerald Publishing";"1978-2018";"Library and Information Sciences (Q2)";"Social Sciences"
57;145510;"Libri";journal;"18658423, 00242667";"De Gruyter Saur";Yes;Yes;0,483;Q2;33;29;67;984;57;66;0,33;33,93;60,00;4;Germany;Western Europe;"De Gruyter Saur";"1950, 1953-1956, 1958-2026";"Library and Information Sciences (Q2)";"Social Sciences"
58;144673;"Performance Measurement and Metrics";journal;"14678047";"Emerald Group Publishing Ltd.";No;No;0,452;Q2;27;22;66;341;44;63;0,72;15,50;51,61;2;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2000-2026";"Literature and Literary Theory (Q1); Library and Information Sciences (Q2)";"Arts and Humanities; Social Sciences"
59;4700152908;"Knowledge Management Research and Practice";journal;"14778238, 14778246";"Taylor and Francis Ltd.";No;No;0,441;Q2;62;40;70;1671;79;61;1,13;41,78;24,53;6;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2006-2026";"Business and International Management (Q2); Library and Information Sciences (Q2); Management Information Systems (Q2); Management of Technology and Innovation (Q2)";"Business, Management and Accounting; Social Sciences"
60;4700152804;"Internet Reference Services Quarterly";journal;"15404749, 10875301";"Routledge";No;No;0,435;Q2;24;21;125;364;85;122;0,68;17,33;72,97;1;United States;Northern America;"Routledge";"1996-2002, 2004-2018, 2020-2026";"E-learning (Q2); Library and Information Sciences (Q2)";"Social Sciences"
61;8600153112;"Archiving 2007 - Final Program and Proceedings";conference and proceedings;"-";"";No;No;0,422;-;5;0;40;0;17;38;0,43;0,00;0,00;0;United States;Northern America;"";"";"Library and Information Sciences; Media Technology";"Engineering; Social Sciences"
62;21100801727;"Digital Library Perspectives";journal;"20595816, 20595824";"Emerald Publishing";No;No;0,420;Q2;30;29;120;288;97;120;0,55;9,93;50,00;3;United Kingdom;Western Europe;"Emerald Publishing";"2016-2026";"Education (Q2); Library and Information Sciences (Q2); Information Systems (Q3)";"Computer Science; Social Sciences"
63;16568;"Science and Technology Libraries";journal;"0194262X, 15411109";"Routledge";No;No;0,414;Q2;27;30;70;314;35;62;0,40;10,47;54,55;0;United States;Northern America;"Routledge";"1980-2008, 2010-2026";"Library and Information Sciences (Q2)";"Social Sciences"
64;16610;"Serials Librarian";journal;"15411095, 0361526X";"Routledge";No;No;0,413;Q2;22;93;231;1046;104;221;0,35;11,25;59,46;2;United States;Northern America;"Routledge";"1977-2026";"Library and Information Sciences (Q2)";"Social Sciences"
65;12690;"Information Research";journal;"13681613";"University of Boras";Yes;Yes;0,412;Q2;61;36;139;1424;148;126;0,83;39,56;39,34;0;Sweden;Western Europe;"University of Boras";"1996-2026";"Library and Information Sciences (Q2)";"Social Sciences"
66;62702;"Proceedings of the ACM International Conference on Digital Libraries";conference and proceedings;"-";"";No;No;0,405;-;52;113;118;1186;157;117;1,33;10,50;25,28;5;United States;Northern America;"";"";"Computer Science Applications; Information Systems; Library and Information Sciences; Software";"Computer Science; Social Sciences"
67;2600147402;"Ethics and Information Technology";journal;"13881957, 15728439";"Springer Science and Business Media B.V.";No;No;0,403;Q2;87;25;73;642;153;66;1,63;25,68;30,77;7;Netherlands;Western Europe;"Springer Science and Business Media B.V.";"1999-2026";"Library and Information Sciences (Q2); Computer Science Applications (Q3)";"Computer Science; Social Sciences"
68;14721;"Medical Reference Services Quarterly";journal;"02763869, 15409597";"Routledge";No;No;0,401;Q2;31;33;106;315;61;106;0,55;9,55;75,00;2;United States;Northern America;"Routledge";"1982-2026";"Library and Information Sciences (Q2); Health Informatics (Q3)";"Medicine; Social Sciences"
69;13316;"Journal of Librarianship and Information Science";journal;"09610006, 17416477";"SAGE Publications Ltd";No;No;0,380;Q2;45;21;58;733;43;56;0,76;34,90;56,41;5;United Kingdom;Western Europe;"SAGE Publications Ltd";"1969-2026";"Library and Information Sciences (Q2)";"Social Sciences"
70;4700152758;"Reference Librarian";journal;"02763877, 15411117";"Routledge";No;No;0,372;Q2;27;19;114;269;39;101;0,26;14,16;64,71;0;United States;Northern America;"Routledge";"1982-2025";"Library and Information Sciences (Q2)";"Social Sciences"
71;21100814051;"Information Discovery and Delivery";journal;"23986247";"Emerald Group Publishing Ltd.";No;No;0,359;Q2;30;41;141;426;50;133;0,45;10,39;51,06;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2017-2026";"Library and Information Sciences (Q2)";"Social Sciences"
72;7600153106;"Malaysian Journal of Library and Information Science";journal;"13946234";"Faculty of Computer Science and Information Technology";No;No;0,359;Q2;31;16;42;396;24;42;0,43;24,75;21,05;0;Malaysia;Asiatic Region;"Faculty of Computer Science and Information Technology";"1996-2025";"Library and Information Sciences (Q2)";"Social Sciences"
73;10700153302;"International Journal of Data Mining and Bioinformatics";journal;"17485681, 17485673";"Inderscience Enterprises Ltd";No;No;0,356;Q2;26;20;21;649;22;21;1,05;32,45;28,57;0;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2006-2026";"Library and Information Sciences (Q2); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q3); Information Systems (Q3)";"Biochemistry, Genetics and Molecular Biology; Computer Science; Social Sciences"
74;144644;"Library Management";journal;"01435124";"Emerald Group Publishing Ltd.";No;No;0,354;Q2;43;52;155;1222;86;155;0,50;23,50;58,90;6;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1979-2025";"Library and Information Sciences (Q2)";"Social Sciences"
75;15511;"Program";journal;"00330337";"Emerald Group Publishing Ltd.";No;No;0,343;Q2;0;0;0;0;0;0;0,00;0,00;0,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1907, 1968-2017";"Library and Information Sciences (Q2); Information Systems (Q3)";"Computer Science; Social Sciences"
76;5800207822;"Terminology";journal;"15699994, 09299971";"John Benjamins Publishing Company";No;No;0,341;Q2;31;12;42;384;36;42;0,56;32,00;60,87;0;Netherlands;Western Europe;"John Benjamins Publishing Company";"1994-1998, 2000-2026";"Communication (Q2); Library and Information Sciences (Q2); Linguistics and Language (Q2)";"Social Sciences"
77;5600155499;"Canadian Journal of Program Evaluation";journal;"08341516";"Canadian Journal of Program Evaluation";No;No;0,337;Q2;24;31;72;875;29;63;0,33;28,23;67,21;0;Canada;Northern America;"Canadian Journal of Program Evaluation";"1996, 2000-2001, 2003, 2005-2010, 2012-2025";"Library and Information Sciences (Q2)";"Social Sciences"
78;12749;"International Information and Library Review";journal;"10959297, 10572317";"Taylor and Francis Ltd.";No;No;0,327;Q2;34;54;154;1308;55;151;0,28;24,22;39,53;1;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1992-2026";"E-learning (Q2); Library and Information Sciences (Q2)";"Social Sciences"
79;144645;"Library Review";journal;"00242535";"Emerald Group Publishing Ltd.";No;No;0,327;Q2;0;0;0;0;0;0;0,00;0,00;0,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1927-2017";"Library and Information Sciences (Q2)";"Social Sciences"
80;13412;"Lecture Notes in Control and Information Sciences";book series;"16107411, 01708643";"Springer Science and Business Media Deutschland GmbH";No;No;0,318;Q2;60;138;1441;2325;466;1049;0,25;16,85;12,04;1;Germany;Western Europe;"Springer Science and Business Media Deutschland GmbH";"1982-1986, 1988, 1990-1991, 1993, 1996, 2005-2026";"Library and Information Sciences (Q2)";"Social Sciences"
81;29335;"Education for Information";journal;"18758649, 01678329";"SAGE Publications Ltd";No;No;0,304;Q2;24;21;42;287;17;38;0,21;13,67;65,52;0;United Kingdom;Western Europe;"SAGE Publications Ltd";"1983-2025";"Library and Information Sciences (Q2); Education (Q3); Information Systems (Q3)";"Computer Science; Social Sciences"
82;21100220376;"Association for Information Systems - 26th International Conference on Information Systems, ICIS 2005: Forever New Frontiers";conference and proceedings;"-";"";No;No;0,304;-;15;0;85;0;76;84;0,00;0,00;0,00;0;United States;Northern America;"";"";"Applied Mathematics; Computer Science Applications; Library and Information Sciences; Statistics, Probability and Uncertainty";"Computer Science; Decision Sciences; Mathematics; Social Sciences"
83;15135;"Information Services and Use";journal;"01675265, 18758789";"SAGE Publications Ltd";No;No;0,300;Q2;28;34;88;251;38;83;0,36;7,38;22,58;0;United Kingdom;Western Europe;"SAGE Publications Ltd";"1981-2025";"Library and Information Sciences (Q2); Computer Science Applications (Q3); Information Systems (Q3)";"Computer Science; Social Sciences"
84;21100801725;"VINE Journal of Information and Knowledge Management Systems";journal;"20595905, 20595891";"Emerald Publishing";No;No;0,292;Q2;48;48;126;961;104;121;0,91;20,02;40,32;4;United Kingdom;Western Europe;"Emerald Publishing";"2016-2026";"Library and Information Sciences (Q2); Computer Networks and Communications (Q3); Computer Science Applications (Q3); Information Systems (Q3); Management of Technology and Innovation (Q3)";"Business, Management and Accounting; Computer Science; Social Sciences"
85;14066;"Library Trends";journal;"15590682, 00242594";"Johns Hopkins University Press";No;No;0,288;Q2;57;43;155;1432;112;148;0,54;33,30;57,41;8;United States;Northern America;"Johns Hopkins University Press";"1980-2026";"Library and Information Sciences (Q2)";"Social Sciences"
