Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2013);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
13;18916;"Social Science Computer Review";journal;"15528286, 08944393";"SAGE Publications Inc.";No;No;1,371;Q1;104;51;106;1997;359;105;2,68;39,16;32,04;17;United States;Northern America;"SAGE Publications Inc.";"1983-2026";"Computer Science Applications (Q1); Law (Q1); Library and Information Sciences (Q1); Social Sciences (miscellaneous) (Q1)";"Computer Science; Social Sciences"
14;24222;"Scientometrics";journal;"15882861, 01389130";"Springer Nature";No;No;1,346;Q1;167;261;721;9569;2268;697;2,95;36,66;31,38;90;Switzerland;Western Europe;"Springer Nature";"1978-2026";"Computer Science Applications (Q1); Library and Information Sciences (Q1); Social Sciences (miscellaneous) (Q1)";"Computer Science; Social Sciences"
15;12791;"Journal of Academic Librarianship";journal;"00991333";"Elsevier B.V.";No;No;1,334;Q1;75;89;199;1989;337;178;1,42;22,35;58,33;14;United Kingdom;Western Europe;"Elsevier B.V.";"1988-2026";"Education (Q1); Library and Information Sciences (Q1)";"Social Sciences"
16;98245;"Library Resources and Technical Services";journal;"00242527";"American Library Association";Yes;No;1,309;Q1;26;14;62;489;94;52;1,36;34,93;55,00;0;United States;Northern America;"American Library Association";"1978-1979, 1981-1984, 1988-2025";"Information Systems (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
17;12709;"Information Technology and Libraries";journal;"07309295, 21635226";"American Library Association";Yes;Yes;1,305;Q1;42;26;98;382;127;66;1,25;14,69;61,54;1;United States;Northern America;"American Library Association";"1968, 1971-1974, 1981, 1988-2025";"Information Systems (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
18;144671;"Reference Services Review";journal;"00907324";"Emerald Group Publishing Ltd.";No;No;1,303;Q1;46;45;142;1095;224;141;1,45;24,33;73,68;5;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1973-2026";"E-learning (Q1); Library and Information Sciences (Q1)";"Social Sciences"
19;19700201446;"New Review of Academic Librarianship";journal;"13614533, 17407834";"Taylor and Francis Ltd.";No;No;1,276;Q1;30;22;55;599;81;49;1,00;27,23;66,67;3;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1995-2026";"E-learning (Q1); Library and Information Sciences (Q1)";"Social Sciences"
20;15933;"Portal";journal;"15307131, 15312542";"Johns Hopkins University Press";No;No;1,241;-;48;30;80;1406;120;68;1,67;46,87;62,50;10;United States;Northern America;"Johns Hopkins University Press";"2001-2026";"Development (Q1)";"Social Sciences"
21;15074;"European Journal of Information Systems";journal;"0960085X, 14769344";"Taylor and Francis Ltd.";No;No;1,240;Q1;151;43;148;3347;591;143;3,63;77,84;29,59;3;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1995-2026";"Information Systems (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
22;15916;"Journal of Health Communication";journal;"10810730, 10870415";"Taylor and Francis Ltd.";No;No;1,225;Q1;120;134;379;5308;1001;338;2,24;39,61;61,92;87;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1996-2026";"Communication (Q1); Health (social science) (Q1); Library and Information Sciences (Q1); Public Health, Environmental and Occupational Health (Q1)";"Medicine; Social Sciences"
23;15631;"International Journal of Information Management";journal;"02684012";"Elsevier Ltd";No;No;1,174;Q1;215;93;201;5831;972;180;3,98;62,70;27,31;18;United Kingdom;Western Europe;"Elsevier Ltd";"1970, 1986-2026";"Computer Networks and Communications (Q1); Information Systems (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
24;4700152795;"Journal of Library Administration";journal;"01930826, 15403564";"Routledge";No;No;1,123;Q1;36;36;176;701;276;166;1,14;19,47;59,52;7;United States;Northern America;"Routledge";"1980-2026";"Library and Information Sciences (Q1); Public Administration (Q1)";"Social Sciences"
25;4700152782;"College and Undergraduate Libraries";journal;"10691316, 15452530";"Routledge";No;No;1,100;Q1;26;29;95;529;102;92;1,15;18,24;68,75;2;United States;Northern America;"Routledge";"1994-2004, 2006-2026";"Education (Q1); E-learning (Q1); Library and Information Sciences (Q1)";"Social Sciences"
26;4700152796;"Journal of Interlibrary Loan, Document Delivery and Electronic Reserve";journal;"1072303X, 15403572";"Routledge";No;No;1,010;Q1;15;19;84;178;55;79;0,77;9,37;60,87;0;United States;Northern America;"Routledge";"1994, 1996-1997, 2000, 2002-2003, 2005-2021";"Library and Information Sciences (Q1)";"Social Sciences"
27;19600157322;"Journal of Cheminformatics";journal;"17582946";"BioMed Central Ltd";Yes;No;1,006;Q1;101;47;169;1980;579;165;3,16;42,13;22,49;3;United Kingdom;Western Europe;"BioMed Central Ltd";"2009-2026";"Computer Graphics and Computer-Aided Design (Q1); Computer Science Applications (Q1); Library and Information Sciences (Q1); Physical and Theoretical Chemistry (Q2)";"Chemistry; Computer Science; Social Sciences"
28;28040;"International Journal of Geographical Information Science";journal;"13658816, 13658824";"Taylor and Francis Ltd.";No;No;1,001;Q1;149;129;314;5571;854;310;2,29;43,19;27,78;18;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1997-2026";"Geography, Planning and Development (Q1); Information Systems (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
29;12813;"Journal of Information Science";journal;"01655515, 17416485";"SAGE Publications Ltd";No;No;0,974;Q1;86;60;140;2545;378;140;2,43;42,42;33,10;3;United Kingdom;Western Europe;"SAGE Publications Ltd";"1979-2026";"Information Systems (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
30;14060;"Library Quarterly";journal;"00242519, 1549652X";"University of Chicago Press";No;No;0,964;Q1;50;26;66;675;99;61;1,52;25,96;72,41;2;United States;Northern America;"University of Chicago Press";"1946-1947, 1951, 1958, 1979, 1981, 1988-2026";"Library and Information Sciences (Q1)";"Social Sciences"
31;200147110;"Information Communication and Society";journal;"14684462, 1369118X";"Routledge";No;No;0,949;Q1;136;78;191;3139;605;184;3,24;40,24;43,26;0;United Kingdom;Western Europe;"Routledge";"2001, 2005-2026";"Communication (Q1); Library and Information Sciences (Q1)";"Social Sciences"
32;144908;"Library Hi Tech";journal;"07378831";"Emerald Group Publishing Ltd.";No;No;0,912;Q1;59;46;152;1349;194;151;1,17;29,33;33,33;2;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1983-2025";"Information Systems (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
33;144644;"Library Management";journal;"01435124";"Emerald Group Publishing Ltd.";No;No;0,857;Q1;43;53;152;1209;169;152;1,17;22,81;63,21;3;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1979-2025";"Library and Information Sciences (Q1)";"Social Sciences"
34;16004;"Reference and User Services Quarterly";journal;"10949054";"American Library Association";No;No;0,855;Q1;41;44;124;1040;113;114;0,88;23,64;74,32;3;United States;Northern America;"American Library Association";"1997-2019, 2021, 2024-2025";"Information Systems (Q1); Library and Information Sciences (Q1)";"Computer Science; Social Sciences"
35;4700152758;"Reference Librarian";journal;"02763877, 15411117";"Routledge";No;No;0,843;Q1;27;33;111;531;112;102;0,62;16,09;70,83;0;United States;Northern America;"Routledge";"1982-2025";"Library and Information Sciences (Q1)";"Social Sciences"
36;22894;"Research Evaluation";journal;"09582029, 14715449";"Oxford University Press";No;No;0,843;Q1;70;32;113;1220;203;112;1,77;38,13;37,27;15;United Kingdom;Western Europe;"Oxford University Press";"1991-1996, 1998-2026";"Education (Q1); Library and Information Sciences (Q1)";"Social Sciences"
37;19400158481;"Journal of Web Librarianship";journal;"19322909, 19322917";"Routledge";No;No;0,826;Q1;24;29;91;576;96;77;1,20;19,86;57,14;0;United States;Northern America;"Routledge";"2007-2026";"Library and Information Sciences (Q1); Computer Science Applications (Q2)";"Computer Science; Social Sciences"
38;16610;"Serials Librarian";journal;"15411095, 0361526X";"Routledge";No;No;0,785;Q1;22;65;186;614;130;178;0,60;9,45;66,97;0;United States;Northern America;"Routledge";"1977-2026";"Library and Information Sciences (Q1)";"Social Sciences"
39;25547;"Interacting with Computers";journal;"18737951, 09535438";"Oxford University Press";No;No;0,785;-;100;45;159;1683;520;151;2,24;37,40;25,93;3;United Kingdom;Western Europe;"Oxford University Press";"1989-2026";"Software (Q1); Human-Computer Interaction (Q2)";"Computer Science"
40;30004;"Health Information and Libraries Journal";journal;"14711842, 14711834";"Wiley-Blackwell Publishing Ltd";No;No;0,771;Q1;57;38;131;1075;186;120;1,24;28,29;64,84;5;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2001-2025";"Health Informatics (Q1); Library and Information Sciences (Q1); Health Information Management (Q2)";"Health Professions; Medicine; Social Sciences"
41;22510;"Learned Publishing";journal;"09531513, 17414857";"Wiley-Blackwell";No;No;0,767;-;52;43;122;546;139;109;1,07;12,70;34,09;8;United States;Northern America;"Wiley-Blackwell";"1996-2026";"Communication (Q1)";"Social Sciences"
42;23776;"Archivaria";journal;"03186954";"Association of Canadian Archivists";No;No;0,765;Q1;35;16;43;1138;34;40;0,67;71,13;64,71;0;Canada;Northern America;"Association of Canadian Archivists";"1980, 1989-1990, 1996-2025";"Library and Information Sciences (Q1)";"Social Sciences"
43;17857;"Journal of the Medical Library Association";journal;"15365050, 15589439";"Medical Library Association";Yes;Yes;0,746;Q1;82;57;185;1122;212;159;1,17;19,68;68,38;9;United States;Northern America;"Medical Library Association";"1999, 2001-2026";"Health Informatics (Q1); Library and Information Sciences (Q1); Medicine (miscellaneous) (Q2)";"Medicine; Social Sciences"
44;22315;"Personal and Ubiquitous Computing";journal;"16174909, 16174917";"Springer London";No;No;0,740;-;106;161;224;4814;771;207;3,31;29,90;24,62;17;United Kingdom;Western Europe;"Springer London";"1997-2026";"Hardware and Architecture (Q1); Computer Science Applications (Q2); Management Science and Operations Research (Q2)";"Computer Science; Decision Sciences"
45;4700152770;"Cataloging and Classification Quarterly";journal;"15444554, 01639374";"Routledge";No;No;0,732;Q1;31;51;142;1610;123;130;1,02;31,57;67,42;2;United States;Northern America;"Routledge";"1981-2026";"Library and Information Sciences (Q1)";"Social Sciences"
46;21100805777;"Information and Learning Science";journal;"23985356, 23985348";"Emerald Publishing";No;No;0,715;Q1;43;56;164;1099;163;148;0,97;19,63;61,29;2;United Kingdom;Western Europe;"Emerald Publishing";"2017-2026";"Education (Q1); Library and Information Sciences (Q1); Computer Science Applications (Q2)";"Computer Science; Social Sciences"
47;15420;"Electronic Library";journal;"02640473";"Emerald Group Publishing Ltd.";No;No;0,698;Q1;53;60;174;1417;238;174;1,20;23,62;42,05;1;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1983-2026";"Library and Information Sciences (Q1); Computer Science Applications (Q2)";"Computer Science; Social Sciences"
48;15386;"Online Information Review";journal;"14684527, 14684535";"Emerald Publishing";No;No;0,693;Q1;85;68;168;2354;372;166;2,24;34,62;40,32;1;United Kingdom;Western Europe;"Emerald Publishing";"1980-1995, 1997, 1999-2026";"Library and Information Sciences (Q1); Computer Science Applications (Q2); Information Systems (Q2)";"Computer Science; Social Sciences"
49;12794;"Journal of Documentation";journal;"00220418";"Emerald Group Publishing Ltd.";No;No;0,690;Q1;80;48;164;2006;247;164;1,45;41,79;46,25;3;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1945-2026";"Library and Information Sciences (Q1); Information Systems (Q2)";"Computer Science; Social Sciences"
50;4700152804;"Internet Reference Services Quarterly";journal;"15404749, 10875301";"Routledge";No;No;0,683;Q1;24;16;43;488;33;39;0,73;30,50;63,89;1;United States;Northern America;"Routledge";"1996-2002, 2004-2018, 2020-2026";"E-learning (Q1); Library and Information Sciences (Q1)";"Social Sciences"
51;12689;"Information Processing and Management";journal;"18735371, 03064573";"Elsevier Ltd";No;No;0,675;Q1;149;91;207;3755;500;203;2,35;41,26;29,11;5;United Kingdom;Western Europe;"Elsevier Ltd";"1975-2026";"Library and Information Sciences (Q1); Media Technology (Q1); Computer Science Applications (Q2); Information Systems (Q2); Management Science and Operations Research (Q2)";"Computer Science; Decision Sciences; Engineering; Social Sciences"
52;15442;"Information Systems Management";journal;"10580530";"Taylor and Francis Ltd.";No;No;0,659;Q1;77;32;109;1501;184;87;1,57;46,91;23,19;3;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1992-2026";"Library and Information Sciences (Q1); Computer Science Applications (Q2); Information Systems (Q2)";"Computer Science; Social Sciences"
53;14239;"College and Research Libraries News";journal;"21506698, 00990086";"Association of College and Research Libraries";No;No;0,656;Q1;30;94;272;374;151;227;0,56;3,98;74,36;3;United States;Northern America;"Association of College and Research Libraries";"1986-1988, 1990-2026";"Library and Information Sciences (Q1); Education (Q2)";"Social Sciences"
54;13992;"Library Collections, Acquisition and Technical Services";journal;"14649055, 18731821";"Taylor and Francis Ltd.";No;No;0,640;Q1;24;12;42;237;42;42;1,07;19,75;53,33;2;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1980-1997, 1999-2015, 2017";"Library and Information Sciences (Q1); Information Systems (Q2)";"Computer Science; Social Sciences"
55;17900156721;"Journal of Electronic Resources Librarianship";journal;"1941126X, 19411278";"Routledge";No;No;0,637;Q1;18;40;86;453;55;78;0,63;11,33;79,17;0;United States;Northern America;"Routledge";"2008-2025";"Library and Information Sciences (Q1); Information Systems (Q2)";"Computer Science; Social Sciences"
56;20870;"Telecommunications Policy";journal;"03085961";"Elsevier Ltd";No;No;0,636;-;101;91;224;3726;488;214;1,92;40,95;20,54;38;United Kingdom;Western Europe;"Elsevier Ltd";"1976-2026";"Electrical and Electronic Engineering (Q2); Human Factors and Ergonomics (Q2); Information Systems (Q2)";"Computer Science; Engineering; Social Sciences"
57;21100242609;"Insights: the UKSG Journal";journal;"20487754";"United Kingdom Serials Group";Yes;Yes;0,633;Q2;21;50;150;478;65;135;0,27;9,56;43,64;4;United Kingdom;Western Europe;"United Kingdom Serials Group";"2012-2026";"Library and Information Sciences (Q2)";"Social Sciences"
58;13316;"Journal of Librarianship and Information Science";journal;"09610006, 17416477";"SAGE Publications Ltd";No;No;0,629;Q2;45;23;69;968;70;64;0,75;42,09;55,32;1;United Kingdom;Western Europe;"SAGE Publications Ltd";"1969-2026";"Library and Information Sciences (Q2)";"Social Sciences"
59;15133;"Information Retrieval Journal";journal;"13864564, 15737659";"Springer Science and Business Media B.V.";No;No;0,627;Q2;0;0;0;0;0;0;0,00;0,00;0,00;0;Netherlands;Western Europe;"Springer Science and Business Media B.V.";"1999-2023";"Information Systems (Q2); Library and Information Sciences (Q2)";"Computer Science; Social Sciences"
60;21100814051;"Information Discovery and Delivery";journal;"23986247";"Emerald Group Publishing Ltd.";No;No;0,622;Q2;30;19;111;125;56;107;0,51;6,58;68,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2017-2026";"Library and Information Sciences (Q2)";"Social Sciences"
61;19700187503;"Australian Academic and Research Libraries";journal;"00048623, 1839471X";"Australian Library and Information Association";No;No;0,611;Q2;36;23;133;603;81;128;0,51;26,22;78,13;1;Australia;Pacific Region;"Australian Library and Information Association";"1955, 1988-2016";"Library and Information Sciences (Q2)";"Social Sciences"
62;4700152802;"Journal of Business and Finance Librarianship";journal;"15470644, 08963568";"Routledge";No;No;0,598;Q2;23;31;70;387;66;58;1,14;12,48;38,71;1;United States;Northern America;"Routledge";"1990-1992, 1994, 1996-2026";"E-learning (Q2); Library and Information Sciences (Q2); Management Information Systems (Q2); Marketing (Q2)";"Business, Management and Accounting; Social Sciences"
63;16568;"Science and Technology Libraries";journal;"0194262X, 15411109";"Routledge";No;No;0,591;Q2;27;27;81;839;52;81;0,52;31,07;63,41;0;United States;Northern America;"Routledge";"1980-2008, 2010-2026";"Library and Information Sciences (Q2)";"Social Sciences"
64;15394;"D-Lib Magazine";journal;"10829873";"Corporation for National Research Initiatives";Yes;No;0,574;Q2;60;51;119;675;139;104;0,86;13,24;32,32;7;United States;Northern America;"Corporation for National Research Initiatives";"1996-2017";"Library and Information Sciences (Q2)";"Social Sciences"
65;12085;"American Archivist";journal;"03609081";"Society of American Archivists";No;No;0,556;Q2;37;28;89;1782;55;75;0,49;63,64;65,71;2;United States;Northern America;"Society of American Archivists";"1938-2025";"Arts and Humanities (miscellaneous) (Q2); Library and Information Sciences (Q2)";"Arts and Humanities; Social Sciences"
66;12881;"Behavioral and Social Sciences Librarian";journal;"01639269, 15444546";"Routledge";No;No;0,540;Q2;19;24;66;517;40;51;0,46;21,54;54,55;1;United States;Northern America;"Routledge";"1979-2002, 2004-2017";"Library and Information Sciences (Q2); Social Sciences (miscellaneous) (Q2)";"Social Sciences"
67;2600147402;"Ethics and Information Technology";journal;"13881957, 15728439";"Springer Science and Business Media B.V.";No;No;0,538;Q2;87;24;83;917;149;78;1,43;38,21;30,77;9;Netherlands;Western Europe;"Springer Science and Business Media B.V.";"1999-2026";"Computer Science Applications (Q2); Library and Information Sciences (Q2)";"Computer Science; Social Sciences"
68;14721;"Medical Reference Services Quarterly";journal;"02763869, 15409597";"Routledge";No;No;0,524;Q2;31;41;110;575;105;108;0,72;14,02;79,12;1;United States;Northern America;"Routledge";"1982-2026";"Health Informatics (Q2); Library and Information Sciences (Q2)";"Medicine; Social Sciences"
69;21100374356;"Aslib Journal of Information Management";journal;"20503806, 20503814";"Emerald Group Publishing Ltd.";No;No;0,513;Q2;58;36;122;1370;116;120;1,01;38,06;36,59;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2014-2026";"Information Systems (Q2); Library and Information Sciences (Q2)";"Computer Science; Social Sciences"
70;19400156823;"Issues in Science and Technology Librarianship";journal;"10921206";"Association of College and Research Libraries";Yes;Yes;0,512;Q2;24;17;101;222;70;96;0,54;13,06;52,17;0;United States;Northern America;"Association of College and Research Libraries";"1996-2026";"Engineering (miscellaneous) (Q1); Library and Information Sciences (Q2)";"Engineering; Social Sciences"
71;19400158815;"Communications in Information Literacy";journal;"19335954";"Communications in Information Literacy";Yes;Yes;0,510;Q2;26;23;45;313;27;44;0,34;13,61;81,25;2;United States;Northern America;"Communications in Information Literacy";"2009-2025";"Education (Q2); E-learning (Q2); Library and Information Sciences (Q2)";"Social Sciences"
72;130132;"Information Technology and People";journal;"09593845";"Emerald Group Publishing Ltd.";No;No;0,502;Q2;92;19;60;1224;132;60;1,88;64,42;22,73;2;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1990, 1992, 1994-2026";"Computer Science Applications (Q2); Information Systems (Q2); Library and Information Sciences (Q2)";"Computer Science; Social Sciences"
73;15511;"Program";journal;"00330337";"Emerald Group Publishing Ltd.";No;No;0,502;Q2;0;0;0;0;0;0;0,00;0,00;0,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1907, 1968-2017";"Information Systems (Q2); Library and Information Sciences (Q2)";"Computer Science; Social Sciences"
74;23842;"Journal of Classification";journal;"01764268, 14321343";"Springer New York";No;No;0,493;Q2;51;20;61;610;71;52;0,78;30,50;18,18;1;United States;Northern America;"Springer New York";"1984-2026";"Library and Information Sciences (Q2); Mathematics (miscellaneous) (Q2); Psychology (miscellaneous) (Q2); Statistics, Probability and Uncertainty (Q3)";"Decision Sciences; Mathematics; Psychology; Social Sciences"
75;11500153514;"Revista Espanola de Documentacion Cientifica";journal;"02100614, 19884621";"CSIC Consejo Superior de Investigaciones Cientificas";Yes;Yes;0,489;Q2;24;41;92;1098;92;88;0,81;26,78;43,33;11;Spain;Western Europe;"CSIC Consejo Superior de Investigaciones Cientificas";"1984, 2008-2025";"Library and Information Sciences (Q2)";"Social Sciences"
76;14066;"Library Trends";journal;"15590682, 00242594";"Johns Hopkins University Press";No;No;0,487;Q2;57;48;126;2022;130;121;1,14;42,13;41,67;2;United States;Northern America;"Johns Hopkins University Press";"1980-2026";"Library and Information Sciences (Q2)";"Social Sciences"
77;4700152763;"Public Services Quarterly";journal;"15229114, 15228959";"Routledge";No;No;0,474;Q2;21;30;89;365;77;77;0,46;12,17;60,00;1;United States;Northern America;"Routledge";"2002-2003, 2006-2026";"Accounting (Q2); Library and Information Sciences (Q2); Public Administration (Q2)";"Business, Management and Accounting; Social Sciences"
78;144645;"Library Review";journal;"00242535";"Emerald Group Publishing Ltd.";No;No;0,472;Q2;0;0;0;0;0;0;0,00;0,00;0,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1927-2017";"Library and Information Sciences (Q2)";"Social Sciences"
79;12690;"Information Research";journal;"13681613";"University of Boras";Yes;Yes;0,467;Q2;61;52;160;2526;161;146;0,89;48,58;52,68;0;Sweden;Western Europe;"University of Boras";"1996-2026";"Library and Information Sciences (Q2)";"Social Sciences"
80;144983;"Archival Science";journal;"13890166, 15737500";"Springer Science and Business Media B.V.";No;No;0,458;Q2;48;17;70;927;62;67;0,77;54,53;55,56;4;Netherlands;Western Europe;"Springer Science and Business Media B.V.";"2001-2026";"History (Q1); Library and Information Sciences (Q2)";"Arts and Humanities; Social Sciences"
81;4700152748;"Journal of Electronic Resources in Medical Libraries";journal;"15424065, 15424073";"Routledge";No;No;0,451;Q2;17;21;102;167;55;99;0,49;7,95;73,08;0;United States;Northern America;"Routledge";"2003-2026";"Health (social science) (Q2); Library and Information Sciences (Q2)";"Social Sciences"
82;16800154717;"IFLA Journal";journal;"03400352, 17452651";"SAGE Publications Ltd";No;No;0,447;Q2;31;32;106;672;65;87;0,60;21,00;44,68;5;United Kingdom;Western Europe;"SAGE Publications Ltd";"1975-2026";"Library and Information Sciences (Q2)";"Social Sciences"
83;14115;"Canadian Journal of Information and Library Science";journal;"19207239, 1195096X";"Canadian Association for Information Science";No;No;0,445;Q2;23;16;45;557;40;44;0,89;34,81;53,13;0;Canada;Northern America;"Canadian Association for Information Science";"1993-2022";"Information Systems (Q2); Library and Information Sciences (Q2)";"Computer Science; Social Sciences"
84;4700152908;"Knowledge Management Research and Practice";journal;"14778238, 14778246";"Taylor and Francis Ltd.";No;No;0,443;Q2;62;38;103;2297;132;92;1,13;60,45;32,00;4;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2006-2026";"Business and International Management (Q2); Library and Information Sciences (Q2); Management Information Systems (Q2); Management of Technology and Innovation (Q2)";"Business, Management and Accounting; Social Sciences"
85;145510;"Libri";journal;"18658423, 00242667";"De Gruyter Saur";Yes;Yes;0,431;Q2;33;28;87;1030;73;86;0,67;36,79;68,57;5;Germany;Western Europe;"De Gruyter Saur";"1950, 1953-1956, 1958-2026";"Library and Information Sciences (Q2)";"Social Sciences"
86;145507;"Cybermetrics";journal;"11375019";"";Yes;No;0,419;Q2;16;1;7;25;6;7;1,20;25,00;40,00;0;Spain;Western Europe;"";"1997, 1999-2002, 2004-2013, 2015";"Library and Information Sciences (Q2)";"Social Sciences"
